question,QID,answer,answer_OID
"This TV moms son, Little Ricky, learned to sing Babalou like his dad, Ricky.",TELEVISION_91d3_0031,"Lucy Ricardo",TELEVISION_OPT_33fc_000C
"This TV mom was married to Herman, who caused more trouble than her son Eddie.",TELEVISION_938f_0032,"Lily Munster",TELEVISION_OPT_ea86_000D
"Which widowed TV mother travelled around in a colorful bus with her children Keith, Laurie, Danny, Christopher and Tracy?",TELEVISION_08b8_0033,"Shirley Partridge",TELEVISION_OPT_905b_000B
"This TV personality and her husband Ward were the loving parents of Wally and the Beaver.",TELEVISION_3049_0034,"June Cleaver",TELEVISION_OPT_5336_000D
"This TV mom and her husband Charles were busy raising Mary, Laura and Carrie in Walnut Grove, Minnesota.",TELEVISION_11a1_0035,"Caroline Ingalls",TELEVISION_OPT_4c68_000D
"Which TV mom moved to Manhattans Upper East Side with her son Lionel and her husband George?",TELEVISION_89ee_0036,"Louise Jefferson",TELEVISION_OPT_71e6_000D
"Pugsley and Wednesday were the kids of this TV mom and her husband, Gomez.",TELEVISION_cb13_0037,"Morticia Addams",TELEVISION_OPT_1f74_000D
"This red-haired TV character was the wife of Fred and the mother of Pebbles.",TELEVISION_09ba_0038,"Wilma Flintstone",TELEVISION_OPT_e917_000C
"This TV mother divorced her husband and moved back to her hometown of Indianapolis with her two daughters, Julie and Barbara.",TELEVISION_2651_0039,"Ann Romano Royer",TELEVISION_OPT_eb19_000B
"This TV mom and her husband Howard were the parents of Chuck, Richie and Joanie.",TELEVISION_bf26_0040,"Marion Cunningham",TELEVISION_OPT_bbbc_000B
"In The Pilot who is dressed as a bride and becomes a room mate to Monica?",TELEVISION_acf7_0041,Rachel,TELEVISION_OPT_6e65_000D
"What was the nickname that never caught on for Ross?",TELEVISION_607c_0042,Rossatron,TELEVISION_OPT_41a4_000C
"In the episode where everyone is up all night in season 7, why cant Phoebe go to sleep?",TELEVISION_49cc_0043,"The smoke detector keeps beeping",TELEVISION_OPT_8784_000A
"Who broke Chandlers barcalounger?",TELEVISION_8e5c_0044,Joey,TELEVISION_OPT_5be4_000A
"What is Rachels full name?",TELEVISION_595b_0045,"Rachel Karen Green",TELEVISION_OPT_4f12_000B
"What friend never had a bike as a child?",TELEVISION_2030_0046,Phoebe,TELEVISION_OPT_af2f_000A
"In the opening credits/theme song, what is the color of Joeys umbrella?",TELEVISION_0336_0047,Blue,TELEVISION_OPT_f6b5_000C
"What was Rosss son, Bens first word?",TELEVISION_7984_0048,Hi,TELEVISION_OPT_5a5b_000B
"How many chairs are around Monicas kitchen table?",TELEVISION_525d_0049,Four,TELEVISION_OPT_b0c9_000C
"What number wife is Rachel to Ross?",TELEVISION_5ca4_0050,Third,TELEVISION_OPT_2b42_000C
"What friend has a fear of dogs?",TELEVISION_1c87_0051,Chandler,TELEVISION_OPT_3ed3_000D
"How many Emmy Awards has the show Friends won for Outstanding Comedy Series?",TELEVISION_20ec_0052,None,TELEVISION_OPT_e93d_000D
"Who does Rachel have a baby with?",TELEVISION_0f28_0053,Ross,TELEVISION_OPT_db75_000D
"What actress plays Monica Geller?",TELEVISION_9a92_0054,"Courteney Cox Arquette",TELEVISION_OPT_55bd_000D
"What is Joeys favorite food?",TELEVISION_91f1_0055,Sandwiches,TELEVISION_OPT_7990_000D
"In what area of New York City do the Friends live?",TELEVISION_f1a7_0056,"Greenwich Village",TELEVISION_OPT_4c42_000C
"How many seasons was Friends on the air for?",TELEVISION_41ce_0057,10,TELEVISION_OPT_7476_000A
"What friends cast member directed some of the episodes?",TELEVISION_df19_0058,"David Schwimmer",TELEVISION_OPT_e796_000C
"In Chandlers 50 states game, who forgot 14 of the 50 states?",TELEVISION_ba94_0059,Monica,TELEVISION_OPT_a448_000A
"How many children did Monica and Chandler adopt?",TELEVISION_4ce3_0060,Twins,TELEVISION_OPT_e851_000C
"This 80s television show featured a family living in a brownstone in Brooklyn. The father was an obstetrician and the mother was a lawyer.",TELEVISION_2407_0061,"The Cosby Show",TELEVISION_OPT_76e4_000A
"This show, set in New York City at the High School For Performing Arts, was about students who wanted to become actors, musicians and dancers.",TELEVISION_9076_0062,Fame,TELEVISION_OPT_2cec_000B
"In this 80s television show, set in Columbus, Ohio, the parents (Steve and Elyse) had 4 children. Steve worked at a television station as a manager and Elyse was an architect.",TELEVISION_4b5b_0063,"Family Ties",TELEVISION_OPT_96bb_000A
"This 80s television series focused on a family that lived in the New York suburbs. The father was a psychiatrist and the mothers name was Maggie. They had 4 children with the oldest being Mike.",TELEVISION_d6a9_0064,"Growing Pains",TELEVISION_OPT_befb_000D
"This 80s show, which was a box office smash for Goldie Hawn, tells the story of a New York socialite who decides to tackle the U. S. Army.",TELEVISION_bc26_0065,"Private Benjamin",TELEVISION_OPT_9947_000A
"This 80s show, that took place in the fictional town of Glen Lawn, California, was about a black housekeeper who took care of three teenage girls, whose father was a police chief.",TELEVISION_7278_0066,"Gimme A Break",TELEVISION_OPT_0137_000B
"This 80s television series, set in Connecticut, was about a male housekeeper who worked for the president of an advertising agency.",TELEVISION_9e6f_0067,"Whos the Boss?",TELEVISION_OPT_e9c2_000A
"This 80s show was about a probationary angel named Jonathan. His unusual mission on earth was to bring love and understanding into the lives of people who were in trouble.",TELEVISION_bf2c_0068,"Highway to Heaven",TELEVISION_OPT_0a2b_000C
"What Canadian actor played Dr. Arthur Harmon in sitcom, Maude and than went on to star in Diffrent Strokes?",TELEVISION_867a_0069,"Conrad Bain",TELEVISION_OPT_961d_000A
"Who played Detective Donahue on TV show, Soap?",TELEVISION_4261_0070,"John Byner",TELEVISION_OPT_00ec_000A
"What actor played Huggy Bear on the show Starsky and Hutch?",TELEVISION_5bee_0071,"Antonio Fargas",TELEVISION_OPT_6600_000A
"Who played Charlie Harrison on the sitcom, Fish?",TELEVISION_029a_0072,"Barry Gordon",TELEVISION_OPT_6a5b_000A
"Who played Carrie on 70s TV show, Little House on the Prairie?",TELEVISION_ef0e_0073,"All of these",TELEVISION_OPT_2320_000C
"Who played the role of Chuck on television sitcom, Happy Days?",TELEVISION_61cf_0074,"Gavan O Herlihy",TELEVISION_OPT_af97_000C
"What actor played Cousin Oliver on ABCs situation comedy, The Brady Bunch?",TELEVISION_e40e_0075,"Robbie Rist",TELEVISION_OPT_68b1_000B
"Who played Keith on 1970s CBS sitcom, Good Times?",TELEVISION_5f65_0076,"Ben Powers",TELEVISION_OPT_3354_000B
"Who sang the buoyant theme song for the CBS sitcom, The Jeffersons?",TELEVISION_784f_0077,"Janet DuBois",TELEVISION_OPT_0ba9_000C
"On television miniseries, Rich Man, Poor Man Book 1, who played the role of Tom Jordache?",TELEVISION_8bf9_0078,"Nick Nolte",TELEVISION_OPT_300b_000C
"Which of these shows did Alan Hale Jr. play on?",TELEVISION_5c7e_0079,"Gilligans Island",TELEVISION_OPT_0ed8_000B
"Which of these shows did Russell Johnson play on?",TELEVISION_7d3c_0080,"Gilligans Island",TELEVISION_OPT_d02a_000C
"Which of these shows did Milburn Stone play on?",TELEVISION_fa16_0081,Gunsmoke,TELEVISION_OPT_0c69_000A
"Which of these shows did Eve Plumb play on?",TELEVISION_53db_0082,"The Brady Bunch",TELEVISION_OPT_b667_000D
"Which of these shows did Anissa Jones play on?",TELEVISION_dd38_0083,"Family Affair",TELEVISION_OPT_ae2b_000D
"Which of these shows did Betty Lynn play on?",TELEVISION_deba_0084,"The Andy Griffith Show",TELEVISION_OPT_c82f_000C
"Which of these shows did Eddie Albert play on?",TELEVISION_a91d_0085,"Green Acres",TELEVISION_OPT_c58d_000B
"Name the two main families in the TV series Soap, which ran on ABC from 1977 to 1981.",TELEVISION_bcf9_0086,"The Tates and the Campbells",TELEVISION_OPT_36ef_000B
"What were the first names of the Tuscadero sisters, portrayed by Suzi Quatro and Roz Kelly, on TV series, Happy Days?",TELEVISION_db68_0087,"Leather and Pinky",TELEVISION_OPT_d49a_000B
"In detective series Baretta, detective Tony Baretta lived in a run-down hotel with what pet?",TELEVISION_a877_0088,"Fred, the cockatoo",TELEVISION_OPT_b78b_000A
"On the sitcom Brady Bunch, Carol was a single mother before marrying Mike Brady, because her husband had been killed in a car accident.",TELEVISION_40fc_0089,False,TELEVISION_OPT_6d72_000B
"What was Skipper Grumbys first name on TV sitcom, Gilligans Island?",TELEVISION_bfb8_0090,Jonas,TELEVISION_OPT_d1c4_000A
"Jaime Sommers, the bionic woman who first appeared on TV series The Six Million Dollar Man, was nearly killed in an accident involving what?",TELEVISION_f4a3_0091,"A parachute",TELEVISION_OPT_ffce_000C
"What actor played the character of Vinnie Barbarino on the sitcom, Welcome Back, Kotter?",TELEVISION_2b64_0092,"John Travolta",TELEVISION_OPT_cc69_000D
"What was the name of Radars dog in the 1972-1983 TV series, M*A*S*H?",TELEVISION_2c35_0093,Ranger,TELEVISION_OPT_f019_000B
"Which actress played the oldest sister, Marcia Brady, on The Brady Bunch?",TELEVISION_48b3_0094,"Maureen McCormick",TELEVISION_OPT_c8d8_000A
"Which actor played the Skipper on the cult sitcom Gilligans Island?",TELEVISION_c537_0095,"Alan Hale",TELEVISION_OPT_b392_000D
"Steve Douglas, Mikes father on television series sitcom, My Three Sons was portrayed by actor Edwin R. Murray.",TELEVISION_da4c_0096,False,TELEVISION_OPT_1517_000A
"MTV super stars, Jessica and Ashlee Simpsons father used to be a youth minister at a church before managing their careers.",TELEVISION_efcb_0097,True,TELEVISION_OPT_7702_000B
"What actor portrays bumbling idiot deputy, Barney Fife, in The Andy Griffith Show?",TELEVISION_61f9_0098,"Don Knotts",TELEVISION_OPT_f79c_000B
"What Places in the Heart star also played the starring role of The Flying Nun in her earlier days?",TELEVISION_f339_0099,"Sally Field",TELEVISION_OPT_ebe7_000C
"Baywatch hunk, David Hasselhoff, also starred in a TV detective series called Vegas.",TELEVISION_cb1b_0100,False,TELEVISION_OPT_4384_000A
"Buddy Ebsen, who played Detective Barnaby Jones on the TV series Barnaby Jones, and Jed Clampett on the Beverly Hillbillies, served for 5 years as a lieutenant in what branch of the United States armed forces?",TELEVISION_43a5_0101,"United States Coast Guard",TELEVISION_OPT_c34b_000B
"This TV mom, who was married to Darrin, had a daughter Tabitha and a son Adam.",TELEVISION_3a06_0102,"Samantha Stephens",TELEVISION_OPT_7125_000B
"This blue-haired mom and her husband Homer had 3 kids, Bart, Lisa and Maggie.",TELEVISION_32e4_0103,"Marge Simpson",TELEVISION_OPT_4442_000C
"This TV character and her spouse Tim The Tool Man were the parents of  Brad, Randy and Mark.",TELEVISION_d27b_0104,"Jill Taylor",TELEVISION_OPT_3387_000C
"This hard-working TV mother and her husband James took care of their three children, J. J., Thelma and Michael.",TELEVISION_4d5f_0105,"Florida Evans",TELEVISION_OPT_6e5b_000C
"This TV mom and her husband John struggle to live a decent life during the Great Depression and the Second World War, taking care of their seven kids, John Boy, Mary Ellen, Jason, Erin, Ben, Jim Bob and Elizabeth.",TELEVISION_2ea1_0106,"Olivia Walton",TELEVISION_OPT_79c6_000C
"Which TV sharp-tongued widow had a son, named Vinton?",TELEVISION_e877_0107,"Thelma Harper",TELEVISION_OPT_aaa2_000C
"This TV character, who is a trained biochemist, and her husband John are the parents of  Judy, Penny and Will.",TELEVISION_b125_0108,"Maureen Robinson",TELEVISION_OPT_d7ad_000B
"This TV mom and her husband Cliff live in in Brooklyn, New York with their kids Sondra, Denise, Theo, Vanessa and Rudy.",TELEVISION_e550_0109,"Claire Huxtable",TELEVISION_OPT_424d_000D
"This TV mom and her husband Hal are the parents of Francis, Reese, Malcom, Dewey and Jamie.",TELEVISION_1f7a_0110,"Lois Wilkerson",TELEVISION_OPT_cd5f_000B
"This bossy and dominant TV character and her easy-going husband Dan have three children, Becky, Darlene, and DJ.",TELEVISION_5430_0111,"Roseanne Conner",TELEVISION_OPT_5f90_000D
"What year did the popular sitcom Happy Days first hit the airwaves?",TELEVISION_82c1_0112,1974,TELEVISION_OPT_d5f4_000B
"Ralph Malph, the chracter from Happy Days who left with Richie to join the army, was played by which actor?",TELEVISION_f2d3_0113,"Donny Most",TELEVISION_OPT_0e96_000A
"What high school did the gang from the sitcom Happy Days attend?",TELEVISION_9d98_0114,Jefferson,TELEVISION_OPT_5756_000C
"The sci-fi-based sitcom Mork and Mindy was a spinoff from the 70s show Happy Days.",TELEVISION_ef26_0115,True,TELEVISION_OPT_0602_000B
"What was the name of Fonzies girlfriend, portrayed on the show Happy days by actress Roz Kelly?",TELEVISION_e165_0116,Pinky,TELEVISION_OPT_5e63_000D
"What was the last name of Chachi, the character from Happy Days, who eventually married Joanie Cunningham?",TELEVISION_e18d_0117,Arcola,TELEVISION_OPT_7d3f_000B
"On the ABC show Happy Days, Richie got married to Lori Beth, who was portrayed by which actress?",TELEVISION_0f26_0118,"Lynda Goodfriend",TELEVISION_OPT_4a9f_000C
"On the sitcom Happy Days, Fonzie worked as a mechanic in which garage?",TELEVISION_a891_0119,"Broncos Garage",TELEVISION_OPT_17ac_000D
"Who played the part of Fonzies father in the ABC TV series Happy Days?",TELEVISION_a520_0120,"Cesar Romero",TELEVISION_OPT_9ae1_000A
"What was the name of the oldest Cunningham brother on the show  Happy Days?",TELEVISION_3b98_0121,Chuck,TELEVISION_OPT_1551_000A
"This character from the popular sitcom Happy Days was a waitress on roller skates, played by Beatrice Cohen.",TELEVISION_bbf6_0122,Marsha,TELEVISION_OPT_8feb_000B
"Heather O Rourke who played the little girl in Poltergeist was a regular cast member of the 70s hit show Happy Days.",TELEVISION_48c3_0123,True,TELEVISION_OPT_50f6_000A
"Who played the role of  Police Officer Jon Baker on the hit show CHiPs, which hit the airwaves in 1977?",TELEVISION_b782_0124,"Larry Wilcox",TELEVISION_OPT_306c_000C
"This actor played the role of Nels Oleson, the proprietor of the towns general store, in the TV series Little House on the Prairie.",TELEVISION_8b38_0125,"Richard Bull",TELEVISION_OPT_b9d9_000C
"Which Emmy-winning actor portrayed detective Dan Tanna on the 70s show  Vegas?",TELEVISION_ab5f_0126,"Robert Urich",TELEVISION_OPT_f63b_000D
"Who played the role of Lt. Bill Crowley on the hit television show Police Woman, that ran from 1974 to 1978?",TELEVISION_5508_0127,"Earl Holliman",TELEVISION_OPT_480e_000C
"Which Canadian actor starred on the sitcom Diffrent Strokes as the rich widower Phillip Drummond?",TELEVISION_7cce_0128,"Conrad Bain",TELEVISION_OPT_6d56_000C
"This African-American actor played the role of Grady Wilson on the sitcom Sanford and Son, which debuted on NBC in 1972.",TELEVISION_1745_0129,"Whitman Mayo",TELEVISION_OPT_f14b_000D
"The Facts of Life was the only spin-off from the popular television show Diffrent Strokes.",TELEVISION_0c40_0130,False,TELEVISION_OPT_4768_000B
"Who starred on the sitcom Alice as the neurotic and feather-brained Vera?",TELEVISION_8ae4_0131,"Beth Howland",TELEVISION_OPT_30ee_000B
"Phillip McKeon, who played Alices son Tommy Hyatt on the show Alice, is a relative of Nancy McKeon.",TELEVISION_201a_0132,True,TELEVISION_OPT_52a6_000B
"Who played the role of  Lori Beth Allen on the sitcom Happy Days, that debuted on ABC in 1974?",TELEVISION_1574_0133,"Lynda Goodfriend",TELEVISION_OPT_b931_000D
"In episode #48 of the sitcom The Brady Bunch, entitled  Alices September Song, Alice gets a visit from an old boyfriend whose name is what?",TELEVISION_23f8_0134,"Mark Millard",TELEVISION_OPT_479b_000A
"What was the name of Cindys beloved doll in the The Brady Bunch?",TELEVISION_776c_0135,"Kitty Karryall",TELEVISION_OPT_a1e8_000C
"This actor portrayed Sam the Butcher, a recurring character in the TV series, The Brady Bunch.",TELEVISION_4aec_0136,"Allan Melvin",TELEVISION_OPT_2468_000B
"This actor is famous for playing the role of Peter Brady on the sitcom, The Brady Bunch.",TELEVISION_4289_0137,"Christopher Knight",TELEVISION_OPT_a299_000D
"In Getting Gregs Goat, an episode of The Brady Bunch, Greg steals the goat Raquel, mascot of which rival school?",TELEVISION_32ec_0138,"Coolidge High School",TELEVISION_OPT_87c6_000C
"This character, played by Robbie Rist is Carols nephew, who appeared in the final season of  The Brady Bunch.",TELEVISION_eb3c_0139,Oliver,TELEVISION_OPT_3020_000B
"In 54-40 and Fight, an episode of The Brady Bunch,  the kids collect trading stamps and decide who will keep control over all stamps, using what type of contest?",TELEVISION_dd6a_0140,"Building a house of cards",TELEVISION_OPT_d618_000B
"What was Carols full name before she married Mike Brady in the pilot episode of The Brady Bunch?",TELEVISION_dcac_0141,"Carol Tyler Martin",TELEVISION_OPT_8008_000B
"This actress portrays Aunt Jenny in an episode of the The Brady Bunch, entitled Jans Aunt Jenny.",TELEVISION_a93f_0142,"Imogene Coca",TELEVISION_OPT_9405_000D
"This actress, who as an adult got into graphic design, played the role of Cindy, one of Carols daughters on The Brady Bunch.",TELEVISION_f46f_0143,"Susan Olsen",TELEVISION_OPT_b28b_000B
"What year did the long-running television show Cheers  first hit the airwaves?",TELEVISION_2172_0144,1982,TELEVISION_OPT_8031_000C
"Sam Malone, the bartender and owner of the eponymous bar on the show Cheers, was a former major league pitcher. What was his nickname as a player?",TELEVISION_716c_0145,"Mayday Malone",TELEVISION_OPT_de74_000A
"Who played the role of the blond waitress Diane Chambers in the 80s TV series Cheers?",TELEVISION_4454_0146,"Shelley Long",TELEVISION_OPT_c49d_000A
"The television show Frasier was a spinoff of the sitcom Cheers.",TELEVISION_eb78_0147,True,TELEVISION_OPT_b25f_000A
"On the sitcom Cheers, actress Rhea Perlman played the role of Carla. What was Carlas last name?",TELEVISION_aeff_0148,Tortelli,TELEVISION_OPT_1ac1_000B
"What was the name of  Woody Boyds girlfriend on the show Cheers?",TELEVISION_b5ea_0149,Kelly,TELEVISION_OPT_fac4_000D
"What was the maiden name of Frasier Cranes wife Lilith, portrayed on the show Cheers by Bebe Neuwirth?",TELEVISION_205d_0150,Sternin,TELEVISION_OPT_67a8_000C
"Hall of Fame baseball player Wade Boggs appeared on the NBC sitcom Cheers.",TELEVISION_9e52_0151,True,TELEVISION_OPT_de66_000A
"What is the theme song of the TV show Cheers, performed by Gary Portnoy?",TELEVISION_7b87_0152,"Where Everybody Knows Your Name",TELEVISION_OPT_9cf5_000C
"What year did the popular NBC show Cheers go off the air?",TELEVISION_2f2f_0153,1993,TELEVISION_OPT_3478_000A
"Which New York City school did Archie Bunker from TV series, All in the family attend?",TELEVISION_3f1a_0154,"William Cullen Bryant",TELEVISION_OPT_f9f0_000B
"In what year did the popular sitcom All in the Family first hit the airwaves?",TELEVISION_3ffa_0155,1971,TELEVISION_OPT_4441_000D
"In the sitcom All in the family, Archie Bunker was a dock foreman for what company?",TELEVISION_9f9f_0156,"Prendergast Tool and Die company",TELEVISION_OPT_6ec8_000D
"In TV series All in the Family, the Bunkers resided at what address?",TELEVISION_d947_0157,"704 Houser Street",TELEVISION_OPT_997c_000D
"In the series All in the Family, what nickname was given to Michael Stivic by his father-in-law, Archie Bunker?",TELEVISION_3d6c_0158,Meathead,TELEVISION_OPT_14a1_000D
"This character from All in the Family, played by actress Danielle Brisebois, was adopted by the Bunkers.",TELEVISION_de4b_0159,Stephanie,TELEVISION_OPT_a110_000A
"In season four of  All in the family, Betty Garrett and Vincent Gardenia played the Bunkers new next-door neighbors, whose last name was what?",TELEVISION_1490_0160,Lorenzo,TELEVISION_OPT_8610_000B
"What was the name of the bar, that Archie Bunker used to frequent in All in the family?",TELEVISION_48b3_0161,"Kelseys Bar",TELEVISION_OPT_473c_000A
"The sitcom, All in the Family is based on what British TV series?",TELEVISION_4951_0162,"Till Death Do Us Part",TELEVISION_OPT_131a_000C
"Which African-American couple lived next to the Bunkers on All in the Family?",TELEVISION_d1d2_0163,"The Jeffersons",TELEVISION_OPT_2df3_000D
"Amy has one brother, but he has been called two different names.  He is mentioned and seen once in an early season. In later seasons he appears with a different name.  What are the two names he has been referred to as?",TELEVISION_a629_0164,"B. Peter  Russell",TELEVISION_OPT_7d94_000C
"After Deborahs parents divorce, they visit for Thanksgiving.  What does Ray witness that creeps him out?",TELEVISION_5f3f_0165,"Warren  Lois in bed together.",TELEVISION_OPT_b3b5_000B
"What was Roberts ex-wifes name as an exotic dancer in Atlantic City?",TELEVISION_3675_0166,Cinnamon,TELEVISION_OPT_d545_000B
"After Marie drives the car into Ray and Deborahs house, why does Ray get so upset when it is repaired?",TELEVISION_2601_0167,"The stripes on the new wallpaper are different.",TELEVISION_OPT_c2a2_000C
"How did Robert get injured on the job?",TELEVISION_2d45_0168,"He was gored by a bull.",TELEVISION_OPT_1d39_000C
"Where was Deborah working when she met Raymond?",TELEVISION_7068_0169,"For the New York Rangers.",TELEVISION_OPT_0a81_000C
"What did Robert get Amy for their first Valentines Day together.",TELEVISION_5978_0170,Iguana,TELEVISION_OPT_e9a8_000A
"Where did Frank say he learned to play ping pong?",TELEVISION_5463_0171,"In Korea, during the war.",TELEVISION_OPT_35d2_000A
"Who does Ray get into a fight with when he takes Allie to sell Campfire Girl Cookies?",TELEVISION_fbc8_0172,"The Troop leader, Peggy",TELEVISION_OPT_4a2a_000B
"What indiscretion does Deborah commit during college that ended up on the front page of the paper?",TELEVISION_50a2_0173,"She got topless at Mardi Gras.",TELEVISION_OPT_d83e_000D
"When Raymond is seen swing dancing at a club, what does a woman comment that may be wrong with him.",TELEVISION_8f83_0174,"An inner ear problem.",TELEVISION_OPT_5f5e_000C
"This TV cartoon character used the catchphrase HEY HEY HEY starting in 1972.",TELEVISION_2454_0175,"Fat Albert",TELEVISION_OPT_41b6_000A
"Danger, Will Robinson was heard each week on this science fiction show back in 1965.",TELEVISION_3ba5_0176,"Lost in Space",TELEVISION_OPT_8492_000D
"This show, set in Chicago, featured a character who used the catchphrase Dyn-o-mite.",TELEVISION_6075_0177,"Good Times",TELEVISION_OPT_f459_000B
"Godll get you for that was the catchphrase of Edith Bunkers cousin who appeared on which of these shows?",TELEVISION_b197_0178,Maude,TELEVISION_OPT_5f55_000A
"Is that your final answer was said in each episode by the host of what game show?",TELEVISION_38f1_0179,"Who Wants To Be Millionaire",TELEVISION_OPT_44fd_000B
"The one-word catchphrase Stifle! was addressed to Edith Bunker weekly on what TV show?",TELEVISION_f9c2_0180,"All in the Family",TELEVISION_OPT_1710_000C
"Baby, youre the greatest could be heard from a New York bus driver on what show?",TELEVISION_5d86_0181,"The Honeymooners",TELEVISION_OPT_364c_000B
"The catchphrase Good night, John Boy could be heard at the end of each episode of this family show.",TELEVISION_d0c2_0182,"The Waltons",TELEVISION_OPT_ce30_000A
"At the end of most episodes of this show, Steve McGarrett would say Book em Danno.",TELEVISION_1b82_0183,"Hawaii Five - 0",TELEVISION_OPT_a8e7_000B
"Come on down is a catchphrase heard on this game show hosted by Bob Barker.",TELEVISION_3b34_0184,"The Price Is Right",TELEVISION_OPT_fc12_000A
"What 70s television show featured three waitresses who worked at a diner in Phoenix, Arizona?",TELEVISION_c576_0185,Alice,TELEVISION_OPT_4bc3_000B
"This controversial television show, which was the hit of 1977, centered around two families - the Tates and the Campbells.",TELEVISION_198b_0186,Soap,TELEVISION_OPT_f6b0_000B
"This 70s television, patterned after the hit series Love, American Style, consisted of sketches dealing with love of all types, young and old, married and unmarried. All of the stories took place on a luxury cruise ship.",TELEVISION_6825_0187,"The Love Boat",TELEVISION_OPT_accc_000D
"This 70s television show, set in Pasadena, California, focused on a middle class family, the Lawrences. The father Doug Lawrence was a lawyer.",TELEVISION_028c_0188,Family,TELEVISION_OPT_d6f7_000B
