OID,QID,text
NEWEST_OPT_b6aa_000C,NEWEST_cd29_0010,"Harry Potter and the Deathly Hallows, Part II"
NEWEST_OPT_54a6_000D,NEWEST_cd29_0010,"Transformers: Dark of the Moon"
NEWEST_OPT_6bfa_000A,NEWEST_7544_0011,Ben-Hur
NEWEST_OPT_86b6_000B,NEWEST_7544_0011,"Gone With the Wind"
NEWEST_OPT_6975_000C,NEWEST_7544_0011,Cleopatra
NEWEST_OPT_22e9_000D,NEWEST_7544_0011,"All Quiet on the Western Front"
NEWEST_OPT_f67d_000A,NEWEST_e612_0012,"The Omen"
NEWEST_OPT_5d61_000B,NEWEST_e612_0012,"The Exorcist"
NEWEST_OPT_eb4f_000C,NEWEST_e612_0012,"Rosemarys Baby"
NEWEST_OPT_394e_000D,NEWEST_e612_0012,"The Exorcism of Emily Rose"
NEWEST_OPT_2201_000A,NEWEST_29e0_0013,"Rachel Getting Married"
NEWEST_OPT_a437_000B,NEWEST_29e0_0013,Juno
NEWEST_OPT_4729_000C,NEWEST_29e0_0013,"Four Friends"
NEWEST_OPT_0fa9_000D,NEWEST_29e0_0013,"All or Nothing"
NEWEST_OPT_dab8_000A,NEWEST_5f40_0014,"Donnie Brasco"
NEWEST_OPT_5f43_000B,NEWEST_5f40_0014,Snatch
NEWEST_OPT_990c_000C,NEWEST_5f40_0014,Unforgiven
NEWEST_OPT_3a50_000D,NEWEST_5f40_0014,"Marathon Man"
NEWEST_OPT_bf45_000A,NEWEST_acde_0015,"Ghost Busters"
NEWEST_OPT_7e30_000B,NEWEST_acde_0015,Dogma
NEWEST_OPT_4d11_000C,NEWEST_acde_0015,"The Witches of Eastwick"
NEWEST_OPT_cb0d_000D,NEWEST_acde_0015,Bedazzled
NEWEST_OPT_f7e7_000A,NEWEST_a039_0016,Besieged
NEWEST_OPT_c0b5_000B,NEWEST_a039_0016,"Billy Madison"
NEWEST_OPT_8333_000C,NEWEST_a039_0016,"The Butterfly Effect"
NEWEST_OPT_b4a4_000D,NEWEST_a039_0016,"The Station Agent"
NEWEST_OPT_b785_000A,NEWEST_4b13_0017,"The Order"
NEWEST_OPT_dd05_000B,NEWEST_4b13_0017,Horror
NEWEST_OPT_1c26_000C,NEWEST_4b13_0017,Hellboy
NEWEST_OPT_d643_000D,NEWEST_4b13_0017,Shark!
NEWEST_OPT_5ced_000A,NEWEST_82ec_0018,Offside
NEWEST_OPT_0e62_000B,NEWEST_82ec_0018,"Dear Frankie"
NEWEST_OPT_58bb_000C,NEWEST_82ec_0018,"The Blind Side"
NEWEST_OPT_8741_000D,NEWEST_82ec_0018,Leatherheads
NEWEST_OPT_45ac_000A,NEWEST_8f15_0019,Waitress
NEWEST_OPT_b1f1_000B,NEWEST_8f15_0019,"Fried Green Tomatoes"
NEWEST_OPT_7474_000C,NEWEST_8f15_0019,"Paul Blart: Mall Cop"
NEWEST_OPT_4799_000D,NEWEST_8f15_0019,Cure
NEWEST_OPT_2ca4_000A,NEWEST_31e8_0020,Jaws
NEWEST_OPT_7ac6_000B,NEWEST_31e8_0020,"Shark in Venice"
NEWEST_OPT_cd7a_000C,NEWEST_31e8_0020,"The Reef"
NEWEST_OPT_4676_000D,NEWEST_31e8_0020,"Open Water"
NEWEST_OPT_ae24_000A,NEWEST_6942_0021,"Sealed Cargo"
NEWEST_OPT_ecc5_000B,NEWEST_6942_0021,"The Deer Hunter"
NEWEST_OPT_e692_000C,NEWEST_6942_0021,"Voyage of the Damned"
NEWEST_OPT_8e3c_000D,NEWEST_6942_0021,"A Tale of Five Cities"
NEWEST_OPT_708d_000A,NEWEST_a314_0022,"Delhi Belly"
NEWEST_OPT_c4a3_000B,NEWEST_a314_0022,"Step Up"
NEWEST_OPT_3247_000C,NEWEST_a314_0022,"Billy Elliot"
NEWEST_OPT_ffa7_000D,NEWEST_a314_0022,"Biloxi Blues"
NEWEST_OPT_9c0f_000A,NEWEST_f831_0023,Chocolat
NEWEST_OPT_c8df_000B,NEWEST_f831_0023,Mogambo
NEWEST_OPT_2845_000C,NEWEST_f831_0023,"The Pacifier"
NEWEST_OPT_92eb_000D,NEWEST_f831_0023,"Crocodile Dundee"
NEWEST_OPT_db91_000A,NEWEST_2bbf_0024,"The Incredibles"
NEWEST_OPT_2e6c_000B,NEWEST_2bbf_0024,"Happy Feet"
NEWEST_OPT_0ae0_000C,NEWEST_2bbf_0024,"The Last Airbender"
NEWEST_OPT_82ed_000D,NEWEST_2bbf_0024,"The Golden Compass"
NEWEST_OPT_179c_000A,NEWEST_5d0b_0025,"Snakes on a Plane"
NEWEST_OPT_28cc_000B,NEWEST_5d0b_0025,Heat
NEWEST_OPT_c8ae_000C,NEWEST_5d0b_0025,"Delta Force 2"
NEWEST_OPT_96a5_000D,NEWEST_5d0b_0025,"Die Hard 2"
NEWEST_OPT_004d_000A,NEWEST_f65a_0026,"Weekend at Bernies"
NEWEST_OPT_a01c_000B,NEWEST_f65a_0026,"Kiss Kiss Bang Bang"
NEWEST_OPT_bbcf_000C,NEWEST_f65a_0026,"Shaun of the Dead"
NEWEST_OPT_9180_000D,NEWEST_f65a_0026,"Waking Ned"
NEWEST_OPT_078f_000A,NEWEST_c9dc_0027,Alien
NEWEST_OPT_4ed1_000B,NEWEST_c9dc_0027,"The Sky Dragon"
NEWEST_OPT_f4b0_000C,NEWEST_c9dc_0027,"Broken Flowers"
NEWEST_OPT_87c0_000D,NEWEST_c9dc_0027,"Taxi Driver"
NEWEST_OPT_c097_000A,NEWEST_b21f_0028,False
NEWEST_OPT_ca37_000B,NEWEST_b21f_0028,True
NEWEST_OPT_0559_000A,NEWEST_1fae_0029,"Half of the votes plus one"
NEWEST_OPT_672b_000B,NEWEST_1fae_0029,"Two thirds of the votes"
NEWEST_OPT_6399_000C,NEWEST_1fae_0029,"Half of the votes"
NEWEST_OPT_a567_000D,NEWEST_1fae_0029,"Two thirds of the votes plus one"
NEWEST_OPT_5494_000A,NEWEST_2b61_0030,"14 months"
NEWEST_OPT_faf0_000B,NEWEST_2b61_0030,"8 months"
NEWEST_OPT_b9de_000C,NEWEST_2b61_0030,"Two years and 9 months"
NEWEST_OPT_6941_000D,NEWEST_2b61_0030,"Five years and 2 months"
NEWEST_OPT_ea34_000A,NEWEST_8645_0031,Yes
NEWEST_OPT_9bd6_000B,NEWEST_8645_0031,No
NEWEST_OPT_6a72_000A,NEWEST_cebc_0032,False
NEWEST_OPT_10e5_000B,NEWEST_cebc_0032,True
NEWEST_OPT_517e_000A,NEWEST_5567_0033,No
NEWEST_OPT_0846_000B,NEWEST_5567_0033,Yes
NEWEST_OPT_9696_000A,NEWEST_c9c3_0034,"184 days"
NEWEST_OPT_1c80_000B,NEWEST_c9c3_0034,"33 days"
NEWEST_OPT_8af5_000C,NEWEST_c9c3_0034,"102 days"
NEWEST_OPT_203e_000D,NEWEST_c9c3_0034,"12 days"
NEWEST_OPT_0a94_000A,NEWEST_3ef8_0035,"1 out of 10"
NEWEST_OPT_fb7e_000B,NEWEST_3ef8_0035,"1 out of 3"
NEWEST_OPT_6f80_000C,NEWEST_3ef8_0035,"1 out of 6"
NEWEST_OPT_6c41_000D,NEWEST_3ef8_0035,"1 out of 4"
NEWEST_OPT_c65e_000A,NEWEST_6255_0036,"It was a fashion trend in 1566 brought on by the newly elected Pope Pius V."
NEWEST_OPT_b63a_000B,NEWEST_6255_0036,"It symbolizes pure light."
NEWEST_OPT_0be3_000C,NEWEST_6255_0036,"It is easy to recognize him in a crowd."
NEWEST_OPT_ca63_000D,NEWEST_6255_0036,"It signifies that the pope will not get dirty."
NEWEST_OPT_3409_000A,NEWEST_dc4d_0037,"Pope Innocent XIII, formerly Michaelangelo"
NEWEST_OPT_ba6b_000B,NEWEST_dc4d_0037,"Pope Pius III, formerly Francesco"
NEWEST_OPT_0d47_000C,NEWEST_dc4d_0037,"Pope Sylvester II, formerly Gerbert"
NEWEST_OPT_7258_000D,NEWEST_dc4d_0037,"Pope John II, formerly Mercury"
NEWEST_OPT_4a9e_000A,NEWEST_d0da_0038,"It was really winter"
NEWEST_OPT_8cc4_000B,NEWEST_d0da_0038,"It was a May zing."
NEWEST_OPT_9eb1_000C,NEWEST_d0da_0038,"It was amazing."
NEWEST_OPT_b64b_000D,NEWEST_d0da_0038,"It was stupid"
NEWEST_OPT_1a33_000A,NEWEST_1272_0039,"insurance deficient"
NEWEST_OPT_a029_000B,NEWEST_1272_0039,"highly sought after"
NEWEST_OPT_c485_000C,NEWEST_1272_0039,"highly sawed after"
NEWEST_OPT_ea4d_000D,NEWEST_1272_0039,"dumb to say the least"
NEWEST_OPT_2a16_000A,NEWEST_5d34_0040,"understand what he was supposed to do since his aides were on vacation"
NEWEST_OPT_33b0_000B,NEWEST_5d34_0040,"get a committee organized to suggest a solution"
NEWEST_OPT_d195_000C,NEWEST_5d34_0040,"tear himself away from his cell phone"
NEWEST_OPT_fd42_000D,NEWEST_5d34_0040,"cut through the red tape"
NEWEST_OPT_a9d5_000A,NEWEST_8858_0041,taxi
NEWEST_OPT_9e6a_000B,NEWEST_8858_0041,"small enough violin"
NEWEST_OPT_fe2d_000C,NEWEST_8858_0041,"baby sitar"
NEWEST_OPT_da11_000D,NEWEST_8858_0041,"baby sitter"
NEWEST_OPT_11e2_000A,NEWEST_9ce0_0042,"old times sake"
NEWEST_OPT_94b9_000B,NEWEST_9ce0_0042,"old dimes sake"
NEWEST_OPT_3d22_000C,NEWEST_9ce0_0042,"quarter of an hour"
NEWEST_OPT_ece5_000D,NEWEST_9ce0_0042,"pennies from heaven"
NEWEST_OPT_551b_000A,NEWEST_d109_0043,"that it seemed steep to me"
NEWEST_OPT_c674_000B,NEWEST_d109_0043,"they could stick it where the sun dont shine"
NEWEST_OPT_c708_000C,NEWEST_d109_0043,"they could go to Hades"
NEWEST_OPT_f222_000D,NEWEST_d109_0043,"they could go to blazes"
NEWEST_OPT_d3e9_000A,NEWEST_7f61_0044,"gain weight while they are on my body."
NEWEST_OPT_f34e_000B,NEWEST_7f61_0044,"never pull it off"
NEWEST_OPT_8113_000C,NEWEST_7f61_0044,"never relate to fashion"
NEWEST_OPT_686a_000D,NEWEST_7f61_0044,"not stand anything that sticks out"
NEWEST_OPT_74e5_000A,NEWEST_f971_0045,"Deep in the Jungle"
NEWEST_OPT_4858_000B,NEWEST_f971_0045,Ipanina
NEWEST_OPT_d13e_000C,NEWEST_f971_0045,"Amazon this year"
NEWEST_OPT_fc91_000D,NEWEST_f971_0045,"Rio de Janeiro"
NEWEST_OPT_fc61_000A,NEWEST_e52d_0046,"grow a pair"
NEWEST_OPT_8e80_000B,NEWEST_e52d_0046,"grow avocados"
NEWEST_OPT_454c_000C,NEWEST_e52d_0046,"grow a pear"
NEWEST_OPT_d042_000D,NEWEST_e52d_0046,"quit while your a  head"
NEWEST_OPT_4330_000A,NEWEST_a880_0047,"Hi Jack"
NEWEST_OPT_b4d8_000B,NEWEST_a880_0047,"Jack, whats in your backpack"
NEWEST_OPT_19b4_000C,NEWEST_a880_0047,"Man you look heavier than ever"
NEWEST_OPT_afc7_000D,NEWEST_a880_0047,"On, no"
NEWEST_OPT_1d12_000A,NEWEST_69c7_0048,"Higher than the highest mountain"
NEWEST_OPT_0849_000B,NEWEST_69c7_0048,"Whats it to you?"
NEWEST_OPT_a322_000C,NEWEST_69c7_0048,"higher than the ground"
NEWEST_OPT_bc0c_000D,NEWEST_69c7_0048,"I dont do drugs."
NEWEST_OPT_b73f_000A,NEWEST_2306_0049,"looking like a nuisance"
NEWEST_OPT_39b5_000B,NEWEST_2306_0049,"being overweight"
NEWEST_OPT_d2b3_000C,NEWEST_2306_0049,"my emotional baggage"
NEWEST_OPT_dcb5_000D,NEWEST_2306_0049,"my hat"
NEWEST_OPT_6719_000A,NEWEST_64a6_0050,"because its plane food"
NEWEST_OPT_34aa_000B,NEWEST_64a6_0050,"unless you bring your own food"
NEWEST_OPT_7e34_000C,NEWEST_64a6_0050,"unless youre a good tipper"
NEWEST_OPT_1517_000D,NEWEST_64a6_0050,"because its plain food"
NEWEST_OPT_aaf4_000A,NEWEST_92a5_0051,"disaster for the folks around you"
NEWEST_OPT_fa73_000B,NEWEST_92a5_0051,"sign of a fatal disease"
NEWEST_OPT_5cd5_000C,NEWEST_92a5_0051,"real upsetting experience"
NEWEST_OPT_4136_000D,NEWEST_92a5_0051,"terminal illness"
NEWEST_OPT_032c_000A,NEWEST_2e97_0052,"rugged experience"
NEWEST_OPT_66eb_000B,NEWEST_2e97_0052,"tuff experience"
NEWEST_OPT_6054_000C,NEWEST_2e97_0052,"blast but dont lean over"
NEWEST_OPT_61d7_000D,NEWEST_2e97_0052,"fairy tale of course"
NEWEST_OPT_8f66_000A,NEWEST_5380_0053,"He thought he was in heaven, lost control of his plane and crashed."
NEWEST_OPT_df90_000B,NEWEST_5380_0053,"Guess what, he found the pot of gold."
NEWEST_OPT_b243_000C,NEWEST_5380_0053,"We never saw him again."
NEWEST_OPT_4d93_000D,NEWEST_5380_0053,"He passed with flying colors."
NEWEST_OPT_04e7_000A,NEWEST_b462_0054,"a strange looking man in a clown suit pointing you to McDonalds"
NEWEST_OPT_b95f_000B,NEWEST_b462_0054,"no lines because they are prohibited by law"
NEWEST_OPT_4888_000C,NEWEST_b462_0054,"a whole lot of Chinese checkers"
NEWEST_OPT_f057_000D,NEWEST_b462_0054,"a big sign that says	歡迎  (welcome in Chinese traditional) or    欢迎 (in Chinese simplified)"
NEWEST_OPT_62b7_000A,NEWEST_dc4f_0055,"a suspended sentence"
NEWEST_OPT_f7b8_000B,NEWEST_dc4f_0055,"hung up in the air"
NEWEST_OPT_eef0_000C,NEWEST_dc4f_0055,"some floating debris up his nose"
NEWEST_OPT_9024_000D,NEWEST_dc4f_0055,"strung up by his toes"
NEWEST_OPT_fd0d_000A,NEWEST_2109_0056,"they cant be Sirius"
NEWEST_OPT_e516_000B,NEWEST_2109_0056,"not one more martini"
NEWEST_OPT_5b39_000C,NEWEST_2109_0056,"it sure as hell looks like a cat from here"
NEWEST_OPT_2d51_000D,NEWEST_2109_0056,"they cant be serious"
NEWEST_OPT_153f_000A,NEWEST_3272_0057,"He was great at landing a job."
NEWEST_OPT_0abf_000B,NEWEST_3272_0057,"His arrival always caused a stir."
NEWEST_OPT_4167_000C,NEWEST_3272_0057,"He never asked for any pay."
NEWEST_OPT_a223_000D,NEWEST_3272_0057,"He was always stoned and flying high."
NEWEST_OPT_1102_000A,NEWEST_550c_0058,"hospitalized immediately with broken bones"
NEWEST_OPT_c749_000B,NEWEST_550c_0058,"counselled about the enormity of his problems"
NEWEST_OPT_6769_000C,NEWEST_550c_0058,"drawn and quartered"
NEWEST_OPT_d3d1_000D,NEWEST_550c_0058,"aware of the gravity of the situation"
NEWEST_OPT_3531_000A,NEWEST_db6e_0059,astronomical
NEWEST_OPT_61aa_000B,NEWEST_db6e_0059,"through the ceiling"
NEWEST_OPT_5fa4_000C,NEWEST_db6e_0059,astrophysical
NEWEST_OPT_e5f3_000D,NEWEST_db6e_0059,cosmological
NEWEST_OPT_da30_000A,NEWEST_5836_0060,"never direct another film"
NEWEST_OPT_148a_000B,NEWEST_5836_0060,"really be angry"
NEWEST_OPT_494f_000C,NEWEST_5836_0060,"be one Ang Lee fellow"
NEWEST_OPT_2b07_000D,NEWEST_5836_0060,"probably move to Detroit"
NEWEST_OPT_9653_000A,NEWEST_8753_0061,"hitched up my holster"
NEWEST_OPT_c8d4_000B,NEWEST_8753_0061,"left the lobby"
NEWEST_OPT_816a_000C,NEWEST_8753_0061,"shot my dog"
NEWEST_OPT_189c_000D,NEWEST_8753_0061,"went ballistic"
NEWEST_OPT_7d2f_000A,NEWEST_f11a_0062,"He died of scurvy."
NEWEST_OPT_e743_000B,NEWEST_f11a_0062,"His stomach took a battering."
NEWEST_OPT_dbc1_000C,NEWEST_f11a_0062,"His face looked like a fish and he had a chip on his shoulder."
NEWEST_OPT_0136_000D,NEWEST_f11a_0062,"He smelled of garlic for the next 5 years."
NEWEST_OPT_65d7_000A,NEWEST_17b1_0063,"plank - Depp ship"
NEWEST_OPT_19a9_000B,NEWEST_17b1_0063,"blank - deep dodo"
NEWEST_OPT_0a73_000C,NEWEST_17b1_0063,"blank - Depp ship"
NEWEST_OPT_d39c_000D,NEWEST_17b1_0063,"plank - deep dodo"
NEWEST_OPT_27aa_000A,NEWEST_8bca_0064,"too many strokes"
NEWEST_OPT_138e_000B,NEWEST_8bca_0064,"too many toxic fumes"
NEWEST_OPT_93f7_000C,NEWEST_8bca_0064,"extreme wall staring"
NEWEST_OPT_b063_000D,NEWEST_8bca_0064,"a big splashing mistake"
NEWEST_OPT_af4e_000A,NEWEST_99e3_0065,reindeer
NEWEST_OPT_826b_000B,NEWEST_99e3_0065,snow
NEWEST_OPT_0253_000C,NEWEST_99e3_0065,"get my suit wet"
NEWEST_OPT_ed0e_000D,NEWEST_99e3_0065,"break my umbrella"
NEWEST_OPT_599e_000A,NEWEST_ddfa_0066,"mansion it to her frugal husband"
NEWEST_OPT_78a0_000B,NEWEST_ddfa_0066,"mention it to her lover"
NEWEST_OPT_b43e_000C,NEWEST_ddfa_0066,"mansion it to her lover"
NEWEST_OPT_9898_000D,NEWEST_ddfa_0066,"mention it to her frugal husband"
NEWEST_OPT_6256_000A,NEWEST_2aef_0067,"multi-faceted personality disorder"
NEWEST_OPT_8f7c_000B,NEWEST_2aef_0067,"stinking personality"
NEWEST_OPT_1b56_000C,NEWEST_2aef_0067,"complete dislike for toilets"
NEWEST_OPT_cb9e_000D,NEWEST_2aef_0067,"multi-fauceted personality disorder"
NEWEST_OPT_bd33_000A,NEWEST_bd14_0068,"fasten nation"
NEWEST_OPT_d4d8_000B,NEWEST_bd14_0068,fascination
NEWEST_OPT_6c3e_000C,NEWEST_bd14_0068,"strapping body"
NEWEST_OPT_a82a_000D,NEWEST_bd14_0068,"choosing planes"
NEWEST_OPT_cc9a_000A,NEWEST_ca74_0069,"the proper equipment"
NEWEST_OPT_3adc_000B,NEWEST_ca74_0069,"the balls to do it"
NEWEST_OPT_d7e0_000C,NEWEST_ca74_0069,"enough bowling pins"
NEWEST_OPT_9e24_000D,NEWEST_ca74_0069,"the courage to face an audience"
NEWEST_OPT_b89e_000A,NEWEST_3a86_0070,"Charlie Chaplin"
NEWEST_OPT_5b0a_000B,NEWEST_3a86_0070,"Mary Pickford"
NEWEST_OPT_79a3_000C,NEWEST_3a86_0070,"Buster Keaton"
NEWEST_OPT_8eb3_000D,NEWEST_3a86_0070,"Emil Jannings"
NEWEST_OPT_bed3_000A,NEWEST_af6f_0071,Wings
NEWEST_OPT_7548_000B,NEWEST_af6f_0071,"Seventh Heaven"
NEWEST_OPT_7377_000C,NEWEST_af6f_0071,"The Last Command"
NEWEST_OPT_a81f_000D,NEWEST_af6f_0071,"Sunrise: A Song of Two Humans"
NEWEST_OPT_98c9_000A,NEWEST_a792_0072,2nd
NEWEST_OPT_20d3_000B,NEWEST_a792_0072,1st
NEWEST_OPT_59c5_000C,NEWEST_a792_0072,4th
NEWEST_OPT_e2a9_000D,NEWEST_a792_0072,3rd
NEWEST_OPT_ff0f_000A,NEWEST_adfd_0073,"The Patriot"
NEWEST_OPT_5674_000B,NEWEST_adfd_0073,"The Divine Lady"
NEWEST_OPT_6477_000C,NEWEST_adfd_0073,"The Divorcee"
NEWEST_OPT_591a_000D,NEWEST_adfd_0073,"The Big House"
NEWEST_OPT_fb16_000A,NEWEST_a646_0074,"The number of categories was reduced from twelve to seven."
NEWEST_OPT_0650_000B,NEWEST_a646_0074,"It was the only occasion where there were no official nominees."
NEWEST_OPT_98ad_000C,NEWEST_a646_0074,"Elliot Clawson was nominated for Best Writing of 3 pictures – The Cop,The Leatherneck, Sal of Singapore."
NEWEST_OPT_a946_000D,NEWEST_a646_0074,"It was the first ceremony for which the winners were not announced in advance."
NEWEST_OPT_a823_000A,NEWEST_389e_0075,"Best Assistant Director"
NEWEST_OPT_ff2d_000B,NEWEST_389e_0075,"Best Sound Recording"
NEWEST_OPT_cd70_000C,NEWEST_389e_0075,"Best Engineering Effects"
NEWEST_OPT_3ff8_000D,NEWEST_389e_0075,"Best Live Action Short Film"
NEWEST_OPT_e717_000A,NEWEST_775b_0076,Cimarron
NEWEST_OPT_46a4_000B,NEWEST_775b_0076,"In Old Arizona"
NEWEST_OPT_1020_000C,NEWEST_775b_0076,"The Noose"
NEWEST_OPT_6043_000D,NEWEST_775b_0076,"The Virginian"
NEWEST_OPT_4d42_000A,NEWEST_5d31_0077,"Jackie Coogan"
NEWEST_OPT_df53_000B,NEWEST_5d31_0077,"Shirley Temple"
NEWEST_OPT_d9b4_000C,NEWEST_5d31_0077,"Mickey Rooney"
NEWEST_OPT_5882_000D,NEWEST_5d31_0077,"Jackie Cooper"
NEWEST_OPT_9f02_000A,NEWEST_8311_0078,"The Front Page"
NEWEST_OPT_bc1e_000B,NEWEST_8311_0078,"Grand Hotel"
NEWEST_OPT_fa13_000C,NEWEST_8311_0078,"The Champ"
NEWEST_OPT_610d_000D,NEWEST_8311_0078,"Dr. Jekyll and Mr. Hyde"
NEWEST_OPT_23c9_000A,NEWEST_341b_0079,"Best Live Action Short Film, Color"
NEWEST_OPT_fad8_000B,NEWEST_341b_0079,"Best Live Action Short Film, Novelty"
NEWEST_OPT_3ecf_000C,NEWEST_341b_0079,"Best Live Action Short Film, Comedy"
NEWEST_OPT_b83f_000D,NEWEST_341b_0079,"Best Animated Short Film"
NEWEST_OPT_9da7_000A,NEWEST_6962_0080,"Bulldog Drummond ; The Divorcee"
NEWEST_OPT_801c_000B,NEWEST_6962_0080,"Cimarron; A Free Soul"
NEWEST_OPT_6658_000C,NEWEST_6962_0080,"Shanghai Express; Bad Girl"
NEWEST_OPT_1087_000D,NEWEST_6962_0080,"The Patriot; The Divine Lady"
NEWEST_OPT_e1b5_000A,NEWEST_e39a_0081,"a secret society"
NEWEST_OPT_4007_000B,NEWEST_e39a_0081,"a dangerous drug"
NEWEST_OPT_9330_000C,NEWEST_e39a_0081,"a team of CIA operatives"
NEWEST_OPT_49c0_000D,NEWEST_e39a_0081,"a fake movie production"
NEWEST_OPT_ebd5_000A,NEWEST_85d5_0082,"a traditional Indian dish"
NEWEST_OPT_e95d_000B,NEWEST_85d5_0082,"the mathematical symbol π"
NEWEST_OPT_5217_000C,NEWEST_85d5_0082,"a river in India"
NEWEST_OPT_65aa_000D,NEWEST_85d5_0082,"a swimming pool in France"
NEWEST_OPT_0cff_000A,NEWEST_0dda_0083,"the final four months of his life"
NEWEST_OPT_b22a_000B,NEWEST_0dda_0083,"the first years of his presidency"
NEWEST_OPT_0c5f_000C,NEWEST_0dda_0083,"his presidential nomination and campaign"
NEWEST_OPT_dc82_000D,NEWEST_0dda_0083,"his early years"
NEWEST_OPT_ca42_000A,NEWEST_7dbe_0084,Avatar
NEWEST_OPT_a002_000B,NEWEST_7dbe_0084,Twilight
NEWEST_OPT_4240_000C,NEWEST_7dbe_0084,"Black Swan"
NEWEST_OPT_f85d_000D,NEWEST_7dbe_0084,"The Hunger Games"
NEWEST_OPT_5256_000A,NEWEST_a387_0085,"Honoré de Balzac"
NEWEST_OPT_aab1_000B,NEWEST_a387_0085,Stendhal
NEWEST_OPT_b041_000C,NEWEST_a387_0085,"Alexandre Dumas"
NEWEST_OPT_2ea1_000D,NEWEST_a387_0085,"Victor Hugo"
NEWEST_OPT_5d55_000A,NEWEST_9eaa_0086,Iceland
NEWEST_OPT_b8d7_000B,NEWEST_9eaa_0086,Germany
NEWEST_OPT_a0fe_000C,NEWEST_9eaa_0086,Scotland
NEWEST_OPT_7bbc_000D,NEWEST_9eaa_0086,"the USA"
NEWEST_OPT_26ab_000A,NEWEST_d9ba_0087,Adele
NEWEST_OPT_1204_000B,NEWEST_d9ba_0087,"Michael Bublé"
NEWEST_OPT_13ea_000C,NEWEST_d9ba_0087,"Kelly Clarkson"
NEWEST_OPT_c4de_000D,NEWEST_d9ba_0087,Rihanna
NEWEST_OPT_cf36_000A,NEWEST_d3d6_0088,"Silver Linings Playbook - David O. Russell"
NEWEST_OPT_3a26_000B,NEWEST_d3d6_0088,"Life of Pi - Ang Lee"
NEWEST_OPT_4742_000C,NEWEST_d3d6_0088,"Django Unchained - Joe Wright"
NEWEST_OPT_8845_000D,NEWEST_d3d6_0088,"Lincoln - Steven Spielberg"
NEWEST_OPT_2607_000A,NEWEST_815b_0089,"Anne Hathaway"
NEWEST_OPT_af1e_000B,NEWEST_815b_0089,"Natalie Portman"
NEWEST_OPT_3c80_000C,NEWEST_815b_0089,"Keira Knightley"
NEWEST_OPT_646f_000D,NEWEST_815b_0089,"Jennifer Lawrence"
NEWEST_OPT_c335_000A,NEWEST_c132_0090,Amour
