question,QID,answer,answer_OID
"Wilt Chamberlain is a great player indeed. In a game against the Celtics he made the best rebounding effort ever. How many rebounds did he make in this famous game?",SPORTS_09c0_0021,55,SPORTS_OPT_10a4_000C
"Who is the first player to top 20,000 points in NBA?",SPORTS_2c24_0022,"Bob Pettit",SPORTS_OPT_5ecc_000A
"George Muresan and Manute Bol are the tallest players in NBA history. How tall are they?",SPORTS_f41e_0023,"77 (2.31m)",SPORTS_OPT_3b48_000A
"Who is the shortest player in the history of NBA?",SPORTS_6168_0024,"Tyronne Bogues",SPORTS_OPT_8e50_000A
"He was a player, coach, and owner  -all for one team. He was also instrumental in developing the NFL.",SPORTS_b184_0025,"George Halas",SPORTS_OPT_be9b_000B
"This college and pro great had a very strange nickname -Crazy Legs.   His last name was Hirsch.  What was his real first name ?",SPORTS_7029_0026,Elroy,SPORTS_OPT_bfa4_000D
"Compton Junior College gave us this all-time great runner, who played fullback and was nicknamed Joe the Jet.",SPORTS_b398_0027,Perry,SPORTS_OPT_b66a_000D
"His real name is Yelverton Abraham, and he played for San Francisco as well as the NY Giants. He attended LSU.",SPORTS_9eca_0028,Tittle,SPORTS_OPT_6700_000D
"This great sportsman was the first football player to be all-pro at defensive back one year and running back another.",SPORTS_8ff4_0029,Gifford,SPORTS_OPT_b40b_000C
"This quarterback was cut by the Steelers and picked up by another team, played in high tops, and his teammates include Lenny Moore and Steve Myhra.",SPORTS_f629_0030,"Johnny Unitas",SPORTS_OPT_c59e_000B
"This great defensive end came from South Carolina State and played for the Rams. He is credited with inventing the head slap move.",SPORTS_a9b6_0031,"David Jones",SPORTS_OPT_553f_000B
"This great running back was once traded for eleven players.  He had great speed and great moves, returned kicks, caught passes, and ran the ball.",SPORTS_528d_0032,"Ollie Matson",SPORTS_OPT_94b3_000B
"This great football player is known for catching the immaculate reception .",SPORTS_4c99_0033,"Franco Harris",SPORTS_OPT_bfd9_000D
"Many of the greatest coaches, both pro and college, trace their learning to Miami University of Ohio and the teachings of this coaching great, who led Cleveland to many championships.",SPORTS_68a2_0034,"Paul Brown",SPORTS_OPT_d0c5_000C
"When did Miami Heat enter the NBA?",SPORTS_58be_0035,1988,SPORTS_OPT_e935_000A
"How many teams does the Atlantic Division of the Eastern Conference have?",SPORTS_6a7b_0036,5,SPORTS_OPT_2aef_000D
"Larry Brown led this team from 1997 to 2003.",SPORTS_a3ae_0037,"Philadephia 76ers",SPORTS_OPT_2e6a_000D
"Mark Price, Larry Nance, Brad Daugerty, Shawn Kemp and Austin Carr have been chosen to be this teams all-time starting five.",SPORTS_6f61_0038,"Cleveland Cavaliers",SPORTS_OPT_c461_000A
"This team is one of the five playing in the Southwest Division of the Western Conference. Tracy McGrady (as of 2005)  plays for this team.",SPORTS_be23_0039,"Houston Rockets",SPORTS_OPT_8fc2_000A
"Arguably the most famous NBA team. Michael Jordan played for this team.",SPORTS_3b20_0040,"Chicago Bulls",SPORTS_OPT_17b3_000D
"Which division do the Sacramento Kings play in?",SPORTS_1364_0041,"Pacific Division of the Western Conference",SPORTS_OPT_b4d0_000C
"This team drafted and then exchanged for another player Chris Webber in 1993.",SPORTS_6506_0042,"Orlando Magic",SPORTS_OPT_eb5e_000A
"This team won its first division title in the 1969-70 season, when Spencer Heywood signed with the club.",SPORTS_9d9b_0043,"Denver Nuggets",SPORTS_OPT_a61f_000D
"This team moved to Detroit in 1957. It was founded by Fred Zollner in 1940.",SPORTS_29ca_0044,Pistons,SPORTS_OPT_f46a_000C
"Which of these people founded the World Wrestling Entertainment, Inc?",SPORTS_e680_0045,"Vincent McMahon",SPORTS_OPT_800d_000C
"Professional wrestler Ric Flair was once manager of the WWEs RAW brand.",SPORTS_211e_0046,False,SPORTS_OPT_3d83_000B
"In professional wrestling, the high side thrust kick, often used by Shawn Michaels as a finishing move, is also known by what name?",SPORTS_0dd9_0047,"Sweet Chin Music",SPORTS_OPT_3acc_000B
"RAW wrestling star Kurt Angle was shaved on stage after a match with Edge in 2002.",SPORTS_86f3_0048,True,SPORTS_OPT_9d4f_000A
"Has wrestler Bret Hart been inducted in the WWE Hall of Fame?",SPORTS_a0b1_0049,Yes,SPORTS_OPT_0682_000A
"What number did Hank Aaron wear for the Atlanta Braves?",SPORTS_dbac_0050,44,SPORTS_OPT_63bc_000B
"In Major League Baseball, first and second bases are this far apart.",SPORTS_f9cf_0051,90,SPORTS_OPT_2279_000C
"How many home runs did Hank Aaron hit in his career?",SPORTS_63c2_0052,755,SPORTS_OPT_b0ec_000D
"How many innings are in a Little League baseball game, excluding extra innings?",SPORTS_8735_0053,6,SPORTS_OPT_eddb_000A
"How many games are in a Major League Baseball season per team?",SPORTS_f070_0054,162,SPORTS_OPT_ba59_000B
"For what team did Tony Dorsett play after he left the Cowboys?",SPORTS_daa9_0055,"Denver Broncos",SPORTS_OPT_0a58_000D
"In what year did Roger Staubach win the Heisman Trophy?",SPORTS_ee62_0056,1963,SPORTS_OPT_2cbd_000A
"The Cowboys had the first selection in the 1974 draft. Who did they take?",SPORTS_f87c_0057,"Ed Too Tall  Jones",SPORTS_OPT_97e0_000C
"Troy Aikman graduated from UCLA, but where did he begin his college career?",SPORTS_4247_0058,Oklahoma,SPORTS_OPT_f208_000C
"Which of these players won the Super Bowl MVP despite his teams loss?",SPORTS_c980_0059,"Chuck Howley",SPORTS_OPT_55be_000D
"The Cowboys were originally called the Dallas Texans.",SPORTS_76da_0060,False,SPORTS_OPT_fc86_000B
"Which of these Cowboys won the Super Bowl XII MVP trophy?",SPORTS_0d5a_0061,"Harvey Martin",SPORTS_OPT_52a0_000A
"Chicago Bulls drafted this player in 1984, who is probably the best in the NBA ever. He played his final game on April 16, 2003.",SPORTS_79e0_0062,"Michael Jordan",SPORTS_OPT_ad15_000D
"He was selected by the Phoenix Suns in the first round (15th pick overall) of the 1996 NBA Draft.  In 2005 he was awarded MVP (most valuable player).",SPORTS_15a4_0063,"Steve Nash",SPORTS_OPT_7f9c_000D
"Rashard Lewis was the 3rd pick in 1998.",SPORTS_7c25_0064,False,SPORTS_OPT_9734_000A
"He was drafted in 2002 by Phoenix Suns, right after Nikoloz Tskitishvili , Dajuan Wagner, Nene, and Chris Wilcox.",SPORTS_d7b5_0065,"Amare Stoudemire",SPORTS_OPT_4f20_000D
"This player was drafted in 1962 by the Celtics. He is also known as Hondo.",SPORTS_21e7_0066,"Jonh Havlicek",SPORTS_OPT_e28e_000B
"In 1986 Detroit Pistons had great luck- they made two good draft picks. One of them was John Salley and the other was the 27th selected player.",SPORTS_59c6_0067,"Dennis Rodman",SPORTS_OPT_c3cd_000C
"Although this player was the 36th selected player drafted by the Philadelphia 76ers in 1978, he turned out to be the best point guard drafted that year.",SPORTS_2297_0068,"Maurice Cheeks",SPORTS_OPT_78c4_000B
"Although he wasnt the best player on his college team, he became an All-Star player in his fifth season. Detroit Pistons drafted him in 1971.",SPORTS_c935_0069,"Curtis Rowe",SPORTS_OPT_aceb_000B
"This player was the 31st selected in 2001 draft by the Golden State Warriors.  He and Jamison was chossen to represent the Washington Wizards at the 2005 NBA All-Star Game.",SPORTS_f5c7_0070,"Gilbert Arenas",SPORTS_OPT_2e5b_000D
"This European player was drafted in 2001 by the San Antonio Spurs. He became the youngest player ever to appear in a game with the Spurs making his NBA debut at 19 years old.",SPORTS_971a_0071,"Tony Parker",SPORTS_OPT_fa6f_000A
"Before they were the Detroit Pistons, the Pistons played in this city.",SPORTS_da24_0072,"Ft. Wayne, Indiana",SPORTS_OPT_0bf0_000C
"Before they were the L.A. Lakers, they played in this city.",SPORTS_9f3e_0073,Minneapolis,SPORTS_OPT_953b_000C
"Where were the NBA Hawks located, before moving to Atlanta?",SPORTS_d53c_0074,"St. Louis,MO",SPORTS_OPT_6ef3_000D
"These are the only two original NBA teams that never  moved.",SPORTS_8520_0075,"Knicks and Celtics",SPORTS_OPT_72a3_000C
"Where did the Atlanta Braves team originate?",SPORTS_9100_0076,Boston,SPORTS_OPT_1a06_000A
"Where were the Dodgers playing before they moved to L.A.?",SPORTS_e482_0077,"Brooklyn, NY",SPORTS_OPT_d166_000C
"What was the original home to the NFL Rams?",SPORTS_4ccc_0078,"Cleveland, OH",SPORTS_OPT_bb7c_000D
"Where did the Philadelphia Eagles use to play?",SPORTS_04e7_0079,"Pittsburgh and Philadelphia",SPORTS_OPT_d336_000B
"To which city do the Sacramento Kings trace their origins?",SPORTS_7c01_0080,"Rochester, NY",SPORTS_OPT_7a65_000D
"Where did the San Francisco Giants play before San Francisco?",SPORTS_1ee4_0081,"New York, NY",SPORTS_OPT_a45b_000D
"This team won the 1994 NCAA Division I-A national football championship. The motto of the team is: Not the victory but the action. Not the goal but the game. In the deed the glory.",SPORTS_957d_0082,Nebraska,SPORTS_OPT_01ff_000A
"In 1927 this Ivy League team won the NCAA Division I-A national football championship.",SPORTS_8084_0083,Yale,SPORTS_OPT_9c0e_000D
"In 1958, this team shared their first title from NCAA Division I-A national football championship with Iowa.",SPORTS_119b_0084,LSU,SPORTS_OPT_b2a0_000A
"This team won the 2005 NCAA Football Championship, lead by head coach Mack Brown",SPORTS_f40f_0085,Texas,SPORTS_OPT_828e_000B
"This team, with head coach Tom Osborne, won the most NCAA football Championships in the 1990s.",SPORTS_1294_0086,Nebraska,SPORTS_OPT_db10_000B
"According to Dickinson poll, in 1928 this football team, coached by Howard Jones, won its first national title.",SPORTS_a321_0087,USC,SPORTS_OPT_456c_000B
"This team, nicknamed The Hurricanes, won three NCAA Football Titles in the 1980s.",SPORTS_531e_0088,Miami,SPORTS_OPT_7d65_000A
"In what year did Notre Dame and their head coach Knute Rockne, win their first NCAA football Championship?",SPORTS_61a8_0089,1924,SPORTS_OPT_7886_000D
"This team, led by head coach James Tressel,  won the 2002 NCAA championship, beating Miami in overtime.",SPORTS_5c79_0090,"Ohio State",SPORTS_OPT_4746_000B
"The athletic teams of St. John’s University were called the Redmen in the 1920s.",SPORTS_ddd9_0091,True,SPORTS_OPT_249f_000B
"Which is the nickname of North Carolina and of the University of North Carolina at Chapel Hill?",SPORTS_5b7e_0092,"Tar Heels",SPORTS_OPT_3c1f_000C
"Which American university has chosen the spider as its official mascot?",SPORTS_db97_0093,"University of Richmond",SPORTS_OPT_4442_000A
"The nickname for the University of Washington is the Huskies.",SPORTS_6d83_0094,True,SPORTS_OPT_b46f_000B
"The Eagles athletic teams represent which college/university?",SPORTS_6e23_0095,"Boston College",SPORTS_OPT_9f2a_000A
"What is the nickname of the University of Tennessees teams?",SPORTS_07c9_0096,Volunteers,SPORTS_OPT_3742_000D
"The Boilermakers is the nickname of which American university?",SPORTS_9ace_0097,"Purdue University",SPORTS_OPT_a394_000D
"In 1933 this team won the first NFL Championship Game.",SPORTS_5ebd_0098,"Chicago Bears",SPORTS_OPT_58e3_000B
"Which team won the 1940 National Football League Championship Game with 73-0?",SPORTS_8142_0099,"Chicago Bears",SPORTS_OPT_d10c_000D
"Which of these teams won their first Super Bowl in 2005?",SPORTS_fd7e_0100,"None of these",SPORTS_OPT_83ad_000B
"Which championship game was called The Greatest Game Ever Played and was the first  championship game to go into overtime?",SPORTS_0c2f_0101,"The 1958 Championship Game",SPORTS_OPT_2ca0_000D
"In the 1967 NFL Championship Game Green Bay beat Dallas 21-17. Which nickname is attached to this game?",SPORTS_2566_0102,"The Ice Bowl",SPORTS_OPT_e924_000B
"Which NFL team won their 12th Championship in 1997?",SPORTS_fe05_0103,"Green Bay Packers",SPORTS_OPT_c0e9_000A
"Which of these teams was defeated at the Super Bowl XXXIII game by the Denver Broncos?",SPORTS_c255_0104,"Atlanta Falcons",SPORTS_OPT_3eb5_000A
"Which team won Super Bowl VII and Super Bowl VIII?",SPORTS_f9c9_0105,"Miami Dolphins",SPORTS_OPT_1ec2_000C
"This player from Alabama University was the Championship MVP in 1968.",SPORTS_8cf8_0106,"Bart Starr",SPORTS_OPT_efc4_000C
"Which of these players have never won the Super Bowl MVP?",SPORTS_6f45_0107,"Dan Marino",SPORTS_OPT_9814_000C
"The Ultimate Warrior and Rick Rude competed for the Intercontinental Title in which SummerSlam?",SPORTS_f183_0108,1989,SPORTS_OPT_4dc0_000A
"The Honky Tonk man lost the Intercontinental Title to Ultimate Warrior at the first SummerSlam in 1988, but who was Honky originally to defend his title against?",SPORTS_ac1b_0109,"Brutus Beefcake",SPORTS_OPT_b9a5_000C
"Bret Hart wrestled in every SummerSlam that he could, while a WWF SuperStar.  From 1988-1997 he missed only one SummerSlam.  What year?",SPORTS_01d3_0110,1996,SPORTS_OPT_44ce_000C
"How Many Times has Randy Savage been the Macho King at SummerSlam?",SPORTS_2195_0111,1,SPORTS_OPT_2f5f_000B
"Hulk Hogan has won a title at SummerSlam.",SPORTS_e295_0112,False,SPORTS_OPT_c9d0_000A
"The Largest in terms of attendance SummerSlam took Place in what year?",SPORTS_b13f_0113,1992,SPORTS_OPT_d86c_000D
"In the SmackDown! US title match from the 2003 edition of SummerSlam, who walked out the US Champion?",SPORTS_78bf_0114,"Eddie Guerrero",SPORTS_OPT_c35f_000C
"The first steel cage match at SummerSlam was between which two competitors?",SPORTS_5e3b_0115,"Ultimate Warrior/Rick Rude",SPORTS_OPT_b82c_000C
"How many times has SummerSlam been in New York City, at Madison Square Garden?",SPORTS_9813_0116,"At least 3",SPORTS_OPT_d2c7_000B
"Which team won five NBA titles in the 1980s?",SPORTS_bc11_0117,"Los Angeles Lakers",SPORTS_OPT_3da4_000C
"What NFL team did O.J. Simpson play for at the end of his career?",SPORTS_582f_0118,"San Francisco 49ers",SPORTS_OPT_5484_000A
"What NBA team did Bill Walton lead to a NBA title?",SPORTS_c671_0119,"Portland Trail Blazers",SPORTS_OPT_7e48_000A
"What college basketball team did Billy King, general manager of the Philadelphia 76ers, play for?",SPORTS_45ba_0120,Duke,SPORTS_OPT_3acf_000D
"What NBA team is known for their cowbells?",SPORTS_4f20_0121,"Sacramento Kings",SPORTS_OPT_db91_000C
"What NFL team went 1-15 during the 1989 season?",SPORTS_0fa9_0122,"Dallas Cowboys",SPORTS_OPT_b246_000C
"What team did Oklahoma beat in the 2000 Orange Bowl to win the national title?",SPORTS_9ed8_0123,"Florida Sate",SPORTS_OPT_fba8_000A
"What number did Ralph Kiner, who was inducted into the Baseball Hall of Fame in 1975, wear when he played for the Pittsburgh Pirates in the 40s and 50s?",SPORTS_2ad1_0124,4,SPORTS_OPT_faaa_000D
"What number did Tom Seaver, who was elected to the Baseball Hall of Fame on January in 1992,  wear when he was a player for the New York Mets in the 1970s?",SPORTS_e726_0125,41,SPORTS_OPT_1040_000C
"What number did Major League Baseball player Pete Rose wear when he played for the Cincinnati Reds?",SPORTS_5334_0126,14,SPORTS_OPT_eb8f_000A
"What number did  Baseball Hall of Famer, Rod Carew, wear on his uniform when he played for the Minnesota Twins?",SPORTS_b8bd_0127,29,SPORTS_OPT_74cb_000C
"What number did Don Mattingly wear when he played as a part-time first baseman and outfielder for the New York Yankees in 1983?",SPORTS_dc14_0128,46,SPORTS_OPT_2ccf_000D
"What number did baseball player Darryl Strawberry wear when he played for the Los Angeles Dodgers in the 1990s?",SPORTS_102b_0129,44,SPORTS_OPT_ac0f_000A
"What number did American football quarterback Joe Montana wear when he played for the college team Notre Dame?",SPORTS_8537_0130,3,SPORTS_OPT_fc78_000B
"What number did O. J. Simpson, a member of the Pro Football Hall of Fame, wear when he played for the Buffalo Bills in the 70s?",SPORTS_effe_0131,32,SPORTS_OPT_fd49_000C
"What number did Kirby Puckett,  who was elected to the Baseball Hall of Fame in 2001, wear when he was a player for the Minnesota Twins?",SPORTS_894b_0132,34,SPORTS_OPT_532f_000B
"What number did Carlton Fisk, who was inducted into the Baseball Hall of Fame in 2000, wear when he played for the Chicago White Sox?",SPORTS_9e4c_0133,72,SPORTS_OPT_7ecc_000B
"This college was first to have the first overall pick for both the NFL and the NBA in the same year.",SPORTS_a6c0_0134,Utah,SPORTS_OPT_5fba_000C
"Which two schools are given credit for playing the first college football game?",SPORTS_a4be_0135,"Princeton - Rutgers",SPORTS_OPT_5a16_000C
"In NCAA football, a conference can play a conference championship game if it has this many teams.",SPORTS_eab7_0136,12,SPORTS_OPT_5f62_000A
"Which of these bascetball players scored 100 points in one college game?",SPORTS_4460_0137,"Frank Selvey",SPORTS_OPT_2587_000C
"For which college did Wilt Chamberlain play?",SPORTS_01dc_0138,Kansas,SPORTS_OPT_da90_000B
"For which college  did Reggie Jackson play baseball?",SPORTS_328a_0139,"Arizona State",SPORTS_OPT_c646_000D
"Which college used to have the nickname The Ramblin Wrecks?",SPORTS_2a71_0140,"Georgia Tech",SPORTS_OPT_b8e6_000B
"Which college has the team nicknamed The Boiler Makers?",SPORTS_c7f0_0141,Purdue,SPORTS_OPT_3af3_000B
"Which college has the team nicknamed The Sooners?",SPORTS_e5ed_0142,Oklahoma,SPORTS_OPT_49aa_000B
"Which college football team set the record for most consecutive wins, eventually losing to Notre Dame?",SPORTS_27ff_0143,Oklahoma,SPORTS_OPT_549a_000A
"Which three teams are eligible to win The Commanders Trophy ?",SPORTS_1cc8_0144,"Army, Navy and Air Force",SPORTS_OPT_bab5_000D
"Which former football quarterback, inducted into the Pro Football Hall of Fame in 1977, was the MVP of the first two Super Bowls?",SPORTS_ca3d_0145,"Bart Starr",SPORTS_OPT_7bb3_000D
"This former American football wide receiver, nicknamed Bambi, was inducted into the Pro Football Hall of Fame in 1978.",SPORTS_c1a8_0146,"Lance Alworth",SPORTS_OPT_e8b4_000D
"Who was the first person to become a member of both the Pro Football Hall of Fame and the Baseball Hall of Fame?",SPORTS_c981_0147,"Cal Hubbard",SPORTS_OPT_7025_000A
"Which former quarterback was named the Most Valuable Player of Super Bowl XXIX, and was inducted into the Pro Football Hall of Fame in 2005?",SPORTS_ae03_0148,"Steve Young",SPORTS_OPT_ba30_000D
"Which versatile athlete, inducted into the Pro Football Hall of Fame in 1963, won Olympic gold medals in the pentathlon and decathlon?",SPORTS_2c08_0149,"Jim Thorpe",SPORTS_OPT_f957_000C
"This legendary Green Bay Packers head coach, inducted into the Pro Football Hall of Fame in 1971, had the following maxim: Winning isnt everything; its the only thing.",SPORTS_e410_0150,"Vince Lombardi",SPORTS_OPT_c851_000B
"This retired cornerback, who played college football at Grambling University, was inducted into the Pro Football Hall of Fame on July 28, 1984.",SPORTS_3d68_0151,"William Brown",SPORTS_OPT_6302_000B
"Henry Aaron hit home run number 715 off of which Dodger pitcher?",SPORTS_62a8_0152,"Al Downing",SPORTS_OPT_7f8d_000C
"What year did the Braves move to Atlanta?",SPORTS_fb12_0153,1966,SPORTS_OPT_580e_000D
"What is Chipper Jones actual first name?",SPORTS_50e1_0154,Larry,SPORTS_OPT_e8af_000C
"Atlanta Fulton County Stadium had what nickname?",SPORTS_99a5_0155,"The Launching Pad",SPORTS_OPT_955a_000C
"The first couple of years in Atlanta, the Braves were considered lovable losers.  They won the first NL West title in 1969, the first year of divisional play.",SPORTS_da24_0156,True,SPORTS_OPT_201c_000A
"This pitcher ended Pete Roses 44 game hit streak in 1978 with a strikeout.",SPORTS_d779_0157,"Gene Garber",SPORTS_OPT_31f8_000D
"In the 1996 World Series, this Braves player hit a home run in his first two at-bats.",SPORTS_7e79_0158,"Andruw Jones",SPORTS_OPT_ba42_000B
"Who was the winning pitcher in game six of the 1995 World Series, 1-0 victory over the Cleveland Indians?",SPORTS_9be6_0159,"Tom Glavine",SPORTS_OPT_208e_000D
"Who is considered the first modern heavyweight boxing champion?",SPORTS_3c1e_0160,"John L. Sullivan",SPORTS_OPT_1b4c_000C
"Which boxing heavyweight champ was the subject of the movie The Great White Hope?",SPORTS_4d8d_0161,"Jack Johnson",SPORTS_OPT_c7bc_000B
"Who lost the boxing heavyweight championship to Joe Louis?",SPORTS_0331_0162,"James J. Braddock",SPORTS_OPT_ef09_000B
"Who was the only undefeated boxing heavyweight champ, later killed in an airplane accident?",SPORTS_042f_0163,"Rocky Marciano",SPORTS_OPT_d8ae_000D
"A Swedish boxer once held the boxing heavyweight title.",SPORTS_a2b6_0164,True,SPORTS_OPT_1f8b_000A
"From whom did Muhammad Ali get the championship the first time?",SPORTS_c42c_0165,"Sonny Liston",SPORTS_OPT_f71c_000C
"Who did Muhammad Ali beat to get the boxing crown the second time?",SPORTS_d75b_0166,"George Foreman",SPORTS_OPT_3fa2_000C
"Which boxers shared the boxing heavyweight crown in 1978 ?",SPORTS_c11f_0167,"Ali, Norton, Spinks, Holmes and Ali",SPORTS_OPT_fe31_000D
"How did boxer James J. Braddock get most of his money?",SPORTS_7b84_0168,"From Joe Louis",SPORTS_OPT_45d1_000C
"What country did boxing champion Lennox Lewis represent?",SPORTS_52ed_0169,England,SPORTS_OPT_714a_000D
"Former NBA player, Michael Jeffrey Jordan was born on February 17, what year?",SPORTS_b66c_0170,1963,SPORTS_OPT_57e8_000B
"What is the height of former NBA player, Michael Jordan?",SPORTS_bb2c_0171,"6 6",SPORTS_OPT_bd84_000B
"Michael Jordan majored in geography at what university?",SPORTS_a6d1_0172,"University of North Carolina",SPORTS_OPT_38bd_000A
"After retiring from basketball in 1993, Michael Jordan spent the next year playing professional baseball.",SPORTS_5c12_0173,True,SPORTS_OPT_2114_000A
"Former NBA player Michael Jordan won his second Olympic gold medal in what year?",SPORTS_ab4e_0174,1992,SPORTS_OPT_600b_000A
"What number did Michael Jordan wear after the return to NBA from his first retirement?",SPORTS_df5c_0175,45,SPORTS_OPT_a397_000C
"On January 19, 2000, Jordan returned to the NBA not as a player, but as part owner and President of Basketball Operations of which team?",SPORTS_7030_0176,"The Washington Wizards",SPORTS_OPT_77d6_000A
"What former catcher managed the New York Mets in 1973?",SPORTS_64bf_0177,"Yogi Berra",SPORTS_OPT_b971_000D
"Joining the team in 1962, this former infielder, manager and coach was the first 3rd baseman to play for the New York Mets.",SPORTS_ce4b_0178,"Don Zimmer",SPORTS_OPT_4878_000B
"This great pitcher of the New York Mets won the Rookie of the Year award in 1972 by going 15-10 with a 2.32 ERA.",SPORTS_b2ae_0179,"Jon Matlack",SPORTS_OPT_9960_000C
"This right-handed Major League Baseball player won the World Series MVP award, and then became the first player to sign with new team after winning the award, joining the Orioles in 1987.",SPORTS_7265_0180,"Ray Knight",SPORTS_OPT_b3ec_000C
"What Dominican Republic born baseball player, played shortstop for the New York Mets in 1979?",SPORTS_dc78_0181,"Frank Taveras",SPORTS_OPT_4dc5_000B
"What former Major League Baseball shortstop, who at the time played for the New York Mets, got into a fight with Pete Rose during the 1973 playoffs?",SPORTS_57ae_0182,"Bud Harrelson",SPORTS_OPT_5682_000C
"This former pitcher, manager and executive in Major League Baseball, who led the Philadelphia Phillies to their first World Series title in 1980, managed the New York Mets during 1993-96.",SPORTS_01bf_0183,"Dallas Green",SPORTS_OPT_5f87_000A
"Who became owner of  Major League Baseball, New york Mets in 1961?",SPORTS_625c_0184,"Joan Payson",SPORTS_OPT_0f40_000C
"This baseball player, signed by the New York Yankees as an amateur free agent in 1976, played for the New York Mets during 1984-1987.",SPORTS_4b68_0185,"Rafael Santana",SPORTS_OPT_8650_000A
"After five seasons as a roving instructor for the Seattle Mariners, this man eventually got hired by the New York Mets as the pitching coach, a position he held for ten years.",SPORTS_ffbc_0186,"Mel Stottlemyre",SPORTS_OPT_4492_000A
"This baseball player and American national icon was known as The Sultan of Swat.",SPORTS_a51e_0187,"Babe Ruth",SPORTS_OPT_ad5a_000B
"Which multiple MVP winner was called the Georgia Peach?",SPORTS_1ed4_0188,"Ty Cobb",SPORTS_OPT_dd33_000B
"This Baseball Hall of Famer is known as The Splendid Splinter.",SPORTS_928e_0189,"Ted Williams",SPORTS_OPT_7d1b_000B
"Which Hall of Fame pitcher was known as Rapid Robert?",SPORTS_7825_0190,"Bob Feller",SPORTS_OPT_b5d6_000D
"This former baseball player, called The Ol Perfesser, left his mark on the game as a manager.",SPORTS_c303_0191,"Casey Stengel",SPORTS_OPT_26de_000D
"This baseball player appeared in 14 World Series, won the American League MVP Award three times and was elected to the Hall of Fame in 1972. His given name is Lawrence Peter but hes better known under what nickname?",SPORTS_ff41_0192,Yogi,SPORTS_OPT_b111_000C
"This former baseball player called The Major won the World Series in his first two seasons as manager.",SPORTS_3c69_0193,"Ralph Houk",SPORTS_OPT_646e_000A
"Which player for the New York Mets was called Choo-Choo?",SPORTS_4cdb_0194,"Clarence Coleman",SPORTS_OPT_9cf4_000D
"This baseball player, nicknamed True, was a three time 20-game winner for the Oakland As.",SPORTS_e232_0195,"Vida Blue",SPORTS_OPT_4cc2_000C
"Which New York Yankee pitcher was known as Louisiana Lightning?",SPORTS_5442_0196,"Ron Guidry",SPORTS_OPT_3b32_000B
"This baseball player, who started his career with the Texas Rangers in 1991 at the age of 19, is known as Pudge.",SPORTS_7229_0197,"Ivan Rodriguez",SPORTS_OPT_56af_000D
"Dating back to 776 B.C., the ancient Olympic Games were held in the valley of Olympia in southwestern Greece, to honor this god.",SPORTS_3a85_0198,Zeus,SPORTS_OPT_1964_000C
