OID,QID,text
HISTORY_OPT_9f81_000C,HISTORY_c431_0035,"Lesius Quietus"
HISTORY_OPT_bca5_000D,HISTORY_c431_0035,Hannibal
HISTORY_OPT_7912_000A,HISTORY_6b48_0036,"Marcus Antonius"
HISTORY_OPT_dd5f_000B,HISTORY_6b48_0036,"Julius Caesar"
HISTORY_OPT_5b14_000C,HISTORY_6b48_0036,Augustus
HISTORY_OPT_f09a_000D,HISTORY_6b48_0036,Darius
HISTORY_OPT_f61b_000A,HISTORY_8f19_0037,"Dwight Eisenhower"
HISTORY_OPT_edab_000B,HISTORY_8f19_0037,"George S. Patton"
HISTORY_OPT_0998_000C,HISTORY_8f19_0037,MacArthur
HISTORY_OPT_1c21_000D,HISTORY_8f19_0037,"William H. Simpson"
HISTORY_OPT_3e1e_000A,HISTORY_9670_0038,"Lavr Kornilov"
HISTORY_OPT_dcbc_000B,HISTORY_9670_0038,"Georgi Zhukov"
HISTORY_OPT_08d0_000C,HISTORY_9670_0038,"Alexander Samsonov"
HISTORY_OPT_ecfb_000D,HISTORY_9670_0038,"Nicholas Nikolaevich"
HISTORY_OPT_188e_000A,HISTORY_5d54_0039,True
HISTORY_OPT_40ac_000B,HISTORY_5d54_0039,False
HISTORY_OPT_0246_000A,HISTORY_e4cf_0040,"Dwight Eisenhower"
HISTORY_OPT_090d_000B,HISTORY_e4cf_0040,"Bernard Montgomery"
HISTORY_OPT_15ac_000C,HISTORY_e4cf_0040,"Georg Stumme"
HISTORY_OPT_3d24_000D,HISTORY_e4cf_0040,"John White"
HISTORY_OPT_4077_000A,HISTORY_8b32_0041,Rhodes
HISTORY_OPT_a91c_000B,HISTORY_8b32_0041,Newfoundland
HISTORY_OPT_1c33_000C,HISTORY_8b32_0041,Iceland
HISTORY_OPT_48c6_000D,HISTORY_8b32_0041,Greenland
HISTORY_OPT_c91c_000A,HISTORY_0f5e_0042,Spain
HISTORY_OPT_9993_000B,HISTORY_0f5e_0042,Portugal
HISTORY_OPT_6bfc_000C,HISTORY_0f5e_0042,Russia
HISTORY_OPT_25ee_000D,HISTORY_0f5e_0042,Italy
HISTORY_OPT_d006_000A,HISTORY_6eee_0043,True
HISTORY_OPT_e0db_000B,HISTORY_6eee_0043,False
HISTORY_OPT_8204_000A,HISTORY_87ea_0044,4
HISTORY_OPT_8e43_000B,HISTORY_87ea_0044,5
HISTORY_OPT_ca51_000C,HISTORY_87ea_0044,3
HISTORY_OPT_5d2d_000D,HISTORY_87ea_0044,12
HISTORY_OPT_cfde_000A,HISTORY_035d_0045,"New York"
HISTORY_OPT_9f47_000B,HISTORY_035d_0045,"New Jersey"
HISTORY_OPT_8217_000C,HISTORY_035d_0045,"New Mexico"
HISTORY_OPT_b309_000D,HISTORY_035d_0045,"New Orleans"
HISTORY_OPT_7553_000A,HISTORY_8575_0046,False
HISTORY_OPT_7549_000B,HISTORY_8575_0046,True
HISTORY_OPT_5795_000A,HISTORY_707f_0047,1812
HISTORY_OPT_ef2c_000B,HISTORY_707f_0047,1912
HISTORY_OPT_09d9_000C,HISTORY_707f_0047,1834
HISTORY_OPT_061c_000D,HISTORY_707f_0047,1738
HISTORY_OPT_dd82_000A,HISTORY_5702_0048,"Henry Tang"
HISTORY_OPT_2216_000B,HISTORY_5702_0048,"Chris Patten"
HISTORY_OPT_e43b_000C,HISTORY_5702_0048,"Tung Chee Hwa"
HISTORY_OPT_cefc_000D,HISTORY_5702_0048,"Donald Tsang"
HISTORY_OPT_09d1_000A,HISTORY_d786_0049,False
HISTORY_OPT_752a_000B,HISTORY_d786_0049,True
HISTORY_OPT_5cfb_000A,HISTORY_719a_0050,Goose
HISTORY_OPT_fcdc_000B,HISTORY_719a_0050,Iceman
HISTORY_OPT_6679_000C,HISTORY_719a_0050,Maverick
HISTORY_OPT_1e45_000D,HISTORY_719a_0050,Viper
HISTORY_OPT_16ba_000A,HISTORY_300d_0051,"Boston Celtics"
HISTORY_OPT_3e40_000B,HISTORY_300d_0051,"Houston Rockets"
HISTORY_OPT_9a4d_000C,HISTORY_300d_0051,"L.A. Lakers"
HISTORY_OPT_82e9_000D,HISTORY_300d_0051,"Chicago Bulls"
HISTORY_OPT_74ab_000A,HISTORY_917b_0052,"Ill Be There for You"
HISTORY_OPT_19d4_000B,HISTORY_917b_0052,"Never Say Goodbye"
HISTORY_OPT_32d2_000C,HISTORY_917b_0052,"Livin on a Prayer"
HISTORY_OPT_68c0_000D,HISTORY_917b_0052,"Wanted Dead Or Alive"
HISTORY_OPT_4296_000A,HISTORY_826b_0053,"A nuclear reactor at the Chernobyl nuclear plant explodes"
HISTORY_OPT_9d4c_000B,HISTORY_826b_0053,"Space Shuttle Challenger explodes"
HISTORY_OPT_3026_000C,HISTORY_826b_0053,"The United States Senate allows its debates to be televised"
HISTORY_OPT_e59a_000D,HISTORY_826b_0053,"Pope John Paul II officially visits the Synagogue of Rome"
HISTORY_OPT_f032_000A,HISTORY_5467_0054,False
HISTORY_OPT_5234_000B,HISTORY_5467_0054,True
HISTORY_OPT_3a17_000A,HISTORY_2d31_0055,"Tom Berenger"
HISTORY_OPT_7f10_000B,HISTORY_2d31_0055,"Charlie Sheen"
HISTORY_OPT_141b_000C,HISTORY_2d31_0055,"Johnny Depp"
HISTORY_OPT_9c7e_000D,HISTORY_2d31_0055,"Tom Cruise"
HISTORY_OPT_9578_000A,HISTORY_9d00_0056,"True Stories - Talking Heads"
HISTORY_OPT_37b3_000B,HISTORY_9d00_0056,"Control - Janet Jackson"
HISTORY_OPT_86f9_000C,HISTORY_9d00_0056,"Raising Hell - Run DMC"
HISTORY_OPT_d49b_000D,HISTORY_9d00_0056,"True Colors - Cyndi Lauper"
HISTORY_OPT_4e1f_000A,HISTORY_377c_0057,"Designing Women"
HISTORY_OPT_cdde_000B,HISTORY_377c_0057,"Mamas Family"
HISTORY_OPT_89fb_000C,HISTORY_377c_0057,"Its A Living"
HISTORY_OPT_2943_000D,HISTORY_377c_0057,"The Golden Girls"
HISTORY_OPT_506a_000A,HISTORY_2d37_0058,"The 1975 Metric Conversion Act"
HISTORY_OPT_71dd_000B,HISTORY_2d37_0058,"IEEE Conversion RFC"
HISTORY_OPT_9aee_000C,HISTORY_2d37_0058,"The Common management interface protocol"
HISTORY_OPT_c2bb_000D,HISTORY_2d37_0058,"ANSI Metric Conversions"
HISTORY_OPT_bf5e_000A,HISTORY_7875_0059,"The John Hancock Bridge"
HISTORY_OPT_8737_000B,HISTORY_7875_0059,"Willamette River Pedestrian Bridge"
HISTORY_OPT_cc46_000C,HISTORY_7875_0059,"The Tacoma Narrows Bridge"
HISTORY_OPT_baec_000D,HISTORY_7875_0059,"The Golden Gate Bridge"
HISTORY_OPT_2bda_000A,HISTORY_90ca_0060,"Coca Cola"
HISTORY_OPT_be6d_000B,HISTORY_90ca_0060,Pepsi
HISTORY_OPT_fdfb_000C,HISTORY_90ca_0060,Yoo-hoo
HISTORY_OPT_9ef2_000D,HISTORY_90ca_0060,"Dr. Pepper"
HISTORY_OPT_ab36_000A,HISTORY_58cb_0061,Titanic
HISTORY_OPT_58ab_000B,HISTORY_58cb_0061,Britanic
HISTORY_OPT_53af_000C,HISTORY_58cb_0061,"Andrea Doria"
HISTORY_OPT_e64a_000D,HISTORY_58cb_0061,"The Empress of Ireland"
HISTORY_OPT_a48a_000A,HISTORY_3d87_0062,"MC Hammer"
HISTORY_OPT_5345_000B,HISTORY_3d87_0062,"Marky Mark"
HISTORY_OPT_1ba9_000C,HISTORY_3d87_0062,"Busta Rhymes"
HISTORY_OPT_62cc_000D,HISTORY_3d87_0062,"Vanilla Ice"
HISTORY_OPT_6618_000A,HISTORY_77fe_0063,"Spruce Goose flying boat"
HISTORY_OPT_d3c8_000B,HISTORY_77fe_0063,"Boeing 7J7"
HISTORY_OPT_0c65_000C,HISTORY_77fe_0063,"Boeing Business Jet"
HISTORY_OPT_4f2e_000D,HISTORY_77fe_0063,"Boeing 737"
HISTORY_OPT_a447_000A,HISTORY_5068_0064,"Panzerkampfwagen VIII Maus"
HISTORY_OPT_e47b_000B,HISTORY_5068_0064,"Sturmpanzer IV Brummb�r"
HISTORY_OPT_3265_000C,HISTORY_5068_0064,"M3A5 Grant"
HISTORY_OPT_1736_000D,HISTORY_5068_0064,"Heavy Tank Charron 2C"
HISTORY_OPT_bf81_000A,HISTORY_56cd_0065,"Estonia Ferry"
HISTORY_OPT_f9bf_000B,HISTORY_56cd_0065,"Blak Bark of Ostend"
HISTORY_OPT_3a9b_000C,HISTORY_56cd_0065,"Barge of Calais"
HISTORY_OPT_77aa_000D,HISTORY_56cd_0065,"Castor to Circe"
HISTORY_OPT_4947_000A,HISTORY_554a_0066,"The Collapse of the Soviet Union"
HISTORY_OPT_ea8b_000B,HISTORY_554a_0066,"The USA invades Panama"
HISTORY_OPT_ac2d_000C,HISTORY_554a_0066,"The Winter of Discontent in the UK"
HISTORY_OPT_bf0c_000D,HISTORY_554a_0066,"The Velvet Revolution in Czechoslovakia"
HISTORY_OPT_41a3_000A,HISTORY_2268_0067,"Augusto Pinochet"
HISTORY_OPT_86b4_000B,HISTORY_2268_0067,Ceausescu
HISTORY_OPT_603e_000C,HISTORY_2268_0067,"Francois Mitterrand"
HISTORY_OPT_2b76_000D,HISTORY_2268_0067,"Gustav Husak"
HISTORY_OPT_6af5_000A,HISTORY_3af5_0068,True
HISTORY_OPT_7831_000B,HISTORY_3af5_0068,False
HISTORY_OPT_59d3_000A,HISTORY_3541_0069,"Forever Young"
HISTORY_OPT_41bc_000B,HISTORY_3541_0069,"Mad Max"
HISTORY_OPT_4620_000C,HISTORY_3541_0069,"Lethal Weapon 3"
HISTORY_OPT_d79e_000D,HISTORY_3541_0069,"Lethal Weapon 2"
HISTORY_OPT_54b1_000A,HISTORY_5702_0070,1990s
HISTORY_OPT_840d_000B,HISTORY_5702_0070,1960s
HISTORY_OPT_91c9_000C,HISTORY_5702_0070,1970s
HISTORY_OPT_da58_000D,HISTORY_5702_0070,1980s
HISTORY_OPT_3543_000A,HISTORY_ef95_0071,Dynasty
HISTORY_OPT_93a9_000B,HISTORY_ef95_0071,"The Cosby Show"
HISTORY_OPT_f13b_000C,HISTORY_ef95_0071,"Saturday Night Live"
HISTORY_OPT_cec3_000D,HISTORY_ef95_0071,"L.A. Law"
HISTORY_OPT_ac55_000A,HISTORY_0d47_0072,False
HISTORY_OPT_63ca_000B,HISTORY_0d47_0072,True
HISTORY_OPT_504f_000A,HISTORY_3e62_0073,Vercingetorix
HISTORY_OPT_c5ca_000B,HISTORY_3e62_0073,Odoacer
HISTORY_OPT_6ea7_000C,HISTORY_3e62_0073,Hasdrubal
HISTORY_OPT_a08c_000D,HISTORY_3e62_0073,Leonidas
HISTORY_OPT_fa0f_000A,HISTORY_f183_0074,Arpad
HISTORY_OPT_1d0e_000B,HISTORY_f183_0074,Clovis
HISTORY_OPT_ee11_000C,HISTORY_f183_0074,Ethelred
HISTORY_OPT_6102_000D,HISTORY_f183_0074,Belisarius
HISTORY_OPT_ebf0_000A,HISTORY_edc4_0075,Quebec
HISTORY_OPT_1c19_000B,HISTORY_edc4_0075,"Senegal ( West Africa)"
HISTORY_OPT_3a80_000C,HISTORY_edc4_0075,Haiti
HISTORY_OPT_0177_000D,HISTORY_edc4_0075,Cambodia
HISTORY_OPT_c0d5_000A,HISTORY_6a2d_0076,1789
HISTORY_OPT_372d_000B,HISTORY_6a2d_0076,1693
HISTORY_OPT_5cb9_000C,HISTORY_6a2d_0076,1724
HISTORY_OPT_d1ca_000D,HISTORY_6a2d_0076,1637
HISTORY_OPT_6d8c_000A,HISTORY_efe3_0077,1807
HISTORY_OPT_0000_000B,HISTORY_efe3_0077,1804
HISTORY_OPT_6e09_000C,HISTORY_efe3_0077,1810
HISTORY_OPT_5b12_000D,HISTORY_efe3_0077,1801
HISTORY_OPT_d5b7_000A,HISTORY_a2e8_0078,1949
HISTORY_OPT_465a_000B,HISTORY_a2e8_0078,1964
HISTORY_OPT_ffce_000C,HISTORY_a2e8_0078,1954
HISTORY_OPT_4dd6_000D,HISTORY_a2e8_0078,1970
HISTORY_OPT_134d_000A,HISTORY_8258_0079,"Albert Lebrun"
HISTORY_OPT_0b66_000B,HISTORY_8258_0079,"Vincent Auriol"
HISTORY_OPT_2ed5_000C,HISTORY_8258_0079,"Charles De Gaulle"
HISTORY_OPT_5234_000D,HISTORY_8258_0079,"Rene Coty"
HISTORY_OPT_7b3b_000A,HISTORY_0e24_0080,1975
HISTORY_OPT_fdd1_000B,HISTORY_0e24_0080,1987
HISTORY_OPT_f675_000C,HISTORY_0e24_0080,1993
HISTORY_OPT_9002_000D,HISTORY_0e24_0080,1981
HISTORY_OPT_841e_000A,HISTORY_9b83_0081,"Louis X"
HISTORY_OPT_f811_000B,HISTORY_9b83_0081,"Charles VII"
HISTORY_OPT_eeb1_000C,HISTORY_9b83_0081,"Louis XIV"
HISTORY_OPT_2123_000D,HISTORY_9b83_0081,"Henry III"
HISTORY_OPT_d7cc_000A,HISTORY_cdc5_0082,"Burt Alvord"
HISTORY_OPT_df52_000B,HISTORY_cdc5_0082,"Henry Starr"
HISTORY_OPT_8156_000C,HISTORY_cdc5_0082,"Cherokee Bill"
HISTORY_OPT_24b8_000D,HISTORY_cdc5_0082,"Frank Canton"
HISTORY_OPT_86a1_000A,HISTORY_fe16_0083,"Dutch Charley"
HISTORY_OPT_32a2_000B,HISTORY_fe16_0083,"Billy the Kid"
HISTORY_OPT_5031_000C,HISTORY_fe16_0083,"Butch Cassidy"
HISTORY_OPT_e3d2_000D,HISTORY_fe16_0083,"Cherokee Bill"
HISTORY_OPT_ca1c_000A,HISTORY_022b_0084,"Jesse James"
HISTORY_OPT_68e3_000B,HISTORY_022b_0084,"Billy the Kid"
HISTORY_OPT_a2f8_000C,HISTORY_022b_0084,"Juan Flores"
HISTORY_OPT_c104_000D,HISTORY_022b_0084,"Frank Jackson"
HISTORY_OPT_0ef0_000A,HISTORY_055c_0085,"Johnny Behind the Deuse"
HISTORY_OPT_afd6_000B,HISTORY_055c_0085,"Pearl Hart"
HISTORY_OPT_584a_000C,HISTORY_055c_0085,"Apache Kid"
HISTORY_OPT_1e6d_000D,HISTORY_055c_0085,"Frank Jackson"
HISTORY_OPT_828f_000A,HISTORY_d75c_0086,"Daniel Boone"
HISTORY_OPT_7b03_000B,HISTORY_d75c_0086,"Pancho Villa"
HISTORY_OPT_d2b0_000C,HISTORY_d75c_0086,"Butch Cassidy"
HISTORY_OPT_715b_000D,HISTORY_d75c_0086,"Buffalo Bill"
HISTORY_OPT_8c6b_000A,HISTORY_33aa_0087,"Jesse James"
HISTORY_OPT_fc4e_000B,HISTORY_33aa_0087,"Bill Miner"
HISTORY_OPT_0645_000C,HISTORY_33aa_0087,"Joaquin Murieta"
HISTORY_OPT_6ecf_000D,HISTORY_33aa_0087,"Jim Reed"
HISTORY_OPT_f199_000A,HISTORY_87d2_0088,"Jim Murphy"
HISTORY_OPT_6b9e_000B,HISTORY_87d2_0088,"Billy the Kid"
HISTORY_OPT_1633_000C,HISTORY_87d2_0088,"William Bloody Bill Anderson"
HISTORY_OPT_e903_000D,HISTORY_87d2_0088,"Sundance Kid"
HISTORY_OPT_d847_000A,HISTORY_f9d2_0089,"Belle Star"
HISTORY_OPT_c05e_000B,HISTORY_f9d2_0089,"Nathaniel Reed Texas Jack"
HISTORY_OPT_9625_000C,HISTORY_f9d2_0089,"George Newcomb Bitter Creek"
HISTORY_OPT_56f9_000D,HISTORY_f9d2_0089,"Joaquin Murietta"
HISTORY_OPT_04c9_000A,HISTORY_f422_0090,"Henry Clay White"
HISTORY_OPT_3056_000B,HISTORY_f422_0090,"Cyrus Skinner"
HISTORY_OPT_7ca0_000C,HISTORY_f422_0090,"Bob Younger"
HISTORY_OPT_3109_000D,HISTORY_f422_0090,"Black Bart"
HISTORY_OPT_ee3a_000A,HISTORY_123f_0091,"Johnny Ringo"
HISTORY_OPT_3f8b_000B,HISTORY_123f_0091,"Tom Starr Uncle Tom"
HISTORY_OPT_a89a_000C,HISTORY_123f_0091,"Jim Murphy"
HISTORY_OPT_b3e4_000D,HISTORY_123f_0091,"Lee H. Musgrove"
HISTORY_OPT_e49f_000A,HISTORY_a390_0092,Rita
HISTORY_OPT_298a_000B,HISTORY_a390_0092,Louise
HISTORY_OPT_8727_000C,HISTORY_a390_0092,Katrina
HISTORY_OPT_2c79_000D,HISTORY_a390_0092,Isabella
HISTORY_OPT_b454_000A,HISTORY_5fcf_0093,Saragosa
HISTORY_OPT_bb07_000B,HISTORY_5fcf_0093,Texarcico
HISTORY_OPT_6b6b_000C,HISTORY_5fcf_0093,Northumberland
HISTORY_OPT_cf1d_000D,HISTORY_5fcf_0093,Zeetop
HISTORY_OPT_5328_000A,HISTORY_8dbb_0094,"It was agreed upon by a consensus of the 4 towns populace, to disincorporate due to flagging economic conditions."
HISTORY_OPT_8947_000B,HISTORY_8dbb_0094,"All 4 towns were destroyed in a massive fire, and the area was rebuilt as a distant suburb of Boston."
HISTORY_OPT_1d3c_000C,HISTORY_8dbb_0094,"The land was needed for a large reservoir."
HISTORY_OPT_3819_000D,HISTORY_8dbb_0094,"A major railroad  company secured rights to the land and built a rail line through the heart of all 4 towns."
HISTORY_OPT_b826_000A,HISTORY_4f3c_0095,"Rev Dr. Parker Smalling"
HISTORY_OPT_d452_000B,HISTORY_4f3c_0095,"Rev. Alloyuishius Gant"
HISTORY_OPT_a215_000C,HISTORY_4f3c_0095,"Rev. Jim Jones"
HISTORY_OPT_b24a_000D,HISTORY_4f3c_0095,"Rev. Donald Dunforth"
HISTORY_OPT_c5bc_000A,HISTORY_f7cc_0096,"It was a haven for circus performers until 1925, when the circus left for Sarasota, and the performers followed."
HISTORY_OPT_0235_000B,HISTORY_f7cc_0096,"It was a lumber mill town, and in 1928, the mills were sold."
