question,QID,answer,answer_OID
"In 1898, three years after their marriage,  this scientific couple  discovered polonium and radium. Thus,  they won the Physics Nobel Prize in 1903 for discovering radioactivity.",PEOPLE_f7bd_0015,"Marie and Pierre Curie",PEOPLE_OPT_28e4_000D
"The beautiful Egyptian queen was chief wife of an Egyptian Pharaoh in 14th century BC. The couple remained in history as great reformers due to the profound religious changes they made - they introduced the monotheistic worship of the sun disk.",PEOPLE_3f0e_0016,"Amenhotep IV and Nefertiti",PEOPLE_OPT_0763_000C
"Philosophy brought together this ancient Greek couple.  The wife had a courtesan salon which was frequented by many of the philosophers we now know, but only one of them got to really know her. Noted for her great intellectual power, she gave him inspiration for his work in rhetorics.",PEOPLE_42ff_0017,"Aspasia and Pericles",PEOPLE_OPT_f31d_000C
"She was a successful Hollywood actress and he was the president of the USA.  They never managed to be together legally, but their relationship was a public secret.",PEOPLE_d7d8_0018,"Marilyn Monroe and John Kennedy",PEOPLE_OPT_ab58_000B
"Being romantic poets, these two had a really romantic relationship. They knew how to do it, including all the elements a romantic story needs: secret courtship, love poems and everything necessary for their love to thrive.",PEOPLE_fef5_0019,"Robert and Elizabeth Browning",PEOPLE_OPT_b2f6_000B
"He was a famous French conqueror,  but this wasnt enough for her to accept the marriage proposal immediately. She hesitated at first, but finally agreed.",PEOPLE_93ab_0020,"Napoleon and Josephine",PEOPLE_OPT_2841_000B
"The most famous gangster couple in history, her last name was Parker and he was the anti-authoritarian criminal Barrow.",PEOPLE_8419_0021,"Bonnie and Clyde",PEOPLE_OPT_7723_000A
"On April 9, 2005 their marriage ended years of speculation on a relationship which has spanned the decades since they first met in 1970.",PEOPLE_7ba0_0022,"Charles and Camilla",PEOPLE_OPT_6dee_000A
"Babe Ruths nickname",PEOPLE_a362_0023,"The Sultan of Swat",PEOPLE_OPT_f6ae_000C
"Red Grange",PEOPLE_c4fa_0024,"The Galloping Ghost",PEOPLE_OPT_5a98_000A
"Jerry West",PEOPLE_e493_0025,"Mr. Clutch",PEOPLE_OPT_a8aa_000D
"Edson Arantes Do Nascimento",PEOPLE_5b4f_0026,Pele,PEOPLE_OPT_4e2e_000D
"Jack Nicklaus",PEOPLE_4ad3_0027,"The Golden Bear",PEOPLE_OPT_c761_000D
"Rod Laver",PEOPLE_87d9_0028,Rocket,PEOPLE_OPT_21c2_000B
"Joe Namath",PEOPLE_0a09_0029,"Broadway Joe",PEOPLE_OPT_04d8_000C
"Willie Mays",PEOPLE_1116_0030,"The Say-Hey Kid",PEOPLE_OPT_5785_000C
"Bobby Hull",PEOPLE_b1d7_0031,"The Golden Jet",PEOPLE_OPT_ef8e_000D
"Paavo Nurmi",PEOPLE_adee_0032,"The Flying Finn",PEOPLE_OPT_9603_000C
"Gary Leon Rigway is known as the Green River Killer, responsible for at least 48 murders.  What kind of people did he target?",PEOPLE_2b2e_0033,"Prostitutes and runaways",PEOPLE_OPT_cb37_000B
"This serial killer, known as The Ripper of Rostov, roamed Russia in the late 1900s.  He was later found guilty of 52 murders and sentenced to death.",PEOPLE_b46a_0034,"Andrei Chikatilo",PEOPLE_OPT_5423_000D
"The Monster of the Andes, as Pedro Lopez is known, terrorized Ecuador, Peru and Colombia. How many people did he victimize?",PEOPLE_4cb5_0035,"More than 300",PEOPLE_OPT_1b5f_000A
"Certainly one of the most dreadful serial killers in US history. Even though he performed as a clown at neghborhood childrens parties, he killed 33 teenagers.",PEOPLE_0753_0036,"John Wayne Gacy",PEOPLE_OPT_a9bd_000B
"Bruno Ludke was born in 1909. When he was young, he tortured animals for fun. He strangled or stabbed to death 85 women.  Where was he from?",PEOPLE_4b9e_0037,Germany,PEOPLE_OPT_3526_000D
"This serial killer terrorized Washington, Oregon, Colorado, Utah, and Florida. His death sentence was executed in Florida on 24 January 1989.",PEOPLE_9d58_0038,"Ted Bundy",PEOPLE_OPT_95df_000D
"This mans rampage lasted from 1979 to 1981. He roamed Atlanta and Georgia, taking the lives of 27 innocent boys. At first the police thought he was a white supremacist, because he targeted black boys, but it turned out he was black himself.  He was caught on 22 May 1981.",PEOPLE_c75d_0039,"Wayne Williams",PEOPLE_OPT_6d20_000B
"This serial killer was known as The Candy Man. His partner,  Wayne Henley, eventually shot him.",PEOPLE_82df_0040,"Dean Corll",PEOPLE_OPT_35b8_000B
"Henry Lee Lucas confessed to more than 500 murders. How many murders was he actually convicted of?",PEOPLE_53b6_0041,11,PEOPLE_OPT_71e1_000D
"There are many theories about the identity of this mysterious British serial killer. He marks the dawn of the modern age of serial murders. Although the number of his victims is not high, compared to others on our list (5), he is probably the worlds most famous serial murderer.",PEOPLE_7e56_0042,"Jack The Ripper",PEOPLE_OPT_f5fb_000B
"He disliked Jews and accused them of causing all disasters in German history.",PEOPLE_8537_0043,Hitler,PEOPLE_OPT_6030_000D
"He delivered the famous I have a dream speech.",PEOPLE_2d12_0044,"Martin Luther King Jr.",PEOPLE_OPT_06f6_000B
"She was the only woman to become Prime Minister of Great Britain.",PEOPLE_6891_0045,"Margaret Thatcher",PEOPLE_OPT_c2ad_000C
"He was the only Pope of non-Italian origin since the Dutch-German Pope Adrian VI.",PEOPLE_91cb_0046,"Pope John Paul II",PEOPLE_OPT_9d22_000D
"He was the only actor to become US President.",PEOPLE_700d_0047,"Ronald Reagan",PEOPLE_OPT_7c3c_000C
"He was the first democratically-elected President of South Africa.",PEOPLE_ed98_0048,"Nelson Mandela",PEOPLE_OPT_2125_000A
"He brought the cause of Indias independence to world attention.",PEOPLE_ff1f_0049,"Mohandas Gandhi",PEOPLE_OPT_603a_000D
"Which British Prime Minister is considered to have saved his country during WW2?",PEOPLE_9d48_0050,"Winston Churchill",PEOPLE_OPT_6d50_000D
"He established the first fascist party.",PEOPLE_3253_0051,"Benito Mussolini",PEOPLE_OPT_edbc_000C
"The name he is known as means Awakened One, Enlightened One.",PEOPLE_60fa_0052,Buddha,PEOPLE_OPT_8a88_000C
"Before becoming an important political figure, this George was a businessman, involved with the oil industry and then with professional sports.",PEOPLE_2efb_0053,"George W Bush",PEOPLE_OPT_e1cf_000B
"This George is one of the greatest English novelists. The term Big Brother comes from his book 1984.",PEOPLE_31f6_0054,"George Orwell",PEOPLE_OPT_ac0c_000D
"This George was the first president of the USA. Although the American capital city was named after him, he never lived there.",PEOPLE_25d6_0055,"George Washington",PEOPLE_OPT_4fe0_000B
"This George was actually a woman and her real name was Mary Ann Evans. She used a male pen name because she wanted the publishers to take her works seriously.",PEOPLE_acd5_0056,"George Eliot",PEOPLE_OPT_e7c6_000D
"This George received the Nobel Prize in literature in 1925 but he didnt take the prize money. Instead, he gave the money for funding the translation of Swedish literature into English.",PEOPLE_3901_0057,"George Bernard Shaw",PEOPLE_OPT_545e_000A
"In 1997 this George was voted Sexiest Man Alive by People magazine. His first TV role was in the TV series E/R.",PEOPLE_c526_0058,"George Clooney",PEOPLE_OPT_96ea_000B
"This George lived for only 40 years - from 1593 until 1633. Nevertheless, he became a great poet. However, none of his works was published while he was alive.",PEOPLE_ea6c_0059,"George Herbert",PEOPLE_OPT_53e0_000B
"His most famous works were Childe Harolds Pilgrimage and Don Juan. His fame rests not only on his romantic poems; he was known for his lifestyle, which included extravagant living, debts, separation, claims of incest, etc.",PEOPLE_bf4a_0060,"George Gordon Byron",PEOPLE_OPT_335e_000B
"This George was also a woman. Her real name was Amandine-Aurore-Lucile Dupin. She was a feminist before the invention of the word. She had a romantic relationship with Chopin.",PEOPLE_d4f8_0061,"George Sand",PEOPLE_OPT_4f7d_000B
"This George is the director of one of the most famous movie sagas. However the script for this saga was initially turned down by every major Hollywood studio because no one would want to see it.",PEOPLE_0d7c_0062,"George Lucas",PEOPLE_OPT_4ecf_000D
"This John was a writer. He received the Nobel price for literature in 1962 for his �realistic and imaginative writing, combining as it does sympathetic humour and keen social perception.�",PEOPLE_f10b_0063,"John Steinbeck",PEOPLE_OPT_7a6d_000B
"This famous English poet is the author of Paradise Lost. The long hours of writing under the light of a candle cost him his eyesight. He then started using a scribe.",PEOPLE_1594_0064,"John Milton",PEOPLE_OPT_570a_000B
"This John was a member of one of the most popular bands from the 60s.  Earlier, he has formed his own band called The Quarrymen.",PEOPLE_4c55_0065,"John Lennon",PEOPLE_OPT_06aa_000A
"This John majored in philology, which triggered his interest in linguistics. This enabled him to invent 15 artificial languages. Two of them are most popular: Quenya and Sindarin, the two Elvish languages in The Lord of the Rings.",PEOPLE_c3ab_0066,"John Tolkien",PEOPLE_OPT_e4e0_000C
"This John is the one who said Ask not what your country can do for you, ask what you can do for your country.",PEOPLE_ddd5_0067,"John Kennedy",PEOPLE_OPT_9c5c_000D
"This John was one of the greatest English poets in the 17th century. He belonged to the group of the so-called metaphysical poets. It was his meditations that gave Hemingway the idea about the title of For Whom the Bell Tolls.",PEOPLE_ba3a_0068,"John Donne",PEOPLE_OPT_a82d_000C
"Besides being an actor, this Pulp Fiction John is a certified pilot and owns a couple of planes.",PEOPLE_9cf8_0069,"John Travolta",PEOPLE_OPT_156d_000B
"The real name of this John was Marion Robert Morrison. When his brother was born, the name Robert was given to him and the former became Marion Michael Morrison. Then he got the nickname Duke. Most sources state that his first movie was Words and Music (1929).",PEOPLE_3380_0070,"John Wayne",PEOPLE_OPT_3ede_000A
"This man is also known as Karol Wojtyla and Juan Pablo II. His reign as a Pope was the third-longest in the history of the Papacy. He named himself after his predecessor, who died suddenly after only 33 days of service to God.",PEOPLE_af16_0071,"John Paul II",PEOPLE_OPT_142a_000B
"This seafarer John was captured by the Indians around 1600. He reported in his account that the Indian chief wanted to club him to death. He was saved by the 11-12 year old daughter of the chief, who stood between her father and the Englishman.",PEOPLE_5f81_0072,"John Smith",PEOPLE_OPT_5ff1_000C
"This great Spanish explorer conquered what is now central and southern Mexico.",PEOPLE_885c_0073,"Hernando Cortes",PEOPLE_OPT_5e72_000D
"This mans voyages were the base for Frances claim to Canada. His initial intention was to search for the Northwest Passage to the Orient.",PEOPLE_d29d_0074,"Jacques Cartier",PEOPLE_OPT_062c_000D
"He is famous for sailing around the world twice. He became the first European to visit the coasts of Hawaii and Australia. Due to his voyages  some colonies were established throughout the Pacific region by several European nations.",PEOPLE_b090_0075,"James Cook",PEOPLE_OPT_d3ba_000D
"This great explorer is famous for his fulfilment of the first all water trade route between India and Europe .",PEOPLE_bae0_0076,"Vasco da Gama",PEOPLE_OPT_6e0c_000A
"Along with his brother, this famous explorer reached Kaifeng, the capital of Kublai Khans Mongol Empire in 1265.",PEOPLE_9628_0077,"Marco Polo",PEOPLE_OPT_cd3f_000C
"This great explorer found a new continent thinking he had found a new way to India.",PEOPLE_57bb_0078,"Christopher Columbus",PEOPLE_OPT_4c29_000C
"This great explorer spent years searching for a seaway to China in order to trade Spains New World gold, thus contributing with information about America before its Indian cities were destroyed by foreign diseases.",PEOPLE_5dc7_0079,"Hernando de Soto",PEOPLE_OPT_4c9d_000D
"By his circumnavigation around the world, which took three years, from 1577 to 1580, this explorer gave a more accurate picture of the true geography of the world.",PEOPLE_209f_0080,"Sir Francis Drake",PEOPLE_OPT_c701_000A
"He was the first man to explore Antarctica by land. He led two expeditions with the intention to find out more about the animals, weather and geology of the Antarctic.",PEOPLE_0145_0081,"Captain Scott",PEOPLE_OPT_7e61_000C
"Famous for his sea explorations, this man helped develop the first self-contained underwater breathing apparatus (SCUBA).",PEOPLE_f6ad_0082,"Jacques Cousteau",PEOPLE_OPT_c793_000D
"People who do this job are responsible for making 3-D films look so real.  They create the hairstyles of the animated characters.",PEOPLE_bbaa_0083,"Hair Simulation Supervisors",PEOPLE_OPT_8115_000C
"What does a Wrinkle Chaser do?",PEOPLE_9d6e_0084,"Irons wrinkles from shoes",PEOPLE_OPT_17c0_000A
"As a Banana Gasser, what gas would you use to catalyze the ripening of bananas?",PEOPLE_52bc_0085,Ethylene,PEOPLE_OPT_f9b8_000A
"Are your taste buds working over time?  If so, this job might be perfect for you. John Harrison is doing this job for the Dreyers.",PEOPLE_7da8_0086,"Ice Cream Taster",PEOPLE_OPT_7db1_000C
"Have you ever noticed that not all onions are created equal? Some are bigger, some smaller, some differ in color and this person has to sort them.",PEOPLE_f7c0_0087,"Onion Graders",PEOPLE_OPT_a004_000A
"What does a Golf Ball Marshal do?",PEOPLE_94d4_0088,"They search for lost golf balls",PEOPLE_OPT_6158_000B
"These guys provide the primary ingredient for life-saving serums to people who have been bitten by poisonous snakes.",PEOPLE_b2c9_0089,"Snake Milkers",PEOPLE_OPT_0939_000C
"A Vermiculturist uses this animal to produce compost?",PEOPLE_f1dc_0090,Worms,PEOPLE_OPT_aa20_000A
"Who made this popular statement in July 1969: Thats one small step for (a) man, one giant leap for mankind.?",PEOPLE_5e4d_0091,"Neil Armstrong",PEOPLE_OPT_57d1_000B
"Which US President said: I am not a crook.?",PEOPLE_eebb_0092,"Richard Nixon",PEOPLE_OPT_deb4_000D
"Ask not what your country can do for you, ask what you can do for your country. These words were delivered by which US President?",PEOPLE_aeea_0093,"John F. Kennedy",PEOPLE_OPT_fc46_000A
"Which famous boxer said that he would float like a butterfly and sting like a bee.?",PEOPLE_f671_0094,"Muhammad Ali",PEOPLE_OPT_c5e9_000A
"Which scientist is credited with the following quote: I never think of the future - it comes soon enough.?",PEOPLE_410b_0095,"Albert Einstein",PEOPLE_OPT_efaf_000B
"Which famous politician said: We must all hang together, or, most assuredly, we shall all hang separately.?",PEOPLE_5f01_0096,"Benjamin Franklin",PEOPLE_OPT_7bf5_000D
"Who made a speech, known by the popular name I Have a Dream?",PEOPLE_ebc1_0097,"Martin Luther King Jr",PEOPLE_OPT_77c2_000C
"What famous person delivered these words: I have nothing new to teach the world. Truth and non-violence are as old as the hills.?",PEOPLE_a721_0098,"Mahatma Gandhi",PEOPLE_OPT_b03d_000C
"Which fashion designer made this statement: Fashion passes, style remains.?",PEOPLE_d382_0099,"Coco Chanel",PEOPLE_OPT_e898_000B
"Which US President said the following words: Four score and seven years ago our fathers brought forth on this continent a new nation, conceived in Liberty, and dedicated to the proposition that all men are created equal.?",PEOPLE_dcc9_0100,"Abraham Lincoln",PEOPLE_OPT_9fc2_000D
"Who is credited with delivering the following words: 100% of the shots you dont take dont go in.?",PEOPLE_dd72_0101,"Wayne Gretzky",PEOPLE_OPT_5c98_000D
"These words belong to which famous writer: Always do right. This will gratify some people and astonish the rest.?",PEOPLE_8ee5_0102,"Mark Twain",PEOPLE_OPT_2479_000C
"One of the following terrorist leaders can be described as a tall and thin man with an olive complexion and a cane, who is left-handed and always wears a plain white turban.",PEOPLE_d8f7_0103,"Osama bin Laden",PEOPLE_OPT_438d_000B
"The Roman emperor, Tiberius, was a left-handed ruler, who belonged to what dynasty?",PEOPLE_deaf_0104,"Julio-Claudian dynasty",PEOPLE_OPT_5b3c_000A
"Raphael was a left-handed painter and architect of the Florentine school in the Italian High Renaissance. One of these works does not belong to him.",PEOPLE_418b_0105,"The Night Watch",PEOPLE_OPT_7075_000D
"Ronald Reagan was a left-handed President.",PEOPLE_7d86_0106,False,PEOPLE_OPT_ca95_000A
"The lefty, Henry Ford, founded the Ford Motor Company. Finish this quote and find out how he defined quality. Quality means doing it right when ___________________________.",PEOPLE_0a92_0107,"...no one is looking.",PEOPLE_OPT_364d_000B
"Both rappers, 50 Cent and Eminem, are left-handed.",PEOPLE_1c4f_0108,True,PEOPLE_OPT_b4b0_000A
"Which of these rulers / politicians was not left-handed?",PEOPLE_e443_0109,"They were all left-handed",PEOPLE_OPT_6597_000D
"During her trial, Joan of Arc was accused of being left-handed.",PEOPLE_437c_0110,False,PEOPLE_OPT_3ff1_000B
"Nelson Rockefeller, the left-handed 41st Vice President of the United States of America, was a governor of this state before becoming Vice President.",PEOPLE_93e3_0111,"New York",PEOPLE_OPT_58a2_000D
"Jay Leno is a left-handed American comedian, who suffers from what disease?",PEOPLE_103d_0112,Dyslexia,PEOPLE_OPT_b9b6_000B
"The left-handed actor, Jim Carrey, played what character in the 2004 Hollywood production, Eternal Sunshine of the Spotless Mind?",PEOPLE_8368_0113,Joel,PEOPLE_OPT_c986_000D
"This is the last movie in which the lefty, Charlie Chaplin appeared.",PEOPLE_ce9b_0114,"A Countess from Hong Kong",PEOPLE_OPT_f837_000D
"The left-handed Hollywood actor, Morgan Freeman, was born in which city?",PEOPLE_5a9c_0115,Memphis,PEOPLE_OPT_df53_000A
"After achieving success with his horror stories, this writer called himself Richard Bachman because he wanted to see if his novels would sell without his already famous name on them.",PEOPLE_b94d_0116,"Stephen King",PEOPLE_OPT_78ef_000B
"Lewis Carroll conceived Alices Adventures in Wonderland as nursery tales for the daughter of a friend.",PEOPLE_fe31_0117,"Charles Lutwidge Dodgson",PEOPLE_OPT_ed64_000A
"Paul Eluard was a major exponent of surrealism.  Many of his poems reflect the hardship after his separation with his first wife Gala, who left him for Salvador Dali.",PEOPLE_d309_0118,"Eugène Grindel",PEOPLE_OPT_e41b_000D
"Besides a poet, Pablo Neruda was also a diplomat and a Communist leader.  He changed his original name because he didnt want his father to find out he was a poet.",PEOPLE_e9fb_0119,"Ricardo Eliecer Neftalí Reyes Basoalto",PEOPLE_OPT_a21a_000C
"Anatole France was probably the most famous French man of letters of his time.  In 1921 he was awarded the Nobel Prize in Literature.",PEOPLE_b796_0120,"Jacques Anatole Thibault",PEOPLE_OPT_3fc7_000A
"Stendhal hated his father so he took the first opportunity to leave for Paris, where he became a lieutenant in Napoleon’s army.  He began his literary career after the fall of Napoleon in 1814.",PEOPLE_1111_0121,"Marie Henri Beyle",PEOPLE_OPT_0bd9_000A
"Moliere became famous as the father of French high comedy. He coined the phrase castigat ridendo mores (to criticise customs through humour) which is sometimes mistaken for a genuine Latin proverb.",PEOPLE_7a71_0122,"Jean Baptiste Poquelin",PEOPLE_OPT_5f3d_000A
"Saki was a master of short stories.  It is said that his pen name could be a reference to a monkey with the same name.",PEOPLE_b8cf_0123,"Hector Hugh Munro",PEOPLE_OPT_99e4_000A
"O. Henry was working as a bank teller when he was sent to jail for embezzlement.  He spent 3 years in jail where he started writing his short stories.",PEOPLE_b8c7_0124,"William Sydney Porter",PEOPLE_OPT_a686_000B
"Both in the year when Mark Twain was born and the year when he died, the Halleys Comet passed by Earth. -Mark borrowed his pseudonym from Mississippi riverboat terminology, where calling “mark twain�? marked safe water.",PEOPLE_c037_0125,"Samuel Langhorne Clemens",PEOPLE_OPT_feed_000B
"This Roman dictator proclaimed himself a god and built statues and temples to himself in Rome. He even ordered his statue to be placed in Jerusalem, so Jews can worship him.",PEOPLE_2397_0126,Caligula,PEOPLE_OPT_d6c6_000A
"This Russian dictator was given the name Grozniy by his compatriots as he was an evil person. The number of his marriages is unknown, but it is stated that they are at least five. He killed his son in a fit of rage.",PEOPLE_cd4e_0127,"Ivan The Terrible",PEOPLE_OPT_7d92_000A
"He was known for his terrorist tactics and cruel methods of punishing those he found guilty, especially by impalement, which gave him the nickname Tepes, or The Impaler.",PEOPLE_42d6_0128,"Vlad Dracula",PEOPLE_OPT_3dee_000B
"This Russian dictator established the USSR as a modern economic and military power, able to repel Hitlers armies in World War II. However his reign was marked by terror and the deaths of millions of real and presumed opponents of his policies.",PEOPLE_a047_0129,"J. V. Stalin",PEOPLE_OPT_5e8e_000C
"He directed the systematic extermination of over 11 million people, mostly Jews, in a genocide now known as the Holocaust.",PEOPLE_f959_0130,Hitler,PEOPLE_OPT_ba40_000D
"This person was expelled from the Socialist party on the grounds that he advocated Italys involvement in the Great War.  Following the war, he organized the Italian Fascist Party.",PEOPLE_8da6_0131,"Benito Mussolini",PEOPLE_OPT_db69_000A
"Under the rule of this fascist dictator all political parties and labor unions were banned. Books were  burned, and dissenters were tortured and executed.",PEOPLE_d7c4_0132,"Francisco Franco",PEOPLE_OPT_c80d_000A
"He claimed that Democracy is the breeding ground of Communism.  That is why he ended Chiles 150-years of democracy.",PEOPLE_2193_0133,"Augusto Pinochet",PEOPLE_OPT_7f14_000B
"This Romanian leaders economic policies were a disaster. He was also repressive and corrupt. He and his wife Elena were executed in 1989.",PEOPLE_a4d1_0134,"Nicolae Ceausescu",PEOPLE_OPT_7160_000C
"The name of this Iraqi dictator means one who confronts.  He saw himself as a social revolutionary and a modernizer, following the model of Nasser.",PEOPLE_369b_0135,"Saddam Hussein",PEOPLE_OPT_78f5_000A
"The Mafia was actually formed in Sicily in the Middle Ages as a secret society to resist the Turk and Norman invaders. Later, it spread to the United States and this was the first American city where it became influential.",PEOPLE_402b_0136,"New York",PEOPLE_OPT_4191_000B
"There are many theories about the source and the translation of the word Mafia. However, the meaning of the name of the Italian Mafia, La Cosa Nostra, is not so controversial. Which of these translations is closest?",PEOPLE_65bc_0137,"Our Thing",PEOPLE_OPT_6a41_000B
"The Triads is the name of the Japanese Mafia.",PEOPLE_e699_0138,False,PEOPLE_OPT_219b_000A
"Lucky Luciano was one of the most important bosses of the Mafia, because he literally created its structure as we know it today. This guy was his most loyal friend since childhood.",PEOPLE_1865_0139,"Meyer Lansky",PEOPLE_OPT_02f9_000B
"Al Capone was the Crime Boss in Chicago as the successor of Johnny Torrio. Although he committed many terrible crimes and violated many laws, he was convicted only of tax evasion and had to do 11 years in Alcatraz. He was released in 1939 due to his terrible disease. What was this disease?",PEOPLE_a17e_0140,Syphilis,PEOPLE_OPT_9ba7_000D
"If you are a member of Yakuza and disobey your boss, you have to cut one of your fingertips and send it to him, begging for forgiveness.",PEOPLE_67d9_0141,True,PEOPLE_OPT_4963_000A
"In the Italian-American Mafia, the hierarchy is very strict. Capo di Tutti Capi means Boss of all Bosses. This is the highest possible position in the chain of command. Then who is Capo Crimini?",PEOPLE_9b0b_0142,"The Don of a crime family",PEOPLE_OPT_e7c9_000C
"There were five dominant families in the American Mafia.  The Bonanno family, the Colombo Family, the Gambino family, the Lucchese family and one more. Charles (Lucky) Luchiano was one of the Bosses of this powerful Mafia family.",PEOPLE_6b2c_0143,"The Genovese Family",PEOPLE_OPT_1625_000C
"The execution of a member of the American Mafia is called Omerta.",PEOPLE_b07f_0144,False,PEOPLE_OPT_c0b2_000B
"This is one of the most famous crime fighters in the history of the American Mafia. He prosecuted many gangsters, such as Lucky Luciano, Gurrah Shapiro and Louis Lepke. The mafioso Dutch Shultz was killed by his peers, because he planned to knock off this gang buster.",PEOPLE_22a1_0145,"Thomas Dewey",PEOPLE_OPT_c0ee_000C
"Which U.S. President, nicknamed Old Hickory, was the target of an assassination attempt at the Capitol building in 1835 by a house painter named Richard Lawrence?",PEOPLE_cbf0_0146,"Andrew Jackson",PEOPLE_OPT_1428_000C
"Which U.S. President, the first in the nations history to be assassinated, died at Peterson House across the street from the site of his shooting?",PEOPLE_3981_0147,"Abraham Lincoln",PEOPLE_OPT_98ab_000A
"Which U.S. President, whose term was the second shortest in the nations history, died in 1881, two and a half months after he was shot at a train station in Washington, D.C.?",PEOPLE_3d68_0148,"James A. Garfield",PEOPLE_OPT_f72a_000A
"Which U.S. President, shot at the Pan-American Exposition in Buffalo, New York, might have survived if doctors had used a new medical device on exhibit at the fair that could have helped them find the fatal bullet?",PEOPLE_35ab_0149,"William McKinley",PEOPLE_OPT_79ff_000B
"Which U.S. President, who had become President after the 1901 assassination of his predecessor, survived an assassination attempt more than three years after he left office?",PEOPLE_0fe5_0150,"Theodore Roosevelt",PEOPLE_OPT_0e55_000A
"Which four-term Presidents motorcade was shot at a month before he first took office, resulting in the death of the mayor of Chicago?",PEOPLE_2fd4_0151,"Franklin D. Roosevelt",PEOPLE_OPT_87c3_000B
"Which President, who resided in Blair House during renovations to the White House, commuted the death sentence of the man convicted of plotting to assassinate him?",PEOPLE_38ef_0152,"Harry S. Truman",PEOPLE_OPT_0c32_000A
"Which U.S. President, the first Massachusetts native to hold the office in more than 130 years, was targeted by a would-be suicide attacker before his inauguration?",PEOPLE_4a10_0153,"John F. Kennedy",PEOPLE_OPT_89b5_000D
"Which controversial President was the target of an assassination plot that involved hijacking a commercial airliner and crashing it into the White House?",PEOPLE_aeba_0154,"Richard M. Nixon",PEOPLE_OPT_e9ea_000D
"Which President, never elected to the office, was the target of two assassination attempts within three weeks of each other, both by women?",PEOPLE_82b8_0155,"Gerald R. Ford",PEOPLE_OPT_582a_000D
"Which U.S. President, during whose adminstration a U.S. Embassy in the middle east was seized, was supposedly targeted by Mexican assassins in an attack that never took place?",PEOPLE_d5fb_0156,"Jimmy Carter",PEOPLE_OPT_b537_000B
"Which U.S. President, shot by a man who wanted to impress a film actress, was not the original target of the assassination plan?",PEOPLE_4aee_0157,"Ronald W. Reagan",PEOPLE_OPT_4a68_000A
"Which U.S. President was targeted for assassination by a foreign leader three months after he left office?",PEOPLE_446b_0158,"George H.W. Bush",PEOPLE_OPT_a405_000B
"During the administration of which U.S. President, the last to be given lifetime Secret Service protection, were three attacks carried out against the White House?",PEOPLE_2977_0159,"William J. Clinton",PEOPLE_OPT_a85e_000D
"Which U.S. President was the target of an assassination attempt during a state visit to the former Soviet republic of Georgia?",PEOPLE_56cc_0160,"George W. Bush",PEOPLE_OPT_b7b9_000B
