OID,QID,text
GEOGRAPHY_OPT_69ff_000D,GEOGRAPHY_9ef6_0044,"New Zealand"
GEOGRAPHY_OPT_99f4_000A,GEOGRAPHY_3b0c_0045,Norway
GEOGRAPHY_OPT_660e_000B,GEOGRAPHY_3b0c_0045,Finland
GEOGRAPHY_OPT_cf18_000C,GEOGRAPHY_3b0c_0045,Denmark
GEOGRAPHY_OPT_0cd6_000D,GEOGRAPHY_3b0c_0045,Sweden
GEOGRAPHY_OPT_6d49_000A,GEOGRAPHY_bf6b_0046,India
GEOGRAPHY_OPT_c760_000B,GEOGRAPHY_bf6b_0046,Iran
GEOGRAPHY_OPT_d6e0_000C,GEOGRAPHY_bf6b_0046,Pakistan
GEOGRAPHY_OPT_5f45_000D,GEOGRAPHY_bf6b_0046,Iraq
GEOGRAPHY_OPT_b2a4_000A,GEOGRAPHY_9b45_0047,"Jordan and Israel"
GEOGRAPHY_OPT_ccfe_000B,GEOGRAPHY_9b45_0047,"Lebanon and Jordan"
GEOGRAPHY_OPT_04fb_000C,GEOGRAPHY_9b45_0047,"Syria and Jordan"
GEOGRAPHY_OPT_2ad2_000D,GEOGRAPHY_9b45_0047,"Lebanon and Israel"
GEOGRAPHY_OPT_1200_000A,GEOGRAPHY_88b2_0048,Yes
GEOGRAPHY_OPT_99f2_000B,GEOGRAPHY_88b2_0048,No
GEOGRAPHY_OPT_349f_000A,GEOGRAPHY_fe20_0049,"Belgium, Netherlands and Luxembourg"
GEOGRAPHY_OPT_43fa_000B,GEOGRAPHY_fe20_0049,"Finland, Sweden and Denmark"
GEOGRAPHY_OPT_9836_000C,GEOGRAPHY_fe20_0049,"The U.S.A., Canada and Mexico"
GEOGRAPHY_OPT_df65_000D,GEOGRAPHY_fe20_0049,"Honduras, Nicaragua and Belize"
GEOGRAPHY_OPT_63d5_000A,GEOGRAPHY_f473_0050,No
GEOGRAPHY_OPT_5f7c_000B,GEOGRAPHY_f473_0050,Yes
GEOGRAPHY_OPT_2072_000A,GEOGRAPHY_18d2_0051,True
GEOGRAPHY_OPT_f2a2_000B,GEOGRAPHY_18d2_0051,False
GEOGRAPHY_OPT_23fc_000A,GEOGRAPHY_1bcd_0052,"Lines of latitude"
GEOGRAPHY_OPT_ba39_000B,GEOGRAPHY_1bcd_0052,"Lines of longitude"
GEOGRAPHY_OPT_7ef4_000C,GEOGRAPHY_1bcd_0052,"Parallel to the Greenwhich Meridian"
GEOGRAPHY_OPT_345c_000D,GEOGRAPHY_1bcd_0052,"None of these"
GEOGRAPHY_OPT_e34e_000A,GEOGRAPHY_04e4_0053,"Both are indigenous only to Australia."
GEOGRAPHY_OPT_f312_000B,GEOGRAPHY_04e4_0053,"Both are on the national emblem of Australia."
GEOGRAPHY_OPT_bd25_000C,GEOGRAPHY_04e4_0053,"Both are incapable of flying."
GEOGRAPHY_OPT_9e4c_000D,GEOGRAPHY_04e4_0053,"Both are incapable of  walking backwards."
GEOGRAPHY_OPT_ab57_000A,GEOGRAPHY_3607_0054,Constantinople
GEOGRAPHY_OPT_1b15_000B,GEOGRAPHY_3607_0054,Persia
GEOGRAPHY_OPT_7ae5_000C,GEOGRAPHY_3607_0054,Zaire
GEOGRAPHY_OPT_4f58_000D,GEOGRAPHY_3607_0054,Siam
GEOGRAPHY_OPT_e082_000A,GEOGRAPHY_dea8_0055,Wales
GEOGRAPHY_OPT_f768_000B,GEOGRAPHY_dea8_0055,Ecuador
GEOGRAPHY_OPT_eb79_000C,GEOGRAPHY_dea8_0055,Tasmania
GEOGRAPHY_OPT_4a38_000D,GEOGRAPHY_dea8_0055,Montana
GEOGRAPHY_OPT_d455_000A,GEOGRAPHY_b1be_0056,"The Equator"
GEOGRAPHY_OPT_d6b1_000B,GEOGRAPHY_b1be_0056,"The Arctic Circle"
GEOGRAPHY_OPT_ad19_000C,GEOGRAPHY_b1be_0056,"The Tropic of Capricorn"
GEOGRAPHY_OPT_d47f_000D,GEOGRAPHY_b1be_0056,"The Tropic of Cancer"
GEOGRAPHY_OPT_ccb2_000A,GEOGRAPHY_9de1_0057,"The Tropic of Cancer"
GEOGRAPHY_OPT_ff01_000B,GEOGRAPHY_9de1_0057,"The Tropic of Capricorn"
GEOGRAPHY_OPT_0c74_000C,GEOGRAPHY_9de1_0057,"The majority of the Mason-Dixon Line."
GEOGRAPHY_OPT_2d48_000D,GEOGRAPHY_9de1_0057,"The border between Canada and  Washington State."
GEOGRAPHY_OPT_54d1_000A,GEOGRAPHY_03bd_0058,Niger
GEOGRAPHY_OPT_4687_000B,GEOGRAPHY_03bd_0058,Uganda
GEOGRAPHY_OPT_bdc3_000C,GEOGRAPHY_03bd_0058,Mali
GEOGRAPHY_OPT_f695_000D,GEOGRAPHY_03bd_0058,"Vatican City"
GEOGRAPHY_OPT_3eae_000A,GEOGRAPHY_c07a_0059,4
GEOGRAPHY_OPT_f53c_000B,GEOGRAPHY_c07a_0059,3
GEOGRAPHY_OPT_6f69_000C,GEOGRAPHY_c07a_0059,5
GEOGRAPHY_OPT_fc62_000D,GEOGRAPHY_c07a_0059,10
GEOGRAPHY_OPT_7ba2_000A,GEOGRAPHY_c98d_0060,"24,900,000 miles"
GEOGRAPHY_OPT_65a9_000B,GEOGRAPHY_c98d_0060,"24,900 miles"
GEOGRAPHY_OPT_b929_000C,GEOGRAPHY_c98d_0060,"249,000 miles"
GEOGRAPHY_OPT_44f1_000D,GEOGRAPHY_c98d_0060,"2,490,000 miles"
GEOGRAPHY_OPT_03b7_000A,GEOGRAPHY_6738_0061,Thailand
GEOGRAPHY_OPT_ea2d_000B,GEOGRAPHY_6738_0061,"The Philippines"
GEOGRAPHY_OPT_ae1b_000C,GEOGRAPHY_6738_0061,"The USA"
GEOGRAPHY_OPT_39c3_000D,GEOGRAPHY_6738_0061,Egypt
GEOGRAPHY_OPT_d15c_000A,GEOGRAPHY_249b_0062,11
GEOGRAPHY_OPT_5e48_000B,GEOGRAPHY_249b_0062,4
GEOGRAPHY_OPT_9d4b_000C,GEOGRAPHY_249b_0062,5
GEOGRAPHY_OPT_2f7a_000D,GEOGRAPHY_249b_0062,3
GEOGRAPHY_OPT_0d9d_000A,GEOGRAPHY_77be_0063,Kitzbuhel
GEOGRAPHY_OPT_61b7_000B,GEOGRAPHY_77be_0063,Zermatt
GEOGRAPHY_OPT_6a24_000C,GEOGRAPHY_77be_0063,Mont-Tremblant
GEOGRAPHY_OPT_a401_000D,GEOGRAPHY_77be_0063,Chamonix-Mont-Blanc
GEOGRAPHY_OPT_e4f5_000A,GEOGRAPHY_829f_0064,"Mount Saint Elias"
GEOGRAPHY_OPT_11fd_000B,GEOGRAPHY_829f_0064,"Glacier Peak"
GEOGRAPHY_OPT_06ac_000C,GEOGRAPHY_829f_0064,"Mount Washington"
GEOGRAPHY_OPT_93ff_000D,GEOGRAPHY_829f_0064,"Gannett Peak"
GEOGRAPHY_OPT_0339_000A,GEOGRAPHY_e6ea_0065,"Mauna Kea"
GEOGRAPHY_OPT_bbc0_000B,GEOGRAPHY_e6ea_0065,"Mount St. Helens"
GEOGRAPHY_OPT_99ee_000C,GEOGRAPHY_e6ea_0065,"Mount Vesuvius"
GEOGRAPHY_OPT_0310_000D,GEOGRAPHY_e6ea_0065,"Mount Aspiring"
GEOGRAPHY_OPT_0c85_000A,GEOGRAPHY_aa96_0066,"United Kingdom"
GEOGRAPHY_OPT_ad1d_000B,GEOGRAPHY_aa96_0066,"The United States"
GEOGRAPHY_OPT_77b4_000C,GEOGRAPHY_aa96_0066,France
GEOGRAPHY_OPT_688e_000D,GEOGRAPHY_aa96_0066,"New Zealand"
GEOGRAPHY_OPT_0e4d_000A,GEOGRAPHY_d720_0067,Tanganyika
GEOGRAPHY_OPT_1c1e_000B,GEOGRAPHY_d720_0067,Victoria
GEOGRAPHY_OPT_fbd5_000C,GEOGRAPHY_d720_0067,Baikal
GEOGRAPHY_OPT_c813_000D,GEOGRAPHY_d720_0067,"Caspian Sea"
GEOGRAPHY_OPT_d854_000A,GEOGRAPHY_a709_0068,Finland
GEOGRAPHY_OPT_116b_000B,GEOGRAPHY_a709_0068,Sweden
GEOGRAPHY_OPT_075d_000C,GEOGRAPHY_a709_0068,"The Netherlands"
GEOGRAPHY_OPT_a176_000D,GEOGRAPHY_a709_0068,Georgia
GEOGRAPHY_OPT_41c0_000A,GEOGRAPHY_cdd8_0069,Onega
GEOGRAPHY_OPT_a7ca_000B,GEOGRAPHY_cdd8_0069,Ladoga
GEOGRAPHY_OPT_0488_000C,GEOGRAPHY_cdd8_0069,Huron
GEOGRAPHY_OPT_7259_000D,GEOGRAPHY_cdd8_0069,Baikal
GEOGRAPHY_OPT_ca43_000A,GEOGRAPHY_e4f3_0070,Nyasa
GEOGRAPHY_OPT_bb0d_000B,GEOGRAPHY_e4f3_0070,Nicaragua
GEOGRAPHY_OPT_7811_000C,GEOGRAPHY_e4f3_0070,Titicaca
GEOGRAPHY_OPT_8984_000D,GEOGRAPHY_e4f3_0070,Michigan
GEOGRAPHY_OPT_3fb9_000A,GEOGRAPHY_a1ed_0071,Australia
GEOGRAPHY_OPT_d95a_000B,GEOGRAPHY_a1ed_0071,Russia
GEOGRAPHY_OPT_bf11_000C,GEOGRAPHY_a1ed_0071,Canada
GEOGRAPHY_OPT_ca7d_000D,GEOGRAPHY_a1ed_0071,"The USA"
GEOGRAPHY_OPT_1b9e_000A,GEOGRAPHY_7fc3_0072,Islandlake
GEOGRAPHY_OPT_ebff_000B,GEOGRAPHY_7fc3_0072,Ainslie
GEOGRAPHY_OPT_138b_000C,GEOGRAPHY_7fc3_0072,"Manitoulin Island"
GEOGRAPHY_OPT_76cd_000D,GEOGRAPHY_7fc3_0072,"Isle of Wight"
GEOGRAPHY_OPT_0b27_000A,GEOGRAPHY_e0fa_0073,"Nettilling Lake"
GEOGRAPHY_OPT_3939_000B,GEOGRAPHY_e0fa_0073,Aral
GEOGRAPHY_OPT_4ce3_000C,GEOGRAPHY_e0fa_0073,Winnipeg
GEOGRAPHY_OPT_6d5f_000D,GEOGRAPHY_e0fa_0073,Michigan
GEOGRAPHY_OPT_91b4_000A,GEOGRAPHY_988f_0074,Issyk-Kul
GEOGRAPHY_OPT_b398_000B,GEOGRAPHY_988f_0074,Balkhash
GEOGRAPHY_OPT_5be7_000C,GEOGRAPHY_988f_0074,Urmia
GEOGRAPHY_OPT_35c8_000D,GEOGRAPHY_988f_0074,"Dead Sea"
GEOGRAPHY_OPT_db2d_000A,GEOGRAPHY_ac10_0075,"Lhagba Pool"
GEOGRAPHY_OPT_82af_000B,GEOGRAPHY_ac10_0075,"Rush Lake"
GEOGRAPHY_OPT_2c7f_000C,GEOGRAPHY_ac10_0075,"Laguna Lobato"
GEOGRAPHY_OPT_ce32_000D,GEOGRAPHY_ac10_0075,"Poquentica Lake"
GEOGRAPHY_OPT_ab0e_000A,GEOGRAPHY_d7a8_0076,Turkana
GEOGRAPHY_OPT_6b5c_000B,GEOGRAPHY_d7a8_0076,Michigan
GEOGRAPHY_OPT_7e35_000C,GEOGRAPHY_d7a8_0076,"Lake Superior"
GEOGRAPHY_OPT_05e2_000D,GEOGRAPHY_d7a8_0076,Onega
GEOGRAPHY_OPT_4ad6_000A,GEOGRAPHY_c826_0077,Hephaestus
GEOGRAPHY_OPT_858c_000B,GEOGRAPHY_c826_0077,Helios
GEOGRAPHY_OPT_1b9a_000C,GEOGRAPHY_c826_0077,Hermes
GEOGRAPHY_OPT_28dd_000D,GEOGRAPHY_c826_0077,Zeus
GEOGRAPHY_OPT_4a57_000A,GEOGRAPHY_14c4_0078,"felsic or acidic"
GEOGRAPHY_OPT_1866_000B,GEOGRAPHY_14c4_0078,thick
GEOGRAPHY_OPT_3448_000C,GEOGRAPHY_14c4_0078,"mafic or basic"
GEOGRAPHY_OPT_a53d_000D,GEOGRAPHY_14c4_0078,dense
GEOGRAPHY_OPT_140b_000A,GEOGRAPHY_45e1_0079,True
GEOGRAPHY_OPT_b120_000B,GEOGRAPHY_45e1_0079,False
GEOGRAPHY_OPT_2aad_000A,GEOGRAPHY_766f_0080,"1,510,000 years"
GEOGRAPHY_OPT_6624_000B,GEOGRAPHY_766f_0080,"40,000 years"
