question,QID,answer,answer_OID
"Despite its immense popularity during its entire ten-year run, this show won its only Emmy Award for Outstanding Comedy Series in 2002.",RATED_796b_0013,Friends,RATED_OPT_e750_000A
"What year did the Academy Award-nominated film As Good As It Gets first hit the theatres in the United States?",RATED_caaa_0014,1997,RATED_OPT_d1af_000A
"What actor plays the part of the homosexual artist Simon Bishop in the hit movie As Good As It Gets?",RATED_b517_0015,"Greg Kinnear",RATED_OPT_a89e_000D
"What actor plays the part of Simon Bishops agent and friend, Frank Sachs, in the great movie As Good As It Gets?",RATED_2fbc_0016,"Cuba Gooding Jr.",RATED_OPT_bffa_000A
"What does Melvin Udall do for a living in the great movie As Good As It Gets?",RATED_bb33_0017,Writer,RATED_OPT_0f52_000A
"Why does Carol Connelly quit her job as a waitress in the restaurant in the movie As Good As It Gets?",RATED_0b01_0018,"to take care of her chronically ill son",RATED_OPT_c15b_000D
"At the end of the movie As Good As It Gets, Carol and Melvin who start a relationship together are walking somewhere. Where are they going to so early in the morning?",RATED_0afc_0019,bakery,RATED_OPT_4482_000D
"What year did the movie Major League first hit theaters in the U.S.?",RATED_eb71_0020,1989,RATED_OPT_12f8_000A
"What was the name of the team of misfits in the film Major league?",RATED_f88d_0021,"Cleveland Indians",RATED_OPT_5b30_000C
"Willie Mays Hayes was not invited to the teams spring tryouts in the movie Major League.",RATED_90a1_0022,True,RATED_OPT_08fd_000B
"In the movie Major League, the team started winning and were asked to do a TV commercial for a credit card company. For which company did they do this commercial that included the line, dont steal home without it, a variation of the companys actual slogan.",RATED_9937_0023,"American Express",RATED_OPT_223d_000C
"Pedro Cerrano, played by actor Dennis Haysbert in the movie Major League, came to the U.S. as a defector from Cuba. He escaped for the purposes of religious freedom. What was his religion?",RATED_2778_0024,Voodooism,RATED_OPT_b3c7_000A
"At the end of the movie Major League, the team of misfits beats the New York Yankees to win the World Series.",RATED_6ebc_0025,False,RATED_OPT_f9ec_000A
"What year did Monsters, Inc. come out in the movie theatres in the United States?",RATED_dcc8_0026,2001,RATED_OPT_3e2f_000C
"Monsters Inc. was a story set in the town of Minneapolis .",RATED_e88c_0027,False,RATED_OPT_5af3_000B
"What is the name of Mike and Sulleys boss in the great animated feature, Monsters, Inc.?",RATED_e4f8_0028,"Mr. Waternoose",RATED_OPT_8454_000D
"In the movie Monsters, Inc., Mike Wazowski takes his girlfriend Celia Mae out to dinner in what type of restaurant?",RATED_e488_0029,Sushi,RATED_OPT_fca1_000A
"In the movie Monsters, Inc., which actor provided the voice of the mean Randall Boggs?",RATED_0907_0030,"Steve Buscemi",RATED_OPT_7d23_000A
"What is the name of the scare floor secretary in the animated movie Monsters, Inc.?",RATED_2ce2_0031,Roz,RATED_OPT_929a_000C
"In the movie Monsters, Inc., Mr. Waternoose sends both Mike and Sulley to the Himalayas. Who do they stay with while they are there?",RATED_904c_0032,"Abominable Snowman",RATED_OPT_563d_000D
"At the end of Monsters, Inc., the monsters change their format at the power plant. They realize that instead of scaring children, they can generate more energy for the monster world by doing what?",RATED_68c5_0033,"making children laugh",RATED_OPT_5d7e_000A
"Most fire engines and fire trucks are this color.",RATED_a48d_0034,red,RATED_OPT_9e08_000A
"This word is the name of a fruit and a color.",RATED_bc91_0035,orange,RATED_OPT_97c8_000D
"Water is most often considered this color.",RATED_4573_0036,blue,RATED_OPT_c4df_000D
"A ready to eat banana is this color.",RATED_2cc3_0037,yellow,RATED_OPT_5902_000C
"Grass under normal weather conditions is this color.",RATED_5521_0038,green,RATED_OPT_6d44_000D
"What color is Barney the dinosaur from the childrens program?",RATED_86f9_0039,purple,RATED_OPT_026d_000A
"Clouds that are not storm clouds are usually this color.",RATED_9741_0040,white,RATED_OPT_9dc7_000A
"Black is the most popular color of dress shoes for men and boys. What is the second most popular color?",RATED_8293_0041,brown,RATED_OPT_d60c_000B
"This color is usually associated with girls.",RATED_6594_0042,pink,RATED_OPT_b7c6_000D
"This color is neither white nor black but somewhere in between.",RATED_b385_0043,gray,RATED_OPT_e19f_000B
"What year did the thriller Fatal Attraction first hit the movie theatres in the United States?",RATED_be91_0044,1987,RATED_OPT_bb7d_000B
"What does Dan Gallagher do for a living in the hit movie Fatal Attraction?",RATED_3b28_0045,Attorney,RATED_OPT_bea2_000D
"How does Dan Gallagher meet Alex Forrest in the great movie Fatal Attraction?",RATED_9339_0046,"He meets her through work.",RATED_OPT_0d98_000A
"In the movie Fatal Attraction, what is the name of Alex Forrests favorite opera of all time?",RATED_d4cf_0047,"Madame Butterfly",RATED_OPT_c8e4_000B
"In the movie Fatal Attraction, Alex kills Dans daughters pet by boiling it in water. She leaves it on the stove for Dan and the family to see. What kind of pet was it?",RATED_4f42_0048,Rabbit,RATED_OPT_cd4a_000C
"In Fatal Attraction, Alex Forrest kidnaps Ellen Gallagher (Dans daughter) from school.",RATED_b972_0049,True,RATED_OPT_5a2b_000B
"In the thriller Fatal Attraction, while Beth is in the bathroom, she looks in the mirror and sees a reflection of Alex Forrest. At this point, Alex comes charging towards her with a weapon. What type of weapon is Alex holding in her hand?",RATED_0f1b_0050,knife,RATED_OPT_6bb7_000B
"In what city is the movie Fatal Attraction set?",RATED_ba2e_0051,"New York",RATED_OPT_5d01_000D
"John Travolta was considered for the part of Dan Gallagher in Fatal Attraction.",RATED_35fb_0052,True,RATED_OPT_07ee_000B
"What year did the sensational movie A League of Their Own first hit the movie theatres?",RATED_b7ad_0053,1992,RATED_OPT_d8f7_000B
"What role did Geena Davis play in the movie A League of Their Own?",RATED_6b73_0054,"Dottie Hinson",RATED_OPT_421c_000A
"What was the name of the former major league baseball great who managed the Rockford Peaches in the movie A League of Their Own?",RATED_eafc_0055,"Jimmy Dugan",RATED_OPT_995d_000D
"Pop star Madonna was in the movie A League of Their Own.",RATED_7f1a_0056,True,RATED_OPT_344d_000B
"What was the name of Dottie Hinsons sister and teammate who also played ball in the movie A League of Their Own?",RATED_a47c_0057,Kit,RATED_OPT_3152_000B
"Why was the All American Girls Professional Baseball League (AAGPBL) created in the first place in the great movie A League of Their Own?",RATED_87fd_0058,"World War ll was going to shut down Major League Baseball due to the fact that many of the players were in the military.",RATED_OPT_2861_000C
"Who provided the vocals for the song Now and Forever, that was featured in the movie A League of Their Own?",RATED_4a2c_0059,"Carole King",RATED_OPT_0581_000C
"What was the nickname of Betty Horn who played left field for the Rockford Peaches in the movie A League of Their Own?",RATED_5f40_0060,"Betty Spaghetti",RATED_OPT_db22_000C
"In the movie A League of Their Own, there was an obnoxious little kid who used to go to all of his mothers baseball games. He always sat in the dugout and bothered all of the players. What was the name of this kid?",RATED_147d_0061,Stillwell,RATED_OPT_b472_000D
"Which of these appetizing bands had a 1971 hit with Baby, Im- a Want You?",RATED_f603_0062,Bread,RATED_OPT_c744_000C
"Papa John Creach played the fiddle for which  edible 60s band?",RATED_4c00_0063,"Hot Tuna",RATED_OPT_5f03_000D
"What year did the movie The Wedding Singer first hit the movie theatres in the United States?",RATED_8446_0064,1998,RATED_OPT_2e9c_000A
"What is the name of Robbies girlfriend/fiance in the hit movie The Wedding Singer?",RATED_025f_0065,Linda,RATED_OPT_7f35_000B
"What is the name of the waitress, played by Drew Barrymore in the comedy movie The Wedding Singer?",RATED_0a43_0066,"Julia Sullivan",RATED_OPT_84fa_000B
"Robbie Hart gets stood up at the altar by his fiance in the movie The Wedding Singer.",RATED_be96_0067,True,RATED_OPT_ba30_000B
"What is the name of the 80s music icon that appears in the great movie The Wedding Singer?",RATED_5fd1_0068,"Billy Idol",RATED_OPT_fe75_000A
"What was the name of Robbies best friend in the movie The Wedding Singer?",RATED_8084_0069,Sammy,RATED_OPT_1a1b_000B
"The movie The Wedding Singer takes place in the 80s, but what year is actually depicted in this great romantic comedy?",RATED_5e2e_0070,1985,RATED_OPT_6b86_000D
"What actor played the role of the drunk best man in the movie The Wedding Singer?",RATED_e12e_0071,"Steve Buscemi",RATED_OPT_a34a_000D
"If Julia would have married her fiance Glen in the movie The Wedding Singer, what would her name have become?",RATED_f9c3_0072,"Julia Gulia",RATED_OPT_441d_000A
"What song is being played as Robbie and Julia are getting married at the end of the movie The Wedding Singer?",RATED_1a33_0073,"True by Spandau Ballet",RATED_OPT_843b_000C
"In this movie, Al Pacino played a junkie named Bobby.",RATED_872c_0074,"The Panic In Needle Park",RATED_OPT_66c9_000B
"This movie is about an undercover cop who exposes the NYC Police Department for corruption, a move that isolates him from the force. What is the name of this Al Pacino movie?",RATED_5aad_0075,Serpico,RATED_OPT_d677_000C
"What Francis Ford Coppola movie earned Al Pacino his first Academy Award nomination?",RATED_045d_0076,"The Godfather",RATED_OPT_e491_000B
"In this movie, Al Pacino plays a Cuban refugee who turns into a drug dealer. What is the name of this classic Pacino movie?",RATED_029d_0077,Scarface,RATED_OPT_f944_000D
"In what movie does Pacino play a blind, hard drinking ex army colonel?",RATED_ea5d_0078,"Scent of a Woman",RATED_OPT_eab3_000A
"In this movie Al Pacino plays a lawyer who single-handedly battles Marylands judicial system. What is the name of this Pacino movie?",RATED_49e7_0079,"And Justice For All",RATED_OPT_3afb_000D
"In this movie, Pacino holds up a bank in Brooklyn, New York to pay for his lovers sex change operation. What was the name of this classic Pacino flick?",RATED_6ea6_0080,"Dog Day Afternoon",RATED_OPT_95d0_000A
"In this movie, Pacino plays the role of Charlie Brigante. He was a Puerto Rican who just served a 5 year prison term. He has a sleazy lawyer played by actor Sean Penn. What was the name of this Pacino movie?",RATED_108c_0081,"Carlitos Way",RATED_OPT_9f0f_000A
"Name the movie in which Pacino plays the role of an obsessive, L.A detective in search of a high-tech, high-precision robber and his tight knit gang.",RATED_69a0_0082,Heat,RATED_OPT_3fde_000D
"Did Al Pacino star in “The Godfather III,” reprising his role as Don Michael Corleone?",RATED_5778_0083,Yes,RATED_OPT_b023_000B
"What year did the movie Risky Business first hit the theatres in the United States?",RATED_7370_0084,1983,RATED_OPT_a28d_000A
"What was the name of Tom Cruises character in the movie Risky Business?",RATED_8241_0085,"Joel Goodsen",RATED_OPT_592f_000A
"What city is the hit movie Risky Business set in?",RATED_0937_0086,Chicago,RATED_OPT_8fde_000B
"What college is Joel trying to get into in the movie Risky Business?",RATED_0572_0087,Princeton,RATED_OPT_0fd1_000B
"What is the name of Lanas pimp in the movie Risky Business?",RATED_30a5_0088,Guido,RATED_OPT_bf58_000D
"What actress played Lana, the call girl, in the popular movie Risky Business?",RATED_f21a_0089,"Rebecca De Mornay",RATED_OPT_7a08_000A
"In the movie Risky Business, Joels mom has something very special to her on the mantelpiece. It almost falls to the ground but Joel dives in the air to save it from breaking. What is it?",RATED_558b_0090,"a crystal egg",RATED_OPT_362d_000A
"What year were the English rock band Rolling Stones formed?",RATED_31de_0091,1962,RATED_OPT_35cc_000C
"What is Mick Jaggers middle name?",RATED_c58d_0092,Phillip,RATED_OPT_2105_000C
"Which  ex-Rolling Stones band member died in 1969?",RATED_d90b_0093,"Brian Jones",RATED_OPT_7dee_000B
"The Rolling Stones A Bigger Bang Tour began on August 21, 2005.",RATED_74ed_0094,True,RATED_OPT_d02b_000A
"Who officially replaced Rolling Stones member Mick Taylor in 1976?",RATED_1167_0095,"Ron Wood",RATED_OPT_a5aa_000C
"Which Rolling Stones band members real name is William Perks?",RATED_a7cc_0096,"Bill Wyman",RATED_OPT_a3d6_000B
"In 1994, The Rolling Stones won their first Grammy award for Best Rock Album. What was the name of that album?",RATED_3d03_0097,"Voodoo Lounge",RATED_OPT_6385_000B
"The Facts of Life, a show about a housemother (Mrs. Edna Garrett) taking care of a bunch of teenage girls at a private school called Eastland Academy, is a spin-off of what  television show?",RATED_9808_0098,"Diffrent Strokes",RATED_OPT_2177_000B
"Family Matters, a show about a nerdy kid (Steve Urkel) who wreaks havoc on the Winslow family, is a spin-off of what television show?",RATED_28c0_0099,"Perfect Strangers",RATED_OPT_738d_000B
"Benson, a show about a butler who works for the Governor, is a spin-off of what television show?",RATED_9abc_0100,Soap,RATED_OPT_a309_000A
"The Jeffersons is a show about an upper-middle class African-American couple and their son living in New York City. The Jeffersons is a spin-off of what television show?",RATED_0c08_0101,"All in The Family",RATED_OPT_1dac_000B
"Mork  Mindy, a show about an alien from the planet Ork living in the United States, is a spin-off of what television show?",RATED_3143_0102,"Happy Days",RATED_OPT_3797_000C
"Frasier, a show about a neurotic psychiatrist who moves to Seattle to start fresh and lands a job hosting his own radio show, is a spin-off of what television show?",RATED_d2f8_0103,Cheers,RATED_OPT_bc65_000D
"Good Times, a show about a family struggling to make ends meet in Chicago,  is a spin-off of what television show?",RATED_f900_0104,Maude,RATED_OPT_dd16_000D
"Rhoda, a show about a woman in her 30s who leaves her home in Minneapolis to start a new life in New York City, is a spin-off of what television show?",RATED_da9c_0105,"The Mary Tyler Moore Show",RATED_OPT_2b21_000B
"Enos, a show about a bumpkin deputy who lands a job in Los Angeles after making an important arrest in his hometown, is a spin-off from what television show?",RATED_d23b_0106,"The Dukes Of Hazzard",RATED_OPT_1238_000A
"A Different World, a show about the everyday lives of young women attending Hillman College, is a spin-off of what television show?",RATED_0eb1_0107,"The Cosby Show",RATED_OPT_fd88_000A
"What year did the hilarious movie from the 80s, Back to School first hit the theatres in the United States?",RATED_7622_0108,1986,RATED_OPT_f887_000B
"What was the name of the university that Thornton and his son Jason attended in the great 80s movie Back to School?",RATED_4f18_0109,"Grand Lakes University",RATED_OPT_4020_000D
"What was Thorntons last name in the movie Back to School?",RATED_7067_0110,Melon,RATED_OPT_ce9a_000B
"In the movie Back to School, Thorntons son is the towel boy for  the school diving team. One of the star divers on the team (Chas) gets hurt, so Thornton has to fill in for him. What is the name of the famous dive that Thornton performs in the competition?",RATED_472e_0111,"The Triple Lindy",RATED_OPT_cc10_000C
"What does Thornton do for a living in the hit 80s movie Back to School?",RATED_4d9c_0112,"He owns a chain of Big and Fat stores.",RATED_OPT_f9d8_000C
"Who plays the college weirdo Derek Lutz in the movie Back to School?",RATED_f02b_0113,"Robert Downey Jr.",RATED_OPT_5623_000A
"What is the name of Thorntons bodyguard/driver in the classic film Back to School?",RATED_2ec3_0114,Lou,RATED_OPT_a37f_000C
"The late comedian Sam Kinison appears in the movie Back to School.",RATED_de9f_0115,True,RATED_OPT_7d98_000A
"What is the nickname of the Grand Lakes University swim team in the movie Back to School?",RATED_e285_0116,Hooters,RATED_OPT_2b24_000B
"What American entertainer was born Tula Ellice Finklea on March 8, 1921, in Amarillo, Texas?",RATED_8682_0117,"Cyd Charisse",RATED_OPT_26fc_000C
"What American entertainer, who once flew over the Grand Canyon, was born David Seth Kotkin?",RATED_a428_0118,"David Copperfield",RATED_OPT_8502_000A
"What an American singer, songwriter, and actress was born Kathie Epstein on August 16, 1953, in Paris, France?",RATED_2a24_0119,"Kathy Lee Gifford",RATED_OPT_305e_000A
"What American film and stage actress, who appeared in Shock Treatment (1964), was born Betty Joan Perske on 16 September 1924 in New York City, New York?",RATED_0864_0120,"Lauren Bacall",RATED_OPT_65e2_000C
"What American television and film actress, married for some years to musician/composer Burt Bacharach, was born Angeline Brown on September 30, 1931?",RATED_7c1b_0121,"Angie Dickinson",RATED_OPT_c918_000B
"What African American actor and rapper, originally a member of the group, N.W.A, was born OShea Jackson on June 15, 1969?",RATED_3e27_0122,"Ice Cube",RATED_OPT_7c10_000D
"What American actor, producer and director, who starred as Little Joe on TV show, Bonanza, was born Eugene Maurice Orowitz?",RATED_8cb1_0123,"Michael Landon",RATED_OPT_3f9f_000C
"Best known as lead singer of The Four Seasons, he was born Francis Stephen Castelluccio in Newark, New Jersey.",RATED_37b1_0124,"Frankie Valli",RATED_OPT_ee53_000D
"What American actor, famous for his role in TV series The Six Million Dollar Man, was born Harvey Lee Yeary?",RATED_8332_0125,"Lee Majors",RATED_OPT_862b_000A
"American entertainer Herbert Khaury, born April 12, 1932, was better known as this stage name, after the character from Dickens, A Christmas Carol.",RATED_7c3c_0126,"Tiny Tim",RATED_OPT_f3b6_000B
"Name the American actress and signer, born Dana Elaine Owens on March 18, 1970, whose brother Lance was killed in 1992.",RATED_658d_0127,"Queen Latifah",RATED_OPT_d80a_000D
"What year did the great 80s movie The Outsiders first hit the movie theatres in the United States?",RATED_f53a_0128,1983,RATED_OPT_7a82_000A
"In the great 80s movie The Outsiders, what state do the principal characters live in?",RATED_91cb_0129,Oklahoma,RATED_OPT_6851_000C
"How does Johnny Cade kill Bob Sheldon in the popular 80s movie The Outsiders?",RATED_e7c0_0130,switchblade,RATED_OPT_9a62_000C
"After Johnny kills Bob in the movie The Outsiders, he and Ponyboy go to Dallas Winston ( Matt Dillon ) for help and he gives them directions to go hide out somewhere. Where do they go to hide out ?",RATED_d6b0_0131,"an abandoned church in Windrixville",RATED_OPT_39a9_000B
"In the hit 80s movie The Outsiders, when Ponyboy and Johnny tell Dallas that they want to turn themselves in to the police and admit to killing Bob Sheldon, Dallas gets mad at them. They are driving together in a car and see a building on fire. What type of building is on fire?",RATED_70d8_0132,church,RATED_OPT_2df6_000D
"In the film The Outsiders, Dallas Winston opens up a homeless shelter and takes care of all the kids in need.",RATED_b637_0133,False,RATED_OPT_b673_000A
"In the 80s movie The Outsiders, Keith Two-Bit Matthews (Emilio Estevez) is wearing a shirt with a Disney character on it . What is the name of this Disney character?",RATED_8f05_0134,"Mickey Mouse",RATED_OPT_19ad_000B
"What actress plays the role of Cherry Valance in the movie The Outsiders?",RATED_0009_0135,"Diane Lane",RATED_OPT_f943_000A
"What year did the movie Austin Powers: International Man of Mystery come out in the movie theatres?",RATED_a0ff_0136,1997,RATED_OPT_0134_000C
"Who played the role of Austin Powers in the movie Austin Powers: International Man of Mystery?",RATED_bc3b_0137,"Michael Myers",RATED_OPT_41fe_000D
"In the movie Austin Powers: International Man of Mystery, Austin Powers was frozen in what year in the 1960s?",RATED_e29d_0138,1967,RATED_OPT_2067_000D
"What was the name of Dr. Evils cat in the movie Austin Powers: International Man of Mystery?",RATED_90bb_0139,"Mr. Bigglesworth",RATED_OPT_3011_000A
"What actress played the role of Vanessa Kensington in the hit movie  Austin Powers: International Man of Mystery ?",RATED_7101_0140,"Elizabeth Hurley",RATED_OPT_b953_000C
"In the movie Austin Powers: International Man Of Mystery, which one of Dr. Evils henchmen was played by actor Robert Wagner?",RATED_92ec_0141,"Number 2",RATED_OPT_4828_000A
"In the movie Austin Powers: International Man of Mystery, Austin marries Vanessa Kensington.",RATED_3e17_0142,True,RATED_OPT_bf9c_000A
"Which of these is one of Austin Powers catchphrases from the movie Austin Powers: International Man of Mystery?",RATED_9818_0143,"Yeah, baby!",RATED_OPT_bc8c_000A
"In the movie Austin Powers: International Man of Mystery, Dr. Evil has android models with guns that pop out of their breasts. What is the name of these android models?",RATED_6d1c_0144,Fembots,RATED_OPT_5130_000A
"What was the name of the person who owned the dairy farm at which the Woodstock Festival took place?",RATED_ccda_0145,"Max Yasgur",RATED_OPT_3d9b_000C
"Who was the first singer to perform at the legendary 60s Woodstock Festival?",RATED_fd10_0146,"Richie Havens",RATED_OPT_5b60_000C
"What state did the Woodstock Festival take place in?",RATED_3396_0147,"New York",RATED_OPT_9f4b_000A
"What year did The Silence of the Lambs make its U.S. debut in movie theatres?",RATED_5f26_0148,1991,RATED_OPT_b91f_000C
"What is the name of the young FBI trainee played by Jodie Foster in the thriller The Silence of the Lambs?",RATED_a87a_0149,"Clarice Starling",RATED_OPT_64b8_000A
"In the hit movie The Silence of the Lambs, what did Dr. Hannibal Lecter do before getting nine life sentences in a Baltimore mental institute?",RATED_983a_0150,phychiatrist,RATED_OPT_35f4_000A
"What did Clarice Starling want to give Dr. Hannibal Lecter when she visits the asylum in the movie The Silence of the Lambs?",RATED_5a87_0151,"the case file",RATED_OPT_d9ec_000C
"What is the name of the serial killer in the great movie The Silence of the Lambs?",RATED_f085_0152,"Buffalo Bill",RATED_OPT_516f_000D
"In a scene from thriller The Silence of The Lambs, Clarice Starling and Jack Crawford are performing an autopsy on one of the victims. What does Clarice find in the throat of the victim?",RATED_ccc5_0153,"a chrysalis moth",RATED_OPT_72f4_000C
"Actress Michelle Pfeiffer was originally asked to star in the movie The Silence Of The Lambs portraying FBI trainee Clarice Starling.",RATED_827e_0154,True,RATED_OPT_b3e9_000A
"In the movie The Silence of the Lambs, how does Clarice finally figure out that she is in Buffalo Bills house?",RATED_b9fd_0155,"She sees lots of yarn and thread in the house.",RATED_OPT_575d_000C
"What is the name of Buffalo Bills dog in the movie The Silence of the Lambs?",RATED_a47a_0156,Precious,RATED_OPT_7a3a_000B
"From what Disney movie is the song you can hear in the audio file?",RATED_210e_0157,"Snow White and the Seven Dwarfs",RATED_OPT_b6dc_000A
"This song was sung by the character Horatio Felonious Ignacious Crustaceous Sebastian in what Disney movie?",RATED_5743_0158,"The Little Mermaid",RATED_OPT_beb1_000A
"What 1967 animated Disney feature is this song from?",RATED_2adc_0159,"The Jungle Book",RATED_OPT_fc01_000C
"The popular Disney movie you will hear an extract from became a long-running show on Broadway.",RATED_cb17_0160,"The Lion King",RATED_OPT_023a_000A
"The song you hear in the track is from Disneys 2002  Lilo and Stich movie.",RATED_e954_0161,False,RATED_OPT_c82a_000A
"Si and Am are the two characters that sang the song you hear. What Disney movie is it from?",RATED_c40e_0162,"Lady and the Tramp",RATED_OPT_3554_000A
"This song won the Academy Award for best song in a movie. What Disney movie did it appear in?",RATED_ae7b_0163,Pinocchio,RATED_OPT_5e3b_000C
"Listen to the track and decide what animated Disney feature this song is from.",RATED_d5e3_0164,Pocahontas,RATED_OPT_5108_000A
"What is the name of the 1991 Disney movie this song is from?",RATED_3dcb_0165,"Beauty and the Beast",RATED_OPT_6a66_000B
"This song you can hear in the track is from the Walt Disney animated movie Mulan.",RATED_f379_0166,True,RATED_OPT_01a6_000B
"What year did the movie Misery first hit the movie theatres in the United States?",RATED_0006_0167,1990,RATED_OPT_9e88_000A
"Who was the director of  the hit 90s movie Misery?",RATED_686d_0168,"Rob Reiner",RATED_OPT_c2cf_000C
"What was the name of the character played by the  Academy Award-winning actress Kathy Bates in the sensational movie Misery?",RATED_2ceb_0169,"Annie Wilkes",RATED_OPT_88b2_000C
"What is the profession of Paul Sheldon, played by James Caan, in the movie Misery?",RATED_6f04_0170,Writer,RATED_OPT_da78_000C
"In the 90s movie Misery, how does Paul Sheldon end up waking up in somebodys home?",RATED_408a_0171,"car accident",RATED_OPT_723a_000A
"In the movie Misery, Paul sends Annie to the store. What does she buy for him?",RATED_d7fd_0172,"typing paper",RATED_OPT_7214_000B
"In the thriller Misery,  Annie finds out that Paul has been out of his room. She then gets even with him by doing what?",RATED_3f35_0173,"breaking his ankles with a sledgehammer",RATED_OPT_548f_000C
"How does Annie Wilkes get knocked out in the movie Misery?",RATED_d31a_0174,"Paul trips her and she hits her head on a typewriter.",RATED_OPT_970b_000D
"In the film Misery, Paul leaves his room while Annie is out of the house. How does he find out about her incriminating background?",RATED_d5f5_0175,"He finds an old scrapbook.",RATED_OPT_b189_000D
"At the end of the movie Misery, Paul is explaining to his book editor that sometimes he still sees Annie walking around. While he is saying this, he sees Annie walking towards him. Who is actually walking towards him?",RATED_c123_0176,"A waitress in the restaurant",RATED_OPT_33c3_000D
"What year did the movie My Cousin Vinny first hit the theatres?",RATED_3ab4_0177,1992,RATED_OPT_958c_000D
"Who played the tough Judge Chamberlain Haller in the movie My Cousin Vinny?",RATED_1633_0178,"Fred Gwynne",RATED_OPT_528d_000A
"In the movie My Cousin Vinny,  in what field is Mona Lisa considered an expert witness?",RATED_dfcf_0179,automobiles,RATED_OPT_0223_000A
"What year did the hilarious movie The Bad News Bears first hit the movie theatres in the United States?",RATED_d7d3_0180,1976,RATED_OPT_278b_000B
"In the movie The Bad News Bears, what is the name of the coach of the Bears, portrayed by Walter Matthau?",RATED_0010_0181,"Morris Buttermaker",RATED_OPT_e48e_000B
"The best pitcher on the team in the movie The Bad News Bears was a girl who pitched right handed.",RATED_1b2e_0182,True,RATED_OPT_18e4_000A
"What was the name of the teams power hitter in The Bad News Bears, who used to ride a motorcycle?",RATED_5647_0183,Kelly,RATED_OPT_a26f_000A
"What was the name of the company that sponsored the Bears in the movie The Bad News Bears?",RATED_edee_0184,"Chicos Bail Bonds",RATED_OPT_2bfb_000C
"Who was the wise cracking shortstop for the Bears in the movie The Bad News Bears?",RATED_7222_0185,Tanner,RATED_OPT_e08d_000A
"What state do the Bears play in the movie The Bad News Bears?",RATED_8b66_0186,California,RATED_OPT_f338_000A
"In the movie The Bad News Bears, the Bears actually make it to the championship game. What is the name of the team that the Bears play in the championship?",RATED_55e2_0187,Yankees,RATED_OPT_28d4_000C
"In the movie The Bad News Bears, Kelly hits a game winning grand slam and leads the Bears to a championship victory.",RATED_8655_0188,False,RATED_OPT_aaac_000B
"In The Bad News Bears, Ahmad is an African American boy who plays right field for the Bears and wears uniform #44. He is a big fan of what Hall of Fame baseball player?",RATED_7558_0189,"Hank Aaron",RATED_OPT_9a5c_000D
"What year did the classic John Hughes movie from the 80s Ferris Buellers Day Off first hit the theatres in the U.S.?",RATED_e6ad_0190,1986,RATED_OPT_9bb2_000D
"In the classic 80s movie Ferris Buellers Day Off, what is the name of the high school that Ferris and his friends attend?",RATED_90e3_0191,"Lake Forest",RATED_OPT_9e0c_000D
"What actress played the part of Ferris sister, Jean Bueller, in the comedy movie Ferris Buellers Day Off ?",RATED_a6c2_0192,"Jennifer Grey",RATED_OPT_0648_000B
"In the 80s movie Ferris Buellers Day Off, Ferris convinces his nervous friend Cameron to take his fathers car for the day. What kind of car do they ride around in on their day off?",RATED_48f9_0193,Ferrari,RATED_OPT_4c60_000B
"In the movie Ferris Buellers Day Off, what excuse does Ferris give, in order to get his girlfriend Sloane out of school?",RATED_77dc_0194,"Her grandmother died.",RATED_OPT_cfc6_000A
"What is the name of the principal  in the hit movie Ferris Buellers Day Off?",RATED_ed58_0195,"Mr. Rooney",RATED_OPT_b4dd_000C
