question,QID,answer,answer_OID
"This was the instrument that Orpheus played so well that his music enchanted even the wild beasts, the rocks, and the trees. After he lost his beloved one - Eurydice, Zeus placed Orpheuss musical instrument on the sky.",HUMANITIES_defe_0100,Lyre,HUMANITIES_OPT_4dbc_000C
"This constellation represents the twin brothers Castor and Pollux. They were born by one mother, Leda, but had different fathers. Leda got pregnant simultaneously by Jupiter and the king Tyndarus of Sparta. When Castor died, Pollux felt so sorry that he begged Jupiter to unite them again, so Jupiter reunited the brothers in the sky.",HUMANITIES_33d2_0101,Gemini,HUMANITIES_OPT_5ba6_000A
"What does the verb to dub mean?",HUMANITIES_099e_0102,"To give a name",HUMANITIES_OPT_c427_000C
"If you command a horse to gee, what do you expect him to do?",HUMANITIES_e218_0103,"Turn right",HUMANITIES_OPT_81a3_000D
"If you put a hex on someone, what have you done?",HUMANITIES_6682_0104,"Put him or her under a spell",HUMANITIES_OPT_feb4_000D
"Which of the following terms means to search for fun?",HUMANITIES_b88c_0105,Gad,HUMANITIES_OPT_76fe_000C
"What does to vex mean?",HUMANITIES_ba82_0106,"To annoy",HUMANITIES_OPT_99bc_000A
"What does to sup refer to?",HUMANITIES_80d6_0107,"Eat an evening meal",HUMANITIES_OPT_0b4f_000C
"What does the verb hew mean?",HUMANITIES_ef9d_0108,"To cut",HUMANITIES_OPT_8116_000A
"Which of the following terms means to recede?",HUMANITIES_9b95_0109,Ebb,HUMANITIES_OPT_c3ef_000D
"What does to hie mean?",HUMANITIES_9082_0110,"To hurry",HUMANITIES_OPT_dccf_000A
"What is the meaning of the verb to jam?",HUMANITIES_b859_0111,"To interfer with a radio signal",HUMANITIES_OPT_f02a_000A
"Which of the following fictional or legendary hybrids is not half-human?",HUMANITIES_ea34_0112,Baku,HUMANITIES_OPT_dc0a_000D
"Which of the following is a legendary creature with a lion body and eagle head and wings?",HUMANITIES_727a_0113,Griffin,HUMANITIES_OPT_8bd3_000D
"What is the name of the monstrous creature from Greek Mythology, that is the offspring of Typhon and Echidna?",HUMANITIES_190c_0114,Chimera,HUMANITIES_OPT_17a0_000A
"What kind of creature was the African mythological hybrid Jengu?",HUMANITIES_10ac_0115,"A water spirit",HUMANITIES_OPT_dfaf_000A
"This hybrid is an Egyptian sacred baboon with the head of a dog.",HUMANITIES_397d_0116,Cynocephalus,HUMANITIES_OPT_6c1c_000D
"What is the name of the legendary half-man and half-goat (or half-horse) creature often associated with male sexuality in Greek mythology?",HUMANITIES_d6bc_0117,Satyr,HUMANITIES_OPT_a4b7_000D
"The sphinxes, the popular legendary creatures of the Ancient Egyptians, could be depicted with three different heads. Which head that was not typical for the sphinx?",HUMANITIES_19eb_0118,"Snake head",HUMANITIES_OPT_150b_000A
"The legendary creature Peryton, that was said to come from the lost continent Atlantis, is a hybrid of what two animals?",HUMANITIES_5935_0119,"Stag and bird",HUMANITIES_OPT_a7f7_000A
"Which of the following is an evil mythological hybrid of a woman and a bird?",HUMANITIES_8772_0120,Harpy,HUMANITIES_OPT_3fe4_000B
"The world sirena refers to this mythical or folklore hybrid of a woman and an animal?",HUMANITIES_2701_0121,Mermaid,HUMANITIES_OPT_299e_000A
"In which musical does Curly sing Surrey With the Fringe on Top to entice his girlfriend to accompany him to a party?",HUMANITIES_43e1_0122,Oklahoma,HUMANITIES_OPT_bf47_000A
"The hit song If I Were a Rich Man, which reflected the dreams of a poor milkman, came from which musical of the 60s?",HUMANITIES_3070_0123,"Fiddler on the Roof",HUMANITIES_OPT_a0e5_000A
"All That Jazz is the opening number of which 1975 Bob Fosse musical?",HUMANITIES_4906_0124,Chicago,HUMANITIES_OPT_9d7a_000B
"The moving song I Am What I Am is sung at the end of Act I of which Jerry Herman hit show?",HUMANITIES_8f55_0125,"La Cage aux Folles",HUMANITIES_OPT_b040_000B
"Which musical of the 50s featured the song Some Enchanted Evening?",HUMANITIES_7b7e_0126,"South Pacific",HUMANITIES_OPT_2de0_000C
"Whatever Lola Wants is performed by the sultry Lola trying to tempt a faithful husband in which  Bob Fosse show?",HUMANITIES_7844_0127,"Damn Yankees",HUMANITIES_OPT_21e5_000D
"In which show does Eliza sing The Rain in Spain?",HUMANITIES_4bbe_0128,"My Fair Lady",HUMANITIES_OPT_da9d_000D
"Fill in the blank with the correct word: It would be as well to let it go, ___ too far out. Quote from A New Hope",HUMANITIES_6c4c_0129,its,HUMANITIES_OPT_ed7e_000B
"The word catholic means the same whether capitalized or not.",HUMANITIES_d0f9_0130,False,HUMANITIES_OPT_a9ca_000A
"Stationery means fixed, not moveable.",HUMANITIES_220c_0131,False,HUMANITIES_OPT_123b_000B
"Stationary is fancy writing paper.",HUMANITIES_6441_0132,False,HUMANITIES_OPT_0e86_000A
"What is the meaning of the adverb altogether?",HUMANITIES_bfcf_0133,Entirely,HUMANITIES_OPT_b846_000A
"What does the collocation all together mean?",HUMANITIES_f85b_0134,"In the same place",HUMANITIES_OPT_632b_000A
"What does the word principal mean?",HUMANITIES_aa7c_0135,Main,HUMANITIES_OPT_ed01_000B
"Is counsel the correct word for a group called together for a purpose?",HUMANITIES_5dc7_0136,No,HUMANITIES_OPT_82f7_000A
"Counsel is giving of advice.",HUMANITIES_2e5c_0137,True,HUMANITIES_OPT_b4d2_000B
"These creatures ruled the world until they were overthrown by the Twelve Olympians, led by Zeus.",HUMANITIES_1414_0138,Titans,HUMANITIES_OPT_9511_000B
"Cronus learned he was destined to be overcome by his own son as he had overthrown his own father, thats why he wanted to kill Zeus.",HUMANITIES_b750_0139,True,HUMANITIES_OPT_8fde_000A
"The Cyclopes gave Zeus fire.",HUMANITIES_296f_0140,False,HUMANITIES_OPT_54f8_000B
"Hermes is the highest ranking and most powerful god in Greek mythology.",HUMANITIES_7326_0141,False,HUMANITIES_OPT_b819_000B
"What was Rembrandts last name?",HUMANITIES_d818_0142,"Van Rijn",HUMANITIES_OPT_5207_000D
"What was the first name of Van Goghs brother?",HUMANITIES_ceec_0143,Theo,HUMANITIES_OPT_1d34_000A
"For which opera did Gershwin become posthumously famous?",HUMANITIES_2dd2_0144,"Porgy and Bess",HUMANITIES_OPT_09a3_000D
"The music for Swan Lake, one of the most critically-acclaimed ballets, was written by this composer.",HUMANITIES_d482_0145,"Pyotr Ilyich Tchaikovsky",HUMANITIES_OPT_4d90_000B
"Violin virtuoso Itzach Perlman is a cousin of this entertainer.",HUMANITIES_c050_0146,"Howie Mandel",HUMANITIES_OPT_3a0c_000B
"How many reeds does an oboe have?",HUMANITIES_a987_0147,2,HUMANITIES_OPT_2669_000B
"In what country was composer and pianist, Frederic Chopin born?",HUMANITIES_b8a0_0148,Poland,HUMANITIES_OPT_833a_000B
"Which of the following is a type of plaster used to paint on?",HUMANITIES_9ede_0149,Gesso,HUMANITIES_OPT_de4e_000C
"Which painter and founder of cubism would not divorce his first wife, Olga Khoklova, so she would not get half his wealth?",HUMANITIES_33e0_0150,Picasso,HUMANITIES_OPT_f918_000A
"This photographer, who taught at MIT for 10 years, developed the Zone System.",HUMANITIES_e727_0151,"Minor White",HUMANITIES_OPT_9577_000A
"Which of the following group of animals is not referred to as a herd?",HUMANITIES_bc45_0152,Rhinoceroses,HUMANITIES_OPT_9b63_000A
"Which prefix means under?",HUMANITIES_8ebb_0153,Sub-,HUMANITIES_OPT_10d7_000B
"Which suffix means fear?",HUMANITIES_5e31_0154,-phobia,HUMANITIES_OPT_b553_000B
"Which prefix means within?",HUMANITIES_4fb0_0155,intra-,HUMANITIES_OPT_0cb0_000A
"When prefix means high?",HUMANITIES_f257_0156,Alti-,HUMANITIES_OPT_b3db_000C
"All but one of the following suffixes changes the word from an adjective or a verb into a noun.  Which is the odd one?",HUMANITIES_7f97_0157,-ous,HUMANITIES_OPT_75ee_000A
"Which suffix means foot?",HUMANITIES_c6e8_0158,-pus,HUMANITIES_OPT_e697_000C
"Which suffix means one who?",HUMANITIES_838a_0159,-er,HUMANITIES_OPT_2f05_000D
"Which prefix means across a distance?",HUMANITIES_9892_0160,TELE-,HUMANITIES_OPT_62c8_000A
"Which of the following prefixes does not mean not?",HUMANITIES_c30b_0161,Pan,HUMANITIES_OPT_2dca_000D
"Which prefix means together?",HUMANITIES_0b52_0162,CO-,HUMANITIES_OPT_1160_000A
"Freya was the goddess of this.",HUMANITIES_86ae_0163,"Love and beauty",HUMANITIES_OPT_8fcb_000C
"There were two major clans of Norse gods - Vanir and �sir.",HUMANITIES_0165_0164,True,HUMANITIES_OPT_8472_000B
"Odins favorite pets were these creatures.",HUMANITIES_7838_0165,Ravens,HUMANITIES_OPT_257f_000A
"What did god Tyr sacrifice in order to bind the evil Fenris wolf?",HUMANITIES_696b_0166,"His hand",HUMANITIES_OPT_94c1_000A
"Which of the following gods was famous for his talent to quickly transform his appearance?",HUMANITIES_7ae0_0167,Loki,HUMANITIES_OPT_4b40_000B
"God Ori was a giant.",HUMANITIES_0697_0168,False,HUMANITIES_OPT_6359_000A
"Goddess Skadi was not permitted to look at the gods faces, while choosing her husband among them.",HUMANITIES_4810_0169,True,HUMANITIES_OPT_e63f_000A
"Norse mythology associates the aurora with this beautiful goddess.",HUMANITIES_427c_0170,Freya,HUMANITIES_OPT_ca7f_000B
"He was the first man, according to Norse mythology.",HUMANITIES_28bb_0171,Ask,HUMANITIES_OPT_0367_000B
"In what movie does a character say,  Yo, Adrian.?",HUMANITIES_7944_0172,Rocky,HUMANITIES_OPT_881d_000B
"Yo-Yo Ma is considered by most to be the best musician in the world to play this instrument. Yo-Yo Mas nickname for his instrument is Petunia. What type of instrument is Petunia?",HUMANITIES_24ca_0173,Cello,HUMANITIES_OPT_3fb9_000D
"If a person is downright, then he is this.",HUMANITIES_ead0_0174,Candid,HUMANITIES_OPT_ff1d_000A
"A playwright is someone who writes for the theatre. One of the following famous Greeks was not a playwright.",HUMANITIES_c49d_0175,Tyrtaeus,HUMANITIES_OPT_790d_000D
"One of these is not a spright.",HUMANITIES_a910_0176,"A dwarf.",HUMANITIES_OPT_025f_000A
"If he denied the charges outright, then his denial cannot be described as this.",HUMANITIES_f2b7_0177,Kind,HUMANITIES_OPT_18f6_000D
"In the UK one of these parties is not considered right-winged.",HUMANITIES_5ae0_0178,"Scottish National Party",HUMANITIES_OPT_7080_000B
"Dexter from Dexters Lab was right-handed.",HUMANITIES_7b38_0179,False,HUMANITIES_OPT_def5_000B
"Which of these languages is not an official national language in a South American country?",HUMANITIES_60e1_0180,German,HUMANITIES_OPT_c609_000C
"What language has the most native speakers in the world?",HUMANITIES_9050_0181,Mandarin,HUMANITIES_OPT_9287_000D
"What movie features an actor speaking one of the Khoisan languages of southwestern Africa, which have a range of click sounds (sounds which are not found outside this region)?",HUMANITIES_0e9a_0182,"The Gods Must Be Crazy",HUMANITIES_OPT_b52b_000B
"The largest language family (a group of historically related languages) is the Indo-European family, which includes well-known European languages such as English, French and Russian. Which of the following languages is NOT a member of this family?",HUMANITIES_c71e_0183,Hebrew,HUMANITIES_OPT_8e75_000B
"What European language is not related to any other language in the world?",HUMANITIES_a8fd_0184,Basque,HUMANITIES_OPT_d68c_000D
"The Romance languages are all descended from Latin, and form a branch of the Indo-European family. It is common knowledge that languages such as French, Spanish, Italian and Portuguese are related and are Romance languages. There is another major European language which is also a member of this branch. What is it?",HUMANITIES_9bd1_0185,Romanian,HUMANITIES_OPT_4d4c_000A
"The Chinese language is related to Japanese.",HUMANITIES_dbb4_0186,False,HUMANITIES_OPT_20d3_000A
"What language has contributed the following words to the English language: ketchup, gong, orangutan, amok, bamboo, cockatoo, mango, paddy, gingham, compound (as in military compound) and cooties?",HUMANITIES_5148_0187,Malay,HUMANITIES_OPT_6109_000C
"What language has contributed the following words to English: bungalow, jungle, thug, khaki, cot, loot, sentry, shampoo, and bangle?",HUMANITIES_8295_0188,Hindi,HUMANITIES_OPT_d58a_000D
"The nation of Singapore has four official languages. However, all education is conducted in this language, by law.",HUMANITIES_73ee_0189,English,HUMANITIES_OPT_6a7a_000D
"Zeus, Hades, and Poseidon are brothers.",HUMANITIES_5cd7_0190,True,HUMANITIES_OPT_0feb_000B
"Which goddess was Apollos sister?",HUMANITIES_b08d_0191,Artemis,HUMANITIES_OPT_f610_000D
"Zeus was married to this goddess.",HUMANITIES_6590_0192,Hera,HUMANITIES_OPT_2ddf_000C
"Hades is considered one of the Twelve Olympians.",HUMANITIES_8ca7_0193,No,HUMANITIES_OPT_efb8_000B
"What is the name of the daughter of the goddess, Demeter?",HUMANITIES_e98f_0194,Persephone,HUMANITIES_OPT_466d_000D
"What is the name of the 3 headed dog that guards the Underworld?",HUMANITIES_c34d_0195,Cerberus,HUMANITIES_OPT_4ccd_000B
"The city of Athens was almost named after Poseidon, rather than Athena.",HUMANITIES_dca8_0196,True,HUMANITIES_OPT_c400_000A
