OID,QID,text
HUMANITIES_OPT_e0ab_000B,HUMANITIES_743e_0034,True
HUMANITIES_OPT_c1ae_000A,HUMANITIES_98d4_0035,Anemia
HUMANITIES_OPT_383a_000B,HUMANITIES_98d4_0035,Scrapie
HUMANITIES_OPT_b9aa_000C,HUMANITIES_98d4_0035,Influenza
HUMANITIES_OPT_dbe5_000D,HUMANITIES_98d4_0035,Porphyria
HUMANITIES_OPT_f45b_000A,HUMANITIES_585f_0036,"Janos Benicka"
HUMANITIES_OPT_e888_000B,HUMANITIES_585f_0036,"Ilona Ujvary"
HUMANITIES_OPT_fa34_000C,HUMANITIES_585f_0036,"Katarina Szentes"
HUMANITIES_OPT_561e_000D,HUMANITIES_585f_0036,"Elizabeth Bathory"
HUMANITIES_OPT_fef5_000A,HUMANITIES_fca5_0037,False
HUMANITIES_OPT_92a1_000B,HUMANITIES_fca5_0037,True
HUMANITIES_OPT_0e6d_000A,HUMANITIES_0889_0038,Briton
HUMANITIES_OPT_4cd6_000B,HUMANITIES_0889_0038,Romanian
HUMANITIES_OPT_133a_000C,HUMANITIES_0889_0038,Russian
HUMANITIES_OPT_f027_000D,HUMANITIES_0889_0038,German
HUMANITIES_OPT_0198_000A,HUMANITIES_59d4_0039,Equilibration
HUMANITIES_OPT_befd_000B,HUMANITIES_59d4_0039,Equinity
HUMANITIES_OPT_360b_000C,HUMANITIES_59d4_0039,Equilibria
HUMANITIES_OPT_dd96_000D,HUMANITIES_59d4_0039,Equinoctial
HUMANITIES_OPT_76eb_000A,HUMANITIES_a9b0_0040,Equid
HUMANITIES_OPT_ab94_000B,HUMANITIES_a9b0_0040,Equalization
HUMANITIES_OPT_d296_000C,HUMANITIES_a9b0_0040,Equanimity
HUMANITIES_OPT_0c0c_000D,HUMANITIES_a9b0_0040,Equalitarianism
HUMANITIES_OPT_3b37_000A,HUMANITIES_e49b_0041,Equestrian
HUMANITIES_OPT_d0ad_000B,HUMANITIES_e49b_0041,Equipoised
HUMANITIES_OPT_6025_000C,HUMANITIES_e49b_0041,Equivocal
HUMANITIES_OPT_5018_000D,HUMANITIES_e49b_0041,Equilateral
HUMANITIES_OPT_7a2a_000A,HUMANITIES_c566_0042,"Equal - Equivalent"
HUMANITIES_OPT_6f05_000B,HUMANITIES_c566_0042,"Equipollent - Equipped"
HUMANITIES_OPT_d17c_000C,HUMANITIES_c566_0042,"Equipotential - Equilateral"
HUMANITIES_OPT_4102_000D,HUMANITIES_c566_0042,"Equipage - Equipoise"
HUMANITIES_OPT_b6b2_000A,HUMANITIES_2564_0043,No
HUMANITIES_OPT_aa47_000B,HUMANITIES_2564_0043,Yes
HUMANITIES_OPT_684d_000A,HUMANITIES_4caa_0044,True
HUMANITIES_OPT_2739_000B,HUMANITIES_4caa_0044,False
HUMANITIES_OPT_0703_000A,HUMANITIES_5852_0045,True
HUMANITIES_OPT_9f08_000B,HUMANITIES_5852_0045,False
HUMANITIES_OPT_113a_000A,HUMANITIES_56e6_0046,False
HUMANITIES_OPT_52a7_000B,HUMANITIES_56e6_0046,True
HUMANITIES_OPT_d2ce_000A,HUMANITIES_015b_0047,True
HUMANITIES_OPT_b47d_000B,HUMANITIES_015b_0047,False
HUMANITIES_OPT_529e_000A,HUMANITIES_55fa_0048,True
HUMANITIES_OPT_29ae_000B,HUMANITIES_55fa_0048,False
HUMANITIES_OPT_3785_000A,HUMANITIES_e0fb_0049,False
HUMANITIES_OPT_b59c_000B,HUMANITIES_e0fb_0049,True
HUMANITIES_OPT_86b9_000A,HUMANITIES_7860_0050,True
HUMANITIES_OPT_fd65_000B,HUMANITIES_7860_0050,False
HUMANITIES_OPT_06b9_000A,HUMANITIES_4756_0051,False
HUMANITIES_OPT_179e_000B,HUMANITIES_4756_0051,True
HUMANITIES_OPT_d625_000A,HUMANITIES_078d_0052,True
HUMANITIES_OPT_29c1_000B,HUMANITIES_078d_0052,False
HUMANITIES_OPT_91f3_000A,HUMANITIES_d9ed_0053,Unhair
HUMANITIES_OPT_d807_000B,HUMANITIES_d9ed_0053,Unialgal
HUMANITIES_OPT_d190_000C,HUMANITIES_d9ed_0053,Unduly
HUMANITIES_OPT_86e3_000D,HUMANITIES_d9ed_0053,Undulate
HUMANITIES_OPT_0de3_000A,HUMANITIES_e2c9_0054,"Characterized by the use of long words"
HUMANITIES_OPT_2163_000B,HUMANITIES_e2c9_0054,"Having a lot of feet"
HUMANITIES_OPT_cafb_000C,HUMANITIES_e2c9_0054,"Having many syllables"
HUMANITIES_OPT_d4dd_000D,HUMANITIES_e2c9_0054,"Large in length"
HUMANITIES_OPT_9ce2_000A,HUMANITIES_11f5_0055,True
HUMANITIES_OPT_bf5b_000B,HUMANITIES_11f5_0055,False
HUMANITIES_OPT_a574_000A,HUMANITIES_5495_0056,Xeric
HUMANITIES_OPT_acde_000B,HUMANITIES_5495_0056,Xenolith
HUMANITIES_OPT_8722_000C,HUMANITIES_5495_0056,Xanadu
HUMANITIES_OPT_f5b1_000D,HUMANITIES_5495_0056,Xanthic
HUMANITIES_OPT_4765_000A,HUMANITIES_4644_0057,False
HUMANITIES_OPT_bff8_000B,HUMANITIES_4644_0057,True
HUMANITIES_OPT_f073_000A,HUMANITIES_7df2_0058,Lavender
HUMANITIES_OPT_a8d6_000B,HUMANITIES_7df2_0058,Indigo
HUMANITIES_OPT_e024_000C,HUMANITIES_7df2_0058,Amethyst
HUMANITIES_OPT_47bf_000D,HUMANITIES_7df2_0058,Wine
HUMANITIES_OPT_996c_000A,HUMANITIES_2b17_0059,No
HUMANITIES_OPT_51c8_000B,HUMANITIES_2b17_0059,Yes
HUMANITIES_OPT_b9b0_000A,HUMANITIES_37fd_0060,whale
HUMANITIES_OPT_1b4e_000B,HUMANITIES_37fd_0060,walrus
HUMANITIES_OPT_93bc_000C,HUMANITIES_37fd_0060,bear
HUMANITIES_OPT_1f56_000D,HUMANITIES_37fd_0060,wolf
HUMANITIES_OPT_43cd_000A,HUMANITIES_28a3_0061,Laughing
HUMANITIES_OPT_5667_000B,HUMANITIES_28a3_0061,Stealing
HUMANITIES_OPT_765d_000C,HUMANITIES_28a3_0061,"Playing tricks"
HUMANITIES_OPT_0c7b_000D,HUMANITIES_28a3_0061,Wailing
HUMANITIES_OPT_a86f_000A,HUMANITIES_22a9_0062,Zeus
HUMANITIES_OPT_08ef_000B,HUMANITIES_22a9_0062,Poseidon
HUMANITIES_OPT_0e7b_000C,HUMANITIES_22a9_0062,Mars
HUMANITIES_OPT_cc00_000D,HUMANITIES_22a9_0062,Neptune
HUMANITIES_OPT_c623_000A,HUMANITIES_928b_0063,Egyptian
HUMANITIES_OPT_5aeb_000B,HUMANITIES_928b_0063,Aztec
HUMANITIES_OPT_1cc9_000C,HUMANITIES_928b_0063,Mesopotamian
HUMANITIES_OPT_b298_000D,HUMANITIES_928b_0063,Norse
HUMANITIES_OPT_f568_000A,HUMANITIES_b2b5_0064,"Humpback whale"
HUMANITIES_OPT_e6c2_000B,HUMANITIES_b2b5_0064,"Giant jellyfish"
HUMANITIES_OPT_5e8b_000C,HUMANITIES_b2b5_0064,"Great White shark"
HUMANITIES_OPT_b960_000D,HUMANITIES_b2b5_0064,"Giant squid"
HUMANITIES_OPT_8b52_000A,HUMANITIES_44ba_0065,"Germany  Austria"
HUMANITIES_OPT_a42e_000B,HUMANITIES_44ba_0065,"England  Scotland"
HUMANITIES_OPT_26f1_000C,HUMANITIES_44ba_0065,"Ireland  Wales"
HUMANITIES_OPT_c24f_000D,HUMANITIES_44ba_0065,"Denmark  Holland"
HUMANITIES_OPT_7f53_000A,HUMANITIES_a7bd_0066,"South America"
HUMANITIES_OPT_b3f1_000B,HUMANITIES_a7bd_0066,Africa
HUMANITIES_OPT_c772_000C,HUMANITIES_a7bd_0066,"North America"
HUMANITIES_OPT_2b3f_000D,HUMANITIES_a7bd_0066,Europe
HUMANITIES_OPT_76ae_000A,HUMANITIES_e284_0067,Cornish
HUMANITIES_OPT_7fb0_000B,HUMANITIES_e284_0067,Scottish
HUMANITIES_OPT_79ed_000C,HUMANITIES_e284_0067,Celtic
HUMANITIES_OPT_bf6b_000D,HUMANITIES_e284_0067,Scandinavian
HUMANITIES_OPT_4398_000A,HUMANITIES_af06_0068,"Arabian Dessert"
HUMANITIES_OPT_f589_000B,HUMANITIES_af06_0068,"Scottish Highlands"
HUMANITIES_OPT_06a5_000C,HUMANITIES_af06_0068,"Northern Africa"
HUMANITIES_OPT_d8b2_000D,HUMANITIES_af06_0068,"Australian Outback"
HUMANITIES_OPT_907c_000A,HUMANITIES_e7cb_0069,"He was mute"
HUMANITIES_OPT_3192_000B,HUMANITIES_e7cb_0069,"He was blind"
HUMANITIES_OPT_a9a9_000C,HUMANITIES_e7cb_0069,"He was lame"
HUMANITIES_OPT_9e9c_000D,HUMANITIES_e7cb_0069,"He was deaf"
HUMANITIES_OPT_1adb_000A,HUMANITIES_54a2_0070,True
HUMANITIES_OPT_8340_000B,HUMANITIES_54a2_0070,False
HUMANITIES_OPT_36f3_000A,HUMANITIES_2295_0071,Bastet
HUMANITIES_OPT_f862_000B,HUMANITIES_2295_0071,Hapy
HUMANITIES_OPT_9158_000C,HUMANITIES_2295_0071,Aten
HUMANITIES_OPT_0652_000D,HUMANITIES_2295_0071,Anubis
HUMANITIES_OPT_1266_000A,HUMANITIES_10bb_0072,"Dwarf with lion and human features"
HUMANITIES_OPT_1c27_000B,HUMANITIES_10bb_0072,"Giant with dog and human features"
HUMANITIES_OPT_d63c_000C,HUMANITIES_10bb_0072,"Dwarf with dog and human features"
HUMANITIES_OPT_9e06_000D,HUMANITIES_10bb_0072,"Giant with lion and human features"
HUMANITIES_OPT_bb3b_000A,HUMANITIES_cedb_0073,Herakles
HUMANITIES_OPT_3b73_000B,HUMANITIES_cedb_0073,Zeus
HUMANITIES_OPT_2a0f_000C,HUMANITIES_cedb_0073,Hades
HUMANITIES_OPT_03e2_000D,HUMANITIES_cedb_0073,Hermes
HUMANITIES_OPT_fdde_000A,HUMANITIES_9dfa_0074,False
HUMANITIES_OPT_8f89_000B,HUMANITIES_9dfa_0074,True
HUMANITIES_OPT_42e0_000A,HUMANITIES_544b_0075,"The Wise One"
HUMANITIES_OPT_77ea_000B,HUMANITIES_544b_0075,"The Stupid One"
HUMANITIES_OPT_9029_000C,HUMANITIES_544b_0075,"The Mighty One"
HUMANITIES_OPT_6d6b_000D,HUMANITIES_544b_0075,"The Hidden One"
HUMANITIES_OPT_6e92_000A,HUMANITIES_7c19_0076,Nun
HUMANITIES_OPT_c355_000B,HUMANITIES_7c19_0076,Atum
HUMANITIES_OPT_511f_000C,HUMANITIES_7c19_0076,Iris
HUMANITIES_OPT_1b0e_000D,HUMANITIES_7c19_0076,Bes
HUMANITIES_OPT_758b_000A,HUMANITIES_478a_0077,Greek
HUMANITIES_OPT_2450_000B,HUMANITIES_478a_0077,Latin
HUMANITIES_OPT_b1e7_000C,HUMANITIES_478a_0077,Russian
HUMANITIES_OPT_729e_000D,HUMANITIES_478a_0077,Chinese
HUMANITIES_OPT_5e77_000A,HUMANITIES_68a1_0078,Pleasure
HUMANITIES_OPT_7685_000B,HUMANITIES_68a1_0078,Hypnotism
HUMANITIES_OPT_3e99_000C,HUMANITIES_68a1_0078,"I shall please"
HUMANITIES_OPT_5592_000D,HUMANITIES_68a1_0078,Harmless
HUMANITIES_OPT_6f6b_000A,HUMANITIES_58ab_0079,Foolish
HUMANITIES_OPT_d023_000B,HUMANITIES_58ab_0079,Big
HUMANITIES_OPT_467e_000C,HUMANITIES_58ab_0079,Illiterate
HUMANITIES_OPT_c7bc_000D,HUMANITIES_58ab_0079,Fantastic
HUMANITIES_OPT_d3c9_000A,HUMANITIES_ec42_0080,Latin
HUMANITIES_OPT_bcbf_000B,HUMANITIES_ec42_0080,Chinese
HUMANITIES_OPT_cac8_000C,HUMANITIES_ec42_0080,Spanish
HUMANITIES_OPT_92d7_000D,HUMANITIES_ec42_0080,Portuguese
HUMANITIES_OPT_6f0c_000A,HUMANITIES_83d2_0081,Silly
HUMANITIES_OPT_47fd_000B,HUMANITIES_83d2_0081,Accuser
HUMANITIES_OPT_6fc2_000C,HUMANITIES_83d2_0081,Offender
HUMANITIES_OPT_b52e_000D,HUMANITIES_83d2_0081,Insane
HUMANITIES_OPT_4b37_000A,HUMANITIES_a271_0082,Turkish
HUMANITIES_OPT_2fb2_000B,HUMANITIES_a271_0082,Greek
HUMANITIES_OPT_991b_000C,HUMANITIES_a271_0082,Latin
HUMANITIES_OPT_fdac_000D,HUMANITIES_a271_0082,Japanese
HUMANITIES_OPT_1bd4_000A,HUMANITIES_3c6c_0083,Court
HUMANITIES_OPT_bdca_000B,HUMANITIES_3c6c_0083,Coma
HUMANITIES_OPT_e170_000C,HUMANITIES_3c6c_0083,Comet
HUMANITIES_OPT_8b6b_000D,HUMANITIES_3c6c_0083,Comb
HUMANITIES_OPT_40e3_000A,HUMANITIES_b529_0084,Portuguese
HUMANITIES_OPT_0b75_000B,HUMANITIES_b529_0084,Anglo-Saxon
HUMANITIES_OPT_36ac_000C,HUMANITIES_b529_0084,French
HUMANITIES_OPT_5185_000D,HUMANITIES_b529_0084,Swedish
HUMANITIES_OPT_e0d6_000A,HUMANITIES_c059_0085,"State of mind"
HUMANITIES_OPT_5000_000B,HUMANITIES_c059_0085,"Body fluid"
HUMANITIES_OPT_5726_000C,HUMANITIES_c059_0085,"Good word usage"
HUMANITIES_OPT_a785_000D,HUMANITIES_c059_0085,"Good joke"
HUMANITIES_OPT_e1b1_000A,HUMANITIES_e282_0086,Disobedient
HUMANITIES_OPT_e21f_000B,HUMANITIES_e282_0086,Clumsy
HUMANITIES_OPT_334f_000C,HUMANITIES_e282_0086,Ignorant
HUMANITIES_OPT_4c75_000D,HUMANITIES_e282_0086,Hideous
HUMANITIES_OPT_fdb6_000A,HUMANITIES_ab2b_0087,"Part of an organ"
HUMANITIES_OPT_b448_000B,HUMANITIES_ab2b_0087,"Surgical operation"
HUMANITIES_OPT_1c18_000C,HUMANITIES_ab2b_0087,Disease
HUMANITIES_OPT_b95d_000D,HUMANITIES_ab2b_0087,"Medical device"
HUMANITIES_OPT_ae31_000A,HUMANITIES_6127_0088,Supervisor
HUMANITIES_OPT_b1a8_000B,HUMANITIES_6127_0088,Distributor
HUMANITIES_OPT_dc65_000C,HUMANITIES_6127_0088,Philosopher
HUMANITIES_OPT_b81f_000D,HUMANITIES_6127_0088,Connoisseur
HUMANITIES_OPT_a1c3_000A,HUMANITIES_2d6c_0089,"Ambiguous language"
HUMANITIES_OPT_ee6a_000B,HUMANITIES_2d6c_0089,Gizmo
HUMANITIES_OPT_2a50_000C,HUMANITIES_2d6c_0089,Knick-knack
HUMANITIES_OPT_1366_000D,HUMANITIES_2d6c_0089,Amulet
HUMANITIES_OPT_5b86_000A,HUMANITIES_e08c_0090,Enchilada
HUMANITIES_OPT_728a_000B,HUMANITIES_e08c_0090,Taco
HUMANITIES_OPT_ba7d_000C,HUMANITIES_e08c_0090,Arroyo
HUMANITIES_OPT_05da_000D,HUMANITIES_e08c_0090,Siesta
HUMANITIES_OPT_9344_000A,HUMANITIES_d451_0091,Tool
HUMANITIES_OPT_b593_000B,HUMANITIES_d451_0091,"Musical instrument"
HUMANITIES_OPT_9ada_000C,HUMANITIES_d451_0091,"Rulers title"
HUMANITIES_OPT_5741_000D,HUMANITIES_d451_0091,Pot
HUMANITIES_OPT_f601_000A,HUMANITIES_4817_0092,Hydra
HUMANITIES_OPT_88ba_000B,HUMANITIES_4817_0092,Capricorn
HUMANITIES_OPT_b886_000C,HUMANITIES_4817_0092,Capra
HUMANITIES_OPT_0899_000D,HUMANITIES_4817_0092,Virgo
HUMANITIES_OPT_c052_000A,HUMANITIES_b903_0093,Perseus
HUMANITIES_OPT_c64d_000B,HUMANITIES_b903_0093,Aquila
HUMANITIES_OPT_f840_000C,HUMANITIES_b903_0093,Andromeda
HUMANITIES_OPT_20bd_000D,HUMANITIES_b903_0093,Cassiopeia
HUMANITIES_OPT_b216_000A,HUMANITIES_9258_0094,Crux
HUMANITIES_OPT_ec53_000B,HUMANITIES_9258_0094,Draco
HUMANITIES_OPT_317d_000C,HUMANITIES_9258_0094,Aquila
HUMANITIES_OPT_069e_000D,HUMANITIES_9258_0094,Cygnus
HUMANITIES_OPT_4e13_000A,HUMANITIES_a676_0095,Aries
HUMANITIES_OPT_2f42_000B,HUMANITIES_a676_0095,Draco
HUMANITIES_OPT_9b73_000C,HUMANITIES_a676_0095,Ara
HUMANITIES_OPT_841d_000D,HUMANITIES_a676_0095,"The Milky Way"
HUMANITIES_OPT_7e9d_000A,HUMANITIES_0ebe_0096,Eridanus
HUMANITIES_OPT_b5cf_000B,HUMANITIES_0ebe_0096,Auriga
HUMANITIES_OPT_b9e2_000C,HUMANITIES_0ebe_0096,Delphinus
HUMANITIES_OPT_7563_000D,HUMANITIES_0ebe_0096,Centaur
HUMANITIES_OPT_ca21_000A,HUMANITIES_8b1b_0097,Gemini
HUMANITIES_OPT_fafa_000B,HUMANITIES_8b1b_0097,Aries
HUMANITIES_OPT_5a61_000C,HUMANITIES_8b1b_0097,Pleiades
HUMANITIES_OPT_37e2_000D,HUMANITIES_8b1b_0097,Crux
HUMANITIES_OPT_f6af_000A,HUMANITIES_0855_0098,Sagitta
HUMANITIES_OPT_6067_000B,HUMANITIES_0855_0098,Cancer
