question,QID,answer,answer_OID
"These words were spoken by Jed Babbin, a former deputy undersecretary of defence in the first Bush administration, on January 30, 2003: Going to war without France is like going deer hunting without an accordion. You just leave a lot of useless noisy baggage behind.",HISTORY_1721_0030,True,HISTORY_OPT_7ea9_000B
"Which great American leader made the following statement: Any people anywhere, being inclined and having the power, have the right to rise up, and shake off the existing government, and form a new one that suits them better. This is a most valuable - a most sacred right - a right, which we hope and believe, is to liberate the world.”?",HISTORY_bae4_0031,"Abraham Lincoln",HISTORY_OPT_f393_000B
"The M1 Carbine is the most mass produced small arm weapon in the United States. Even though it was mainly produced by the Inland Division of General Motors, its design belongs to this famous company.",HISTORY_d10d_0032,Winchester,HISTORY_OPT_8aef_000A
"How many Medal of Honor citations have been issued during the Vietnam War?",HISTORY_0caf_0033,245,HISTORY_OPT_43a9_000A
"One of the worlds greatest generals. By  the age of 30 he ruled almost half of the world. This great leader died at the peak of his campaign at the age of 33.  His was taught by Aristotle.",HISTORY_8d7a_0034,"Alexander The Great",HISTORY_OPT_824b_000A
"This Carthaginian general marched from Spain to Rome across the Alps.  14,000 of his 40,000 troops died because of the harsh climate.  Later, he won the Battle of Cannae.",HISTORY_c431_0035,Hannibal,HISTORY_OPT_bca5_000D
"His saying, Veni Vidi Vici (I came I saw I conquered) is known all over the world.  His war feats clothed him with glory giving him political power.",HISTORY_6b48_0036,"Julius Caesar",HISTORY_OPT_dd5f_000B
"This American general  led the invasion of Normandy.  He was also an American president from 1953 to 1961.",HISTORY_8f19_0037,"Dwight Eisenhower",HISTORY_OPT_f61b_000A
"He was one of the best military officers of Russia during the World War II and involved in the taking of Berlin.",HISTORY_9670_0038,"Georgi Zhukov",HISTORY_OPT_dcbc_000B
"The siege of Leningrad lasted just 1 month.",HISTORY_5d54_0039,False,HISTORY_OPT_40ac_000B
"Along with the French general, this British general also led the campaign in Northern Africa during the World War II.  He was accused of not fighting bravely enough, after his lack of success in Operation Lightfoot.",HISTORY_e4cf_0040,"Bernard Montgomery",HISTORY_OPT_090d_000B
"This island was Englands first overseas colony.",HISTORY_8b32_0041,Newfoundland,HISTORY_OPT_a91c_000B
"In 1962 Jamaica gained full independence from the United Kingdom, but before even becoming a British colony, Jamaica was possession of this country.",HISTORY_0f5e_0042,Spain,HISTORY_OPT_c91c_000A
"Barbados has never been a British colony.",HISTORY_6eee_0043,False,HISTORY_OPT_e0db_000B
"Australia was officially settled in 1788 as the penal colony of New South Wales. Over the course of the 19th century this many new self-governing Crown Colonies were established on the continent.",HISTORY_87ea_0044,5,HISTORY_OPT_8e43_000B
"One of  the results of the Second Anglo-Dutch War, between England and the United Netherlands, was that the city of New Amsterdam was renamed to this.",HISTORY_035d_0045,"New York",HISTORY_OPT_cfde_000A
"Sri Lanka was not considered part of the British Raj.",HISTORY_8575_0046,True,HISTORY_OPT_7549_000B
"Slavery was outlawed in all British colonies in this year.",HISTORY_707f_0047,1834,HISTORY_OPT_09d9_000C
"On July 1, 1997, the former British colony of Hong Kong reunified with the Peoples Republic of China. This man was the last governor of Hong Kong.",HISTORY_5702_0048,"Chris Patten",HISTORY_OPT_2216_000B
"Britain was not interested in African territories and thus has never controlled any.",HISTORY_d786_0049,False,HISTORY_OPT_09d1_000A
"What was the nickname of Tom Cruises character in Top Gun?",HISTORY_719a_0050,Maverick,HISTORY_OPT_6679_000C
"What NBA team won their 16th NBA Championship title on June 8,1986?",HISTORY_300d_0051,"Boston Celtics",HISTORY_OPT_16ba_000A
"Which of these songs was not on Bon Jovis chart-topping 1986 album Slippery When Wet?",HISTORY_917b_0052,"Ill Be There for You",HISTORY_OPT_74ab_000A
"When this significant event took place on January 28, 1986, students worldwide saw it on live television.",HISTORY_826b_0053,"Space Shuttle Challenger explodes",HISTORY_OPT_9d4c_000B
"The New York Mets were World Champions in baseball in the 1986 world series.",HISTORY_5467_0054,True,HISTORY_OPT_5234_000B
"Which one of these actors was not in the Academy Award winning Oliver Stone film Platoon?",HISTORY_2d31_0055,"Tom Cruise",HISTORY_OPT_9c7e_000D
"On what album released in 1986 would I find the following lyrics: When I was 17 I did what people told me, Did what my father said and let my mother mold me",HISTORY_9d00_0056,"Control - Janet Jackson",HISTORY_OPT_37b3_000B
"What southern sitcom, which debuted in 1986, are the following characters from: Julia, Suzanne, Mary Jo, Charlene, Anthony and Bernice?",HISTORY_377c_0057,"Designing Women",HISTORY_OPT_4e1f_000A
"This was an attempt to establish the use of the metric system in the United States. However it was not accepted and the US never converted.",HISTORY_2d37_0058,"The 1975 Metric Conversion Act",HISTORY_OPT_506a_000A
"This suspension bridge collapsed due to resonance - a twisting pattern never seen before, took the bridge down.",HISTORY_7875_0059,"The Tacoma Narrows Bridge",HISTORY_OPT_cc46_000C
"In early 1985 the manufacturer of this drink changed the recipe of the product, but after months of complaints, it was forced by the consumers to restore the original formula.",HISTORY_90ca_0060,"Coca Cola",HISTORY_OPT_2bda_000A
"At the time, this was the most complex ship, employing safety measures unseen before.  She was double-bottomed and separated into 16 watertight compartments. Nevertheless, she sank on her maiden voyage.",HISTORY_58cb_0061,Titanic,HISTORY_OPT_ab36_000A
"This rap artist, born Stanley Kirk Burrell was known for his lavish tours and catchy hooks.  However, his attempted restyling as a gangsta-rapper was a failure",HISTORY_3d87_0062,"MC Hammer",HISTORY_OPT_a48a_000A
"This aircraft was proposed by Boeing in the 80s, but never entered production due to excessive noise from its unducted fan engines and high production costs.",HISTORY_77fe_0063,"Boeing 7J7",HISTORY_OPT_d3c8_000B
"This tank was built during World War II, but had weight and speed issues.  It never saw battle.",HISTORY_5068_0064,"Panzerkampfwagen VIII Maus",HISTORY_OPT_a447_000A
"This 15,000 ton, German-built ship maintained a route from Tallinn to Stockholm.  In 1994, it sunk to the bottom of the Baltic Sea due to a badly designed bow door.",HISTORY_56cd_0065,"Estonia Ferry",HISTORY_OPT_bf81_000A
"Three of these political events occurred in the 80s. Which one happened earlier?",HISTORY_554a_0066,"The Winter of Discontent in the UK",HISTORY_OPT_ac2d_000C
"All of these famous political leaders lost their power in the 80s, except one. Can you spot him?",HISTORY_2268_0067,"Francois Mitterrand",HISTORY_OPT_603e_000C
"The AIDS epidemic was identified and named before 1980.",HISTORY_3af5_0068,False,HISTORY_OPT_7831_000B
"Mel Gibson starred in all of the following four movies. However, only one of them was produced during the 80s.  Which one?",HISTORY_3541_0069,"Lethal Weapon 2",HISTORY_OPT_d79e_000D
"The TV-series Taxi was first released during this period.",HISTORY_5702_0070,1970s,HISTORY_OPT_91c9_000C
"One of these TV productions was not released in the 80s.",HISTORY_ef95_0071,"Saturday Night Live",HISTORY_OPT_f13b_000C
"Michael Keatons debut was in the 80s.",HISTORY_0d47_0072,False,HISTORY_OPT_ac55_000A
"What Celtic chieftain fought Julius Caesar in Gaul, in the first century B.C.?",HISTORY_3e62_0073,Vercingetorix,HISTORY_OPT_504f_000A
"What Merovingian became king in the fifth century A.D.?",HISTORY_f183_0074,Clovis,HISTORY_OPT_1d0e_000B
"Archaic French is still spoken in the area of this once French colony, lost to the British in 1763.",HISTORY_edc4_0075,Quebec,HISTORY_OPT_ebf0_000A
"In what year did the French Revolution begin?",HISTORY_6a2d_0076,1789,HISTORY_OPT_c0d5_000A
"In what year was Napoleon Bonaparte crowned emperor of France?",HISTORY_efe3_0077,1804,HISTORY_OPT_0000_000B
"In what year did the French pull out of Indochina?",HISTORY_a2e8_0078,1954,HISTORY_OPT_ffce_000C
"What statesman became the first President, under the Fifth Republic of France, in 1959?",HISTORY_8258_0079,"Charles De Gaulle",HISTORY_OPT_2ed5_000C
"In what year was Francois Mitterrand elected President of  France?",HISTORY_0e24_0080,1981,HISTORY_OPT_9002_000D
"What French monarch was known as the Sun King?",HISTORY_9b83_0081,"Louis XIV",HISTORY_OPT_eeb1_000C
"Although he spent 32 years as a criminal, this Wild West rogue killed only a single person. He was mainly engaged in robbing banks and became the first criminal to use an automobile for his escape.",HISTORY_cdc5_0082,"Henry Starr",HISTORY_OPT_df52_000B
"This man killed his first victim at the age of 12. By the time he was 15 he had become an expert shot. As he was almost 6 feet tall, strong and quick in shooting, people were afraid of him. However, the $1,300 reward made some ordinary citizens work out an elaborate plan to capture him.",HISTORY_fe16_0083,"Cherokee Bill",HISTORY_OPT_e3d2_000D
"This famous outlaw was very friendly and most of his shooting was done in self defense. He became an outlaw after someone murdered his employer, Tunstall, whom he loved as a father. At Tunstalls funeral, this outlaw swore that he would kill every man who had been involved in the Tunstalls murder.",HISTORY_022b_0084,"Billy the Kid",HISTORY_OPT_68e3_000B
"While in charge of the guardhouse at San Carlos, this outlaw left his post to chase a man whom he considered responsible for his fathers death. When he came back, he argued with his superior and shot him in the leg. Arizona territorial legislature offered a $5,000 cash reward, but he was never captured.",HISTORY_055c_0085,"Apache Kid",HISTORY_OPT_584a_000C
"His first crime was breaking into a store and taking a pair of pants, leaving a message that he would pay later.  He went on to steal cattle from farmers, and later robbed the San Miguel Valley Bank robbery in Telluride, escaping with $20,000.",HISTORY_d75c_0086,"Butch Cassidy",HISTORY_OPT_d2b0_000C
"Although this criminal, who acted with his brother, would rob banks and trains, he was a favourite of the press of his day. In various journalistic materials he was often presented as the contemporary Robin Hood. It was a fact that he preferred to rob rich people, but it was simply because they had more money.",HISTORY_33aa_0087,"Jesse James",HISTORY_OPT_8c6b_000A
"After his father was killed, this man sought revenge. He joined Quantrills fighting force. It was reported that he often frothed at his mouth in his almost psychopathic rage in battles. Some sources say he had a silk string with knots for every shot Yankee.",HISTORY_87d2_0088,"William Bloody Bill Anderson",HISTORY_OPT_1633_000C
"This man was known as the Mexican Robin Hood. He set up a band of 5 members, all with the same first name. His band is credited with stealing more than $100,000 in gold and over 100 horses.",HISTORY_f9d2_0089,"Joaquin Murietta",HISTORY_OPT_56f9_000D
"This criminal was active during the Gold Rush. He was famous for leaving poems in the place of the gold that he had stolen. He never robbed valuables from the passengers of the stagecoaches, he preferred treasure boxes.",HISTORY_f422_0090,"Black Bart",HISTORY_OPT_3109_000D
"This man was nicknamed the King of the Cowboys after he took part in the gun fight at the OK Corral in Tombstone, Arizona. When in 1879 he went West in Arizona, he achieved still more infamy, as the main antagonist of Wyatt Earp.",HISTORY_123f_0091,"Johnny Ringo",HISTORY_OPT_ee3a_000A
"In August of 2005, a Category 4  hurricane devastated the Gulf coast of the U.S.,  leaving much of the city of New Orleans flooded and without power.  Name the hurricane responsible for this widespread swath of destruction.",HISTORY_a390_0092,Katrina,HISTORY_OPT_8727_000C
"On May 22, 1987, a multiple vortex tornado devastated this small Texas town.",HISTORY_5fcf_0093,Saragosa,HISTORY_OPT_b454_000A
"The towns of Dana, Enfield, Greenwich, and Prescott, Massachusetts were all disincorporated on April 28, 1938, because of the following.",HISTORY_8dbb_0094,"The land was needed for a large reservoir.",HISTORY_OPT_1d3c_000C
"Jonestown, Guyana, home to the Peoples Temple religious cult,  was virtually wiped off the map in November of 1978, when the cult leader induced 900 of his followers to drink cyanide laced Kool - Aid.  What was this cult leaders name?",HISTORY_4f3c_0095,"Rev. Jim Jones",HISTORY_OPT_a215_000C
"Muscogee, Florida was once a thriving village located 20 miles NW of Pensacola, Florida.  It was founded in 1857, yet by 1928 it was all but abandoned.  What was the cause of this towns demise?",HISTORY_f7cc_0096,"It was a lumber mill town, and in 1928, the mills were sold.",HISTORY_OPT_0235_000B
"Sinepuxent, a town on the eastern shore of Maryland, was destroyed by a tornado in 1818, and never rebuilt.",HISTORY_8f06_0097,False,HISTORY_OPT_8143_000A
"Napoleon, Arkansas, a once thriving river town situated near the confluence of the Arkansas and Mississippi rivers, was flooded by the two rivers, but was successfully rebuilt.",HISTORY_284b_0098,No,HISTORY_OPT_347e_000B
"New Burlington, Ohio was once a community located in NW Clinton County, Ohio.  It was flooded when the U.S. Government  flooded Caesar Creek in order to construct a reservoir.  When did this take place?",HISTORY_33c2_0099,1970s,HISTORY_OPT_2b46_000C
"Achilles, Kansas was a thriving town whose heyday ran from the 1870s to approximately 1915.   By the year 1930, it was all but defunct.  What was responsible for this towns demise?",HISTORY_33bb_0100,"It was bypassed by the railroad.",HISTORY_OPT_c76d_000C
"In 1988, this talk show host once brought out 67 pound of animal fat to show how much weight they lost.",HISTORY_662f_0101,"Oprah Winfrey",HISTORY_OPT_6fb1_000A
"This musician sang about an Uptown Girl in 1983.",HISTORY_485b_0102,"Billy Joel",HISTORY_OPT_b2ba_000D
"Mr. Rogers, from the childrens television show Mr. Rogers Neighborhood, once donated a sweater his mother made him to the Smithsonian National Museum of American History.",HISTORY_e2de_0103,True,HISTORY_OPT_acf6_000B
"Amy Carter, daughter of former president Jimmy Carter, was arrested in 1987 for protesting against campus CIA recruitment.",HISTORY_5124_0104,True,HISTORY_OPT_1159_000B
"This group is known for their 1984 song Were Not Gonna Take It.",HISTORY_32b7_0105,"Twisted Sister",HISTORY_OPT_0540_000D
"What term did hippies use to refer to the institutions and structures they rejected?",HISTORY_24a0_0106,"The Establishment",HISTORY_OPT_ddd8_000D
"The term Summer of Love, associated with the hippie counterculture movement, refers to the summer of what year?",HISTORY_4d1c_0107,1967,HISTORY_OPT_12e8_000D
"Which of these artists did not participate in the Woodstock festival, an event regarded as the high point of the hippie movement?",HISTORY_0937_0108,"Bob Dylan",HISTORY_OPT_5259_000B
"In this 1979 movie, Claude Bukowski, a boy from Oklahoma, visits New York City and befriends a group of hippies before being sent to an Army training camp.",HISTORY_9505_0109,Hair,HISTORY_OPT_facd_000B
"Which American novelist, held Acid Tests in the 1960s, together with his circle of friends, known as the Merry Pranksters?",HISTORY_94cc_0110,"Ken Kesey",HISTORY_OPT_cbd0_000D
"The Free Speech Movement was a student protest that began in 1964 on the campus of which university?",HISTORY_5d14_0111,"University of California, Berkeley",HISTORY_OPT_fceb_000A
"Which British band released the hit single Hippy Hippy Shake in 1963?",HISTORY_3a54_0112,"The Swinging Blue Jeans",HISTORY_OPT_3b06_000A
"Which of these 1960s famous hippie gatherings did not take place in San Francisco?",HISTORY_1787_0113,Nambassa,HISTORY_OPT_f39c_000C
"Which 1970 book includes advice on such topics as growing marijuana, starting a pirate radio station and stealing food?",HISTORY_4b42_0114,"Steal This Book",HISTORY_OPT_a5fc_000D
"In 1969, John Lennon and Yoko Ono held two, week-long Bed-Ins for Peace. In which city was their first Bed-In?",HISTORY_5839_0115,Amsterdam,HISTORY_OPT_26b7_000A
"The Vietnam War is viewed not just as a conflict between South Vietnam and North Vietnam, but as a conflict of ideology between the communist block and western values. Which of these countries did not belong to the coalition of forces that supported the western-oriented, South Vietnam?",HISTORY_6da8_0116,"The United Kingdom",HISTORY_OPT_56b9_000A
"This Academy Award-winning film, directed by Oliver Stone, is based on the autobiographical book of Ron Kovic, a Vietnam War veteran, who became an anti-war activist.",HISTORY_a184_0117,"Born on the 4th of July",HISTORY_OPT_73ee_000A
"This is the code name of the bombing operation in North Vietnam, carried out by the US armed forces, which lasted between 1965 and 1968.",HISTORY_37e8_0118,"Operation Rolling Thunder",HISTORY_OPT_ea4c_000B
"This US President introduced his policy of ‘vietnamization’- enabling the South Vietnamese to take more responsibility for fighting the war on their own.",HISTORY_da82_0119,"Richard Nixon",HISTORY_OPT_773a_000B
"This communist offensive, launched on January 30, 1968, which comprised attacks on major cities and military bases throughout South Vietnam, was named after an important Vietnamese public holiday.",HISTORY_6e52_0120,"Tet Offensive",HISTORY_OPT_560c_000A
"Shooting at anti-war demonstrators at this university on May 4, 1970, triggered a nationwide student strike across America.",HISTORY_caa8_0121,"Kent State University",HISTORY_OPT_6064_000C
"Name the route running from South Vietnam through Laos and Cambodia into North Vietnam, used by North Vietnamese for sending soldiers to the south and for supplying the NLF (National Liberation Front ).",HISTORY_9b0e_0122,"Ho Chi Minh Trail",HISTORY_OPT_0490_000D
"This American diplomat and statesman served as a National Security Advisor and later as a Secretary of State. He was awarded the 1973 Nobel Peace Prize for his role in negotiating a ceasefire and US withdrawal from the war in Vietnam.",HISTORY_81c9_0123,"Henry Kissinger",HISTORY_OPT_4f1d_000B
"This American was sentenced to life in prison, because in 1968 he led the My Lai massacre of Vietnamese civilians, including women, children and elderly men.",HISTORY_8af9_0124,"William Calley",HISTORY_OPT_57c6_000C
"In this film, set during the Vietnam war, the following words are delivered by Lieutenant Colonel Bill Kilgore:  You smell that? Do you smell that? Napalm, son. Nothing else in the world smells like that. I love the smell of napalm in the morning.",HISTORY_5674_0125,"Apocalypse Now",HISTORY_OPT_1848_000B
"Two months after South Carolina seceded from the Union on December 21, 1860, Mississippi, Florida, Alabama, Georgia, and North Carolina voted to secede as well.",HISTORY_1e18_0126,False,HISTORY_OPT_6943_000B
"What Union General in charge was defeated during the First Battle of Bull Run, the first major land battle of the American Civil War?",HISTORY_8193_0127,McDowell,HISTORY_OPT_1d0f_000D
"During the American Civil War, in April 1862, Union Flag Officer David Farragut, who was in command of the West Gulf Blockading Squadron, took control of which vital port of the South?",HISTORY_5f5a_0128,"New Orleans",HISTORY_OPT_2b99_000B
"After the death of this Confederate general on on May 10, 1863, General Lee remarked, I have lost my right arm.",HISTORY_ebf0_0129,Jackson,HISTORY_OPT_1201_000B
"What African American Regiment helped to assault Fort Wagner in South Carolina during the American Civil War?",HISTORY_1334_0130,"54th Massachusetts",HISTORY_OPT_73cf_000D
"Which general commanded the Confederate forces at the Battle of Gettysburg, that started on July 1, 1863?",HISTORY_c8f4_0131,"Robert E. Lee",HISTORY_OPT_9731_000C
"Ulysses S. Grant and Robert E. Lee served together in which military conflict, regarded as a prelude to the American Civil War?",HISTORY_219d_0132,"Mexican War",HISTORY_OPT_a7c3_000B
"What play was President Lincoln watching at Fords Theatre, when he was assassinated by a Southern sympathizer from Maryland?",HISTORY_60c9_0133,"Our American Cousin",HISTORY_OPT_9aa4_000B
"The Battle of Worcester, the Battle of Hopton Heath, and the Battle of Winceby are just three of the battles during this civil war.",HISTORY_5acf_0134,"English Civil War",HISTORY_OPT_eecb_000D
"The Battle of Grunwald, the Battle of Chojnice, and the Battle of Swiecin are three battles fought during this war.",HISTORY_94a0_0135,"Thirteen Years War",HISTORY_OPT_e24a_000D
"The Battle of Ludford Bridge, the First Battle of St Albans, and the Battle of Blore Heath are three battles fought during this war.",HISTORY_1915_0136,"Wars of the Roses",HISTORY_OPT_9005_000D
"The Battle of Sandepu, the Battle of Mukden, and the Battle of Dairen are just three of the battles fought during this war.",HISTORY_ae88_0137,"Russo-Japanese War",HISTORY_OPT_bc4b_000A
"The Battle of Passchendaele, the Battle of Cer, and the Battle of the Frontiers were fought during this war.",HISTORY_22b7_0138,WWI,HISTORY_OPT_8039_000A
"The Battle of El Alamein, the Battle of Narvik, and the Battle of Crete were fought during this war.",HISTORY_f069_0139,WWII,HISTORY_OPT_71bd_000B
"The Battle of the Nile, the Battle of Radzyn, and the Battle of Aspern-Essling.",HISTORY_8784_0140,"Napoleonic Wars",HISTORY_OPT_fdfc_000B
"The Battle of Custoza, the Battle of Palestro, and the Battle of Calatafimi.",HISTORY_d7c1_0141,"Italian Independence wars",HISTORY_OPT_5d20_000A
"The Battle of Uji, the Battle of Dan-no-ura, and the Battle of Muroyama were all fought during this war.",HISTORY_42d9_0142,"Genpei War",HISTORY_OPT_ccd4_000B
"The Battle of Ap Bac, the Battle of Dak To, and the Battle of Hamburger Hill.",HISTORY_3381_0143,"Vietnam War",HISTORY_OPT_d7f3_000C
"The allies of WW2 initially consisted of three countries, which were later joined by others. Which of these countries never joined the Allies?",HISTORY_f82d_0144,Japan,HISTORY_OPT_72f1_000A
"Which was the formal reason for the end of World War II, on September 2, 1945?",HISTORY_7f72_0145,"The formal surrender of Japan",HISTORY_OPT_39f1_000D
"What two countries were invaded by Germany on 9 April 1940?",HISTORY_4fa5_0146,"Norway and Denmark",HISTORY_OPT_4e58_000D
"In which month of 1940 did the Soviet Union occupy Latvia, Lithuania, and Estonia?",HISTORY_f96a_0147,June,HISTORY_OPT_24a9_000B
"On 28 October 1940, launching the invasion from bases in Albania, Italy invaded this country.",HISTORY_570a_0148,Greece,HISTORY_OPT_9293_000A
"Nazi Germanys attempt at invading the Soviet Union, known as Operation Barbarossa, started on what date?",HISTORY_d534_0149,"22 June, 1941",HISTORY_OPT_0d42_000B
"This strategic meeting between the heads of the governments of the United Kingdom and the United States took place from December 22, 1941 to January 14, 1942.",HISTORY_31f7_0150,"The Arcadia Conference",HISTORY_OPT_2959_000A
"What happened on July 14,1789?",HISTORY_3c99_0151,"A mob of French peasants stormed the Bastille and started the French Revolution",HISTORY_OPT_427a_000D
"Which of these events occurred on November  22, 1963?",HISTORY_3ac7_0152,"John F. Kennedy was assassinated in Dallas",HISTORY_OPT_fdcc_000C
"The date November 11, 1918 is famous with what event?",HISTORY_3937_0153,"World War I ended",HISTORY_OPT_8c86_000C
"What historical event took place on October 14, 1066 AD?",HISTORY_e137_0154,"England was conquered by the Normans in the Battle of Hastings",HISTORY_OPT_d707_000D
"What happened on July 4, 1826?",HISTORY_0c7d_0155,"Both Thomas Jefferson and John Adams died",HISTORY_OPT_e88b_000D
"What historical event occurred on March 15, 44 BC?",HISTORY_5567_0156,"Julius Caesar was assassinated by members of the Roman senate",HISTORY_OPT_1197_000A
"Which of these events took place on June 18, 1815?",HISTORY_aac3_0157,"Napoleon was beaten at Waterloo",HISTORY_OPT_8ef8_000C
"Which of the following events happened on March,1692?",HISTORY_9387_0158,"The Salem witch trials began in New England",HISTORY_OPT_85a1_000B
"The date July 2, 1937 is remembered with what event?",HISTORY_2787_0159,"Amelia Earhart and her co-pilot disappeared flying across the Pacific Ocean",HISTORY_OPT_7e0e_000B
"Which of these events occurred on December 29, 1170 AD?",HISTORY_fb55_0160,"Thomas Becket, Archbishop of Canterbury, was slain in his church",HISTORY_OPT_2b74_000A
"With what nations military did the US conduct desert exercises in 1981?",HISTORY_bba5_0161,Egypt,HISTORY_OPT_61ed_000C
"The US mining of what nations harbors created a congressional frenzy in April of 1984 and was  a case heard by the International Court of Justice?",HISTORY_a8f0_0162,Nicaragua,HISTORY_OPT_250e_000D
"The US Federal Governments deficit in 1983 exceeded $250 billion?",HISTORY_d0e2_0163,False,HISTORY_OPT_4572_000A
"In what state was Claus von Bulow prosecuted?",HISTORY_2888_0164,"Rhode Island",HISTORY_OPT_85a9_000A
"President Reagan was shot in 1981 as he left this hotel.",HISTORY_25b1_0165,"The Washington Hilton",HISTORY_OPT_5109_000B
"By 1983, less than 10% of all movie theaters in America had only one of these.",HISTORY_9aac_0166,Screen,HISTORY_OPT_1640_000D
"What major comic book character underwent a costume change in 1984, wearing a suit that was black and white instead of blue and red?",HISTORY_e264_0167,Spiderman,HISTORY_OPT_501b_000B
"Iran invaded Iraq in 1981.",HISTORY_dc28_0168,False,HISTORY_OPT_11d9_000A
"The Battle of Gettysburg was fought on these dates.",HISTORY_6529_0169,"July 1-2-3, 1863",HISTORY_OPT_5bd7_000A
"Robert E. Lee commanded the Confederate army at Gettysburg. Who led the Union forces?",HISTORY_af49_0170,"George Meade",HISTORY_OPT_5a32_000A
"Which of these landmarks could not be found on the Gettysburg battlefield?",HISTORY_63eb_0171,"Hells Half Acre",HISTORY_OPT_f647_000C
