OID,QID,text
KIDS_OPT_f6a5_000B,KIDS_fab5_0040,"Marietta Edgecombe"
KIDS_OPT_e726_000C,KIDS_fab5_0040,"Cho Chang"
KIDS_OPT_a7b9_000D,KIDS_fab5_0040,"Ginny Weasly"
KIDS_OPT_992b_000A,KIDS_cfca_0041,"Harry potter and the Order of the Phoniex"
KIDS_OPT_26a5_000B,KIDS_cfca_0041,"Harry Potter and the Half-Blood Prince"
KIDS_OPT_f1ae_000C,KIDS_cfca_0041,"Harry Potter and the Chamber of Secrets"
KIDS_OPT_788a_000D,KIDS_cfca_0041,"Harry Potter and the Prisoner of Azkaban"
KIDS_OPT_81df_000A,KIDS_d7a8_0042,1999
KIDS_OPT_7de9_000B,KIDS_d7a8_0042,"None of these"
KIDS_OPT_0bd8_000C,KIDS_d7a8_0042,2000
KIDS_OPT_c403_000D,KIDS_d7a8_0042,2001
KIDS_OPT_7b55_000A,KIDS_0ecb_0043,"Quill pen"
KIDS_OPT_f1d1_000B,KIDS_0ecb_0043,Fireplace
KIDS_OPT_0eb8_000C,KIDS_0ecb_0043,Crayon
KIDS_OPT_1713_000D,KIDS_0ecb_0043,"Horn book"
KIDS_OPT_9654_000A,KIDS_ef23_0044,Skateboarding
KIDS_OPT_dc7d_000B,KIDS_ef23_0044,"Using a dishwasher"
KIDS_OPT_361a_000C,KIDS_ef23_0044,"Reading McGuffey"
KIDS_OPT_7cd1_000D,KIDS_ef23_0044,"Ordering pizza"
KIDS_OPT_a739_000A,KIDS_8e2f_0045,"Went to school"
KIDS_OPT_d10f_000B,KIDS_8e2f_0045,"Worked on his autobiography"
KIDS_OPT_5d52_000C,KIDS_8e2f_0045,"Worked on many inventions, including electricity"
KIDS_OPT_7de3_000D,KIDS_8e2f_0045,"Worked as an apprentice"
KIDS_OPT_3861_000A,KIDS_a198_0046,"Jane Addams"
KIDS_OPT_faa6_000B,KIDS_a198_0046,"Harriet Tubman"
KIDS_OPT_d258_000C,KIDS_a198_0046,"Betty Ross"
KIDS_OPT_d5b2_000D,KIDS_a198_0046,"Florence Nightingale"
KIDS_OPT_5900_000A,KIDS_3c00_0047,"I have a dream."
KIDS_OPT_fdb1_000B,KIDS_3c00_0047,"Give me liberty or give me death."
KIDS_OPT_f6f2_000C,KIDS_3c00_0047,"I have not yet begun to fight."
KIDS_OPT_f77a_000D,KIDS_3c00_0047,"I shall return."
KIDS_OPT_5994_000A,KIDS_f388_0048,"Emancipation Proclamation"
KIDS_OPT_0c39_000B,KIDS_f388_0048,"Louisiana Purchase"
KIDS_OPT_3350_000C,KIDS_f388_0048,"Declaration of Independence"
KIDS_OPT_3819_000D,KIDS_f388_0048,"Boston Tea Party"
KIDS_OPT_f99e_000A,KIDS_cf43_0049,1588
KIDS_OPT_6b05_000B,KIDS_cf43_0049,1498
KIDS_OPT_f0c3_000C,KIDS_cf43_0049,1600
KIDS_OPT_1589_000D,KIDS_cf43_0049,1763
KIDS_OPT_d3ef_000A,KIDS_7110_0050,Dolphin
KIDS_OPT_e9ee_000B,KIDS_7110_0050,Seal
KIDS_OPT_2fae_000C,KIDS_7110_0050,Anteater
KIDS_OPT_d24a_000D,KIDS_7110_0050,Kangaroo
KIDS_OPT_bb54_000A,KIDS_03df_0051,Fox
KIDS_OPT_c6c3_000B,KIDS_03df_0051,Bear
KIDS_OPT_8428_000C,KIDS_03df_0051,Cheetah
KIDS_OPT_1e60_000D,KIDS_03df_0051,Horse
KIDS_OPT_7a06_000A,KIDS_e370_0052,Ant
KIDS_OPT_4f7c_000B,KIDS_e370_0052,Fly
KIDS_OPT_1f1c_000C,KIDS_e370_0052,Cockroach
KIDS_OPT_8ad4_000D,KIDS_e370_0052,Grasshopper
KIDS_OPT_ec35_000A,KIDS_5afa_0053,Elephant
KIDS_OPT_09db_000B,KIDS_5afa_0053,Rabbit
KIDS_OPT_0729_000C,KIDS_5afa_0053,Bear
KIDS_OPT_df65_000D,KIDS_5afa_0053,Horse
KIDS_OPT_506c_000A,KIDS_f6dd_0054,"Chow Chow"
KIDS_OPT_f8f2_000B,KIDS_f6dd_0054,Pitbull
KIDS_OPT_7e0d_000C,KIDS_f6dd_0054,Hound
KIDS_OPT_42c7_000D,KIDS_f6dd_0054,Setter
KIDS_OPT_d559_000A,KIDS_35fd_0055,Giraffe
KIDS_OPT_40e9_000B,KIDS_35fd_0055,Elephant
KIDS_OPT_c25e_000C,KIDS_35fd_0055,Zebra
KIDS_OPT_d800_000D,KIDS_35fd_0055,Camel
KIDS_OPT_a1a4_000A,KIDS_f158_0056,Cat
KIDS_OPT_19f8_000B,KIDS_f158_0056,Anteater
KIDS_OPT_6de9_000C,KIDS_f158_0056,Rat
KIDS_OPT_3679_000D,KIDS_f158_0056,Weasel
KIDS_OPT_bcf4_000A,KIDS_5b08_0057,Snakes
KIDS_OPT_c08f_000B,KIDS_5b08_0057,Frogs
KIDS_OPT_e075_000C,KIDS_5b08_0057,Fish
KIDS_OPT_ffbc_000D,KIDS_5b08_0057,Eel
KIDS_OPT_2d28_000A,KIDS_e564_0058,Mackerel
KIDS_OPT_9a21_000B,KIDS_e564_0058,Dolphins
KIDS_OPT_4603_000C,KIDS_e564_0058,Salmon
KIDS_OPT_9fbd_000D,KIDS_e564_0058,"Tuna fish"
KIDS_OPT_76a6_000A,KIDS_f284_0059,Skunk
KIDS_OPT_6ab3_000B,KIDS_f284_0059,Turbot
KIDS_OPT_7f9e_000C,KIDS_f284_0059,Horse
KIDS_OPT_2e62_000D,KIDS_f284_0059,Deer
KIDS_OPT_5539_000A,KIDS_8a3a_0060,Divination
KIDS_OPT_0839_000B,KIDS_8a3a_0060,Arithmancy
KIDS_OPT_d065_000C,KIDS_8a3a_0060,"Muggle Studies"
KIDS_OPT_eed5_000D,KIDS_8a3a_0060,Potions
KIDS_OPT_097b_000A,KIDS_3c70_0061,"None of these is correct"
KIDS_OPT_d80d_000B,KIDS_3c70_0061,9
KIDS_OPT_e11b_000C,KIDS_3c70_0061,13
KIDS_OPT_d4cf_000D,KIDS_3c70_0061,12
KIDS_OPT_9353_000A,KIDS_0f19_0062,"Batgut Buckshot"
KIDS_OPT_8361_000B,KIDS_0f19_0062,"Bathilda Baghide"
KIDS_OPT_62d9_000C,KIDS_0f19_0062,"Hilda Bagshot"
KIDS_OPT_ed9d_000D,KIDS_0f19_0062,"Bathilda Bagshot"
KIDS_OPT_3363_000A,KIDS_d547_0063,False
KIDS_OPT_a06d_000B,KIDS_d547_0063,True
KIDS_OPT_7621_000A,KIDS_9aa9_0064,"Professor Lupin"
KIDS_OPT_b98f_000B,KIDS_9aa9_0064,"The Bloody Baron"
KIDS_OPT_3d6e_000C,KIDS_9aa9_0064,Harry
KIDS_OPT_bd30_000D,KIDS_9aa9_0064,"Professor Lockhart"
KIDS_OPT_fa3d_000A,KIDS_7f63_0065,"James - Antlers"
KIDS_OPT_ea1f_000B,KIDS_7f63_0065,"Pettigrew - Wormtail"
KIDS_OPT_4c2c_000C,KIDS_7f63_0065,"Lupin - Moony"
KIDS_OPT_10cd_000D,KIDS_7f63_0065,"Sirius - Padfoot"
KIDS_OPT_756a_000A,KIDS_2f82_0066,Scrimgeour
KIDS_OPT_50ac_000B,KIDS_2f82_0066,Weasly
KIDS_OPT_4a95_000C,KIDS_2f82_0066,Umbridge
KIDS_OPT_950e_000D,KIDS_2f82_0066,Fudge
KIDS_OPT_aa8d_000A,KIDS_d256_0067,"no one"
KIDS_OPT_10fb_000B,KIDS_d256_0067,Bill
KIDS_OPT_8288_000C,KIDS_d256_0067,Lupin
KIDS_OPT_7094_000D,KIDS_d256_0067,Ron
KIDS_OPT_b5db_000A,KIDS_9db0_0068,Ginny
KIDS_OPT_f2f8_000B,KIDS_9db0_0068,Luna
KIDS_OPT_d404_000C,KIDS_9db0_0068,Romilda
KIDS_OPT_9807_000D,KIDS_9db0_0068,Cho
KIDS_OPT_30ce_000A,KIDS_d86f_0069,Veritaserum
KIDS_OPT_4254_000B,KIDS_d86f_0069,"Draught of Living Death"
KIDS_OPT_6026_000C,KIDS_d86f_0069,"Draught of Death"
KIDS_OPT_6032_000D,KIDS_d86f_0069,"Felix Felicis"
KIDS_OPT_5169_000A,KIDS_41a4_0070,Lily
KIDS_OPT_87c2_000B,KIDS_41a4_0070,Mekare
KIDS_OPT_4881_000C,KIDS_41a4_0070,Jane
KIDS_OPT_4bac_000D,KIDS_41a4_0070,Merope
KIDS_OPT_573b_000A,KIDS_001a_0071,abysmal
KIDS_OPT_56ed_000B,KIDS_001a_0071,"caput draconis"
KIDS_OPT_7387_000C,KIDS_001a_0071,abstinence
KIDS_OPT_a106_000D,KIDS_001a_0071,abstraction
KIDS_OPT_9890_000A,KIDS_1486_0072,Neville
KIDS_OPT_7369_000B,KIDS_1486_0072,Ron
KIDS_OPT_f253_000C,KIDS_1486_0072,"They all were"
KIDS_OPT_4451_000D,KIDS_1486_0072,Harry
KIDS_OPT_5b9c_000A,KIDS_c72e_0073,False
KIDS_OPT_6706_000B,KIDS_c72e_0073,True
KIDS_OPT_a8bf_000A,KIDS_3a57_0074,"J.R. Rolling"
KIDS_OPT_6276_000B,KIDS_3a57_0074,"J.R. Tolkien"
KIDS_OPT_f8aa_000C,KIDS_3a57_0074,"J.K. Rowling"
KIDS_OPT_34ff_000D,KIDS_3a57_0074,"Gilderoy Lockhart"
KIDS_OPT_0a8f_000A,KIDS_7410_0075,2000
KIDS_OPT_9f6e_000B,KIDS_7410_0075,1989
KIDS_OPT_fccb_000C,KIDS_7410_0075,2001
KIDS_OPT_9522_000D,KIDS_7410_0075,1998
KIDS_OPT_1381_000A,KIDS_99a6_0076,"a house dwarf"
KIDS_OPT_35f3_000B,KIDS_99a6_0076,"a house Imp"
KIDS_OPT_95b5_000C,KIDS_99a6_0076,"a house nymph"
KIDS_OPT_bf59_000D,KIDS_99a6_0076,"a house elf"
KIDS_OPT_8370_000A,KIDS_e7ee_0077,Lupin
KIDS_OPT_1239_000B,KIDS_e7ee_0077,"Stan Shunpike"
KIDS_OPT_7b16_000C,KIDS_e7ee_0077,"Gilderoy Lockhart"
KIDS_OPT_d87b_000D,KIDS_e7ee_0077,Rowling
KIDS_OPT_5dc4_000A,KIDS_3c82_0078,"a black willow tree"
KIDS_OPT_8ac9_000B,KIDS_3c82_0078,"a whomping willow tree"
KIDS_OPT_bc35_000C,KIDS_3c82_0078,"a deadwood Tree"
KIDS_OPT_6e1f_000D,KIDS_3c82_0078,"a weeping willow tree"
KIDS_OPT_7489_000A,KIDS_2e1d_0079,"Moaning Molly"
KIDS_OPT_7409_000B,KIDS_2e1d_0079,"Moaning Martha"
KIDS_OPT_417e_000C,KIDS_2e1d_0079,"Moaning Myrtle"
KIDS_OPT_b4c6_000D,KIDS_2e1d_0079,"Moaning Mary"
KIDS_OPT_da0d_000A,KIDS_9fea_0080,"Cho Chang"
KIDS_OPT_986f_000B,KIDS_9fea_0080,"None of these"
KIDS_OPT_a821_000C,KIDS_9fea_0080,"Draco Malfoy"
KIDS_OPT_7e57_000D,KIDS_9fea_0080,"Ginny Weasley"
KIDS_OPT_8d1f_000A,KIDS_2973_0081,parseltongue
KIDS_OPT_1b2d_000B,KIDS_2973_0081,"none of these"
KIDS_OPT_5c2c_000C,KIDS_2973_0081,parsellanguage
KIDS_OPT_d573_000D,KIDS_2973_0081,parselspeak
KIDS_OPT_62e0_000A,KIDS_8295_0082,Wales
KIDS_OPT_1318_000B,KIDS_8295_0082,Scotland
KIDS_OPT_18ba_000C,KIDS_8295_0082,England
KIDS_OPT_ef97_000D,KIDS_8295_0082,"Northern Ireland"
KIDS_OPT_a787_000A,KIDS_3843_0083,"Workers of the Postal Union 151"
KIDS_OPT_27b3_000B,KIDS_3843_0083,"Owl post"
KIDS_OPT_667f_000C,KIDS_3843_0083,"United Parcel Service"
KIDS_OPT_69a5_000D,KIDS_3843_0083,"Postal carriage"
KIDS_OPT_e49e_000A,KIDS_0a34_0084,Internet
KIDS_OPT_4d39_000B,KIDS_0a34_0084,Fireplaces
KIDS_OPT_db6d_000C,KIDS_0a34_0084,Toilets
KIDS_OPT_d1fa_000D,KIDS_0a34_0084,Fedex
KIDS_OPT_1b91_000A,KIDS_bee6_0085,Eagle
KIDS_OPT_5b63_000B,KIDS_bee6_0085,Panda
KIDS_OPT_b961_000C,KIDS_bee6_0085,Serpent
KIDS_OPT_d74c_000D,KIDS_bee6_0085,Lion
KIDS_OPT_158c_000A,KIDS_cd79_0086,"750 meter highrise, which is the tallest building in the wizarding world."
KIDS_OPT_c912_000B,KIDS_cd79_0086,Wigwam
KIDS_OPT_70ae_000C,KIDS_cd79_0086,"Wooden cabin"
KIDS_OPT_6e75_000D,KIDS_cd79_0086,"A miniature copy of the Tower of Piza"
KIDS_OPT_685e_000A,KIDS_69c1_0087,"Ford Anglia"
KIDS_OPT_0bf7_000B,KIDS_69c1_0087,"Apache helicopter"
KIDS_OPT_7322_000C,KIDS_69c1_0087,"Boeing 767"
KIDS_OPT_fd60_000D,KIDS_69c1_0087,"Flying carpet"
KIDS_OPT_90f9_000A,KIDS_5cdf_0088,Monopoly
KIDS_OPT_02e6_000B,KIDS_5cdf_0088,Checkers
KIDS_OPT_871e_000C,KIDS_5cdf_0088,Chess
KIDS_OPT_f300_000D,KIDS_5cdf_0088,Scrabble
KIDS_OPT_68bc_000A,KIDS_e7d1_0089,Hydroplane
KIDS_OPT_ad21_000B,KIDS_e7d1_0089,Motorcycle
KIDS_OPT_4975_000C,KIDS_e7d1_0089,Lamborghini
KIDS_OPT_eccf_000D,KIDS_e7d1_0089,"Hot air balloon"
KIDS_OPT_3ca2_000A,KIDS_e0f0_0090,"A hippopotamus and a vulture"
KIDS_OPT_94b7_000B,KIDS_e0f0_0090,"An eagle and a lion"
KIDS_OPT_f8ac_000C,KIDS_e0f0_0090,"A hawk and a donkey"
KIDS_OPT_6953_000D,KIDS_e0f0_0090,"An eagle and a horse"
KIDS_OPT_ef7c_000A,KIDS_3281_0091,Women
KIDS_OPT_47c6_000B,KIDS_3281_0091,Snakes
KIDS_OPT_3ef6_000C,KIDS_3281_0091,Centaurs
KIDS_OPT_3236_000D,KIDS_3281_0091,Elfs
KIDS_OPT_5ec7_000A,KIDS_6415_0092,"how tall the tree is"
KIDS_OPT_7784_000B,KIDS_6415_0092,"how old the tree is"
KIDS_OPT_b34a_000C,KIDS_6415_0092,"whether or not it is a fruit bearing tree"
KIDS_OPT_380a_000D,KIDS_6415_0092,"what type of tree it is"
KIDS_OPT_fa65_000A,KIDS_fbc8_0093,True
KIDS_OPT_ae0c_000B,KIDS_fbc8_0093,False
KIDS_OPT_cc59_000A,KIDS_0d99_0094,True
KIDS_OPT_affa_000B,KIDS_0d99_0094,False
KIDS_OPT_e855_000A,KIDS_7733_0095,False
KIDS_OPT_dc43_000B,KIDS_7733_0095,True
KIDS_OPT_ab16_000A,KIDS_98d0_0096,False
KIDS_OPT_ea09_000B,KIDS_98d0_0096,True
KIDS_OPT_760e_000A,KIDS_95e9_0097,"Peter, Annie, Alan, Lucy"
KIDS_OPT_8590_000B,KIDS_95e9_0097,"Peter, Susan, Edmund, Sydney"
KIDS_OPT_5d23_000C,KIDS_95e9_0097,"Peter, Susan, Edmund, Lucy"
KIDS_OPT_0b84_000D,KIDS_95e9_0097,"Peter, Sally, Edward, Lucinda"
KIDS_OPT_f4d1_000A,KIDS_1371_0098,"The Red Witch"
KIDS_OPT_cf4d_000B,KIDS_1371_0098,"The Evil Witch"
KIDS_OPT_be98_000C,KIDS_1371_0098,"The Terrible Witch of the West"
KIDS_OPT_df3f_000D,KIDS_1371_0098,"The White Witch"
KIDS_OPT_00c3_000A,KIDS_8e7d_0099,True
KIDS_OPT_e32e_000B,KIDS_8e7d_0099,False
KIDS_OPT_bb1d_000A,KIDS_7b08_0100,"Turkish Delight"
KIDS_OPT_19f5_000B,KIDS_7b08_0100,"Laffy Taffy"
KIDS_OPT_6056_000C,KIDS_7b08_0100,"Jolly Rancher"
KIDS_OPT_8482_000D,KIDS_7b08_0100,"Turkish Joy"
KIDS_OPT_0197_000A,KIDS_778b_0101,Yes
KIDS_OPT_bcf8_000B,KIDS_778b_0101,No
KIDS_OPT_db45_000A,KIDS_ac1c_0102,green
KIDS_OPT_02bf_000B,KIDS_ac1c_0102,brown
KIDS_OPT_4094_000C,KIDS_ac1c_0102,hazel
KIDS_OPT_729b_000D,KIDS_ac1c_0102,blue
KIDS_OPT_5c31_000A,KIDS_84f0_0103,No
KIDS_OPT_a55c_000B,KIDS_84f0_0103,Yes
KIDS_OPT_2ec8_000A,KIDS_aaa3_0104,False
KIDS_OPT_abfb_000B,KIDS_aaa3_0104,True
