question,QID,answer,answer_OID
"The longest river in Europe is Volga. But do you know which is the second longest one? It flows through several major European cities, such as Ulm, Vienna, Bratislava, Budapest and Belgrade. The river empties in the Black Sea on the terrirories of Romania and Ukraine.",GEOGRAPHY_07a9_0016,Danube,GEOGRAPHY_OPT_6233_000C
"The Ganges river is considered to be a holy in India. There is a Hindu legend that the river was created from the sweat of the feet of Vishnu, collected by Brahma. According to Hindu beliefs, if you bathe in the waters of Ganges, it will wash away your sins. However this is not very hygienic, as the river is badly polluted by cremated corpses, carcasses, waste from factories and more.  Where does this river empty?",GEOGRAPHY_814e_0017,"The Bay of Bengal",GEOGRAPHY_OPT_00d4_000A
"Victoria Falls is one of the most spectacular waterfalls in the world. The falls are named after Queen Victoria by David Livingstone, the explorer who visited them in 1855. The falls are 128 m (420 ft) high and are situated on this river.",GEOGRAPHY_2984_0018,Zambezi,GEOGRAPHY_OPT_f261_000A
"The Nile is generally considered the longest river in the world.  The source of this mighty river remained unknown for centuries. Finally Lake Victoria was decided to be its source, although there are other theories. Lake Victoria is located on the territories of these three countries.",GEOGRAPHY_adb7_0019,"Uganda, Kenya and Tanzania",GEOGRAPHY_OPT_0cdf_000C
"Name the line, which is the same distance from the North Pole and South Pole and runs horizontally around the world.",GEOGRAPHY_3f54_0020,Equator,GEOGRAPHY_OPT_d25c_000B
"What term refers to the horizontal line, 23.5 degrees S, which passes through South America, Africa, and Australia?",GEOGRAPHY_3a62_0021,"Tropic of Capricorn",GEOGRAPHY_OPT_857e_000C
"Which continents are entirely in the Southern Hemisphere?",GEOGRAPHY_13cd_0022,"Australia and Antarctica",GEOGRAPHY_OPT_ea16_000B
"Which continents (landmasses, not peripheral islands) are entirely in the Northern Hemisphere?",GEOGRAPHY_295d_0023,"North America, Europe, and Asia",GEOGRAPHY_OPT_1e13_000D
"Which continents are entirely in the Western Hemisphere?",GEOGRAPHY_613d_0024,"North America and South America",GEOGRAPHY_OPT_a557_000D
"Which feature on a map helps determine direction?",GEOGRAPHY_a7c9_0025,"a compass rose",GEOGRAPHY_OPT_fe27_000C
"Which of these is not a type of map projection?",GEOGRAPHY_62fc_0026,Crusoe,GEOGRAPHY_OPT_26a8_000B
"Which of these continents is largest (by territory)?",GEOGRAPHY_369d_0027,"North America",GEOGRAPHY_OPT_cc77_000C
"Which of these countries is smallest (by territory)?",GEOGRAPHY_d68f_0028,"San Marino",GEOGRAPHY_OPT_8816_000C
"Which of these US cities is largest (by population)?",GEOGRAPHY_b493_0029,Houston,GEOGRAPHY_OPT_ef47_000A
"Which of these mountains is highest?",GEOGRAPHY_3dfd_0030,"Mount McKinley",GEOGRAPHY_OPT_6cb9_000B
"Which of these lakes is deepest?",GEOGRAPHY_80d5_0031,Tanganyika,GEOGRAPHY_OPT_3c38_000C
"Which of these rivers is longest?",GEOGRAPHY_983a_0032,Huang,GEOGRAPHY_OPT_cad5_000B
"Which of these seas is largest?",GEOGRAPHY_681f_0033,Mediterranean,GEOGRAPHY_OPT_d712_000C
"Which of these deserts is largest?",GEOGRAPHY_92e5_0034,Syrian,GEOGRAPHY_OPT_72d9_000B
"Which of these inhabited places is wettest?",GEOGRAPHY_b6a9_0035,Moulein,GEOGRAPHY_OPT_aff0_000A
"Which of these oceans has the greatest depth?",GEOGRAPHY_e183_0036,"Pacific Ocean",GEOGRAPHY_OPT_c5b5_000A
"The rivers - the Tajo, the Ebro, the Duero, and the Guadiana, are located in this country.",GEOGRAPHY_76be_0037,Spain,GEOGRAPHY_OPT_8bc3_000C
"The volcanoes - Akan, Aso, Mount Fuji and Rausu are located in this country.",GEOGRAPHY_9ac3_0038,Japan,GEOGRAPHY_OPT_fa59_000A
"Onega, Khanka and Chudskoye are three of the many lakes in this country.",GEOGRAPHY_9639_0039,Russia,GEOGRAPHY_OPT_a04b_000D
"The valleys of the Yellow River and the Pearl River are two of the seven main national valleys in this country.",GEOGRAPHY_74f2_0040,China,GEOGRAPHY_OPT_aa68_000B
"Pico da Bandeira, Pico do Cruzeiro and Pedra da Mina are three of the numerous mountains located in this South American country.",GEOGRAPHY_5879_0041,Brazil,GEOGRAPHY_OPT_74b9_000C
"Chauvet Cave and Meyrieres Cave are two caves located in this European state.",GEOGRAPHY_de6a_0042,France,GEOGRAPHY_OPT_ee6b_000A
"Kainji Lake and Lake Chad are considered lakes of this country.",GEOGRAPHY_ec19_0043,Nigeria,GEOGRAPHY_OPT_532d_000B
"Mitchell, Jardine, Staaten, Flinders, Leichhardt, and Nicholson are just few of the rivers in this country.",GEOGRAPHY_9ef6_0044,Australia,GEOGRAPHY_OPT_b8e7_000B
"Kaskaspakte, Akka and Sielmmacohkka are three mountains in this country.",GEOGRAPHY_3b0c_0045,Sweden,GEOGRAPHY_OPT_0cd6_000D
"Dasht-e Kavir and Kavir-e Lut are deserts located in this Asian country.",GEOGRAPHY_bf6b_0046,Iran,GEOGRAPHY_OPT_c760_000B
"Which two countries border the Dead Sea?",GEOGRAPHY_9b45_0047,"Jordan and Israel",GEOGRAPHY_OPT_b2a4_000A
"Is it true that Yasseir Arafat became chairman of the Palestinian Liberation Organization in 2004?",GEOGRAPHY_88b2_0048,No,GEOGRAPHY_OPT_99f2_000B
"What are the three Benelux countries?",GEOGRAPHY_fe20_0049,"Belgium, Netherlands and Luxembourg",GEOGRAPHY_OPT_349f_000A
"Did the 13 colonies declare their independence in 1776?",GEOGRAPHY_f473_0050,Yes,GEOGRAPHY_OPT_5f7c_000B
"Europe is the smallest continent.",GEOGRAPHY_18d2_0051,False,GEOGRAPHY_OPT_f2a2_000B
"What are the Tropic of Cancer and the Tropic of Capricorn?",GEOGRAPHY_1bcd_0052,"Lines of latitude",GEOGRAPHY_OPT_23fc_000A
"Which statement about the emu and the kangaroo is not true?",GEOGRAPHY_04e4_0053,"Both are indigenous only to Australia.",GEOGRAPHY_OPT_e34e_000A
"What was the former name of the city of Istanbul ?",GEOGRAPHY_3607_0054,Constantinople,GEOGRAPHY_OPT_ab57_000A
"Where would you find the shortest river in the world?",GEOGRAPHY_dea8_0055,Montana,GEOGRAPHY_OPT_4a38_000D
"What major geographical feature is located at 23.5 degrees North latitude?",GEOGRAPHY_b1be_0056,"The Tropic of Cancer",GEOGRAPHY_OPT_d47f_000D
"Which would be found at 39 degrees 43 minutes North latitude?",GEOGRAPHY_9de1_0057,"The majority of the Mason-Dixon Line.",GEOGRAPHY_OPT_0c74_000C
"Which country held the record for the highest birth rate in the 2005 world statistics?",GEOGRAPHY_03bd_0058,Niger,GEOGRAPHY_OPT_54d1_000A
"How many US states border the Gulf of Mexico?",GEOGRAPHY_c07a_0059,5,GEOGRAPHY_OPT_6f69_000C
"Measuring at the Equator, what is the closest approximation of the Earths circumference?",GEOGRAPHY_c98d_0060,"24,900 miles",GEOGRAPHY_OPT_65a9_000B
"The people of which country watched the most TV per week in 2005?",GEOGRAPHY_6738_0061,Thailand,GEOGRAPHY_OPT_03b7_000A
"How many US states border the Pacific Ocean?",GEOGRAPHY_249b_0062,5,GEOGRAPHY_OPT_9d4b_000C
"Which one of these ski resorts is not located in the Alps?",GEOGRAPHY_77be_0063,Mont-Tremblant,GEOGRAPHY_OPT_6a24_000C
"The tallest mountain peak in the US is Mount McKinley. This is the second tallest.",GEOGRAPHY_829f_0064,"Mount Saint Elias",GEOGRAPHY_OPT_e4f5_000A
"Which one of these mountains is not a volcano?",GEOGRAPHY_e6ea_0065,"Mount Aspiring",GEOGRAPHY_OPT_0310_000D
"The highest mountain peak on our planet is Mount Everest. It was first climbed by Edmund Hillary and Tenzing Norgay on May 29, 1953. What is the home country of Sir Edmund Hillary?",GEOGRAPHY_aa96_0066,"New Zealand",GEOGRAPHY_OPT_688e_000D
"Which saltwater lake, bordered on the west by Azerbaijan and Russia, is the largest inland body of water in the world?",GEOGRAPHY_d720_0067,"Caspian Sea",GEOGRAPHY_OPT_c813_000D
"This country, situated in North Europe, has almost 200 000 lakes - more than any other country in the world.",GEOGRAPHY_a709_0068,Finland,GEOGRAPHY_OPT_d854_000A
"Which body of water, situated in Southern Siberia, is the deepest and oldest freshwater lake on Earth?",GEOGRAPHY_cdd8_0069,Baikal,GEOGRAPHY_OPT_7259_000D
"This water body, which is South Americas largest freshwater lake, is the highest commercially navigable lake.",GEOGRAPHY_e4f3_0070,Titicaca,GEOGRAPHY_OPT_7811_000C
"This country has more than 60% of worlds lakes due to its special drainage system.",GEOGRAPHY_a1ed_0071,Canada,GEOGRAPHY_OPT_bf11_000C
"This freshwater-lake island, with a surface area of 2,766 km², is the biggest on Earth.",GEOGRAPHY_7fc3_0072,"Manitoulin Island",GEOGRAPHY_OPT_138b_000C
"What Canadian lake is the largest in the world, located on an island?",GEOGRAPHY_e0fa_0073,"Nettilling Lake",GEOGRAPHY_OPT_0b27_000A
"This is the lowest lake on Earth, situated at about 400 meters below sea level on the border between Israel and Jordan.",GEOGRAPHY_988f_0074,"Dead Sea",GEOGRAPHY_OPT_35c8_000D
"Which tiny lake located in Tibet is the highest lake on Earth?",GEOGRAPHY_ac10_0075,"Lhagba Pool",GEOGRAPHY_OPT_db2d_000A
"With a surface area of about 82,000 km², this lake between Ontario and Minnesota is the largest single freshwater lake in the world.",GEOGRAPHY_d7a8_0076,"Lake Superior",GEOGRAPHY_OPT_7e35_000C
"The word volcano comes from the name of the Roman god of fire, Vulcan. Who is the analogue of Vulcan in Greek mythology?",GEOGRAPHY_c826_0077,Hephaestus,GEOGRAPHY_OPT_4ad6_000A
"If magma contains more than 65% silica, the lava is called this.",GEOGRAPHY_14c4_0078,"felsic or acidic",GEOGRAPHY_OPT_4a57_000A
"Phreatic eruptions occur when the temperature of magma is relatively low and it solidifies very quickly, sometimes blocking the vent of the volcano.",GEOGRAPHY_45e1_0079,False,GEOGRAPHY_OPT_b120_000B
"Yellowstone Caldera is considered a supervolcano because within the past two million years it has erupted extremely violently three times . The most recent eruption occurred this long ago, and spread volcanic ash over most of the North American continent.",GEOGRAPHY_766f_0080,"640,000 years",GEOGRAPHY_OPT_5e34_000C
"Which of the following states of America is an inland one and has an official motto that does not come from Latin?",GEOGRAPHY_ea14_0081,Montana,GEOGRAPHY_OPT_463a_000A
"Which of the following states has an official motto In God we trust, which is also the official motto of the United States of America?",GEOGRAPHY_45a2_0082,Florida,GEOGRAPHY_OPT_e8e4_000D
"Three of these US states have an official motto related to liberty. Spot the odd one.",GEOGRAPHY_a709_0083,Oklahoma,GEOGRAPHY_OPT_4002_000B
"This famous Latin maxim, which is the official motto of South Carolina, means While I breathe, I hope.",GEOGRAPHY_eb36_0084,"Dum spiro spero",GEOGRAPHY_OPT_a30e_000D
"Three of the following US states have a motto consisting of one single word in English. Which one does not belong to the group?",GEOGRAPHY_424a_0085,"West Virginia",GEOGRAPHY_OPT_3202_000C
"North to the Future is the official motto of this US state, which is the largest in area.",GEOGRAPHY_e69c_0086,Alaska,GEOGRAPHY_OPT_c65e_000B
"Which of the following maxims, meaning The people rule, is the official state motto of Arkansas?",GEOGRAPHY_56f6_0087,"Regnat populus",GEOGRAPHY_OPT_8b63_000B
"This famous exclamation, which has been attributed to ancient scientist Archimedes, is the official state motto of California.",GEOGRAPHY_deee_0088,Eureka,GEOGRAPHY_OPT_15dc_000D
"The official motto of this state in the Pacific Northwest of the United States comes from Chinook Jargon.",GEOGRAPHY_afec_0089,Washington,GEOGRAPHY_OPT_8cfc_000B
"Which of these states has an official motto that doesnt include the word rights in it?",GEOGRAPHY_72c8_0090,Indiana,GEOGRAPHY_OPT_4e46_000B
"Which volcano, located on Ross Island, Antarctica, is the southernmost active volcano on Earth?",GEOGRAPHY_7733_0091,"Mount Erebus",GEOGRAPHY_OPT_cafa_000C
"This volcano, which is the largest in Europe, is located on the largest island in the Mediterranean Sea.",GEOGRAPHY_bf34_0092,"Mount Etna",GEOGRAPHY_OPT_cb77_000A
"Popocatépetl, a volcano whose name means Smoking Mountain, is 70 km away from the capital of which American country?",GEOGRAPHY_3782_0093,Mexico,GEOGRAPHY_OPT_749c_000A
"Mount Vesuvius, that is notorious for the destruction of two Roman cities in the year 79, was linked most closely to which hero and demigod?",GEOGRAPHY_b4e7_0094,Hercules,GEOGRAPHY_OPT_6965_000D
"What is the biggest extinct volcano in Ecuador, situated in the Andes mountain.",GEOGRAPHY_07ff_0095,Chimborazo,GEOGRAPHY_OPT_fb15_000A
"This dormant volcano, which is 66 km northeast of Tehran, is the symbol of Iranian resistance against foreign rule.",GEOGRAPHY_76ac_0096,"Mount Damavand",GEOGRAPHY_OPT_467e_000C
"This active volcano, whose name means long mountain in Hawaiian, is one of the five peaks that form the Island of Hawaii.",GEOGRAPHY_69a1_0097,"Mauna Loa",GEOGRAPHY_OPT_c57a_000B
"What volcano located on the island of Tenerife represents the highest mountain on Spanish territories?",GEOGRAPHY_8809_0098,Teide,GEOGRAPHY_OPT_5312_000A
"The name of this volcano, located on the Alaska Peninsula, means new eruption.",GEOGRAPHY_3140_0099,Novarupta,GEOGRAPHY_OPT_4c55_000C
"Which is the volcanically active region that is situated in a famous national US park and has a territory of 55 kilometers by 72 kilometers?",GEOGRAPHY_8db1_0100,"Yellowstone Caldera",GEOGRAPHY_OPT_0ee6_000B
"Where is the southernmost point in all 50 states?",GEOGRAPHY_04fe_0101,Hawaii,GEOGRAPHY_OPT_3a0f_000B
"And where is the lowest point in the USA, North America, and western hemisphere? I need the state and national park name.",GEOGRAPHY_1638_0102,"California, Death Valley NP",GEOGRAPHY_OPT_2ca9_000B
"The state with the largest area in the lower 48 is?",GEOGRAPHY_e306_0103,Texas,GEOGRAPHY_OPT_1151_000B
"England, Norway, Belgium and Denmark all border this sea.",GEOGRAPHY_85a6_0104,"North sea",GEOGRAPHY_OPT_6bbf_000C
"Towards the beginning of the new millennium, three of these four countries had a population of approximately 32 million people. Which is the odd one?",GEOGRAPHY_7ee2_0105,Colombia,GEOGRAPHY_OPT_aeaa_000C
"Canada, the United States and China are three countries whose total area is approximately 12 million sq km.",GEOGRAPHY_dc2a_0106,False,GEOGRAPHY_OPT_c0fb_000A
"The US is one of the leading countries in the number plastic surgery procedures.",GEOGRAPHY_cb38_0107,True,GEOGRAPHY_OPT_9275_000B
"In the beginning of the new millennium, Russias, Iraqs and Saudi Arabias oil reserves were above 100 billion bbl.",GEOGRAPHY_d484_0108,False,GEOGRAPHY_OPT_70b4_000B
"USA is considered to be one of the most popular destinations, where thousands of immigrants come to seek asylum. Just one of these four states is similar in to USA in this respect.",GEOGRAPHY_f129_0109,France,GEOGRAPHY_OPT_fc69_000A
"Ireland, Germany and Austria are famous for the high consumption of this alcohol.",GEOGRAPHY_9945_0110,Beer,GEOGRAPHY_OPT_b333_000B
"Dominica, New Zealand and Finland are three countries with high crime rates.",GEOGRAPHY_15ea_0111,True,GEOGRAPHY_OPT_20a2_000B
"All of these countries and commonwealth territories have a high divorce rate except one.",GEOGRAPHY_d607_0112,"Sri Lanka",GEOGRAPHY_OPT_672f_000C
"This island is well known in scientific fields for being home of five percent of the worlds plant and animal species, with 80% of them unique to it. The island is also the fourth biggest on Earth, with population of about 17,500,000 people.",GEOGRAPHY_511d_0113,Madagascar,GEOGRAPHY_OPT_b489_000B
"In Greek mythology, this island is the legendary birthplace of the goddess of beauty, love, and passion, the charming Aphrodite, where according to the legend, she emerged from the sea foam.",GEOGRAPHY_e207_0114,Cyprus,GEOGRAPHY_OPT_9ad9_000B
"Because of its spectacular nature forms, one of this insular countrys islands has been a set for the filming of many movie productions, including the highly successful, Lord of the Rings and The Chronicles of Narnia.",GEOGRAPHY_559b_0115,"New Zealand",GEOGRAPHY_OPT_fc1a_000B
"Despite being the largest in the world, this island is sparsely populated, due to its unfavourable climate.",GEOGRAPHY_1a88_0116,Greenland,GEOGRAPHY_OPT_16c9_000A
"Being the most populous in the world, with bigger population than Australia and Antarctica, the density of this islands inhabitants forced the countrys government to start transmigration programs, aimed at resettling people to other, less-crowded parts of the country.",GEOGRAPHY_58d8_0117,Java,GEOGRAPHY_OPT_131e_000A
"This is the largest island in the Mediterranean Sea, famous for one of the worlds most active volcanoes - Etna.",GEOGRAPHY_34f2_0118,Sicily,GEOGRAPHY_OPT_ce78_000A
"Al Nakheel Properties, one of the leading real estate developers in Dubai and creator of the worldwide famous Palm Islands, is also the initiator of another grand project of artificial islands, which resembles the shape of what?",GEOGRAPHY_531e_0119,"The globe",GEOGRAPHY_OPT_b3d3_000B
"Which of the following is a traditional Vietnamese clothing, worn primarily by women?",GEOGRAPHY_2264_0120,"Áo dài",GEOGRAPHY_OPT_839e_000B
"The gowni is a typical national costume in which African country?",GEOGRAPHY_57df_0121,Tanzania,GEOGRAPHY_OPT_fc6c_000A
"These knee-breeches made of leather are a traditional Bavarian garment.",GEOGRAPHY_6a40_0122,Lederhosen,GEOGRAPHY_OPT_e0cd_000B
"Hijab, which is also a term meaning barrier, is worn as a traditional clothing in which countries?",GEOGRAPHY_34da_0123,Arabic,GEOGRAPHY_OPT_66aa_000C
"Which of these national costumes is closely related to Sikhism - a religion that comes from 16th-century northern India?",GEOGRAPHY_9e7a_0124,Turban,GEOGRAPHY_OPT_0b7d_000C
"Barong is the embroidered formal garment of which country in South-East Asia?",GEOGRAPHY_05e4_0125,"The Philippines",GEOGRAPHY_OPT_d3e8_000C
"Which of these national costumes does not belong to a European nation?",GEOGRAPHY_727d_0126,Hanfu,GEOGRAPHY_OPT_fe1b_000A
"Which one of the following national costumes is not Chinese?",GEOGRAPHY_2ca2_0127,"Kente cloth",GEOGRAPHY_OPT_923c_000A
"Which of these pieces of clothing is worn on the head?",GEOGRAPHY_c704_0128,Fez,GEOGRAPHY_OPT_06f0_000A
"Three of the enlisted national garments are African, while the fourth one is Norwegian. Which one?",GEOGRAPHY_42c4_0129,Bunad,GEOGRAPHY_OPT_e44a_000B
"According to the legend, which of these is a part of the Three Fortunate Concealments that protect Britain from any danger coming from the sea?",GEOGRAPHY_9e21_0130,"The head of Bran the Blessed",GEOGRAPHY_OPT_20bd_000A
"While driving or walking down Kings Cross Road and Farringdon Road in London few people are aware that unseen beneath them runs which river?",GEOGRAPHY_19e7_0131,"River Fleet",GEOGRAPHY_OPT_564a_000D
"Who made the statue of King Richard I outside the Houses of Parliament in Old Palace Yard in London?",GEOGRAPHY_373c_0132,"Baron Carlo Marochetti",GEOGRAPHY_OPT_cd12_000B
"The Great Pavement, a hidden, unknown to most tourists and seldom-displayed treasure, is located in which building in London?",GEOGRAPHY_0d34_0133,"Westminster Abbey",GEOGRAPHY_OPT_59ca_000D
"The Jewel Tower, built in 1366, is physically separated from the Palace of Westminster in London.",GEOGRAPHY_e2d2_0134,True,GEOGRAPHY_OPT_59c9_000B
"The famous department store Harrods that occupies an entire block is located on which road in London?",GEOGRAPHY_82cb_0135,"Brompton Road",GEOGRAPHY_OPT_e3de_000C
"The Old Royal Observatory, which is a part of the National Maritime Museum in London, was built in what year?",GEOGRAPHY_3586_0136,1675,GEOGRAPHY_OPT_e621_000A
"This famous writer, whose house was at 17 Gough Square in London, said: When a man is tired of London, he is tired of life, for there is in London all life can afford.",GEOGRAPHY_a57b_0137,"Dr Samuel Johnson",GEOGRAPHY_OPT_a4a0_000B
"The Badwater basin, the lowest point in North America, is located in which US valley?",GEOGRAPHY_2a0a_0138,"Death Valley",GEOGRAPHY_OPT_6767_000B
"The Big Smoky Valley, that runs between the Toiyabe Range and the Toquima Range, is located in which US state?",GEOGRAPHY_8ba3_0139,Nevada,GEOGRAPHY_OPT_22d9_000D
"The Grand Valley is an extended populated agricultural valley located along which US river?",GEOGRAPHY_d5ba_0140,"Colorado River",GEOGRAPHY_OPT_870b_000C
"Which scenic US valley was described by conservationist John Muir in the following way: (...) None can escape its charms. Its natural beauty cleans and warms like a fire, and you will be willing to stay forever in one place like a tree.?",GEOGRAPHY_c5b7_0141,"Yosemite Valley",GEOGRAPHY_OPT_bfac_000B
"This densely populated valley in the state of Utah is enclosed by steep mountains in every direction except the northwest.",GEOGRAPHY_1240_0142,"Salt Lake Valley",GEOGRAPHY_OPT_436a_000D
"The Shenandoah Valley in western Virginia derives its name from a Native American expression meaning what?",GEOGRAPHY_8fd5_0143,"Beautiful Daughter of the Stars",GEOGRAPHY_OPT_d558_000D
"The Sonoma Valley in California is famous in the USA for its long-lived and high quality wine industry.",GEOGRAPHY_2cc3_0144,True,GEOGRAPHY_OPT_a30b_000A
"The Menomonee Valley along the Menomonee River in Milwaukee, Wisconsin has what peculiar shape?",GEOGRAPHY_c4e8_0145,U-shape,GEOGRAPHY_OPT_cde8_000C
"Owens Valley, the arid ranching valley of the Owens River, stretches for approximately 75 miles (120 km) on the territory of which US state?",GEOGRAPHY_4faa_0146,California,GEOGRAPHY_OPT_7f0d_000A
"According to the 2000 Census, what is the approximate population of The Bronx, New York?",GEOGRAPHY_ab55_0147,"1.3 million",GEOGRAPHY_OPT_2983_000B
"Who was the first European to see The Bronx, NY?",GEOGRAPHY_2132_0148,"Henry Hudson",GEOGRAPHY_OPT_1705_000C
"Which one of these statements is true about The Bronx, NY?",GEOGRAPHY_5d07_0149,"The only borough that is not an island",GEOGRAPHY_OPT_6ff8_000C
"In 1643, a Native American uprising killed this unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx.",GEOGRAPHY_d88a_0150,"Anne Hutchinson",GEOGRAPHY_OPT_940e_000C
"This oldest house in The Bronx, build in 1748, is New York Citys first house museum, operated since 1897 as a public museum by The National Society of Colonial Dames in the State of New York.",GEOGRAPHY_bd4a_0151,"Van Cortlandt House",GEOGRAPHY_OPT_f740_000B
"In 1776, 400 British and Hessian troops land in The Bronx.  A group of 400 American troops held them off while Washington got the main army away safely.  What was this battle called ?",GEOGRAPHY_f761_0152,"The Battle of Pells Point",GEOGRAPHY_OPT_4303_000A
"The first college in The Bronx, known as this today, was built in 1884.",GEOGRAPHY_bca7_0153,"Fordham University",GEOGRAPHY_OPT_b18e_000C
"Edgar Allen Poe wrote this famous poem in The Bronx in 1846.",GEOGRAPHY_09ef_0154,"Annabel Lee",GEOGRAPHY_OPT_dbc0_000C
"In 1899, this  world famous institution was opened in The Bronx.",GEOGRAPHY_a9b0_0155,"The Bronx Zoo",GEOGRAPHY_OPT_c65f_000C
"This world famous building opened in The Bronx in 1923.",GEOGRAPHY_ac53_0156,"Yankee Stadium",GEOGRAPHY_OPT_2166_000B
"What are the colors on the flag of  The Bronx, NY?",GEOGRAPHY_d0c3_0157,"Blue, White, Orange",GEOGRAPHY_OPT_3686_000C
"Little Rock is the capital and most populous city of this US state.",GEOGRAPHY_0829_0158,Arkansas,GEOGRAPHY_OPT_629c_000A
"What US state borders the states of Virginia, Kentucky, Ohio, Pennsylvania and Maryland?",GEOGRAPHY_f30e_0159,"West Virginia",GEOGRAPHY_OPT_6650_000C
"Which US state is nicknamed The Pine Tree State?",GEOGRAPHY_5b88_0160,Maine,GEOGRAPHY_OPT_57b4_000D
"The southern region of what US state is known as Little Egypt?",GEOGRAPHY_a38d_0161,Illinois,GEOGRAPHY_OPT_0e18_000B
"The capital city of this US state is Trenton, and its largest city is Newark.",GEOGRAPHY_6312_0162,"New Jersey",GEOGRAPHY_OPT_1e94_000D
"The name of which American state means red people in the Choctaw language?",GEOGRAPHY_6a53_0163,Oklahoma,GEOGRAPHY_OPT_0dbf_000B
"What US state is known as The Volunteer State?",GEOGRAPHY_fd01_0164,Tennessee,GEOGRAPHY_OPT_6261_000C
"The flag of what US state features a gold torch and nineteen stars on a blue rectangular field?",GEOGRAPHY_bb28_0165,Indiana,GEOGRAPHY_OPT_39ca_000C
"What US state is known as the Peach State?",GEOGRAPHY_081d_0166,Georgia,GEOGRAPHY_OPT_6113_000B
"The name of this US state means flat water and is derived from the name of the Platte River that flows through the state.",GEOGRAPHY_be8d_0167,Nebraska,GEOGRAPHY_OPT_408c_000B
"Which country is known as Österreich in their native language?",GEOGRAPHY_7406_0168,Austria,GEOGRAPHY_OPT_640b_000C
"Which countrys capital city is considered de facto capital of the European Union?",GEOGRAPHY_c61a_0169,Belgiums,GEOGRAPHY_OPT_cd68_000C
"Which country has the river Danube as most of its northern border?",GEOGRAPHY_9d1d_0170,Bulgaria,GEOGRAPHY_OPT_3b7d_000C
"Which EU member is divided into a Greek and a Turkish part?",GEOGRAPHY_bd77_0171,Cyprus,GEOGRAPHY_OPT_0069_000C
"Which countrys first president was Václav Havel, a writer and dramatist?",GEOGRAPHY_064d_0172,"Czech Republic",GEOGRAPHY_OPT_0de3_000C
"Which Nordic country was first to enter the European Union?",GEOGRAPHY_293b_0173,Denmark,GEOGRAPHY_OPT_0033_000A
"Which European Union member is home to Santa Claus?",GEOGRAPHY_7623_0174,Finland,GEOGRAPHY_OPT_ef83_000A
