OID,QID,text
CELEBRITIES_OPT_f64f_000C,CELEBRITIES_dd48_0030,"Nick Nolte"
CELEBRITIES_OPT_ec06_000D,CELEBRITIES_dd48_0030,"Robert Redford"
CELEBRITIES_OPT_d8c5_000A,CELEBRITIES_af66_0031,"Frank Converse"
CELEBRITIES_OPT_f33a_000B,CELEBRITIES_af66_0031,"Kenneth Branagh"
CELEBRITIES_OPT_75f8_000C,CELEBRITIES_af66_0031,"Ewan McGregor"
CELEBRITIES_OPT_9d94_000D,CELEBRITIES_af66_0031,"Daniel Radcliffe"
CELEBRITIES_OPT_9c79_000A,CELEBRITIES_e196_0032,"Haley Joel Osment"
CELEBRITIES_OPT_b594_000B,CELEBRITIES_e196_0032,"Elijah Wood"
CELEBRITIES_OPT_0757_000C,CELEBRITIES_e196_0032,"Ryan Reynolds"
CELEBRITIES_OPT_5fe2_000D,CELEBRITIES_e196_0032,"Edward Speleers"
CELEBRITIES_OPT_4713_000A,CELEBRITIES_ed76_0033,"Stuart Townsend"
CELEBRITIES_OPT_9faf_000B,CELEBRITIES_ed76_0033,"Samuel West"
CELEBRITIES_OPT_e965_000C,CELEBRITIES_ed76_0033,"Donald Pleasence"
CELEBRITIES_OPT_1c8b_000D,CELEBRITIES_ed76_0033,"Tom Baker"
CELEBRITIES_OPT_0f96_000A,CELEBRITIES_4c82_0034,"Elijah Wood"
CELEBRITIES_OPT_3ae3_000B,CELEBRITIES_4c82_0034,"Sean Astin"
CELEBRITIES_OPT_68d9_000C,CELEBRITIES_4c82_0034,"Orlando Bloom"
CELEBRITIES_OPT_431c_000D,CELEBRITIES_4c82_0034,"Viggo Mortensen"
CELEBRITIES_OPT_b87d_000A,CELEBRITIES_44fc_0035,"Nelly Furtado"
CELEBRITIES_OPT_981c_000B,CELEBRITIES_44fc_0035,Pink
CELEBRITIES_OPT_f532_000C,CELEBRITIES_44fc_0035,Mya
CELEBRITIES_OPT_e46a_000D,CELEBRITIES_44fc_0035,Shakira
CELEBRITIES_OPT_9b31_000A,CELEBRITIES_d51d_0036,"Rachael Leigh Cook"
CELEBRITIES_OPT_5243_000B,CELEBRITIES_d51d_0036,"Jennifer Love Hewitt"
CELEBRITIES_OPT_24ef_000C,CELEBRITIES_d51d_0036,"Sarah Michelle Gellar"
CELEBRITIES_OPT_2f3a_000D,CELEBRITIES_d51d_0036,Brandy
CELEBRITIES_OPT_b6a8_000A,CELEBRITIES_d676_0037,"Joey Fatone"
CELEBRITIES_OPT_28c3_000B,CELEBRITIES_d676_0037,"Lance Bass"
CELEBRITIES_OPT_8b94_000C,CELEBRITIES_d676_0037,"Nick Carter"
CELEBRITIES_OPT_f011_000D,CELEBRITIES_d676_0037,"Justin Timberlake"
CELEBRITIES_OPT_0583_000A,CELEBRITIES_aa7f_0038,"Chris Klein"
CELEBRITIES_OPT_378a_000B,CELEBRITIES_aa7f_0038,"Macaulay Culkin"
CELEBRITIES_OPT_5d5a_000C,CELEBRITIES_aa7f_0038,"Edward Norton"
CELEBRITIES_OPT_3348_000D,CELEBRITIES_aa7f_0038,"Edward Furlong"
CELEBRITIES_OPT_1de3_000A,CELEBRITIES_730a_0039,Saxophone
CELEBRITIES_OPT_2a0a_000B,CELEBRITIES_730a_0039,Trumpet
CELEBRITIES_OPT_6441_000C,CELEBRITIES_730a_0039,Clarinet
CELEBRITIES_OPT_87c9_000D,CELEBRITIES_730a_0039,Violin
CELEBRITIES_OPT_6c89_000A,CELEBRITIES_594d_0040,Drums
CELEBRITIES_OPT_b264_000B,CELEBRITIES_594d_0040,Flute
CELEBRITIES_OPT_7b5c_000C,CELEBRITIES_594d_0040,Clarinet
CELEBRITIES_OPT_68b9_000D,CELEBRITIES_594d_0040,Saxophone
CELEBRITIES_OPT_0daa_000A,CELEBRITIES_6f2f_0041,False
CELEBRITIES_OPT_1e02_000B,CELEBRITIES_6f2f_0041,True
CELEBRITIES_OPT_ef2a_000A,CELEBRITIES_fc33_0042,Keyboards
CELEBRITIES_OPT_1ce4_000B,CELEBRITIES_fc33_0042,Drums
CELEBRITIES_OPT_7eb8_000C,CELEBRITIES_fc33_0042,Bass
CELEBRITIES_OPT_7aa5_000D,CELEBRITIES_fc33_0042,Guitar
CELEBRITIES_OPT_d406_000A,CELEBRITIES_2c36_0043,False
CELEBRITIES_OPT_424d_000B,CELEBRITIES_2c36_0043,True
CELEBRITIES_OPT_4267_000A,CELEBRITIES_245c_0044,Turntable
CELEBRITIES_OPT_aca0_000B,CELEBRITIES_245c_0044,Bass
CELEBRITIES_OPT_0776_000C,CELEBRITIES_245c_0044,Keyboards
CELEBRITIES_OPT_11ef_000D,CELEBRITIES_245c_0044,Guitar
CELEBRITIES_OPT_2014_000A,CELEBRITIES_2bd5_0045,True
CELEBRITIES_OPT_1ddd_000B,CELEBRITIES_2bd5_0045,False
CELEBRITIES_OPT_ad70_000A,CELEBRITIES_512e_0046,"French Horn"
CELEBRITIES_OPT_b2f0_000B,CELEBRITIES_512e_0046,Cello
CELEBRITIES_OPT_857b_000C,CELEBRITIES_512e_0046,Flute
CELEBRITIES_OPT_c30b_000D,CELEBRITIES_512e_0046,Bass
CELEBRITIES_OPT_c9b1_000A,CELEBRITIES_b7d9_0047,Keyboards
CELEBRITIES_OPT_81cd_000B,CELEBRITIES_b7d9_0047,Tuba
CELEBRITIES_OPT_9dc7_000C,CELEBRITIES_b7d9_0047,Symbols
CELEBRITIES_OPT_054c_000D,CELEBRITIES_b7d9_0047,Drums
CELEBRITIES_OPT_74b6_000A,CELEBRITIES_2f57_0048,Jesse
CELEBRITIES_OPT_dea6_000B,CELEBRITIES_2f57_0048,Ronald
CELEBRITIES_OPT_cd15_000C,CELEBRITIES_2f57_0048,Roy
CELEBRITIES_OPT_1224_000D,CELEBRITIES_2f57_0048,Phillip
CELEBRITIES_OPT_588c_000A,CELEBRITIES_a93a_0049,"Full House"
CELEBRITIES_OPT_7502_000B,CELEBRITIES_a93a_0049,"General Hospital"
CELEBRITIES_OPT_7f0d_000C,CELEBRITIES_a93a_0049,"Different Strokes"
CELEBRITIES_OPT_cf74_000D,CELEBRITIES_a93a_0049,ER
CELEBRITIES_OPT_34cb_000A,CELEBRITIES_9c7a_0050,False
CELEBRITIES_OPT_e60d_000B,CELEBRITIES_9c7a_0050,True
CELEBRITIES_OPT_b8ac_000A,CELEBRITIES_d1fe_0051,No
CELEBRITIES_OPT_a60f_000B,CELEBRITIES_d1fe_0051,Yes
CELEBRITIES_OPT_fd04_000A,CELEBRITIES_f2b2_0052,Yes
CELEBRITIES_OPT_16bf_000B,CELEBRITIES_f2b2_0052,No
CELEBRITIES_OPT_91ba_000A,CELEBRITIES_6b80_0053,1
CELEBRITIES_OPT_1e2f_000B,CELEBRITIES_6b80_0053,6
CELEBRITIES_OPT_cc91_000C,CELEBRITIES_6b80_0053,8
CELEBRITIES_OPT_b3f5_000D,CELEBRITIES_6b80_0053,11
CELEBRITIES_OPT_b984_000A,CELEBRITIES_5c50_0054,"August, 2"
CELEBRITIES_OPT_4016_000B,CELEBRITIES_5c50_0054,"August, 19"
CELEBRITIES_OPT_b4c3_000C,CELEBRITIES_5c50_0054,"July, 11"
CELEBRITIES_OPT_2ec7_000D,CELEBRITIES_5c50_0054,"August, 12"
CELEBRITIES_OPT_0abb_000A,CELEBRITIES_e66a_0055,Yes
CELEBRITIES_OPT_aac1_000B,CELEBRITIES_e66a_0055,No
CELEBRITIES_OPT_7751_000A,CELEBRITIES_7ec8_0056,True
CELEBRITIES_OPT_b3cc_000B,CELEBRITIES_7ec8_0056,False
CELEBRITIES_OPT_d6e7_000A,CELEBRITIES_4c14_0057,"Pauls age when he died"
CELEBRITIES_OPT_c149_000B,CELEBRITIES_4c14_0057,"Who took Pauls place in the band"
CELEBRITIES_OPT_6e54_000C,CELEBRITIES_4c14_0057,"The manner of Pauls death"
CELEBRITIES_OPT_7fbd_000D,CELEBRITIES_4c14_0057,"Why Pauls death was kept a secret"
CELEBRITIES_OPT_9425_000A,CELEBRITIES_fdae_0058,"Mr. Kite"
CELEBRITIES_OPT_6ab8_000B,CELEBRITIES_fdae_0058,"Sgt. Pepper"
CELEBRITIES_OPT_70c4_000C,CELEBRITIES_fdae_0058,"Billy Shears"
CELEBRITIES_OPT_70a0_000D,CELEBRITIES_fdae_0058,"An unnamed replacement"
CELEBRITIES_OPT_96b9_000A,CELEBRITIES_6c10_0059,"The bass drum on the Sgt. Peppers album cover has a hidden message, visible by holding a mirror through the middle of the drum, indicating 11/9."
CELEBRITIES_OPT_a6d4_000B,CELEBRITIES_6c10_0059,"The lyrics of Shes Leaving Home include the line, Wednesday morning at five oclock, and November 9, 1966, was a Wednesday."
CELEBRITIES_OPT_3063_000C,CELEBRITIES_6c10_0059,"The repetition of number nine in the song Revolution 9 means November nine."
CELEBRITIES_OPT_2042_000D,CELEBRITIES_6c10_0059,"The Beatles had released nine albums by the time Paul supposedly died."
CELEBRITIES_OPT_d32c_000A,CELEBRITIES_a603_0060,Jaws
CELEBRITIES_OPT_8ee1_000B,CELEBRITIES_a603_0060,"Mr. Kidd"
CELEBRITIES_OPT_15ab_000C,CELEBRITIES_a603_0060,Largo
CELEBRITIES_OPT_0c05_000D,CELEBRITIES_a603_0060,"Mister Big"
CELEBRITIES_OPT_359a_000A,CELEBRITIES_ab3e_0061,True
CELEBRITIES_OPT_4523_000B,CELEBRITIES_ab3e_0061,False
CELEBRITIES_OPT_8a2b_000A,CELEBRITIES_e5fd_0062,Thunderball
CELEBRITIES_OPT_b448_000B,CELEBRITIES_e5fd_0062,"Never Say Never Again"
CELEBRITIES_OPT_c7d2_000C,CELEBRITIES_e5fd_0062,"From Russia with Love"
CELEBRITIES_OPT_d5a3_000D,CELEBRITIES_e5fd_0062,"Dr. No"
CELEBRITIES_OPT_b914_000A,CELEBRITIES_7702_0063,"Finding Forrester"
CELEBRITIES_OPT_98be_000B,CELEBRITIES_7702_0063,"The League of Extraordinary Gentlemen"
CELEBRITIES_OPT_d5e4_000C,CELEBRITIES_7702_0063,"First Knight"
CELEBRITIES_OPT_3815_000D,CELEBRITIES_7702_0063,"The Avengers"
CELEBRITIES_OPT_66ff_000A,CELEBRITIES_a445_0064,True
CELEBRITIES_OPT_1956_000B,CELEBRITIES_a445_0064,False
CELEBRITIES_OPT_cb73_000A,CELEBRITIES_c116_0065,True
CELEBRITIES_OPT_0d07_000B,CELEBRITIES_c116_0065,False
CELEBRITIES_OPT_9584_000A,CELEBRITIES_6c7b_0066,False
CELEBRITIES_OPT_ba2c_000B,CELEBRITIES_6c7b_0066,True
CELEBRITIES_OPT_967b_000A,CELEBRITIES_e4ec_0067,"Bad conduct"
CELEBRITIES_OPT_e58b_000B,CELEBRITIES_e4ec_0067,"none of the above"
CELEBRITIES_OPT_4356_000C,CELEBRITIES_e4ec_0067,"injury to his back"
CELEBRITIES_OPT_2285_000D,CELEBRITIES_e4ec_0067,"stomach ulcer"
CELEBRITIES_OPT_9f20_000A,CELEBRITIES_e724_0068,"Lorenzo Music"
CELEBRITIES_OPT_2d35_000B,CELEBRITIES_e724_0068,"Billy Gilbert"
CELEBRITIES_OPT_5b0f_000C,CELEBRITIES_e724_0068,"Ernie Sabella"
CELEBRITIES_OPT_4a57_000D,CELEBRITIES_e724_0068,"Peter Falk"
CELEBRITIES_OPT_ff0b_000A,CELEBRITIES_e109_0069,"Edith Head"
CELEBRITIES_OPT_30a4_000B,CELEBRITIES_e109_0069,"Nancy Cartwright"
CELEBRITIES_OPT_241f_000C,CELEBRITIES_e109_0069,"Lucille La Verne"
CELEBRITIES_OPT_494d_000D,CELEBRITIES_e109_0069,"Verna Felton"
CELEBRITIES_OPT_e709_000A,CELEBRITIES_cf2b_0070,"Adriana Caselotti"
CELEBRITIES_OPT_d2a1_000B,CELEBRITIES_cf2b_0070,"Mary K. Bergman"
CELEBRITIES_OPT_0a46_000C,CELEBRITIES_cf2b_0070,"Shaaron Claridge"
CELEBRITIES_OPT_9be5_000D,CELEBRITIES_cf2b_0070,"June Foray"
CELEBRITIES_OPT_bce3_000A,CELEBRITIES_f05b_0071,"Roger Rabbit"
CELEBRITIES_OPT_55ab_000B,CELEBRITIES_f05b_0071,"Snow White"
CELEBRITIES_OPT_0d52_000C,CELEBRITIES_f05b_0071,"The Little Mermaid"
CELEBRITIES_OPT_5c5a_000D,CELEBRITIES_f05b_0071,Cinderella
CELEBRITIES_OPT_e14a_000A,CELEBRITIES_443d_0072,"Mike Judge"
CELEBRITIES_OPT_ef1c_000B,CELEBRITIES_443d_0072,"Johnny Knoxville"
CELEBRITIES_OPT_9f43_000C,CELEBRITIES_443d_0072,"Hank Azaria"
CELEBRITIES_OPT_3a95_000D,CELEBRITIES_443d_0072,"Paul Giamotti"
CELEBRITIES_OPT_67ed_000A,CELEBRITIES_9815_0073,"Who Framed Roger Rabbit"
CELEBRITIES_OPT_0c17_000B,CELEBRITIES_9815_0073,"Popeye the Sailor"
CELEBRITIES_OPT_a407_000C,CELEBRITIES_9815_0073,"Micky Mouse"
CELEBRITIES_OPT_5ff4_000D,CELEBRITIES_9815_0073,"Betty Boop"
CELEBRITIES_OPT_97fb_000A,CELEBRITIES_5d59_0074,"Don Messick"
CELEBRITIES_OPT_fcf0_000B,CELEBRITIES_5d59_0074,"Thurl Ravenscroft"
CELEBRITIES_OPT_140f_000C,CELEBRITIES_5d59_0074,"Trey Parker"
CELEBRITIES_OPT_32ef_000D,CELEBRITIES_5d59_0074,"Hans Conreid"
CELEBRITIES_OPT_99ac_000A,CELEBRITIES_c2d8_0075,"Isaac Hayes"
CELEBRITIES_OPT_ab16_000B,CELEBRITIES_c2d8_0075,"Peter Cullen"
CELEBRITIES_OPT_629b_000C,CELEBRITIES_c2d8_0075,"Don La Fontaine"
CELEBRITIES_OPT_3377_000D,CELEBRITIES_c2d8_0075,"Melvin Franklin"
CELEBRITIES_OPT_6aa3_000A,CELEBRITIES_0846_0076,"Mike Judge"
CELEBRITIES_OPT_e24b_000B,CELEBRITIES_0846_0076,"Daws Butler"
CELEBRITIES_OPT_9bcc_000C,CELEBRITIES_0846_0076,"Tex Brasher"
CELEBRITIES_OPT_0c27_000D,CELEBRITIES_0846_0076,"Patrick Warburton"
CELEBRITIES_OPT_5da6_000A,CELEBRITIES_f83f_0077,"Boris Badenough"
CELEBRITIES_OPT_5716_000B,CELEBRITIES_f83f_0077,Bullwinkle
CELEBRITIES_OPT_f764_000C,CELEBRITIES_f83f_0077,"Mr. Big"
CELEBRITIES_OPT_10dc_000D,CELEBRITIES_f83f_0077,"George of the Jungle"
CELEBRITIES_OPT_6624_000A,CELEBRITIES_815e_0078,"Julie Kravner"
CELEBRITIES_OPT_8248_000B,CELEBRITIES_815e_0078,"Yeardley Smith"
CELEBRITIES_OPT_a800_000C,CELEBRITIES_815e_0078,"Nancy Cartwright"
CELEBRITIES_OPT_e71d_000D,CELEBRITIES_815e_0078,"Daniella Castellaneta"
CELEBRITIES_OPT_b350_000A,CELEBRITIES_e6f2_0079,Bono
CELEBRITIES_OPT_8b3e_000B,CELEBRITIES_e6f2_0079,"Todd Rundgren"
CELEBRITIES_OPT_8507_000C,CELEBRITIES_e6f2_0079,"Shaquille ONeal"
CELEBRITIES_OPT_109e_000D,CELEBRITIES_e6f2_0079,"Gregg Allman"
CELEBRITIES_OPT_f831_000A,CELEBRITIES_fd3a_0080,"Jack Black"
CELEBRITIES_OPT_a402_000B,CELEBRITIES_fd3a_0080,"Nicholas Cage"
CELEBRITIES_OPT_bac3_000C,CELEBRITIES_fd3a_0080,"Elliot DePalma"
CELEBRITIES_OPT_982c_000D,CELEBRITIES_fd3a_0080,"John Soderburgh"
CELEBRITIES_OPT_60d2_000A,CELEBRITIES_5dce_0081,"Erykah Badu"
CELEBRITIES_OPT_8ad0_000B,CELEBRITIES_5dce_0081,Shakira
CELEBRITIES_OPT_ac63_000C,CELEBRITIES_5dce_0081,"Mel B."
CELEBRITIES_OPT_b1b1_000D,CELEBRITIES_5dce_0081,"Mel C."
CELEBRITIES_OPT_d815_000A,CELEBRITIES_d617_0082,"Edie Falco"
CELEBRITIES_OPT_7ef0_000B,CELEBRITIES_d617_0082,"Shannon Sossamon"
CELEBRITIES_OPT_8144_000C,CELEBRITIES_d617_0082,"Keira Knightly"
CELEBRITIES_OPT_182d_000D,CELEBRITIES_d617_0082,"Bette Midler"
CELEBRITIES_OPT_8ac0_000A,CELEBRITIES_2152_0083,False
CELEBRITIES_OPT_81e8_000B,CELEBRITIES_2152_0083,True
CELEBRITIES_OPT_bfc7_000A,CELEBRITIES_a8f3_0084,"Robert Mitchum"
CELEBRITIES_OPT_1127_000B,CELEBRITIES_a8f3_0084,"Kirk Douglas"
CELEBRITIES_OPT_902e_000C,CELEBRITIES_a8f3_0084,"John Wayne"
CELEBRITIES_OPT_9b0d_000D,CELEBRITIES_a8f3_0084,"Henry Fonda"
CELEBRITIES_OPT_29ea_000A,CELEBRITIES_e828_0085,"Spencer Tracy"
CELEBRITIES_OPT_bcc6_000B,CELEBRITIES_e828_0085,"Clark Gable"
CELEBRITIES_OPT_a0a1_000C,CELEBRITIES_e828_0085,"Douglas Fairbanks"
CELEBRITIES_OPT_a553_000D,CELEBRITIES_e828_0085,"Lee Marvin"
CELEBRITIES_OPT_fbc8_000A,CELEBRITIES_f48b_0086,True
CELEBRITIES_OPT_0320_000B,CELEBRITIES_f48b_0086,False
