OID,QID,text
TELEVISION_OPT_6ddf_000A,TELEVISION_a4ca_0019,Plankton
TELEVISION_OPT_01c6_000B,TELEVISION_a4ca_0019,"SpongeBob SquarePants"
TELEVISION_OPT_d817_000C,TELEVISION_a4ca_0019,Gary
TELEVISION_OPT_ef09_000D,TELEVISION_a4ca_0019,"Squidward Tentacles"
TELEVISION_OPT_3a91_000A,TELEVISION_a0a5_0020,Mark
TELEVISION_OPT_0892_000B,TELEVISION_a0a5_0020,Mike
TELEVISION_OPT_9e3c_000C,TELEVISION_a0a5_0020,Frank
TELEVISION_OPT_08e4_000D,TELEVISION_a0a5_0020,Barry
TELEVISION_OPT_fb4e_000A,TELEVISION_4dfd_0021,"He is their adopted son."
TELEVISION_OPT_4d31_000B,TELEVISION_4dfd_0021,"He is their nephew."
TELEVISION_OPT_3213_000C,TELEVISION_4dfd_0021,"He is their son."
TELEVISION_OPT_38ad_000D,TELEVISION_4dfd_0021,"He is their grandchild."
TELEVISION_OPT_e332_000A,TELEVISION_a082_0022,"He is mentally-challenged."
TELEVISION_OPT_6476_000B,TELEVISION_a082_0022,"He is blind."
TELEVISION_OPT_be6f_000C,TELEVISION_a082_0022,"He is deaf."
TELEVISION_OPT_f2ef_000D,TELEVISION_a082_0022,"He is a girl."
TELEVISION_OPT_fb70_000A,TELEVISION_5e11_0023,True
TELEVISION_OPT_92e0_000B,TELEVISION_5e11_0023,False
TELEVISION_OPT_38f3_000A,TELEVISION_7452_0024,Raymond
TELEVISION_OPT_8c20_000B,TELEVISION_7452_0024,Frank
TELEVISION_OPT_a55f_000C,TELEVISION_7452_0024,Marie
TELEVISION_OPT_0c22_000D,TELEVISION_7452_0024,Debra
TELEVISION_OPT_4f3a_000A,TELEVISION_d8f5_0025,20
TELEVISION_OPT_69db_000B,TELEVISION_d8f5_0025,14
TELEVISION_OPT_c288_000C,TELEVISION_d8f5_0025,23
TELEVISION_OPT_4c40_000D,TELEVISION_d8f5_0025,17
TELEVISION_OPT_9e47_000A,TELEVISION_7866_0026,Scientist
TELEVISION_OPT_feef_000B,TELEVISION_7866_0026,"Internet broker"
TELEVISION_OPT_65d3_000C,TELEVISION_7866_0026,"Software programmer"
TELEVISION_OPT_88e8_000D,TELEVISION_7866_0026,"He is unemployed"
TELEVISION_OPT_99c3_000A,TELEVISION_53a7_0027,"Star Wars Episode I: The Phantom Menace"
TELEVISION_OPT_0a27_000B,TELEVISION_53a7_0027,"Star Wars Episode III: Revenge of the Sith"
TELEVISION_OPT_9481_000C,TELEVISION_53a7_0027,"Star Wars Episode II: Attack of the Clones"
TELEVISION_OPT_f435_000D,TELEVISION_53a7_0027,"Star Wars Episode IV: A New Hope"
TELEVISION_OPT_0936_000A,TELEVISION_a52d_0028,"Marian Cunningham"
TELEVISION_OPT_3e0a_000B,TELEVISION_a52d_0028,"Shirley Partridge"
TELEVISION_OPT_d93d_000C,TELEVISION_a52d_0028,"Mary Hartman"
TELEVISION_OPT_44e7_000D,TELEVISION_a52d_0028,"Carol Brady"
TELEVISION_OPT_8d82_000A,TELEVISION_2827_0029,"Carol Brady"
TELEVISION_OPT_c605_000B,TELEVISION_2827_0029,"Louise Jefferson"
TELEVISION_OPT_7125_000C,TELEVISION_2827_0029,"Marcia Brady"
TELEVISION_OPT_fbe9_000D,TELEVISION_2827_0029,"Edith Bunker"
TELEVISION_OPT_caa2_000A,TELEVISION_164f_0030,"Carly Simon"
TELEVISION_OPT_e48e_000B,TELEVISION_164f_0030,"Wilma Flintstone"
TELEVISION_OPT_3d3d_000C,TELEVISION_164f_0030,"Betty Rubble"
TELEVISION_OPT_55f9_000D,TELEVISION_164f_0030,"Morticia Addams"
TELEVISION_OPT_7607_000A,TELEVISION_91d3_0031,"Ethel Mertz"
TELEVISION_OPT_1ed4_000B,TELEVISION_91d3_0031,"Mortica Addams"
TELEVISION_OPT_33fc_000C,TELEVISION_91d3_0031,"Lucy Ricardo"
TELEVISION_OPT_e29e_000D,TELEVISION_91d3_0031,"Marian Cunningham"
TELEVISION_OPT_2c8b_000A,TELEVISION_938f_0032,"Olivia Newton John"
TELEVISION_OPT_af5f_000B,TELEVISION_938f_0032,"Carol Partridge"
TELEVISION_OPT_88ce_000C,TELEVISION_938f_0032,"Mortica Addams"
TELEVISION_OPT_ea86_000D,TELEVISION_938f_0032,"Lily Munster"
TELEVISION_OPT_0cbd_000A,TELEVISION_08b8_0033,"Marian Cunningham"
TELEVISION_OPT_905b_000B,TELEVISION_08b8_0033,"Shirley Partridge"
TELEVISION_OPT_0fe1_000C,TELEVISION_08b8_0033,"Carol Brady"
TELEVISION_OPT_ff06_000D,TELEVISION_08b8_0033,"Mortica Addams"
TELEVISION_OPT_29d3_000A,TELEVISION_3049_0034,"Lily Munster"
TELEVISION_OPT_3fea_000B,TELEVISION_3049_0034,"Edith Bunker"
TELEVISION_OPT_b959_000C,TELEVISION_3049_0034,"Marian Cunningham"
TELEVISION_OPT_5336_000D,TELEVISION_3049_0034,"June Cleaver"
TELEVISION_OPT_522e_000A,TELEVISION_11a1_0035,"Mortica Addams"
TELEVISION_OPT_01b5_000B,TELEVISION_11a1_0035,"Marian Cunningham"
TELEVISION_OPT_a90b_000C,TELEVISION_11a1_0035,"June Cleaver"
TELEVISION_OPT_4c68_000D,TELEVISION_11a1_0035,"Caroline Ingalls"
TELEVISION_OPT_d81d_000A,TELEVISION_89ee_0036,"Edith Bunker"
TELEVISION_OPT_cf89_000B,TELEVISION_89ee_0036,"Carol Brady"
TELEVISION_OPT_5227_000C,TELEVISION_89ee_0036,"Anne Jones"
TELEVISION_OPT_71e6_000D,TELEVISION_89ee_0036,"Louise Jefferson"
TELEVISION_OPT_57ae_000A,TELEVISION_cb13_0037,"June Cleaver"
TELEVISION_OPT_ce0c_000B,TELEVISION_cb13_0037,"Edith Bunker"
TELEVISION_OPT_c5f7_000C,TELEVISION_cb13_0037,"Betty Rubble"
TELEVISION_OPT_1f74_000D,TELEVISION_cb13_0037,"Morticia Addams"
TELEVISION_OPT_85ed_000A,TELEVISION_09ba_0038,"Carrie Fisher"
TELEVISION_OPT_ad3f_000B,TELEVISION_09ba_0038,"Betty Rubble"
TELEVISION_OPT_e917_000C,TELEVISION_09ba_0038,"Wilma Flintstone"
TELEVISION_OPT_cf5a_000D,TELEVISION_09ba_0038,"June Cleaver"
TELEVISION_OPT_04f8_000A,TELEVISION_2651_0039,"Carol Partridge"
TELEVISION_OPT_eb19_000B,TELEVISION_2651_0039,"Ann Romano Royer"
TELEVISION_OPT_26d8_000C,TELEVISION_2651_0039,"June Cleaver"
TELEVISION_OPT_96e3_000D,TELEVISION_2651_0039,"Carrie Fisher"
TELEVISION_OPT_1def_000A,TELEVISION_bf26_0040,"Carol Brady"
TELEVISION_OPT_bbbc_000B,TELEVISION_bf26_0040,"Marion Cunningham"
TELEVISION_OPT_ad2b_000C,TELEVISION_bf26_0040,"Edith Bunker"
TELEVISION_OPT_047b_000D,TELEVISION_bf26_0040,"Shirley Partridge"
TELEVISION_OPT_dd74_000A,TELEVISION_acf7_0041,Phoebe
TELEVISION_OPT_b26c_000B,TELEVISION_acf7_0041,Janice
TELEVISION_OPT_ca57_000C,TELEVISION_acf7_0041,Chandler
TELEVISION_OPT_6e65_000D,TELEVISION_acf7_0041,Rachel
TELEVISION_OPT_690a_000A,TELEVISION_607c_0042,"The divorcer"
TELEVISION_OPT_9553_000B,TELEVISION_607c_0042,"Fossil dude"
TELEVISION_OPT_41a4_000C,TELEVISION_607c_0042,Rossatron
TELEVISION_OPT_866f_000D,TELEVISION_607c_0042,Rossasaurous
TELEVISION_OPT_8784_000A,TELEVISION_49cc_0043,"The smoke detector keeps beeping"
TELEVISION_OPT_00a6_000B,TELEVISION_49cc_0043,"She is drunk in Vegas"
TELEVISION_OPT_b31a_000C,TELEVISION_49cc_0043,"She is going into labor"
TELEVISION_OPT_55ce_000D,TELEVISION_49cc_0043,"She has to much coffee"
TELEVISION_OPT_5be4_000A,TELEVISION_8e5c_0044,Joey
TELEVISION_OPT_135a_000B,TELEVISION_8e5c_0044,Rachel
TELEVISION_OPT_2f91_000C,TELEVISION_8e5c_0044,"Chandler himself"
TELEVISION_OPT_d7fb_000D,TELEVISION_8e5c_0044,Monica
TELEVISION_OPT_918d_000A,TELEVISION_595b_0045,"Rachel Isabella Green"
TELEVISION_OPT_4f12_000B,TELEVISION_595b_0045,"Rachel Karen Green"
TELEVISION_OPT_fe74_000C,TELEVISION_595b_0045,"Rachel Emma Green"
TELEVISION_OPT_71c0_000D,TELEVISION_595b_0045,"Rachel Lisa Green"
TELEVISION_OPT_af2f_000A,TELEVISION_2030_0046,Phoebe
TELEVISION_OPT_2191_000B,TELEVISION_2030_0046,Monica
TELEVISION_OPT_a87b_000C,TELEVISION_2030_0046,Chandler
TELEVISION_OPT_df32_000D,TELEVISION_2030_0046,Joey
TELEVISION_OPT_c2d3_000A,TELEVISION_0336_0047,Green
TELEVISION_OPT_2967_000B,TELEVISION_0336_0047,Black
TELEVISION_OPT_f6b5_000C,TELEVISION_0336_0047,Blue
TELEVISION_OPT_2794_000D,TELEVISION_0336_0047,Red
TELEVISION_OPT_fc91_000A,TELEVISION_7984_0048,Dog
TELEVISION_OPT_5a5b_000B,TELEVISION_7984_0048,Hi
TELEVISION_OPT_75b4_000C,TELEVISION_7984_0048,"How you doin?"
TELEVISION_OPT_d460_000D,TELEVISION_7984_0048,Ma-ma
TELEVISION_OPT_a30d_000A,TELEVISION_525d_0049,Five
TELEVISION_OPT_b8ff_000B,TELEVISION_525d_0049,Three
TELEVISION_OPT_b0c9_000C,TELEVISION_525d_0049,Four
TELEVISION_OPT_61ac_000D,TELEVISION_525d_0049,Six
TELEVISION_OPT_1a49_000A,TELEVISION_5ca4_0050,First
TELEVISION_OPT_1b65_000B,TELEVISION_5ca4_0050,Second
TELEVISION_OPT_2b42_000C,TELEVISION_5ca4_0050,Third
TELEVISION_OPT_5828_000D,TELEVISION_5ca4_0050,"They never got married"
TELEVISION_OPT_1922_000A,TELEVISION_1c87_0051,Joey
TELEVISION_OPT_b8b4_000B,TELEVISION_1c87_0051,Phoebe
TELEVISION_OPT_f215_000C,TELEVISION_1c87_0051,Rachel
TELEVISION_OPT_3ed3_000D,TELEVISION_1c87_0051,Chandler
TELEVISION_OPT_8a4b_000A,TELEVISION_20ec_0052,2
TELEVISION_OPT_c11e_000B,TELEVISION_20ec_0052,10
TELEVISION_OPT_07ff_000C,TELEVISION_20ec_0052,1
TELEVISION_OPT_e93d_000D,TELEVISION_20ec_0052,None
TELEVISION_OPT_e414_000A,TELEVISION_0f28_0053,Tag
TELEVISION_OPT_f9fc_000B,TELEVISION_0f28_0053,Joey
TELEVISION_OPT_dab8_000C,TELEVISION_0f28_0053,Chandler
TELEVISION_OPT_db75_000D,TELEVISION_0f28_0053,Ross
TELEVISION_OPT_1dee_000A,TELEVISION_9a92_0054,"Kelly Rippa"
TELEVISION_OPT_841e_000B,TELEVISION_9a92_0054,"Jennifer Aniston"
TELEVISION_OPT_7b92_000C,TELEVISION_9a92_0054,"Lisa Kudrow"
TELEVISION_OPT_55bd_000D,TELEVISION_9a92_0054,"Courteney Cox Arquette"
TELEVISION_OPT_8a67_000A,TELEVISION_91f1_0055,Seafood
TELEVISION_OPT_e8ab_000B,TELEVISION_91f1_0055,Lasagna
TELEVISION_OPT_1ee4_000C,TELEVISION_91f1_0055,Pizza
TELEVISION_OPT_7990_000D,TELEVISION_91f1_0055,Sandwiches
TELEVISION_OPT_9a21_000A,TELEVISION_f1a7_0056,Soho
TELEVISION_OPT_122b_000B,TELEVISION_f1a7_0056,Tribeca
TELEVISION_OPT_4c42_000C,TELEVISION_f1a7_0056,"Greenwich Village"
TELEVISION_OPT_005d_000D,TELEVISION_f1a7_0056,Chelsea
TELEVISION_OPT_7476_000A,TELEVISION_41ce_0057,10
TELEVISION_OPT_b59f_000B,TELEVISION_41ce_0057,9
TELEVISION_OPT_48b1_000C,TELEVISION_41ce_0057,7
TELEVISION_OPT_eb65_000D,TELEVISION_41ce_0057,8
TELEVISION_OPT_0533_000A,TELEVISION_df19_0058,"Matthew Perry"
TELEVISION_OPT_7e4b_000B,TELEVISION_df19_0058,"Lisa Kudrow"
TELEVISION_OPT_e796_000C,TELEVISION_df19_0058,"David Schwimmer"
TELEVISION_OPT_ce8f_000D,TELEVISION_df19_0058,"Matt Le Blanc"
TELEVISION_OPT_a448_000A,TELEVISION_ba94_0059,Monica
TELEVISION_OPT_8360_000B,TELEVISION_ba94_0059,Phoebe
TELEVISION_OPT_ff8e_000C,TELEVISION_ba94_0059,Rachel
TELEVISION_OPT_cfdf_000D,TELEVISION_ba94_0059,Ross
TELEVISION_OPT_ed69_000A,TELEVISION_4ce3_0060,None
TELEVISION_OPT_a232_000B,TELEVISION_4ce3_0060,Triplets
TELEVISION_OPT_e851_000C,TELEVISION_4ce3_0060,Twins
TELEVISION_OPT_0433_000D,TELEVISION_4ce3_0060,One
TELEVISION_OPT_76e4_000A,TELEVISION_2407_0061,"The Cosby Show"
TELEVISION_OPT_975a_000B,TELEVISION_2407_0061,"Family Ties"
TELEVISION_OPT_d908_000C,TELEVISION_2407_0061,"Growing Pains"
TELEVISION_OPT_7da7_000D,TELEVISION_2407_0061,"Too Close For Comfort"
TELEVISION_OPT_64f5_000A,TELEVISION_9076_0062,"You Can Do It If You Try"
TELEVISION_OPT_2cec_000B,TELEVISION_9076_0062,Fame
TELEVISION_OPT_4c2d_000C,TELEVISION_9076_0062,"Talented Kids"
TELEVISION_OPT_9745_000D,TELEVISION_9076_0062,"Whiz Kids"
TELEVISION_OPT_96bb_000A,TELEVISION_4b5b_0063,"Family Ties"
TELEVISION_OPT_fe31_000B,TELEVISION_4b5b_0063,"Family Matters"
TELEVISION_OPT_7e5a_000C,TELEVISION_4b5b_0063,Family
TELEVISION_OPT_883e_000D,TELEVISION_4b5b_0063,"Family Affair"
TELEVISION_OPT_7ce1_000A,TELEVISION_d6a9_0064,"Family Ties"
TELEVISION_OPT_4d1e_000B,TELEVISION_d6a9_0064,"Gimme A Break"
TELEVISION_OPT_df32_000C,TELEVISION_d6a9_0064,"Diffrent Strokes"
TELEVISION_OPT_befb_000D,TELEVISION_d6a9_0064,"Growing Pains"
TELEVISION_OPT_9947_000A,TELEVISION_bc26_0065,"Private Benjamin"
TELEVISION_OPT_efb9_000B,TELEVISION_bc26_0065,"Attention !!!!"
TELEVISION_OPT_ae66_000C,TELEVISION_bc26_0065,"Working Stiffs"
TELEVISION_OPT_0879_000D,TELEVISION_bc26_0065,"Blanskys Girls"
TELEVISION_OPT_f36a_000A,TELEVISION_7278_0066,"The Chief"
TELEVISION_OPT_0137_000B,TELEVISION_7278_0066,"Gimme A Break"
TELEVISION_OPT_33b9_000C,TELEVISION_7278_0066,Kojak
TELEVISION_OPT_6bda_000D,TELEVISION_7278_0066,"Just The Ten Of Us"
TELEVISION_OPT_e9c2_000A,TELEVISION_9e6f_0067,"Whos the Boss?"
TELEVISION_OPT_e706_000B,TELEVISION_9e6f_0067,"Whos Watching The Kids"
TELEVISION_OPT_dc31_000C,TELEVISION_9e6f_0067,"I Will Clean Your House"
TELEVISION_OPT_4839_000D,TELEVISION_9e6f_0067,"Just the Two Of Us"
TELEVISION_OPT_cc43_000A,TELEVISION_bf2c_0068,Amen
TELEVISION_OPT_4570_000B,TELEVISION_bf2c_0068,"Help The People"
TELEVISION_OPT_0a2b_000C,TELEVISION_bf2c_0068,"Highway to Heaven"
TELEVISION_OPT_f9e5_000D,TELEVISION_bf2c_0068,Wings
TELEVISION_OPT_961d_000A,TELEVISION_867a_0069,"Conrad Bain"
TELEVISION_OPT_ee6f_000B,TELEVISION_867a_0069,"Gordon Jump"
TELEVISION_OPT_14e9_000C,TELEVISION_867a_0069,"Jerry Van Dyke"
TELEVISION_OPT_7061_000D,TELEVISION_867a_0069,"Danny Thomas"
TELEVISION_OPT_00ec_000A,TELEVISION_4261_0070,"John Byner"
TELEVISION_OPT_d1e8_000B,TELEVISION_4261_0070,"Sal Viscuso"
TELEVISION_OPT_1130_000C,TELEVISION_4261_0070,"Robert Mandan"
TELEVISION_OPT_2f40_000D,TELEVISION_4261_0070,"Richard Mulligan"
TELEVISION_OPT_6600_000A,TELEVISION_5bee_0071,"Antonio Fargas"
TELEVISION_OPT_0d4f_000B,TELEVISION_5bee_0071,"Thalmus Rasulala"
TELEVISION_OPT_ed95_000C,TELEVISION_5bee_0071,"Whitman Mayo"
TELEVISION_OPT_f2ae_000D,TELEVISION_5bee_0071,"Snoop Dog"
TELEVISION_OPT_6a5b_000A,TELEVISION_029a_0072,"Barry Gordon"
TELEVISION_OPT_c601_000B,TELEVISION_029a_0072,"Jay North"
TELEVISION_OPT_755a_000C,TELEVISION_029a_0072,"Johnnie Whitaker"
TELEVISION_OPT_a6bc_000D,TELEVISION_029a_0072,"Rusty Hamer"
TELEVISION_OPT_c718_000A,TELEVISION_ef0e_0073,"Lindsay Sidney Greenbush"
TELEVISION_OPT_08b6_000B,TELEVISION_ef0e_0073,"Lindsay  Greenbush"
TELEVISION_OPT_2320_000C,TELEVISION_ef0e_0073,"All of these"
TELEVISION_OPT_9d63_000D,TELEVISION_ef0e_0073,"Sidney Greenbush"
TELEVISION_OPT_ae29_000A,TELEVISION_61cf_0074,"Don Grady"
TELEVISION_OPT_95dd_000B,TELEVISION_61cf_0074,"James Broderick"
TELEVISION_OPT_af97_000C,TELEVISION_61cf_0074,"Gavan O Herlihy"
TELEVISION_OPT_9346_000D,TELEVISION_61cf_0074,"Harold Lipschitz"
TELEVISION_OPT_44e5_000A,TELEVISION_e40e_0075,"Harry Hand"
TELEVISION_OPT_68b1_000B,TELEVISION_e40e_0075,"Robbie Rist"
TELEVISION_OPT_e545_000C,TELEVISION_e40e_0075,"Michael Gray"
TELEVISION_OPT_d23e_000D,TELEVISION_e40e_0075,"Neil J. Schwartz"
TELEVISION_OPT_7c6b_000A,TELEVISION_5f65_0076,"Al Jarreau"
TELEVISION_OPT_3354_000B,TELEVISION_5f65_0076,"Ben Powers"
TELEVISION_OPT_f6bb_000C,TELEVISION_5f65_0076,"Len Powers"
TELEVISION_OPT_f5d0_000D,TELEVISION_5f65_0076,"Gregory Abbott"
TELEVISION_OPT_2dd5_000A,TELEVISION_784f_0077,"Glodean James"
TELEVISION_OPT_9c94_000B,TELEVISION_784f_0077,"Marla Gibbs"
TELEVISION_OPT_0ba9_000C,TELEVISION_784f_0077,"Janet DuBois"
TELEVISION_OPT_abc4_000D,TELEVISION_784f_0077,"Patti Labelle"
TELEVISION_OPT_e2aa_000A,TELEVISION_8bf9_0078,"Peter Strauss"
TELEVISION_OPT_5bd1_000B,TELEVISION_8bf9_0078,"Perry King"
TELEVISION_OPT_300b_000C,TELEVISION_8bf9_0078,"Nick Nolte"
TELEVISION_OPT_c458_000D,TELEVISION_8bf9_0078,"Gavan O Herlihy"
TELEVISION_OPT_b9a9_000A,TELEVISION_5c7e_0079,Bewitched
TELEVISION_OPT_0ed8_000B,TELEVISION_5c7e_0079,"Gilligans Island"
TELEVISION_OPT_8a26_000C,TELEVISION_5c7e_0079,"Dark Shadows"
TELEVISION_OPT_f4c5_000D,TELEVISION_5c7e_0079,"None of the above"
TELEVISION_OPT_8b4f_000A,TELEVISION_7d3c_0080,Rosanne
TELEVISION_OPT_fb68_000B,TELEVISION_7d3c_0080,Bewitched
TELEVISION_OPT_d02a_000C,TELEVISION_7d3c_0080,"Gilligans Island"
TELEVISION_OPT_c983_000D,TELEVISION_7d3c_0080,Cosby
TELEVISION_OPT_0c69_000A,TELEVISION_fa16_0081,Gunsmoke
TELEVISION_OPT_b6ae_000B,TELEVISION_fa16_0081,Bonanza
TELEVISION_OPT_6d1d_000C,TELEVISION_fa16_0081,Dynasty
TELEVISION_OPT_c93c_000D,TELEVISION_fa16_0081,"Good Times"
TELEVISION_OPT_df02_000A,TELEVISION_53db_0082,"Little House on the Prairie"
TELEVISION_OPT_2131_000B,TELEVISION_53db_0082,Cosby
TELEVISION_OPT_b59a_000C,TELEVISION_53db_0082,"The Waltons"
TELEVISION_OPT_b667_000D,TELEVISION_53db_0082,"The Brady Bunch"
TELEVISION_OPT_f887_000A,TELEVISION_dd38_0083,Bewitched
TELEVISION_OPT_e774_000B,TELEVISION_dd38_0083,"Good Times"
TELEVISION_OPT_d649_000C,TELEVISION_dd38_0083,"Everybody Loves Raymond"
TELEVISION_OPT_ae2b_000D,TELEVISION_dd38_0083,"Family Affair"
TELEVISION_OPT_6eb1_000A,TELEVISION_deba_0084,"Gilligans Island"
TELEVISION_OPT_2dc8_000B,TELEVISION_deba_0084,"Dark Shadows"
TELEVISION_OPT_c82f_000C,TELEVISION_deba_0084,"The Andy Griffith Show"
TELEVISION_OPT_a6cb_000D,TELEVISION_deba_0084,"The Life of Riley"
TELEVISION_OPT_20a5_000A,TELEVISION_a91d_0085,"The Love Boat"
TELEVISION_OPT_c58d_000B,TELEVISION_a91d_0085,"Green Acres"
TELEVISION_OPT_33ce_000C,TELEVISION_a91d_0085,"The Mod Squad"
TELEVISION_OPT_0db2_000D,TELEVISION_a91d_0085,Alf
TELEVISION_OPT_6bfb_000A,TELEVISION_bcf9_0086,"The Tates and the Smiths"
TELEVISION_OPT_36ef_000B,TELEVISION_bcf9_0086,"The Tates and the Campbells"
TELEVISION_OPT_b888_000C,TELEVISION_bcf9_0086,"The Campbells and the Bradys"
TELEVISION_OPT_6c73_000D,TELEVISION_bcf9_0086,"The Campbells and the Nelsons"
TELEVISION_OPT_8d3b_000A,TELEVISION_db68_0087,"Leather and Suede"
TELEVISION_OPT_d49a_000B,TELEVISION_db68_0087,"Leather and Pinky"
TELEVISION_OPT_7e7f_000C,TELEVISION_db68_0087,"Pinky and Blue"
