question,QID,answer,answer_OID
"This book was censored in 1985 in Cairo, Egypt as it contained obscene passages which posed a threat to the countrys moral fabric.",LITERATURE_0747_0020,"Arabian Nights",LITERATURE_OPT_d452_000A
"An edition of Miltons works was bound in:",LITERATURE_5041_0021,"Human skin",LITERATURE_OPT_ab7f_000A
"Binding books with human hide was a common practice once. Why?",LITERATURE_04f2_0022,"Because the narrative in the book was about the story of the hides owner",LITERATURE_OPT_1d2f_000C
"The name of Cruella de Vil from 101 Dalmatians is meaningful because:",LITERATURE_4bcf_0023,"She wants the puppies for their fur",LITERATURE_OPT_df18_000D
"Who is the Shakespearean villain who had his own brother executed and innocent children killed because they were hindrances to his kingly ambition?",LITERATURE_cff2_0024,"Richard III",LITERATURE_OPT_92ea_000B
"According to psychologists villains in fairy-tales actually have an important role for the childrens mind formation, namely:",LITERATURE_4b07_0025,"They help children decide what is bad",LITERATURE_OPT_dfd2_000A
"The famous evil female Baba Yaga comes from:",LITERATURE_4def_0026,"Russian folklore",LITERATURE_OPT_2c4b_000D
"Harry Potter is concidered malicious literature by some, because:",LITERATURE_ef8c_0027,"It is about witchcraft",LITERATURE_OPT_bf54_000D
"It turns out that people like reading about crime. The top-selling English-language author of all time is:",LITERATURE_40e5_0028,"Agatha Christie",LITERATURE_OPT_45f6_000A
"Who wrote about the early whodunit archetype, inspector Auguste Dupin?",LITERATURE_e2e8_0029,"Edgar Allan Poe",LITERATURE_OPT_c74c_000B
"Dr. Alex Delaware is the creation of which of these authors?",LITERATURE_260f_0030,"Jonathan Kellerman",LITERATURE_OPT_9995_000A
"Robert B. Parker completed Raymond Chandlers unfinished final novel, Poodle Springs.",LITERATURE_2418_0031,True,LITERATURE_OPT_f106_000B
"Kathy Reichs has written some great mysteries, where the primary character is Forensic Archaeologist, Kay Scarpetta.",LITERATURE_7b48_0032,False,LITERATURE_OPT_3f1d_000A
"What is the name of Colin Creevys brother, who appears in the book Harry Potter and the Order of the Phoenix?",LITERATURE_591b_0033,"Dennis Creevy",LITERATURE_OPT_317f_000C
"Why was Hagrid missing in the beginning of Harry Potter and the Order of the Phoenix?",LITERATURE_6913_0034,"He went hunting giants.",LITERATURE_OPT_57c8_000D
"What did Hermione do to Ron before she stormed out of the charms classroom in Harry Potter and the Half-Blood Prince?",LITERATURE_4bf1_0035,"She charmed little yellow birds to fly at Ron and peck him.",LITERATURE_OPT_9147_000C
"Draco Malfoy cries in a book of the Harry Potter series.",LITERATURE_f733_0036,True,LITERATURE_OPT_00df_000A
"Did Crabbe and Goyle ever become friends with Harry, Ron and Hermione in the Harry Potter books?",LITERATURE_b1f8_0037,No,LITERATURE_OPT_7242_000B
"Harry liked Cho in the book Harry Potter and the Half-Blood Prince.",LITERATURE_0fa9_0038,False,LITERATURE_OPT_c529_000B
"In Harry Potter and the Philosophers Stone, before Harry went to fight Professor Quirrel and He-Who-Must-Not-Be-Named, Hermione helped him with a task that involved what?",LITERATURE_f29c_0039,"A set of potions sent from Professor Snape",LITERATURE_OPT_b392_000C
"What was the name of the handsome, selfish teacher in Harry Potter and the Chamber of Secrets?",LITERATURE_5a60_0040,"Professor Gilderoy Lockhart",LITERATURE_OPT_7d63_000A
"In Harry Potter and the Philosophers Stone, what was the password to the Gryffindor tower during Halloween?",LITERATURE_8afb_0041,"Pig snout",LITERATURE_OPT_a93d_000A
"In Harry Potter and the Philosophers Stone, who gave Nearly-Headless Nick the rejection letter from the Headless Hunt?",LITERATURE_3f35_0042,"Sir Patrick Delaney-Podmore",LITERATURE_OPT_969d_000C
"In the Harry Potter series, who created the Ravenclaw House when Hogwarts was built?",LITERATURE_8b09_0043,"Rowena Ravenclaw",LITERATURE_OPT_969d_000A
"What was the name of the child who delivered Ron his parcels in Harry Potter and the Goblet of Fire?",LITERATURE_9f29_0044,Nigel,LITERATURE_OPT_4e69_000D
"Filch is a wizard in the Harry Potter books.",LITERATURE_13fa_0045,False,LITERATURE_OPT_5956_000A
"Who took over the Fat Ladys job after she was scared out of her portrait in Harry Potter and the Prisoner of Azkaban?",LITERATURE_0b03_0046,"Sir Cadogan",LITERATURE_OPT_0e59_000A
"Who lost the list of passwords for the Gryffindor tower in Harry Potter and the Prisoner of Azkaban?",LITERATURE_ada2_0047,"Neville Longbottom",LITERATURE_OPT_efb3_000B
"In Harry Potter and the Half-Blood Prince, who was bitten by the werewolf Fenfir Greyback?",LITERATURE_d9fd_0048,Bill,LITERATURE_OPT_13d7_000B
"Who killed Dumbledore in Harry Potter and the Half-Blood Prince?",LITERATURE_2a18_0049,"Professor Snape",LITERATURE_OPT_3d54_000C
"What is James Potter called by Lily Evans in Harry Potter and the Order of the Phoenix?",LITERATURE_e4d9_0050,"A selfish, bullying toerag",LITERATURE_OPT_66cc_000C
"What house was Cho Chang in, as explained in Harry Potter and the Prisoner of Azkaban, Order of the Pheonix, and Goblet of Fire?",LITERATURE_498c_0051,Ravenclaw,LITERATURE_OPT_5c3c_000D
"Who gave Dudley a pigs tail using a pink umbrella in the book Harry Potter and the Philosophers Stone?",LITERATURE_717a_0052,"Rubeus Hagrid",LITERATURE_OPT_7689_000B
"Does Harry arrive at Privet Drive with Dumbledore in the first book of the Harry Potter series?",LITERATURE_7b14_0053,No,LITERATURE_OPT_be0a_000A
"In Harry Potter and the Philosophers Stone, after getting off the Hogwarts Express, how did Harry and his fellow First Years get to the castle?",LITERATURE_e6d8_0054,"by boat across the lake",LITERATURE_OPT_a0c0_000A
"Who saved Harry from Voldemort in the Forbidden Forest in the first volume of the Harry Potter series?",LITERATURE_3c5a_0055,Firenze,LITERATURE_OPT_cb03_000A
"In Harry Potter and the Philosophers Stone, Severus Snape bewitches Harrys broom during the Quidditch match between Gryffindor and Sytherin.",LITERATURE_0c12_0056,False,LITERATURE_OPT_5c7a_000A
"Why were Harry and Hermione at the top of the tallest astronomy tower when they were caught by Filch in Harry Potter and the Philosophers Stone?",LITERATURE_7b69_0057,"They were giving Norbert to Charlies friends.",LITERATURE_OPT_fa41_000A
"It is stated in the first book of the Harry Potter series that Harry received his first Nimbus Two Thousand broom in the second year of his education at Hogwarts.",LITERATURE_ea33_0058,False,LITERATURE_OPT_1a56_000A
"What was Harry Potters first Famous Witch and Wizards card according to the first volume of the series?",LITERATURE_d0a9_0059,"Albus Dumbledore",LITERATURE_OPT_e8cc_000B
"Did Harry, Ron and Hermione encounter a Venomous Tentacula in the first book of the series, after dropping through the trapdoor that Fluffy was guarding?",LITERATURE_6492_0060,No,LITERATURE_OPT_fbbc_000B
"Who gave Harry his invisibility cloak in Harry Potter and the Philosophers Stone?",LITERATURE_544f_0061,Dumbledore,LITERATURE_OPT_afc0_000A
"In which Stephen King story do we meet the evil Randall Flagg?",LITERATURE_1707_0062,"The Stand",LITERATURE_OPT_faab_000D
"In which Stephen King story do we meet a banker from Maine named Andy Dufresne?",LITERATURE_ec5b_0063,"Shawshank Redemption",LITERATURE_OPT_7399_000A
"Paul Edgecomb is a character in which Stephen King story?",LITERATURE_93ad_0064,"The Green Mile",LITERATURE_OPT_e53d_000D
"Jud Crandall and Louis Creed are characters in which Stephen King story?",LITERATURE_1f82_0065,"Pet Sematary",LITERATURE_OPT_7ce0_000B
"In which Stephen King story do we meet a red-headed character named Malachai?",LITERATURE_59a7_0066,"Children of the Corn",LITERATURE_OPT_800c_000A
"In which Stephen King story are we introduced to a recovering alcoholic named Jack Torrance?",LITERATURE_e020_0067,"The Shining",LITERATURE_OPT_ed8e_000A
"Billy Halleck, a rather rotund lawyer, is a character from which Stephen King story?",LITERATURE_07b7_0068,Thinner,LITERATURE_OPT_369b_000B
"The paraplegic Marty Coslaw is a character in which Stephen King story?",LITERATURE_dd02_0069,"Silver Bullet",LITERATURE_OPT_a104_000D
"In which Stephen King story to we meet the intriguing stranger Andre Linoge?",LITERATURE_2dfd_0070,"Storm of the Century",LITERATURE_OPT_f04a_000D
"The former nurse Annie Wilkes is a character from which Stephen King story?",LITERATURE_7717_0071,Misery,LITERATURE_OPT_db5c_000D
"Pennywise is introduced to us in a storm sewer from which Stephen King story?",LITERATURE_ce7e_0072,It,LITERATURE_OPT_7d02_000C
"Johnny Smith is a character that awakens from a coma in which Stephen King story?",LITERATURE_6b57_0073,"The Dead Zone",LITERATURE_OPT_cfcb_000B
"Arnie Cunninghams character is a nerdy high school student from which Stephen King story?",LITERATURE_4e8f_0074,Christine,LITERATURE_OPT_102c_000B
"What fantasy series tells us first about a sword, then about the elfstones and finally about a wishsong?",LITERATURE_e8aa_0075,Shannara,LITERATURE_OPT_86ff_000A
"In this sci-fi story, a young boy is given advanced training and then tricked into destroying an invading an alien fleet.",LITERATURE_08f5_0076,"Enders Game",LITERATURE_OPT_c407_000A
"Which author describes the worlds of the Belgariad and the Malloreon?",LITERATURE_ea44_0077,"David Eddings",LITERATURE_OPT_2fa0_000A
"The fictional spice-drug Melange has a central role in which Sci-fi epic?",LITERATURE_248d_0078,DUNE,LITERATURE_OPT_0a00_000D
"This fantasy series features channelers, who can control the One Power, a mighty force that comes from the True Source, and is separated into two halves: a male part -saidin, and a female one - saidar.",LITERATURE_1f7d_0079,"The Wheel of Time",LITERATURE_OPT_4095_000A
"This series depicts a unicorn-riding wizard, who is actually a contestant in a game show, in the futuristic world of Proton.",LITERATURE_c330_0080,"Apprentice Adept",LITERATURE_OPT_5fca_000C
"This popular fantasy series tells the story of a small human-like character, sent on a mission to save the world. He has to destroy an item of dark and terrible power by casting it into the fires of the mountain, where it was made.",LITERATURE_53ae_0081,"Lord of the Rings",LITERATURE_OPT_b607_000D
"Which Fantasy Series tells the story of  the War Wizard, Richard Rahl?",LITERATURE_d319_0082,"The Sword of Truth",LITERATURE_OPT_88b8_000C
"Which sci-fi classic features the story of an alien invasion thwarted by earths microorganisms?",LITERATURE_1cc4_0083,"War of the Worlds",LITERATURE_OPT_6f1c_000D
"Which fantasy series by C.S. Lewis includes a book entitled The Voyage of the Dawn Treader?",LITERATURE_c0a0_0084,"The Chronicles of Narnia",LITERATURE_OPT_93b2_000B
"In the novel Gone with the Wind, what is Scarlett O Haras first name?",LITERATURE_49ae_0085,Katie,LITERATURE_OPT_cefb_000D
"Which war is described in the novel Gone with the Wind?",LITERATURE_3ae9_0086,"The Civil War",LITERATURE_OPT_84d5_000D
"In the novel Gone with the Wind, what was the name of Scarletts first house -- the house she had her childhood in and loved more than anything?",LITERATURE_9f62_0087,Tara,LITERATURE_OPT_d0e7_000A
"How many children did Scarlett have in the novel Gone with the Wind?",LITERATURE_1ba1_0088,3,LITERATURE_OPT_0e3f_000A
"In the novel Gone with the Wind, what were the names of the two slaves Scarletts father bought, and what relationship did they have?",LITERATURE_5340_0089,"DIlcey and Prissy, mother and daughter",LITERATURE_OPT_9722_000B
"In the novel Gone with the Wind, Scarletts father bought two slaves from Raif Tarleton.",LITERATURE_3249_0090,False,LITERATURE_OPT_3bba_000A
"In the novel Gone with the Wind, Dilcey had two children.",LITERATURE_a6c6_0091,True,LITERATURE_OPT_d30c_000A
"Name the 19th century novel, which begins with the following sentence: ‘It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.’",LITERATURE_30f9_0092,"Pride and Prejudice",LITERATURE_OPT_f297_000C
"This quote is from a novel which focuses on the myth of hedonism: ‘The only way to get rid of a temptation is to yield to it. Resist it, and your soul grows sick with longing for the things it has forbidden to itself, with desire for what its monstrous laws have made monstrous and unlawful.’  Name the novel.",LITERATURE_e474_0093,"The Picture of Dorian Gray",LITERATURE_OPT_1b3f_000B
"The following quote is from a novel which describes a society, characterized mainly by the lack of freedom: ‘Freedom is the freedom to say that two plus two make four. If that is granted, all else follows.’  Name the novel.",LITERATURE_1bcd_0094,1984,LITERATURE_OPT_5c60_000B
"The main character from this literary work by Philip Roth addresses the following words to his domineering and meticulous Jewish mother: ‘Because to be bad, Mother, that is the real struggle: to be bad and to enjoy it. That is what makes men of us boys.’",LITERATURE_e7c6_0095,"Portnoys Complaint",LITERATURE_OPT_fde7_000A
"In this novel, with the following sentences, David Lodge sums up the fact that his Catholic characters ceased to believe in the existence of hell: ‘At some point in the nineteen-sixties, Hell disappeared. No one could say for certain when this happened. First it was there and then it wasn’t.",LITERATURE_919a_0096,"How Far Can You Go",LITERATURE_OPT_4ea2_000B
"The following quote is from a literary work by Kurt Vonnegut in which the characters search for an important and dangerous substance called ‘ice-nine’: ‘Beware of the man who works hard to learn something, learns it, and finds himself no wiser than before. He is full of murderous resentment of people who are ignorant without having come by their ignorance the hard way.’  Name the literary work.",LITERATURE_f33c_0097,"Cats Cradle",LITERATURE_OPT_829c_000B
"The following speculation is from a novel set in the gloomy Fen Country of East Anglia: ‘Realitys not strange, not unexpected. Reality doesnt reside in the sudden hallucination of events. Reality is uneventfulness, vacancy, flatness. Reality is that nothing happens. How many of the events of history have occurred, ask yourselves, for this and for that reason, but for no other reason, fundamentally, than the desire to make things happen?’  Can you name the novel?",LITERATURE_5326_0098,Waterland,LITERATURE_OPT_f743_000C
"This quote is from a novel by Somerset Maugham, which tells the story of a young man searching for the meaning of life:  ‘It is an illusion that youth is happy, an illusion of those who have lost it; but the young know they are wretched, for they are full of the truthless ideals which have been instilled into them and each time they come in contact with the real they are bruised and wounded.",LITERATURE_a1f6_0099,"Of Human Bondage",LITERATURE_OPT_13df_000A
"In this novel, the following words are said by the protagonist, Isadora Wing, who is in pursuit of liberation: ‘I was nobody’s baby now. Liberated. Utterly free. It was the most terrifying sensation I’d ever known in my life. Like teetering on the edge of the Grand Canyon and hoping you’d learn to fly before you hit the bottom.",LITERATURE_29ec_0100,"Fear of Flying",LITERATURE_OPT_6c3c_000D
"This is a quote from a novel in which the action takes place in a mental institution: ‘You have to laugh at the things that hurt you just to keep yourself in balance, just to keep the world from running you plumb crazy.’  Name the novel.",LITERATURE_ff4f_0101,"‘One Flew Over the Cuckoo’s Nest’",LITERATURE_OPT_1b4a_000A
"After Dr. Seuss used 236 different words to write The Cat in the Hat, his publisher, Bennett Cerf, bet $50 that Seuss could not write a book of only fifty words. Seuss won the bet with this book in 1960.",LITERATURE_fede_0102,"Green Eggs and Ham",LITERATURE_OPT_9674_000C
"Published in January 1990, this is the last book written and illustrated by Dr. Seuss. In the US, its a popular graduation gift.",LITERATURE_7078_0103,"Oh, the Places Youll Go!",LITERATURE_OPT_0870_000C
"The plot of this 1984 Seuss satire has been likened to the war between Blefuscu and Lilliput in Jonathan Swifts Gullivers Travel and their war over which end of an egg is supposed to be cracked.",LITERATURE_cc40_0104,"The Butter Battle Book",LITERATURE_OPT_befc_000A
"Youre a Mean One, Mr. Grinch, one of the most famous songs from the 1966 animated TV special How the Grinch Stole Christmas!, was sung by the narrator Boris Karloff.",LITERATURE_a6cc_0105,False,LITERATURE_OPT_32d0_000B
"The title of this 1956 Dr. Seuss book has become a popular phrase used to introduce an opinion.",LITERATURE_febf_0106,"If I Ran the Circus",LITERATURE_OPT_62fd_000A
"Published in 1937, this is Dr. Seusss first book. Its main character Marco is based on Marco McClintock, the son of Mike McClintock, Seuss editor, and Helene McClintock, to whom he dedicated the book.",LITERATURE_529a_0107,"And to Think That I Saw It on Mulberry Street",LITERATURE_OPT_0567_000B
"In this 1954 Dr. Seuss book the moral of the story (and a repeated phrase throughout the book) is: a persons a person no matter how small. This was the first of two Seuss books starring this kind-hearted elephant.",LITERATURE_8bf9_0108,"Horton Hears a Who!",LITERATURE_OPT_176e_000C
"This 1971 Dr. Seuss book about a mossy,  bossy creature, the Once-ler and the Truffula trees has been banned by some schools and libraries for its anti-forestry industry content.",LITERATURE_02bb_0109,"The Lorax",LITERATURE_OPT_97bc_000D
"What book by Dr. Seuss contains the quote: When a Fox is in the bottle where the Tweetle Beetles battle with their paddles in a puddle on a noodle-eating poodle, THIS is what they call......a Tweetle Beetle Noodle Poodle Bottled Paddled Muddled Duddled Fuddled Wuddled Fox In Socks, Sir!?",LITERATURE_3f9b_0110,"Fox in Socks",LITERATURE_OPT_246e_000C
"Voyage of the Dawn Treader was written by this author.",LITERATURE_c821_0111,"C S Lewis",LITERATURE_OPT_91bd_000B
"This famous childrens poet wrote Where the Sidewalk Ends and The Giving Tree.",LITERATURE_cf2b_0112,"Shel Silverstien",LITERATURE_OPT_3347_000D
"Dante Alighieri (1265-1321) probably began this work in 1306. Its first canto begins with: Midway upon the journey of our life I found myself within a forest dark, for the straightforward pathway had been lost.",LITERATURE_d163_0113,"The Divine Comedy",LITERATURE_OPT_48e4_000B
"The Canterbury Tales is a collection of stories written by Geoffrey Chaucer. It recounts the tales told by individuals on a pilgrimage to the shrine of Saint Thomas Becket at Canterbury Cathedral. Which of the following was not a character in this work?",LITERATURE_db5f_0114,"Tax Collector",LITERATURE_OPT_cb0e_000C
"In the novel Don Quixote by Spanish author Miguel de Cervantes Saavedra, who is the witty squire and companion to Alonso Quixano?",LITERATURE_4b0d_0115,"Sancho Panza",LITERATURE_OPT_0fc9_000D
"In this tragic play by William Shakespeare, three witches tell a general in the army of King Duncan that he will never be vanquishd until Great Birnam wood to high Dunsinane Hill shall come against him.",LITERATURE_b880_0116,Macbeth,LITERATURE_OPT_6816_000B
"This 1971 novel by Anthony Burgess relates the story of a fifteen-year-old boy named Alex, who, with his gang members (known as droogs) roam the streets at night, committing violent crimes for enjoyment.",LITERATURE_ab86_0117,"A Clockwork Orange",LITERATURE_OPT_4bc5_000B
"The famous line In the room the women come and go, talking of Michelangelo is from the poem The Love Song of J. Alfred Prufrock by this influential 20th century poet.",LITERATURE_a1a6_0118,"T. S. Eliot",LITERATURE_OPT_7135_000D
"This great work of Russian literature by Fyodor Dostoevsky features the character Raskolnikov, an impoverished St. Petersburg student who kills an unscrupulous pawnbroker.",LITERATURE_a189_0119,"Crime and Punishment",LITERATURE_OPT_f0c2_000D
"This novel by Charles Dickens, published in 1850, is considered his most autobiographical. It begins with: Whether I shall turn out to be the hero of my own life, or whether that station will be held by anybody else, these pages must show. Characters include Wilkins Micawber and Uriah Heep.",LITERATURE_9b1b_0120,"David Copperfield",LITERATURE_OPT_0114_000B
"As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect is the opening line to this famous work of German fiction by Franz Kafka.",LITERATURE_2b53_0121,"The Metamorphosis",LITERATURE_OPT_7e81_000A
"This novel by Charlotte Brontë includes the character Mr. Rochester, whose wife is a violent lunatic.",LITERATURE_f37b_0122,"Jane Eyre",LITERATURE_OPT_8523_000A
"Fifteen men on the dead mans chest— Yo-ho-ho, and a bottle of rum! is a famous line from Treasure Island, a novel by this author published in 1883.",LITERATURE_7be7_0123,"Robert Louis Stevenson",LITERATURE_OPT_b9ee_000B
"Death be not proud, though some have called thee mighty and dreadfull, for, thou art not so is a portion of a work by this poet who lived from 1572-1631.",LITERATURE_f28f_0124,"John Donne",LITERATURE_OPT_85d2_000B
"In what 1851 novel would you find the characters Ishmael, Captain Ahab, Queequeg and Starbuck?",LITERATURE_e141_0125,"Moby Dick by Herman Melville",LITERATURE_OPT_71d2_000C
"This early Anglo-Saxon work, possibly from the 800s, features the antagonist Grendel, a descendant of Cain who invades the mead-hall of the Danes and eats the men within. The title character ultimately beheads Grendel and keeps it as a trophy.",LITERATURE_37eb_0126,Beowulf,LITERATURE_OPT_ec28_000C
"In Stephen Kings novel Bag of Bones, what is the location of the Noonans summer home?",LITERATURE_f35e_0127,"Sarah Laughs",LITERATURE_OPT_348b_000A
"What is the name of Dolores Claibornes wealthy employer in the Stephen King novel Dolores Claiborne?",LITERATURE_e6cd_0128,"Vera Donovan",LITERATURE_OPT_73e1_000D
"In the horror novel Misery, Annie Wilkes was referred to by the newspapers as what?",LITERATURE_f2a5_0129,"The Dragon Lady",LITERATURE_OPT_8be1_000A
"What is Stephen Kings first published novel?",LITERATURE_0080_0130,Carrie,LITERATURE_OPT_e9d3_000B
"What novel did Stephen King and Peter Straub co-author in 1983?",LITERATURE_ccf6_0131,"The Talisman",LITERATURE_OPT_a68c_000B
"In the novel Cristine, Dennis decides he does not like Christine, because, while sitting in it, he has a vision of the car and the surroundings as they would be in 1957 when the car was new.",LITERATURE_0340_0132,True,LITERATURE_OPT_f2a0_000B
"Once in a kingdom called Delain, there was a king with two sons. Delain was a very old kingdom and it had had hundreds of kings, perhaps, even thousands... is the beginning of what book?",LITERATURE_86db_0133,"The Eyes of the Dragon",LITERATURE_OPT_49a0_000D
"In the novel Pet Semetary, what is the name of the Creeds cat that is buried and returns to life?",LITERATURE_64fd_0134,Church,LITERATURE_OPT_f2f2_000B
"Who fell into the lake?",LITERATURE_6f8a_0135,Dennis,LITERATURE_OPT_4c6e_000D
"George used the Jelly-Legs curse on Goyle.",LITERATURE_31cb_0136,False,LITERATURE_OPT_27c7_000B
"On what day did Percy say he would have the report ready for Mr Crouch?",LITERATURE_b7c8_0137,Tuesday,LITERATURE_OPT_d8c3_000D
"Goblet of Fire started a series of deaths in the books. Who died in Goblet of Fire?",LITERATURE_268b_0138,"Cedric Diggory",LITERATURE_OPT_3e3e_000D
"Harry rescued Hermione from the Merpeople.",LITERATURE_d866_0139,False,LITERATURE_OPT_d80b_000B
"Where do Harry Potter and Ron leave the chocolate cakes for Crabbe and Goyle to find?",LITERATURE_0c7a_0140,"At the end of the banister",LITERATURE_OPT_2818_000B
"In chapter one of Harry Potter and the Prisoner of Azkaban, Harry has Snapes essay on Sleeping Draughts hidden under the floorboard.",LITERATURE_f982_0141,False,LITERATURE_OPT_68a7_000B
"In chapter 7 of Harry Potter and the Prisoner of Azkaban, titled The Boggart in the Wardrobe, a severed hand comes out of the wardrobe for Seamus Finnegan.",LITERATURE_da88_0142,No,LITERATURE_OPT_4e37_000A
"How long does Dudleys tongue become, after eating Fred and Georges candies, in the fourth book of the Harry Potter series?",LITERATURE_25b3_0143,"1 ft.",LITERATURE_OPT_4a2a_000A
"Rons Christmas gift to Dobby in Harry Potter and the Goblet of Fire is a tea cozy.",LITERATURE_f6d5_0144,False,LITERATURE_OPT_0d1f_000A
"What room does Harry Potter go to for his hearing in the 5th book of the series?",LITERATURE_fef8_0145,"Courtroom 10",LITERATURE_OPT_57c3_000A
"In chapter 24 of book 5, what breaks Snapes attempt to use Legilimency on Harry Potter?",LITERATURE_08f8_0146,"The vision of Cedrics dead body",LITERATURE_OPT_4863_000B
"The weapon that Voldemort wanted in book 5 of the Harry Potter series was Harry.",LITERATURE_76aa_0147,No,LITERATURE_OPT_adbc_000A
"Who wrote the novel Gone With the Wind?",LITERATURE_bbbf_0148,"Margaret Mitchell",LITERATURE_OPT_c05b_000A
"In 2000, Alice Randall wrote a new version of Gone With the Wind in which the story is told from the point of view of the slaves. What was the name of this novel?",LITERATURE_4ebe_0149,"The Wind Done Gone",LITERATURE_OPT_821b_000C
"In 1962, the best known music theme from the movie Gone with the Wind often called Taras Theme, was made into a hit record on the pop charts. Which group had a 1962 hit with My Own True Love?",LITERATURE_265c_0150,"The Duprees",LITERATURE_OPT_fc10_000C
"Who portrayed Ashley Wilkes in the popular movie Gone with the Wind?",LITERATURE_973c_0151,"Leslie Howard",LITERATURE_OPT_dd1e_000C
"Excluding the opening music, the intermission, and exit music, how long does the movie Gone with the Wind run?",LITERATURE_4bcf_0152,"222 minutes",LITERATURE_OPT_4a2f_000D
"Three men are given credit as directors of the movie Gone with the Wind. Which one of the following directors is not among them?",LITERATURE_5ea1_0153,"Raoul Walsh",LITERATURE_OPT_b327_000B
"The company that produced Gone with the Wind was fined because Rhett  Butler says the word damn in his famous line: Frankly my dear, I dont give a damn.",LITERATURE_185f_0154,False,LITERATURE_OPT_7af7_000B
"How much did David O. Selznick pay for the rights to the book Gone with the Wind?",LITERATURE_93aa_0155,"$50,000",LITERATURE_OPT_74fb_000D
"The producer of the movie Gone with the Wind was short of money and needed a male lead. With whom did he make a deal?",LITERATURE_014c_0156,"With his father-in-law",LITERATURE_OPT_f829_000A
"A TV  sequel to  Gone with the Wind was released in 1994.",LITERATURE_7ec2_0157,True,LITERATURE_OPT_18d6_000A
"Which American author is popularly known as the chronicler of the Jazz Age - the period between World War I and World War II?",LITERATURE_fbee_0158,"F. Scott Fitzgerald",LITERATURE_OPT_d010_000D
"Which novel by Ernest Hemingway was published in Great Britain under the title Fiesta?",LITERATURE_52ab_0159,"The Sun Also Rises",LITERATURE_OPT_8670_000C
"Which 1929 novel narrates the decline of the distinguished Southern family, the Compsons?",LITERATURE_51f9_0160,"The Sound and the Fury by William Faulkner",LITERATURE_OPT_5a8e_000B
"The 1961 publication of this sexually explicit novel led to an obscenity trial in the USA.",LITERATURE_7a59_0161,"Tropic of Cancer",LITERATURE_OPT_c6eb_000B
"Which novel, set in the Great Depression of the 1930s, won the the Pulitzer Prize in 1940?",LITERATURE_c59f_0162,"The Grapes of Wrath",LITERATURE_OPT_a0e4_000D
"Which of the following is not a character depicted by Joseph Heller in his anti-war novel Catch-22?",LITERATURE_e7ce_0163,"Papa Monzano",LITERATURE_OPT_74cf_000A
"Humbert Humbert is the protagonist and narrator of which 1955 novel?",LITERATURE_0e71_0164,Lolita,LITERATURE_OPT_0de5_000A
