question,QID,answer,answer_OID
"What movie title was translated i Portugal as A Very Crazy Dead Man?",NEWEST_f65a_0026,"Weekend at Bernies",NEWEST_OPT_004d_000A
"The 8th Passenger is Death is the Hungarian title of this movie.",NEWEST_c9dc_0027,Alien,NEWEST_OPT_078f_000A
"Popes have always been elected to their position by the College of Cardinals.",NEWEST_b21f_0028,False,NEWEST_OPT_c097_000A
"How many votes from the College of Cardinals does it take to declare a new Pope?",NEWEST_1fae_0029,"Two thirds of the votes plus one",NEWEST_OPT_a567_000D
"What was the longest interregnum between popes?",NEWEST_2b61_0030,"Two years and 9 months",NEWEST_OPT_b9de_000C
"Can any baptized male be elected Pope?",NEWEST_8645_0031,Yes,NEWEST_OPT_ea34_000A
"White smoke has always been used to announce the choosing of a new pope.",NEWEST_cebc_0032,False,NEWEST_OPT_6a72_000A
"All cardinals are appointed to their positions by a pope. Can they all vote for a new pope when the time comes?",NEWEST_5567_0033,No,NEWEST_OPT_517e_000A
"Urban VII set a record for the shortest papacy. How many days was he in office?",NEWEST_c9c3_0034,"12 days",NEWEST_OPT_203e_000D
"If you were elected pope, what would your chances of becoming a saint be?",NEWEST_3ef8_0035,"1 out of 3",NEWEST_OPT_fb7e_000B
"Why do popes wear white?",NEWEST_6255_0036,"It was a fashion trend in 1566 brought on by the newly elected Pope Pius V.",NEWEST_OPT_c65e_000A
"Who was the first pope to change his name?",NEWEST_dc4d_0037,"Pope John II, formerly Mercury",NEWEST_OPT_7258_000D
"I made a pun in springtime. (Next sentence, please)",NEWEST_d0da_0038,"It was a May zing.",NEWEST_OPT_8cc4_000B
"Magician’s assistants are _______________.",NEWEST_1272_0039,"highly sawed after",NEWEST_OPT_c485_000C
"I dated a politician over the holidays but when I wrapped myself up as a present, he couldnt __________________.",NEWEST_5d34_0040,"cut through the red tape",NEWEST_OPT_fd42_000D
"I missed my miniature Indian musical instrument practice last night. I couldnt find a ___________.",NEWEST_8858_0041,"baby sitar",NEWEST_OPT_fe2d_000C
"Two coin collectors got together for _______________.",NEWEST_9ce0_0042,"old dimes sake",NEWEST_OPT_94b9_000B
"When I found out that the fire department was charging $75.00 per table for their craft fair I told them _________________.",NEWEST_d109_0043,"they could go to blazes",NEWEST_OPT_f222_000D
"I try wearing tight jeans, but I can __________________.",NEWEST_7f61_0044,"never pull it off",NEWEST_OPT_f34e_000B
"I think Santa has riverfront property in Brazil. All our presents came from ____________.",NEWEST_f971_0045,"Amazon this year",NEWEST_OPT_d13e_000C
"If I tell you I’m afraid of apple orchards, will you tell me to ______________?",NEWEST_e52d_0046,"grow a pear",NEWEST_OPT_454c_000C
"If you step onto a plane and recognize a friend of yours named Jack dont yell out ______!",NEWEST_a880_0047,"Hi Jack",NEWEST_OPT_4330_000A
"When asked by a passenger how high he would get, the pilot replied,",NEWEST_69c7_0048,"I dont do drugs.",NEWEST_OPT_bc0c_000D
"The airlines have become so cash-strapped, they charged me for ___________.",NEWEST_2306_0049,"my emotional baggage",NEWEST_OPT_d2b3_000C
"Dont expect to eat something fancy when youre flying ___________________.",NEWEST_64a6_0050,"because its plane food",NEWEST_OPT_6719_000A
"If you get sick at the airport it could be a _____________.",NEWEST_92a5_0051,"terminal illness",NEWEST_OPT_4136_000D
"Traveling on a flying carpet is a ______________.",NEWEST_2e97_0052,"rugged experience",NEWEST_OPT_032c_000A
"During his air test a young pilot flew through a rainbow. (Next sentence please)",NEWEST_5380_0053,"He passed with flying colors.",NEWEST_OPT_4d93_000D
"One of the first things youll notice at the Beijing airport is __________________.",NEWEST_b462_0054,"a whole lot of Chinese checkers",NEWEST_OPT_4888_000C
"An astronaut broke the law of gravity and got ______________ .",NEWEST_dc4f_0055,"a suspended sentence",NEWEST_OPT_62b7_000A
"The little green men told me it was the Dog Star. I told them ______________ .",NEWEST_2109_0056,"they cant be Sirius",NEWEST_OPT_fd0d_000A
"Did you hear about the pilot who always had work? (Next sentence please)",NEWEST_3272_0057,"He was great at landing a job.",NEWEST_OPT_153f_000A
"An astronaut who fails on a weightlessness experiment must be ______________.",NEWEST_550c_0058,"aware of the gravity of the situation",NEWEST_OPT_d3d1_000D
"The cost of the space program is____________ .",NEWEST_db6e_0059,astronomical,NEWEST_OPT_3531_000A
"If the Taiwanese director doesn’t win an Oscar, hell ________________.",NEWEST_5836_0060,"be one Ang Lee fellow",NEWEST_OPT_494f_000C
"When I learned what the gun lobby was doing, I ___________ !",NEWEST_8753_0061,"went ballistic",NEWEST_OPT_189c_000D
"I once knew a guy who had fish and chips every day for a year. (Please add the next sentence).",NEWEST_f11a_0062,"His stomach took a battering.",NEWEST_OPT_e743_000B
"When the Pirates of the Caribbean ordered my death, my mind went _________. I knew I was in _____  ______.",NEWEST_17b1_0063,"plank - Depp ship",NEWEST_OPT_65d7_000A
"The painter was hospitalized due to ______________.",NEWEST_8bca_0064,"too many strokes",NEWEST_OPT_27aa_000A
"Its raining cats and dogs. Well, as long as it doesnt __________________.",NEWEST_99e3_0065,reindeer,NEWEST_OPT_af4e_000A
"She wanted the large estate quite badly but, she dared not ___________________.",NEWEST_ddfa_0066,"mansion it to her frugal husband",NEWEST_OPT_599e_000A
"Since I went to work in the plumbing department of the home center, I have developed a _______________.",NEWEST_2aef_0067,"multi-fauceted personality disorder",NEWEST_OPT_cb9e_000D
"Any country that obeys seat belt laws is an object of my _____________.",NEWEST_bd14_0068,"fasten nation",NEWEST_OPT_bd33_000A
"Its not that the man did not know how to juggle, he just didnt have ______________.",NEWEST_ca74_0069,"the balls to do it",NEWEST_OPT_3adc_000B
"During the first Academy Awards, Warner Brothers got an Honorary Award for The Jazz Singer. What individual got an Honorary Award as well?",NEWEST_3a86_0070,"Charlie Chaplin",NEWEST_OPT_b89e_000A
"At the 1st Academy Awards ceremony this film was nominated for the most Academy Awards (5) and won only three.",NEWEST_af6f_0071,"Seventh Heaven",NEWEST_OPT_7548_000B
"During this Academy Award ceremony no movie won more than one Oscar.",NEWEST_a792_0072,2nd,NEWEST_OPT_98c9_000A
"What is the first film to win the Best Director Oscar without being nominated for Best Picture?",NEWEST_adfd_0073,"The Divine Lady",NEWEST_OPT_5674_000B
"What is NOT true about the 2nd Academy Awards?",NEWEST_a646_0074,"Elliot Clawson was nominated for Best Writing of 3 pictures – The Cop,The Leatherneck, Sal of Singapore.",NEWEST_OPT_98ad_000C
"This category was introduced during the 3rd Academy Awards and was the first new one since the awards began.",NEWEST_389e_0075,"Best Sound Recording",NEWEST_OPT_ff2d_000B
"This picture was the first western to win the Academy Award for Best Picture.",NEWEST_775b_0076,Cimarron,NEWEST_OPT_e717_000A
"Who was the first child star to receive a Best Actor/Actress nomination?",NEWEST_5d31_0077,"Jackie Cooper",NEWEST_OPT_5882_000D
"What is the first film to be nominated only for the Best Picture Oscar, which it won?",NEWEST_8311_0078,"Grand Hotel",NEWEST_OPT_bc1e_000B
"The 5th Academy Awards saw the introduction of 3 new categories. What was NOT one of them?",NEWEST_341b_0079,"Best Live Action Short Film, Color",NEWEST_OPT_23c9_000A
"These were the first two movies to receive both Best Actor Oscar and Best Actress Oscar nominations.",NEWEST_6962_0080,"Cimarron; A Free Soul",NEWEST_OPT_801c_000B
"What does the word Argo refer to in Ben Afflecks dramatic thriller Argo?",NEWEST_e39a_0081,"a fake movie production",NEWEST_OPT_49c0_000D
"In the Oscar-winning movie Life of Pi, Pi was named by his father after which of the following?",NEWEST_85d5_0082,"a swimming pool in France",NEWEST_OPT_65aa_000D
"On what period of Abraham Lincolns life does Steven Spielbergs 2012 movie Lincoln focus?",NEWEST_0dda_0083,"the final four months of his life",NEWEST_OPT_0cff_000A
"Jennifer Lawrence, who won the Academy Award for Best Actress for her role in Silver Linings Playbook, achieved international recognition as the heroine Katniss Everdeen in this movie.",NEWEST_7dbe_0084,"The Hunger Games",NEWEST_OPT_f85d_000D
"The 2012 Academy Award-winning musical drama Les Misérables was based on a novel by this French author.",NEWEST_a387_0085,"Victor Hugo",NEWEST_OPT_2ea1_000D
"In what country is the computer-animated fantasy film Brave set?",NEWEST_9eaa_0086,Scotland,NEWEST_OPT_a0fe_000C
"Who performed the song Skyfall which won the Academy Award for Best Original Song at the 85th Academy Awards?",NEWEST_d9ba_0087,Adele,NEWEST_OPT_26ab_000A
"Which of these Acacemy Award-winning movies is NOT correctly matched with its director?",NEWEST_d3d6_0088,"Django Unchained - Joe Wright",NEWEST_OPT_4742_000C
"What actress portrays Anna Karenina in the self-titled 2012 romantic drama film?",NEWEST_815b_0089,"Keira Knightley",NEWEST_OPT_3c80_000C
"This drama film, starring Jean-Louis Trintignant, Emmanuelle Riva and Isabelle Huppert, won the Best Foreign Language Oscar at the 85th Academy Awards.",NEWEST_c132_0090,Amour,NEWEST_OPT_c335_000A
"Which movie title was translated as Held by Wind in Montana in Japan?",NEWEST_98e6_0091,"Horse Whisperer",NEWEST_OPT_8700_000A
"What movie title was translated in Japan as I Love My Dad The Best In The World?",NEWEST_c312_0092,"Jersey Girl",NEWEST_OPT_4eda_000A
"I’m Drunk and You’re a Prostitute is the Japanese title of this movie.",NEWEST_f079_0093,"Leaving Las Vegas",NEWEST_OPT_31e5_000D
"In the Philippines, they pull no punches with the title Because She’s Ugly. What is the original title of the movie?",NEWEST_f40a_0094,"Never Been Kissed",NEWEST_OPT_107b_000B
"What movie title was translated as Rain of Falafel in Israel?",NEWEST_d4bf_0095,"Cloudy with a Chance of Meatballs",NEWEST_OPT_7518_000D
"The title of what movie was translated as Love in the Skies in Israel?",NEWEST_a1ba_0096,"Top Gun",NEWEST_OPT_f177_000B
"What movie title was translated as Super Horny in Israel and Superguys Who Play Hooky in Portugal?",NEWEST_7c2b_0097,Superbad,NEWEST_OPT_46db_000B
"What movie title was translated as The Spy Who Behaved Very Nicely Around Me in Malaysia?",NEWEST_86b9_0098,"Austin Powers: The Spy Who Shagged Me",NEWEST_OPT_3779_000D
"What film was called Super Speeding Cleaning Evil Accounts in Thailand?",NEWEST_c1d2_0099,"Drive Angry",NEWEST_OPT_2841_000D
"Hum Tum is the Bollywood version of this Hollywood film.",NEWEST_0b75_0100,"When Harry Met Sally...",NEWEST_OPT_43c8_000B
"The Sunny Classroom is the Japanese title of this American movie.",NEWEST_fded_0101,"Mr. Holland’s Opus",NEWEST_OPT_69c8_000C
"I got a small ticket for speeding.  __________________.",NEWEST_cf81_0102,"Its fine with me.",NEWEST_OPT_7b4f_000A
"There are pigs that sound like horses, in _______________.",NEWEST_34b7_0103,"my neigh-boar hood",NEWEST_OPT_bc40_000D
"Some mathematicians are reluctant to _________________.",NEWEST_f6d8_0104,"cosine a loan",NEWEST_OPT_c667_000A
"Every calendars days are ___________.",NEWEST_42ba_0105,numbered,NEWEST_OPT_894f_000A
"A cartoonist was found dead in his home. (Next sentence please)",NEWEST_4d16_0106,"Details are sketchy.",NEWEST_OPT_911e_000D
"I fed some lemon to my cat and now I have a __________.",NEWEST_5588_0107,"sour puss",NEWEST_OPT_4833_000D
"Santas helpers are ________________.",NEWEST_d89f_0108,"subordinate clauses",NEWEST_OPT_c4e9_000A
"Did you see the movie about the hot dog?",NEWEST_18ed_0109,"It was an Oscar Wiener.",NEWEST_OPT_f7a4_000B
"What’s a real estate lawyer’s least favourite song?",NEWEST_d1f0_0110,"Lien On Me",NEWEST_OPT_3291_000D
"“If there are no stupid questions, then what kind of questions do stupid people ask? Do they get smart just in time to ask questions?” Which comic book creator created this witty remark?",NEWEST_367c_0111,"Scott Adams",NEWEST_OPT_a841_000C
"“If you simplify your English, you are freed from the worst follies of orthodoxy. You cannot speak any of the necessary dialects, and when you make a stupid remark its stupidity will be obvious, even to yourself.” Which novelist said this?",NEWEST_b99d_0112,"George Orwell",NEWEST_OPT_c674_000B
"Which bozo made both of these quotes: “If youre going to get mad at me everytime I do something stupid then I guess Ill have to stop doing stupid things!” and Stupid, eh? Yeah, Im stupid. Stupid like a fox!”.?",NEWEST_12d0_0113,"Homer Simpson from The Simpsons",NEWEST_OPT_cce9_000D
"“Creating a cultural icon out of someone who goes, Im stupid, isnt it cute? makes me want to throw daggers. I want to say to them, My grandma did not fight for what she fought for just so you can start telling women its fun to be stupid. Saying that to young women, little girls, my daughter? Its not OK.” Which actress owns this one?",NEWEST_609e_0114,"Reese Witherspoon",NEWEST_OPT_78df_000C
"“Beware your inner idiot. Success and stupidity dont mix. Your bosss stupidity is only half the problem. Your own stupidity can easily complete the disaster.” Which government official said this?",NEWEST_fddf_0115,"J. Edgar Hoover (Director of the FBI)",NEWEST_OPT_79fb_000D
"“I refuse to slap some stupid words on the stupid paper just so we have a stupid song finished.” Which singer/songwriter came up with the triple stupid?",NEWEST_b985_0116,"Suzanne Vega",NEWEST_OPT_a8da_000C
"Which comedian do you think came up with these remarks: “Just think of how stupid the average person is, and then realize half of them are even stupider!” and “Think of how stupid the average person is, and realize half of them are stupider than that.”.",NEWEST_b71e_0117,"George Carlin",NEWEST_OPT_bb4d_000C
"What philosopher said “Men are born ignorant, not stupid. They are made stupid by education.”?",NEWEST_edf0_0118,"Bertrand Russell",NEWEST_OPT_208a_000B
"Who said, “Some people think having large breasts makes a woman stupid. Actually, its quite the opposite: A woman having large breasts makes men stupid.”?",NEWEST_0080_0119,"Rita Rudner",NEWEST_OPT_3547_000B
"“I have many regrets, and Im sure everyone does. The stupid things you do, you regret… if you have any sense, and if you dont regret them, maybe youre stupid.” is a quote from this famous actress.",NEWEST_2710_0120,"Katharine Hepburn",NEWEST_OPT_e74b_000D
"“Conservatives are not necessarily stupid, but most stupid people are conservatives.” What political economist made this unflattering comment?",NEWEST_f443_0121,"John Stuart Mill",NEWEST_OPT_e60e_000C
"This famous actress uttered the words: “If I play a stupid girl, and ask a stupid question, Ive got to follow it through. What am I supposed to do, look intelligent?”",NEWEST_b3b3_0122,"Marilyn Monroe",NEWEST_OPT_f18f_000B
"The Unbelievable Trip In A Wacky Aeroplane or The Incredible Journey In A Crazy Airplane are the German titles of this movie. In Australia, New Zealand, South Africa, Japan and the Philippines it is known as Flying High.",NEWEST_9159_0123,Airplane!,NEWEST_OPT_5e17_000D
"My Partner With the Cold Snout is the German title of this movie.",NEWEST_a612_0124,K-9,NEWEST_OPT_7a74_000B
"This movie title is translated into German as Floppy Coppers Don’t Bite or Yellow Coppers Don’t Bite.",NEWEST_c9e3_0125,Dragnet,NEWEST_OPT_3b0c_000A
"This movie is known as Die Slowly in Germany  and as Skyscraper Attack in Portugal.",NEWEST_6799_0126,"Die Hard",NEWEST_OPT_0a99_000A
"This movie is titled Die Slowly, Now More Than Ever in Germany and Die Hard: Mega Hard in Denmark its titled. However, in Spain it is known as Crystal Jungle.",NEWEST_ce34_0127,"Die Hard: With A Vengeance",NEWEST_OPT_d305_000B
"I Think I’m Kicked by a Horse is the German title of this movie.",NEWEST_670b_0128,"Animal House",NEWEST_OPT_b8df_000B
"Play me the Song of Death is a title inspired by a line from this movie.",NEWEST_9975_0129,"Once Upon a Time in the West",NEWEST_OPT_aeb7_000C
"The Year 2022. Those Who Want to Survive is the German title of this movie.",NEWEST_cc46_0130,"Soylent Green",NEWEST_OPT_2be0_000C
"A Pope to Kiss is the German title of this movie.",NEWEST_64b0_0131,"The Pope Must Die",NEWEST_OPT_2ad5_000D
"The title of what sci-fi movie was translated in Germany as Alarm in Space.",NEWEST_d034_0132,"Forbidden Planet",NEWEST_OPT_6cfe_000D
"Final Call – When He Hangs Up She Has to Die is the German title of this movie.",NEWEST_dffe_0133,Cellular,NEWEST_OPT_1ce6_000B
"Good Vibrations – Sex From Another World is the German title of this movie.",NEWEST_f571_0134,"What Planet Are You From?",NEWEST_OPT_297c_000A
"In Germany this movie is titled Cuckoo while in Japan it is called 17-Year Old Girl’s Medical Chart.",NEWEST_b814_0135,"Girl, Interrupted",NEWEST_OPT_99be_000D
"How much armor does a rank 6 Colossus have in the strategy game Battle Nations?",NEWEST_d79d_0136,375,NEWEST_OPT_ce5a_000D
"Which unit was NOT a limited time offer in the game Battle Nations?",NEWEST_6e8d_0137,"Peace Keeper",NEWEST_OPT_7ad3_000B
"In the strategy game Battle Nations, the Wimp has the highest possible attack off any unit.",NEWEST_8386_0138,False,NEWEST_OPT_bc01_000B
"Which unit was not in the 2.6 update of the game Battle Nations?",NEWEST_68be_0139,"Lightning Trooper",NEWEST_OPT_03b3_000A
"How much nanopods does the Meerkat cost in the video game Battle Nations?",NEWEST_5339_0140,45,NEWEST_OPT_6e05_000D
"Which two units can give enemies the Frozen status in the game Battle Nations?",NEWEST_4fff_0141,"Cryo Trooper and Frostbite",NEWEST_OPT_fabb_000B
"Which Battle Nations unit has the highest dodge capabilities?",NEWEST_7632_0142,"Scout Bike",NEWEST_OPT_8eb5_000D
"Which Silver Wolf unit is not trainable in the game Battle Nations?",NEWEST_bc47_0143,"Garbage Truck",NEWEST_OPT_a846_000C
"Which building trains Allied Raider Mammoths in the strategy game Battle Nations?",NEWEST_f2fd_0144,"Prestigious Academy",NEWEST_OPT_1176_000C
"How many tiers of The Infected are there in the game Battle Nations?",NEWEST_2c84_0145,4,NEWEST_OPT_17f6_000A
"What is the name of Natalie Portmans Black Swan co-star whom she married in August 2012?",NEWEST_8008_0146,"Benjamin Millepied",NEWEST_OPT_be71_000D
"What actress wore a Valentino wedding dress when she married actor and jewelry designer Adam Shulman?",NEWEST_a787_0147,"Anne Hathaway",NEWEST_OPT_95e8_000A
"In December 2012, this Oscar-winning actress secretly married her boyfriend of about one year, Ned Rocknroll.",NEWEST_bebe_0148,"Kate Winslet",NEWEST_OPT_a34b_000D
"Who was actor Ryan Reynolds married to prior to tying the knot with his Green Lantern co-star Blake Lively?",NEWEST_daf5_0149,"Scarlett Johansson",NEWEST_OPT_b1e4_000C
"In May 2012, this celebrity married Priscilla Chan, in a ceremony at his home in Palo Alto, California.",NEWEST_c027_0150,"Mark Zuckerberg",NEWEST_OPT_5e42_000B
"After four years together, this couple announced their split in March 2011. However, by fall 2011 they reunited and married in October 2012 at the Borgo Egnazia resort in Fasano, Italy.",NEWEST_11c1_0151,"Jessica Biel and Justin Timberlake",NEWEST_OPT_f4ce_000B
"In 2012, this actor married Hilaria Thomas, an instructor with Yoga Vida in Manhattan, who is 26 years his junior.",NEWEST_833d_0152,"Alec Baldwin",NEWEST_OPT_6c01_000B
"On June 2, 2012, this actress married art consultant Will Kopelman and on September 26, 2012, she gave birth to her first child, Olive.",NEWEST_2e48_0153,"Drew Barrymore",NEWEST_OPT_853f_000A
"This longtime couple, whose third child was born in December 2012, tied the knot on June 9, 2012 in Austin, Texas.",NEWEST_e33f_0154,"Matthew McConaughey and Camila Alves",NEWEST_OPT_c330_000B
"What Greys Anatomy star got married on July 4, 2012 in a private beachside ceremony in New York?",NEWEST_e9ba_0155,"Sara Ramirez",NEWEST_OPT_b62e_000C
"Define shotgun wedding.",NEWEST_cb95_0156,"wife or death",NEWEST_OPT_c410_000A
"Define khakis.",NEWEST_36d2_0157,"what you need to start the car in Boston",NEWEST_OPT_a708_000B
"What is an oboe?",NEWEST_463d_0158,"an English tramp",NEWEST_OPT_56ac_000B
"What does pasteurize mean?",NEWEST_ffd4_0159,"too far to see",NEWEST_OPT_bead_000C
"What is a crick?",NEWEST_35f0_0160,"the sound that a Japanese camera makes",NEWEST_OPT_9a2b_000D
"Define dockyard.",NEWEST_3034_0161,"a physicians garden",NEWEST_OPT_7264_000D
"Define alarms.",NEWEST_0f08_0162,"what an octopus is",NEWEST_OPT_e1f1_000A
"What is propaganda?",NEWEST_3f1c_0163,"a gentlemanly goose",NEWEST_OPT_27bf_000B
"Define toboggan.",NEWEST_ea80_0164,"why we go to an auction",NEWEST_OPT_e921_000D
"Define absentee.",NEWEST_5585_0165,"a missing golfing accessory",NEWEST_OPT_2bc6_000B
"Although the movie didnt come out until 1996, its Chinese title is: Excitement 1995. And just to include some other countries: Finland = Rita Hayworth -The Key to the Escape, Israel =Walls of Hope and Greece = Last Exit: Rita Hayworth. One of these is close to the title and one gives away the ending.",NEWEST_d42e_0166,"The Shawshank Redemption",NEWEST_OPT_690a_000D
"Which movie title was translated in China as Who Is Face Belonging To? I Kill You Again, Harder!?",NEWEST_182a_0167,Face/Off,NEWEST_OPT_57a1_000B
"In China this movie was called He’s A Ghost!and in Hong Kong or Macao its called Ghost Eyes.",NEWEST_1a33_0168,"The Sixth Sense",NEWEST_OPT_1b48_000C
"So, You Are a Lawyer? is the Chinese title of this movie.",NEWEST_0f1d_0169,"Interview With The Vampire",NEWEST_OPT_c5de_000D
"Ungrateful Adulteress! I Chop Off Your Finger! is the Chinese title of this movie.",NEWEST_73ff_0170,"The Piano",NEWEST_OPT_2536_000C
"Help! My Pretend Boyfriend Is Gay! is the actual Chinese title of this film.",NEWEST_b675_0171,"My Best Friends Wedding",NEWEST_OPT_b94e_000A
"Which movie title was translated as Big Dumb Monkey-Man Keeps Whacking Tree With Genitals in China and asThe Jungle Died Laughing in Israel?",NEWEST_42f8_0172,"George of the Jungle",NEWEST_OPT_bb5c_000B
"Great Buddha! I Can Smell You From Afar! Take a Bath, Will You?! is the Chinese title of this movie.",NEWEST_413c_0173,"Scent of a Woman",NEWEST_OPT_a299_000C
"What movie title was translated in China as I Am That Guy From Seinfeld So Its Acceptable for Straight People to Enjoy This Gay Movie?",NEWEST_9a17_0174,"Love! Valour! Compassion!",NEWEST_OPT_5e00_000B
"Imaginary Dead Baseball Players Live in My Cornfield is the Chinese title of this movie.",NEWEST_0e66_0175,"Field of Dreams",NEWEST_OPT_eca0_000C
"Delicate Orbs of Womanhood Bigger Than Your Head Can Hurt You was the Chinese title of this movie remake.",NEWEST_49c0_0176,"Barb Wire",NEWEST_OPT_2fa6_000D
"Come to My Cave and Wear This Rubber Codpiece, Cute Boy the Chinese title of this movie.",NEWEST_c8c9_0177,"Batman  Robin",NEWEST_OPT_263a_000D
"Oh No! My Girlfriend Has a Penis! is the Chinese title of this movie.",NEWEST_e7b4_0178,"The Crying Game",NEWEST_OPT_60f3_000C
"How did Christopher Columbus finance his trip to America?",NEWEST_e0b3_0179,"with a Discover card",NEWEST_OPT_2c59_000C
"Where do you find giant snails?",NEWEST_beff_0180,"on the ends of giants fingers",NEWEST_OPT_95b2_000B
"Why is Saudi Arabia free of mental illness?",NEWEST_b481_0181,"There are nomad people there.",NEWEST_OPT_620b_000C
"What is the difference between one yard and two yards?",NEWEST_b497_0182,"a fence",NEWEST_OPT_024a_000B
"What do you call a dinosaur with an extensive vocabulary?",NEWEST_197d_0183,"A thesaurus",NEWEST_OPT_1030_000D
"What do you get when you cross the Atlantic Ocean with the Titanic?",NEWEST_97dd_0184,half-way,NEWEST_OPT_3982_000A
"What would be a weight loss mantra that might be sung at Weight Watchers?",NEWEST_f3ff_0185,"Fat Chants",NEWEST_OPT_3a8f_000C
"What did the grape say when it got stepped on?",NEWEST_dffb_0186,"Nothing - but it let out a little whine.",NEWEST_OPT_ea81_000C
"What does an Olympic fencing hopeful do at noon each day after he leaves the office?",NEWEST_eccf_0187,"goes out to lunge",NEWEST_OPT_77f3_000A
"What is a Quark?",NEWEST_3fd3_0188,"the noise a well bred duck makes",NEWEST_OPT_49bc_000C
"In China they called this movie Night In The Cramped Forest. What is its real title?",NEWEST_61e8_0189,"The Blair Witch Project",NEWEST_OPT_8a84_000A
"What movie title was translated in China as Mr Cat Poop?",NEWEST_9afe_0190,"As Good As It Gets",NEWEST_OPT_e640_000C
"The title of what movie was translated in China as His Great Device Makes Him Famous or His Powerful Device Makes Him Famous?",NEWEST_5f0a_0191,"Boogie Nights",NEWEST_OPT_796f_000B
"What movie title was translated into Chinese as This Hit Man Is Not as Cold as He Thought?",NEWEST_7ba4_0192,"Leon: The Professional",NEWEST_OPT_45cc_000D
"In China this movie was called The Big Liar.",NEWEST_ce77_0193,Nixon,NEWEST_OPT_11dd_000D
"What movie title was translated in China as Trump Card Big Liar?",NEWEST_cbc7_0194,"Austin Powers",NEWEST_OPT_35ed_000D
"What movie title was translated in China as Earth And Comet Collide?",NEWEST_18a6_0195,"Deep Impact",NEWEST_OPT_29f5_000A
