question,QID,answer,answer_OID
"In N.O.V.A, President Folson is unarmed.",VIDEO_GAMES_5a93_0029,False,VIDEO_GAMES_OPT_b602_000A
"Boreas is the only desert planet in the N.O.V.A series.",VIDEO_GAMES_0a81_0030,False,VIDEO_GAMES_OPT_9035_000A
"What is the name of the damsel you have to save in the classic arcade game Donkey Kong?",VIDEO_GAMES_d728_0031,Pauline,VIDEO_GAMES_OPT_3306_000C
"Which of these was a name that game character, Mario, was once called?",VIDEO_GAMES_826f_0032,Jumpman,VIDEO_GAMES_OPT_107d_000C
"Who or what turned Warios treasure into monsters in the game, Wario World?",VIDEO_GAMES_9359_0033,"The black jewel",VIDEO_GAMES_OPT_6d80_000C
"In the Mario games, what animal is a paratroopa?",VIDEO_GAMES_85b7_0034,"A turtle",VIDEO_GAMES_OPT_843b_000C
"When first created, Mario game character, Birdo, was what?",VIDEO_GAMES_1e64_0035,"A boy",VIDEO_GAMES_OPT_5bae_000B
"In the video games of Mario, is Luigi Marios cousin?",VIDEO_GAMES_85fb_0036,No,VIDEO_GAMES_OPT_40f8_000A
"In the Mario video games, Bowser is the king of what?",VIDEO_GAMES_c9b4_0037,Koopas,VIDEO_GAMES_OPT_c351_000D
"Who is the last boss in video game Paper Mario 2?",VIDEO_GAMES_07ec_0038,"Shadow Queen",VIDEO_GAMES_OPT_b561_000C
"Which movie is this Warcraft 3 quote from? Bandit: -What we have here is a failure to communicate.",VIDEO_GAMES_0b63_0039,"Cool Hand Luke",VIDEO_GAMES_OPT_9c32_000C
"Where does the popular video game character Mario live?",VIDEO_GAMES_0fd1_0040,"The Mushroom Kingdom",VIDEO_GAMES_OPT_9740_000C
"What is Marios nationality according to Nintendo video games?",VIDEO_GAMES_3726_0041,Italian,VIDEO_GAMES_OPT_9b96_000A
"Has the video game character Mario ever been in a TV show?",VIDEO_GAMES_74c9_0042,Yes,VIDEO_GAMES_OPT_d8e6_000B
"What was the first video game in which Mario appeared?",VIDEO_GAMES_afc6_0043,"Donkey Kong",VIDEO_GAMES_OPT_266f_000D
"Why does Mario wear a red cap in the Mario series of games?",VIDEO_GAMES_ec27_0044,"The creators didnt have the technology to animate his hair.",VIDEO_GAMES_OPT_e3b2_000A
"Has Nintendo character Mario ever been a bad guy?",VIDEO_GAMES_ea60_0045,Yes,VIDEO_GAMES_OPT_b8a4_000B
"What does the Fire Flower do to Mario in the Mario video games?",VIDEO_GAMES_fed7_0046,"Allows him to throw fire balls.",VIDEO_GAMES_OPT_9a5a_000D
"What effect does the Super Mushroom have on Mario in the popular series of video games?",VIDEO_GAMES_174c_0047,"It makes him bigger.",VIDEO_GAMES_OPT_0642_000A
"In the Mario series of video games, Mario never uses any weapons.",VIDEO_GAMES_f011_0048,False,VIDEO_GAMES_OPT_4577_000A
"What is Marios occupation in the Mario series of games?",VIDEO_GAMES_6a10_0049,plumber,VIDEO_GAMES_OPT_d5ed_000C
"What is the name of the land where most of the Legend of Zelda games take place?",VIDEO_GAMES_8a4f_0050,Hyrule,VIDEO_GAMES_OPT_244d_000B
"Which monster made its first appearance in the game The Legend of Zelda: Majoras Mask?",VIDEO_GAMES_5b28_0051,Chu-Chu,VIDEO_GAMES_OPT_fb71_000A
"Which one of the Legend of Zelda games does not feature the same Link as the others?",VIDEO_GAMES_11e9_0052,"Wind Waker",VIDEO_GAMES_OPT_027e_000C
"Which of the following is not an item that Link uses in the Legend of Zelda series of games?",VIDEO_GAMES_328a_0053,"A spear used for immobilizing enemies",VIDEO_GAMES_OPT_e869_000B
"In the Legend of Zelda series of games Link has not worn a tunic in what colour?",VIDEO_GAMES_1221_0054,yellow,VIDEO_GAMES_OPT_1732_000A
"Which games were included in the 2003 Legend of Zelda Collectors edition that became available on the Nintendo GameCube?",VIDEO_GAMES_83eb_0055,"The Legend of Zelda, The Adventure of Link, Ocarina of Time, Majoras Mask",VIDEO_GAMES_OPT_d655_000C
"Which Final Fantasy 3 character is known for blitzes such as Bum Rush, Pummel, and Suplex?",VIDEO_GAMES_dbda_0056,Sabin,VIDEO_GAMES_OPT_64c5_000D
"What character from the Final Fantasy series used a weapon called the Buster Sword?",VIDEO_GAMES_7610_0057,"Cloud Strife",VIDEO_GAMES_OPT_7b09_000C
"What was the name of the summoned creatures that aided the characters in the Final Fantasy 8 game?",VIDEO_GAMES_7940_0058,"Guardian Forces",VIDEO_GAMES_OPT_1e74_000D
"Which character was the main villain in the American Final Fantasy 3 game?",VIDEO_GAMES_45dd_0059,Kefka,VIDEO_GAMES_OPT_8a81_000B
"Which Final Fantasy game was released in North America on 7 September 1999?",VIDEO_GAMES_a19b_0060,"Final Fantasy 8",VIDEO_GAMES_OPT_b7df_000C
"Which one of these Final Fantasy characters didnt own an airship?",VIDEO_GAMES_73bd_0061,"Rinoa Heartilly",VIDEO_GAMES_OPT_2fba_000C
"What year was the first Final Fantasy game released in Japan?",VIDEO_GAMES_765f_0062,1987,VIDEO_GAMES_OPT_17dd_000D
"This character, who has appeared in nearly every Final Fantasy game, usually provides transportation to the main characters.",VIDEO_GAMES_c19a_0063,Cid,VIDEO_GAMES_OPT_e2a5_000B
"In this Final Fantasy spin-off every new recruit starts out as a Squire or a Chemist.",VIDEO_GAMES_9737_0064,"Final Fantasy Tactics",VIDEO_GAMES_OPT_d553_000D
"Final Fantasy X featured which mini-game?",VIDEO_GAMES_9c0b_0065,Blitzball,VIDEO_GAMES_OPT_c01c_000B
"Which video game is the following quote from? Ive got muscles in places youve never even heard of.",VIDEO_GAMES_d9bc_0066,"Escape from Monkey Island",VIDEO_GAMES_OPT_6cbe_000A
"Which video game are the following quotes from? A: Come on, comrades! Up to the rooftop! Go! B: Get that flag up! Berlin is ours!",VIDEO_GAMES_db96_0067,"Call of Duty",VIDEO_GAMES_OPT_cc5c_000B
"What is the cheat for getting 50 000 simoleans in the computer game The Sims 2?",VIDEO_GAMES_d130_0068,motherlode,VIDEO_GAMES_OPT_8fa9_000C
"What are the expansion packs available for The Sims 2 game?",VIDEO_GAMES_5f54_0069,"University, Night Life, Family Fun, Open for Business",VIDEO_GAMES_OPT_ab7c_000C
"In the computer game The Sims 2, in order for a Sim to have a baby, you must select the woohoo option on a different Sim.",VIDEO_GAMES_6ecf_0070,False,VIDEO_GAMES_OPT_b844_000A
"On the cover of the Sims 2 University expansion pack there is a picture of two Sims, one male and one female. What is the male Sim wearing?",VIDEO_GAMES_6955_0071,toga,VIDEO_GAMES_OPT_9794_000B
"Bella Goth is absent from the family when The Sims 2 begins.",VIDEO_GAMES_0d98_0072,True,VIDEO_GAMES_OPT_e598_000B
"In Open for Business, the third expansion pack for The Sims 2, Sims may earn 25 business perks.",VIDEO_GAMES_f0e7_0073,True,VIDEO_GAMES_OPT_f51e_000B
"Was the computer game The Sims 2 made solely by EA games?",VIDEO_GAMES_3c5e_0074,No,VIDEO_GAMES_OPT_3bcd_000A
"The Sims 2 game is rated E (Everyone).",VIDEO_GAMES_31e0_0075,False,VIDEO_GAMES_OPT_11bf_000A
"What is the name of the robot in The Sims 2, that fetches take-away food?",VIDEO_GAMES_0776_0076,MunchieBot,VIDEO_GAMES_OPT_19db_000B
"In Nightlife, the second expansion pack for The Sims 2, Sims can have their own cars.",VIDEO_GAMES_2afc_0077,True,VIDEO_GAMES_OPT_1757_000B
"Which is not an actual die?",VIDEO_GAMES_f750_0078,d18,VIDEO_GAMES_OPT_e4fc_000D
"This class has the ability to smite evil.",VIDEO_GAMES_ccdd_0079,Paladin,VIDEO_GAMES_OPT_2ca1_000B
"This race doesnt sleep, they meditate instead.",VIDEO_GAMES_66e4_0080,Elf,VIDEO_GAMES_OPT_ab96_000B
"Which of these is not a feat?",VIDEO_GAMES_9636_0081,"Knowledge Arcana",VIDEO_GAMES_OPT_1d7d_000B
"You roll a d20 for attack rolls (to see if you hit your opponent).",VIDEO_GAMES_fba1_0082,True,VIDEO_GAMES_OPT_5da4_000A
"Which item costs the most according to the Players Handbook?",VIDEO_GAMES_7e10_0083,"Full Plate Mail",VIDEO_GAMES_OPT_6481_000C
"How far can a medium sized, unencumbered creature walk in one round?",VIDEO_GAMES_b2bf_0084,"30 feet",VIDEO_GAMES_OPT_bc3f_000C
"Which class casts arcane magic innately?",VIDEO_GAMES_1cfb_0085,Sorcerer,VIDEO_GAMES_OPT_7392_000D
"This 9th level wizard spell is sought after by many characters as a reward.  Many wizards also strive to learn this spell.",VIDEO_GAMES_03df_0086,Wish,VIDEO_GAMES_OPT_8185_000B
"This class must choose 2 weapon fighting or archery as their weapon style at 2nd level.",VIDEO_GAMES_fc99_0087,Ranger,VIDEO_GAMES_OPT_dcde_000C
"Where is the first warp whistle located in the game Super Mario 3?",VIDEO_GAMES_6a95_0088,"world 1-3",VIDEO_GAMES_OPT_3f1b_000A
"In Mario Kart: Double Dash, what is the last thing you unlock by getting gold in the all cup tour in mirror mode?",VIDEO_GAMES_8776_0089,"Parade car",VIDEO_GAMES_OPT_9cc8_000A
"Which of the following characters can bounce off walls in the game Super Smash Brothers Melee?",VIDEO_GAMES_2513_0090,"Young Link",VIDEO_GAMES_OPT_3979_000D
"In the game Luigis Mansion, which of these in not one of Marios lost items?",VIDEO_GAMES_1f73_0091,"Marios belt",VIDEO_GAMES_OPT_de39_000C
"Who is the boss at the end of world 5 in the game Super Mario 2?",VIDEO_GAMES_ba69_0092,Clawgrip,VIDEO_GAMES_OPT_5316_000D
"In the game Super Mario 1, which level in world 7 is a water level?",VIDEO_GAMES_a8ee_0093,7-2,VIDEO_GAMES_OPT_85e8_000B
"In Super Mario World, you start the game on which island?",VIDEO_GAMES_2c0c_0094,"Yoshis Island",VIDEO_GAMES_OPT_9429_000B
"Which of these is not a playable character in the video game Mario Party 4?",VIDEO_GAMES_d1ef_0095,Toad,VIDEO_GAMES_OPT_1c6d_000D
"In the game Super Mario Sunshine, where is Bowser when you fight him at the end?",VIDEO_GAMES_11be_0096,"in a hot tub",VIDEO_GAMES_OPT_0816_000C
"What does Mario use for his power shot in the game Mario Power Tennis?",VIDEO_GAMES_dc03_0097,"a hammer",VIDEO_GAMES_OPT_51ad_000B
"What is the God Pokemon called in Pokemon Pearl and Diamond?",VIDEO_GAMES_79bb_0098,Arceus,VIDEO_GAMES_OPT_e3e3_000D
"The Pokemon creature Snorunt can evolve in which of the following?",VIDEO_GAMES_cc84_0099,"Glalie  Froslass",VIDEO_GAMES_OPT_aae5_000B
"In what Pokemon version can Palkia be obtained?",VIDEO_GAMES_1347_0100,Pearl,VIDEO_GAMES_OPT_356e_000A
"What was the first ever ghost Pokemon to appear in a Pokemon episiode?",VIDEO_GAMES_0502_0101,Gengar,VIDEO_GAMES_OPT_7ce3_000B
"What Pokemon abducted Professor Spencer Haled in the movie Pokemon 3?",VIDEO_GAMES_f5d0_0102,Unknown,VIDEO_GAMES_OPT_1a30_000C
"How many heroes are alive at the end of Startcraft: Brood War?",VIDEO_GAMES_810d_0103,"6 - Artanis, Arcturus Mengsk, Jim Raynor, Zeratul, Samir Duran, Sarah Kerrigan",VIDEO_GAMES_OPT_e162_000A
"Edmund Duke leads which group of elite fighters?",VIDEO_GAMES_bd4e_0104,"Alpha Squadron",VIDEO_GAMES_OPT_2fbd_000A
"What type of unit is Zeratul?",VIDEO_GAMES_90f4_0105,"Dark Templar",VIDEO_GAMES_OPT_ff75_000C
"What are characteristics of the Archon unit?",VIDEO_GAMES_e18b_0106,"10 hit points and 350 plasma shield",VIDEO_GAMES_OPT_0a33_000C
"What unit says that in the game?",VIDEO_GAMES_43b1_0107,"Dark Templar",VIDEO_GAMES_OPT_314b_000C
"What is Alexei Stukovs rank?",VIDEO_GAMES_a605_0108,"Vice Admiral",VIDEO_GAMES_OPT_ff60_000C
"During which mission do Edmund Duke and Fenix die?",VIDEO_GAMES_20a4_0109,"True colors",VIDEO_GAMES_OPT_36ca_000A
"Who leads the UED (United Earth Directorate forces)?",VIDEO_GAMES_ae1c_0110,"Gerard DuGalle",VIDEO_GAMES_OPT_6054_000B
"Who is Kerrigan talking to?",VIDEO_GAMES_ee42_0111,Fenix,VIDEO_GAMES_OPT_d5fe_000C
"What is the name of the Italian plumber, thats also the mascot of Nintendo?",VIDEO_GAMES_384a_0112,Mario,VIDEO_GAMES_OPT_6e5c_000D
"What does KOTOR stand for?",VIDEO_GAMES_b8e2_0113,"Knights of the Old Republic",VIDEO_GAMES_OPT_dfaf_000D
"In the video game Rock Band you can play multiple instruments in the band.",VIDEO_GAMES_8288_0114,True,VIDEO_GAMES_OPT_54a8_000B
"Which Age of Empires game expansion pack allows you to play as Native Americans?",VIDEO_GAMES_9ccb_0115,"The War Chiefs",VIDEO_GAMES_OPT_4526_000A
"What is the name of Donkey Kongs tiny sidekick?",VIDEO_GAMES_2585_0116,"Diddy Kong",VIDEO_GAMES_OPT_0739_000C
"Which GTA game features Tommy Vercetti?",VIDEO_GAMES_91bd_0117,"Vice City",VIDEO_GAMES_OPT_05f4_000D
"Which game is Luis Sera featured in?",VIDEO_GAMES_c294_0118,"Resident Evil 4",VIDEO_GAMES_OPT_2088_000C
"Which of these games is not based on a comic book?",VIDEO_GAMES_bc9c_0119,"Kingdom Hearts",VIDEO_GAMES_OPT_d1df_000C
"Which of these songs is not in Guitar Hero 2?",VIDEO_GAMES_5bf3_0120,"We Will Rock You",VIDEO_GAMES_OPT_2218_000D
"In 2007, this game was named by IGN the 3rd best GameCube game of all time.",VIDEO_GAMES_1913_0121,"Super Smash Bros Melee",VIDEO_GAMES_OPT_e7d4_000B
"In the Legend of Zelda: Twilight Princess, what is the name of the first sword you get?",VIDEO_GAMES_3e93_0122,"Wooden sword",VIDEO_GAMES_OPT_488e_000C
"In The Legend of Zelda: Majoras Mask, how many days do you have until the moon crashes down on Temina?",VIDEO_GAMES_870d_0123,three,VIDEO_GAMES_OPT_1cd6_000C
"There is at least one game of the Zelda series of games, released from 1986 to 2006, in which Zelda and Link get married.",VIDEO_GAMES_8ff3_0124,False,VIDEO_GAMES_OPT_f806_000A
"What is the name of the owner of lon-lon ranch in the Zelda series of games?",VIDEO_GAMES_7cf8_0125,Talon,VIDEO_GAMES_OPT_de68_000D
"In The Legend of Zelda: Twilight Princess, what was the name of the villain that had been fired from a joker at Hyrule Castle?",VIDEO_GAMES_c9b9_0126,"None of these",VIDEO_GAMES_OPT_6006_000A
"In the Zelda series of games, what is the name of the tribe Gannondorf comes from?",VIDEO_GAMES_b9b3_0127,Gerudo,VIDEO_GAMES_OPT_6cd4_000B
"Link, one of the main characters in the Zelda series of games, is a member of what race?",VIDEO_GAMES_568d_0128,Hylians,VIDEO_GAMES_OPT_171b_000A
"What is Links fathers name according to the Zelda series of games?",VIDEO_GAMES_b579_0129,"It has never been revealed.",VIDEO_GAMES_OPT_0130_000A
"In which Zelda game does Link turn into a bunny when he goes into the dark world without a pearl?",VIDEO_GAMES_295f_0130,"Link to the Past",VIDEO_GAMES_OPT_d3a2_000B
"Which computer game is this soundtrack from?",VIDEO_GAMES_bc62_0131,"Double Dragon",VIDEO_GAMES_OPT_28dc_000A
"What island do you start on in the online role-playing game RuneScape?",VIDEO_GAMES_73bb_0132,"Tutorial Island",VIDEO_GAMES_OPT_2726_000D
"What icon is used to start a low detail RuneScape game?",VIDEO_GAMES_0f5f_0133,"A warrior",VIDEO_GAMES_OPT_b183_000C
"What is the name of the sword used to defeat the demon in the demon slayer quest of the online role-playing game RuneScape?",VIDEO_GAMES_a02b_0134,Silverlight,VIDEO_GAMES_OPT_db30_000D
"In the online role-playing game RuneScape, what kind of fruit is grown in Karajama?",VIDEO_GAMES_2872_0135,Bananas,VIDEO_GAMES_OPT_2914_000B
"Priest robes raise your mage level in the mass online game RuneScape.",VIDEO_GAMES_0ea0_0136,False,VIDEO_GAMES_OPT_2965_000B
"What is the highest weapon type available to nonmembers in the online role-playing game RuneScape?",VIDEO_GAMES_8feb_0137,Rune,VIDEO_GAMES_OPT_2506_000C
"What is the name of the fantasy realm in which the RuneScape game is set?",VIDEO_GAMES_ed8f_0138,Gielinor,VIDEO_GAMES_OPT_d56d_000D
"What does Traiborn call you in the online role-playing game RuneScape?",VIDEO_GAMES_902b_0139,Thingummywut,VIDEO_GAMES_OPT_07b3_000C
"The action in the survival horror game Resident Evil 4 takes place in what country?",VIDEO_GAMES_c04e_0140,Spain,VIDEO_GAMES_OPT_8a17_000B
"Which of the guns listed is available before you beat the Resident Evil 4 game?",VIDEO_GAMES_2129_0141,Killer7,VIDEO_GAMES_OPT_ef69_000B
"What is the merchants real name in the video game Resident Evil 4?",VIDEO_GAMES_75d0_0142,"It is not mentioned",VIDEO_GAMES_OPT_63d8_000C
"This creature from the game Resident Evil 4 was created by splicing genes from reptiles, insects and a human into one organism.",VIDEO_GAMES_1b77_0143,U3,VIDEO_GAMES_OPT_fb61_000D
"In the survival video game Resident Evil 4, the handcannon with its exclusive upgrade does 99.9 damage and has infinite ammo.",VIDEO_GAMES_0baa_0144,True,VIDEO_GAMES_OPT_7131_000B
"Not including the rocket launcher, what is the second most powerful weapon in Resident Evil 4, according to its damage per shot?",VIDEO_GAMES_967a_0145,"Broken butterfly",VIDEO_GAMES_OPT_1e67_000D
"Whose final speech ends in We shall win through no matter the cost!",VIDEO_GAMES_6962_0146,"Arcturus Mengsk",VIDEO_GAMES_OPT_f7ce_000D
"Who kills the Matriarch?",VIDEO_GAMES_a230_0147,Zeratul,VIDEO_GAMES_OPT_184a_000A
"The words Doom to all who threaten the homeworld belong to which unit?",VIDEO_GAMES_54ab_0148,Zealot,VIDEO_GAMES_OPT_0919_000A
"What were the words of Sarah Kerrigan to Jim Raynor when they first met?",VIDEO_GAMES_e4df_0149,"You pig!",VIDEO_GAMES_OPT_0744_000A
"How many hit points does the Arclite Siege Tank have?",VIDEO_GAMES_a02b_0150,150,VIDEO_GAMES_OPT_39d1_000C
"Listen to the dialogue and determine what name is missing at the end",VIDEO_GAMES_e737_0151,Alexei,VIDEO_GAMES_OPT_4e55_000B
"What hero do these words belong to: I fear no death, I fear no enemy, our strength is eternal",VIDEO_GAMES_eb99_0152,Fenix,VIDEO_GAMES_OPT_b4db_000C
"What is the official version for the death of Alexei Stukov?",VIDEO_GAMES_7b93_0153,"He dies during the final assault on planet Char",VIDEO_GAMES_OPT_2844_000D
"Which unit says You called down the Thunder, now reap the Whirlwind.",VIDEO_GAMES_3b45_0154,Ghost,VIDEO_GAMES_OPT_0ccd_000A
"This sound clip is from what classic Nintendo game?",VIDEO_GAMES_3034_0155,"Super Mario Bros",VIDEO_GAMES_OPT_69c8_000C
"This sound clip is from what NES game featuring a creature that could eat anything?",VIDEO_GAMES_17b4_0156,"Kirbys Adventure",VIDEO_GAMES_OPT_b2b2_000D
"This is the theme to what Xbox video game?",VIDEO_GAMES_decb_0157,Halo,VIDEO_GAMES_OPT_3c1e_000D
"This is the overworld theme to this NES game that introduced the save function because the game took so long to complete.",VIDEO_GAMES_f51d_0158,"Legend of Zelda",VIDEO_GAMES_OPT_e3b5_000C
"This is the victory theme to what popular video game series?",VIDEO_GAMES_daf8_0159,"Final Fantasy",VIDEO_GAMES_OPT_4b02_000C
"From which fighting game is this sound clip?",VIDEO_GAMES_998e_0160,"Super Smash Bros. Melee",VIDEO_GAMES_OPT_791f_000B
"This sound clip is from what Game Boy game that spawned an anime TV show and a collectible card game?",VIDEO_GAMES_f04b_0161,Pokemon,VIDEO_GAMES_OPT_fe69_000B
"This sound clip is from what PC RTS game?",VIDEO_GAMES_e11b_0162,"Age of Empires II",VIDEO_GAMES_OPT_993e_000A
"This sound clip is a theme in which of the following Legend of Zelda games?",VIDEO_GAMES_4b72_0163,"The Legend of Zelda: Ocarina of Time",VIDEO_GAMES_OPT_268b_000D
"This sound clip is from what video game series?",VIDEO_GAMES_b99d_0164,"Star Fox",VIDEO_GAMES_OPT_7ec2_000C
"Which of these levels is on both Star Wars: Battlefront 1 and 2?",VIDEO_GAMES_f427_0165,Kamino,VIDEO_GAMES_OPT_23e8_000B
"You can control Jedi on both Star Wars: Battlefront 1 and 2.",VIDEO_GAMES_b605_0166,False,VIDEO_GAMES_OPT_6f35_000B
"What is the default number of points to destroy a ship in a space battle on Star Wars: Battlefront  2?",VIDEO_GAMES_e180_0167,180,VIDEO_GAMES_OPT_e270_000D
"Choose the correct order for player points bonuses in Star Wars: Battlefront from least to greatest.",VIDEO_GAMES_bb22_0168,"Endurance, Guardian, War Hero",VIDEO_GAMES_OPT_d8fc_000A
"The two levels on Kashyyyk on Star Wars: Battlefront 1 are Islands and Docks.",VIDEO_GAMES_940c_0169,True,VIDEO_GAMES_OPT_91a7_000A
"On the Star Wars: Battlefront game, which of these is among the non-player characters of the game?",VIDEO_GAMES_9595_0170,Jawas,VIDEO_GAMES_OPT_4989_000D
"Who controls the AT-ATs on Hoth in Star Wars: Battlefront?",VIDEO_GAMES_293f_0171,Empire,VIDEO_GAMES_OPT_4642_000A
"Warchief Thrall is the leader of which clan?",VIDEO_GAMES_0f9f_0172,Doomhammer,VIDEO_GAMES_OPT_47cc_000D
"What type of creature is the DeathWing?",VIDEO_GAMES_24bb_0173,"Black Dragon",VIDEO_GAMES_OPT_00ef_000A
"What unit or hero does the phrase Speak up fool belong to?",VIDEO_GAMES_5ad7_0174,"Prince Arthas as Dead Knight",VIDEO_GAMES_OPT_38d4_000C
"Who kills Mannoroth?",VIDEO_GAMES_5774_0175,"Grom Hellscream",VIDEO_GAMES_OPT_3bfe_000C
"What unit or hero does this phrase belong to?",VIDEO_GAMES_bd7a_0176,"Dwarf Rifleman",VIDEO_GAMES_OPT_0bcd_000C
"Which building makes the Druid of the Claw unit?",VIDEO_GAMES_a7a0_0177,"Ancient of  Lore",VIDEO_GAMES_OPT_e4df_000A
"Who rides “Nightsabre Panthers”?",VIDEO_GAMES_39bb_0178,Huntresses,VIDEO_GAMES_OPT_2448_000C
"What unit or hero does the phrase “I can see clearly, now the rain has gone” belong to?",VIDEO_GAMES_39b6_0179,"Grom Hellscream",VIDEO_GAMES_OPT_8793_000C
"In the Pokemon TV series, Ash saw a Gyarados in the first episode.",VIDEO_GAMES_750e_0180,False,VIDEO_GAMES_OPT_c44d_000B
"On what other character is Ash Ketchum loosely based in the Pokemon video games?",VIDEO_GAMES_0725_0181,Red,VIDEO_GAMES_OPT_1ac6_000D
"Is the Pokemon character Raikou included in any of the first ten Pokemon movies?",VIDEO_GAMES_5613_0182,No,VIDEO_GAMES_OPT_332b_000A
"What is the first season of Johto called in Pokemon series?",VIDEO_GAMES_90bb_0183,"Johto Journeys",VIDEO_GAMES_OPT_0659_000C
"Was the tenth Pokemon movie released simultaneously in Japan and the USA?",VIDEO_GAMES_cc23_0184,No,VIDEO_GAMES_OPT_deae_000B
"Where can you find the gym leader Blaine in the video games Pokemon Gold and Silver and Pokemon Crystal?",VIDEO_GAMES_052b_0185,"Seaform Islands",VIDEO_GAMES_OPT_3252_000B
"What is the very first car you drive in the Need for Speed: Most Wanted game?",VIDEO_GAMES_a4c3_0186,"BMW M3 GTR",VIDEO_GAMES_OPT_452d_000B
"There are a total of 20 blacklist drivers in the game Need for Speed: Most Wanted.",VIDEO_GAMES_3123_0187,False,VIDEO_GAMES_OPT_b54c_000A
"In the racing game Need for Speed: Most Wanted, what are the street names of  Blacklist numbers 1, 4, 7, and 15?",VIDEO_GAMES_e459_0188,"Razor, JV, Kaze, Sonny",VIDEO_GAMES_OPT_ee7e_000A
"How many maximum infractions can you get in a single pursuit in the game Need for Speed: Most Wanted?",VIDEO_GAMES_ee13_0189,8,VIDEO_GAMES_OPT_bd16_000C
"Do you have a rap sheet in the game Need for Speed: Most Wanted?",VIDEO_GAMES_6887_0190,Yes,VIDEO_GAMES_OPT_1d92_000A
