question,QID,answer,answer_OID
"In Harry Potter and the Prisoner of Azkaban, Hermione is given a time turner so she is able to make it to all of her extra classes.  Which of the following classes does she not take?",KIDS_a70d_0026,Alchemy,KIDS_OPT_a0e7_000D
"Who was the last person Harry talked to in the book?",KIDS_55e3_0027,Hermoine,KIDS_OPT_5979_000A
"What did the Dursleys send Harry for Christmas?",KIDS_2c0b_0028,"A fifty pence piece",KIDS_OPT_047a_000C
"Rons sisters name is?",KIDS_cde4_0029,Ginny,KIDS_OPT_e12e_000A
"Hermoine broke her wrist when she fell off a broom.",KIDS_6b31_0030,False,KIDS_OPT_fee3_000B
"Who is the poltergeist that lives at Hogwarts?",KIDS_f51d_0031,Peeves,KIDS_OPT_0fee_000B
"What type of candy did Dumbledore offer McGonagell?",KIDS_bdba_0032,"Lemon Drop",KIDS_OPT_6f03_000B
"Dudleys gang consisted of Piers, dennis, Malcolm and Gordon.",KIDS_651c_0033,True,KIDS_OPT_7ed6_000B
"What was the name of the Muggle school Harry was to attend?",KIDS_3c51_0034,"Stonewall High",KIDS_OPT_1185_000A
"Where did Harry buy his wand?",KIDS_4a52_0035,Ollivanders,KIDS_OPT_11d9_000B
"Who breaks Harry Potters nose in Harry Potter and the Half-Blood Prince, the sixth novel in the series?",KIDS_97db_0036,"Draco Malfoy",KIDS_OPT_50fd_000C
"Does Draco Malfoy attempt to kill Dumbledore in the book Harry Potter and the Half-Blood Prince?",KIDS_7950_0037,Yes,KIDS_OPT_d029_000A
"Initially Harry Potter and Ron did not like Hermione and considered her annoying, interfering and snobby.",KIDS_4cca_0038,True,KIDS_OPT_f5e5_000B
"Who does Harry Potter kiss in the book Harry Potter and the Half-Blood Prince, after Gryffindor wins the Quidditch Cup?",KIDS_25b9_0039,"Ginny Weasley",KIDS_OPT_5ece_000B
"This fictional character suggests the name Dumbledores Army for the organization started by Harry, Hermione, and Ron in the book Harry Potter and the Order of the Phoenix.",KIDS_fab5_0040,"Ginny Weasly",KIDS_OPT_a7b9_000D
"In which book of the Harry Potter series, Harry, Ron and Hermione start attending the Divination class, taught by Professor Trelawney?",KIDS_cfca_0041,"Harry Potter and the Prisoner of Azkaban",KIDS_OPT_788a_000D
"In what year did J.K. Rowling receive an OBE (Order of the British Empire) from the Queen of England?",KIDS_d7a8_0042,2000,KIDS_OPT_0bd8_000C
"Which of the following items cannot be found in a colonial classroom?",KIDS_0ecb_0043,Crayon,KIDS_OPT_0eb8_000C
"Colonial people spend some of their free time doing which of these?",KIDS_ef23_0044,"Reading McGuffey",KIDS_OPT_361a_000C
"From age 12 to 21, American activist and politician Benjamin Franklin did what?",KIDS_8e2f_0045,"Worked as an apprentice",KIDS_OPT_7de3_000D
"In 1889, this person founded the Hull House, one of the first settlement houses in the U.S.",KIDS_a198_0046,"Jane Addams",KIDS_OPT_3861_000A
"Which of the following is a famous quote by John Paul Jones, the well-known American naval hero from the American Revolutionary War?",KIDS_3c00_0047,"I have not yet begun to fight.",KIDS_OPT_f6f2_000C
"Which of the following events is associated with Independence Day?",KIDS_f388_0048,"Declaration of Independence",KIDS_OPT_3350_000C
"What year did Columbus first arrive on American land?",KIDS_cf43_0049,1498,KIDS_OPT_6b05_000B
"You can see this animal around ant-hill. It is almost 6 feet long and it likes to eat ants.",KIDS_7110_0050,Anteater,KIDS_OPT_2fae_000C
"It is a big animal with brown fur and it likes eating fish and honey. It has 42 teeth.",KIDS_03df_0051,Bear,KIDS_OPT_c6c3_000B
"This is a repulsive insect either black or brown. It can live a couple of weeks with its head cut off.",KIDS_e370_0052,Cockroach,KIDS_OPT_1f1c_000C
"This is a big and grey animal with wide ears and a trunk. It cannot hop.",KIDS_5afa_0053,Elephant,KIDS_OPT_ec35_000A
"This is a fluffy dog. It has a black-black or purple tongue.",KIDS_f6dd_0054,"Chow Chow",KIDS_OPT_506c_000A
"This animal lives in Africa. It has a really long neck and eats leaves. It produces almost no sounds.",KIDS_35fd_0055,Giraffe,KIDS_OPT_d559_000A
"This animal is similar to a mouse but it is bigger. It can give birth to more than 160 babies in a year.",KIDS_f158_0056,Rat,KIDS_OPT_6de9_000C
"These animals are long and slim. They creep. Most of them can go an entire year without eating at all!",KIDS_5b08_0057,Snakes,KIDS_OPT_bcf4_000A
"These animals live in the sea. They are very friendly to humans. Although they resemble fish, they will drown if kept underwater for too long.",KIDS_e564_0058,Dolphins,KIDS_OPT_9a21_000B
"When this animal wants to defend itself, it throws a nasty smell toward its aggressor. This smell can be detected by a human a mile away.",KIDS_f284_0059,Skunk,KIDS_OPT_76a6_000A
"Which subject was Hermione not taking at 9am?",KIDS_8a3a_0060,Potions,KIDS_OPT_eed5_000D
"How many people where at the dinner table before Professor Trelawney joined them?",KIDS_3c70_0061,12,KIDS_OPT_d4cf_000D
"Who wrote A History of Magic?",KIDS_0f19_0062,"Bathilda Bagshot",KIDS_OPT_ed9d_000D
"Peter Pettigrew has his nose put in a box.",KIDS_d547_0063,False,KIDS_OPT_3363_000A
"Who shot gum up Peeves left nostril?",KIDS_9aa9_0064,"Professor Lupin",KIDS_OPT_7621_000A
"Which pairing is not correct?",KIDS_7f63_0065,"James - Antlers",KIDS_OPT_fa3d_000A
"What is the Minister of Magics name in book six?",KIDS_2f82_0066,Scrimgeour,KIDS_OPT_756a_000A
"Who is Tonks in love with?",KIDS_d256_0067,Lupin,KIDS_OPT_8288_000C
"Who has the hots for Harry in the first half of the book?",KIDS_9db0_0068,Romilda,KIDS_OPT_d404_000C
"Which potion did Harry make to win a bottle of Liquid Luckin Chapter 9?",KIDS_d86f_0069,"Draught of Living Death",KIDS_OPT_4254_000B
"She is Tom Riddles mother.",KIDS_41a4_0070,Merope,KIDS_OPT_4bac_000D
"This was the password to the Griffindore Tower after Christmas break.",KIDS_001a_0071,abstinence,KIDS_OPT_7387_000C
"Who was not at Hermiones table in Herbology?",KIDS_1486_0072,Neville,KIDS_OPT_9890_000A
"Tom Riddle worked for Florrish and Blott after he left Hogwarts.",KIDS_c72e_0073,False,KIDS_OPT_5b9c_000A
"Who is the author of the Harry Potter series of books?",KIDS_3a57_0074,"J.K. Rowling",KIDS_OPT_f8aa_000C
"Harry Potter and the Chamber of Secrets, the second book in the Harry Potter series, was published in what year?",KIDS_7410_0075,1998,KIDS_OPT_9522_000D
"In the book Harry Potter and the Chamber of Secrets, during the summer break Harry gets a visit from a character named Dobby. What kind of creature is Dobby?",KIDS_99a6_0076,"a house elf",KIDS_OPT_bf59_000D
"This fictional character, introduced in the book Harry Potter and the Chamber of Secrets, was teacher of the class called Defense Against the Dark Artsand five-time winner of Witch Weeklys Most Charming Smile Award.",KIDS_e7ee_0077,"Gilderoy Lockhart",KIDS_OPT_7b16_000C
"In the book Harry Potter and the Chamber of Secrets, Harry and Ron take a ride with the flying Ford Anglia and crash into what kind of tree?",KIDS_3c82_0078,"a whomping willow tree",KIDS_OPT_8ac9_000B
"This fictional character from the book Harry Potter and the Chamber of Secrets is a ghost ,who haunts the second floor girls lavatory at Hogwarts School for Witchcraft and Wizardry.",KIDS_2e1d_0079,"Moaning Myrtle",KIDS_OPT_417e_000C
"Which character of the Harry Potter series of books opens the Chamber of Secrets?",KIDS_9fea_0080,"Ginny Weasley",KIDS_OPT_7e57_000D
"What is the language of snakes, spoken by some of the characters in the Harry Potter books?",KIDS_2973_0081,parseltongue,KIDS_OPT_8d1f_000A
"The fictional Hogwarts School of Witchcraft and Wizardry is geographically located in which part of the United Kingdom?",KIDS_8295_0082,Scotland,KIDS_OPT_1318_000B
"How is the wizarding worlds newspaper, The Daily Prophet, delivered each morning in the Harry Potter novels?",KIDS_3843_0083,"Owl post",KIDS_OPT_27b3_000B
"According to the Harry Potter books, the Floo Network, or traveling using floo powder, means using what method of transportation?",KIDS_0a34_0084,Fireplaces,KIDS_OPT_4d39_000B
"Which of the following animals does NOT symbolize one of the four Hogwarts Houses, described in the Harry Potter series of books?",KIDS_bee6_0085,Panda,KIDS_OPT_5b63_000B
"Hagrid, the keeper of the keys at Hogwarts in the Harry Potter books, lives in this building on the edge of the Forbidden Forest.",KIDS_cd79_0086,"Wooden cabin",KIDS_OPT_70ae_000C
"In what type of vehicle did Ron and Harry Potter fly to Hogwarts from London?",KIDS_69c1_0087,"Ford Anglia",KIDS_OPT_685e_000A
"While looking for the Sorcerers Stone, Ron and Harry Potter must play a life-size version of this game.",KIDS_5cdf_0088,Chess,KIDS_OPT_871e_000C
"This flying machine was owned by Sirius Black and used by Hagrid in his first appearance on Privet Drive.",KIDS_e7d1_0089,Motorcycle,KIDS_OPT_ad21_000B
"In the Harry Potter universe, a hippogriff is a hybrid of what two animals?",KIDS_e0f0_0090,"An eagle and a horse",KIDS_OPT_6953_000D
"In the Harry Potter books, if a person is a parselmouth, then he or she is able to understand what?",KIDS_3281_0091,Snakes,KIDS_OPT_47c6_000B
"What do the rings on a tree tell us?",KIDS_6415_0092,"how old the tree is",KIDS_OPT_7784_000B
"The path in which electricity travels is called an electric circuit.",KIDS_fbc8_0093,False,KIDS_OPT_ae0c_000B
"Seasons change because the Earth is getting closer and further from the sun.",KIDS_0d99_0094,False,KIDS_OPT_affa_000B
"Stars vanish during the day.",KIDS_7733_0095,False,KIDS_OPT_e855_000A
"There are 4 basic conditions needed to produce an echo.",KIDS_98d0_0096,True,KIDS_OPT_ea09_000B
"What are the names of the four children in the story The Lion, the Witch and the Wardrobe?",KIDS_95e9_0097,"Peter, Susan, Edmund, Lucy",KIDS_OPT_5d23_000C
"Which character is the enemy of the four children in the movie The Chronicles of Narnia: The Lion, the Witch and the Wardrobe?",KIDS_1371_0098,"The White Witch",KIDS_OPT_df3f_000D
"In the movie The Lion, the Witch and the Wardrobe, Susan is the oldest of the four children.",KIDS_8e7d_0099,False,KIDS_OPT_e32e_000B
"In the movie The Lion, the Witch and the Wardrobe Edmund asked if the White Witch had what candy?",KIDS_7b08_0100,"Turkish Delight",KIDS_OPT_bb1d_000A
"Is it true that in the movie The Lion, the Witch and the Wardrobe, Lucy discovered the wardrobe, while the children were playing hide and seek?",KIDS_778b_0101,Yes,KIDS_OPT_0197_000A
"What was the colour of Susans eyes in the movie The Lion, the Witch and the Wardrobe?",KIDS_ac1c_0102,blue,KIDS_OPT_729b_000D
"Is Peter the second of the Pevensie children to enter Narnia in the film The Lion, the Witch and the Wardrobe?",KIDS_84f0_0103,No,KIDS_OPT_5c31_000A
"The action in the movie The Lion, the Witch and the Wardrobe begins in 1940 during a German bombing raid of London.",KIDS_aaa3_0104,True,KIDS_OPT_abfb_000B
"What is the name of the faun that Lucy meets in The Lion, the Witch and the Wardrobe?",KIDS_4b2d_0105,Tumnus,KIDS_OPT_66a1_000C
"The lion that the children meet in the end of the movie The Lion, the Witch and the Wardrobeis called Aslan.",KIDS_4451_0106,True,KIDS_OPT_881e_000A
"Which of the following characters in the Harry Potter books is a poltergeist?",KIDS_96d1_0107,Peeves,KIDS_OPT_0c88_000B
"What is the name of the potion that grants good luck, mentioned in Harry Potter and the Half-Blood Prince?",KIDS_6f72_0108,"Felix Felicis",KIDS_OPT_c46c_000A
"Which of these characters kissed Harry after a lesson of DA in Harry Potter and the Order of the Phoenix?",KIDS_98b3_0109,Cho,KIDS_OPT_87d0_000B
"What group did Nearly-headless Nick never become a part of in Harry Potter and the Chamber of Secrets?",KIDS_730e_0110,"The Headless Hunt",KIDS_OPT_ecd3_000B
"Which of the following characters are described as trustworthy in Harry Potter and the Prisoner of Azkaban?",KIDS_4962_0111,"James Potter, Remus Lupin, Sirius Black",KIDS_OPT_d3b1_000A
"According to the Harry Potter books, what is the full name of Dumbledore, the headmaster of Hogwarts School of Witchcraft and Wizardry?",KIDS_ff77_0112,"Albus Percival Wulfric Brian Dumbledore",KIDS_OPT_b052_000C
"Dumbledore was in contact with Sirius Black in Harry Potter and the Goblet of Fire.",KIDS_6a3e_0113,True,KIDS_OPT_1cbd_000A
"In Harry Potter and the Half-Blood Prince, the half-blood prince tells Harry to do what to his potion?",KIDS_7da0_0114,"Add a clockwise stir after every seventh counterclockwise stir",KIDS_OPT_2c1d_000D
"What kind of creature was Buckbeak from the book Harry Potter and the Prisoner of Azkaban?",KIDS_ce37_0115,Hippogriff,KIDS_OPT_f9ca_000C
"Who was the last person to talk to Harry at the end of Harry Potter and the Chamber of Secrets?",KIDS_2951_0116,Hermione,KIDS_OPT_ec8e_000C
"In the Harry Potter books, what is the name of Hagrids three-headed dog?",KIDS_aabf_0117,Fluffy,KIDS_OPT_49ed_000A
"According to the Harry Potter books, who is Harrys godfather?",KIDS_6301_0118,"Sirius Black",KIDS_OPT_8ab3_000A
"In what book of the Harry Potter series does professor Trelawney get fired?",KIDS_8879_0119,"Harry Potter and the Order of the Phoenix",KIDS_OPT_fb59_000C
"In the Harry Potter books, what is Harrys classmate Hermiones full name?",KIDS_2114_0120,"Hermione Jean Granger",KIDS_OPT_c474_000D
"In which movie did Hermione Granger say the following: Im going to bed, before either one of you have another clever idea to get us killed, or worse, expelled",KIDS_d975_0121,"Harry Potter and the Sorcerers Stone",KIDS_OPT_491a_000D
"What did Hermione Granger, a character from the Harry Potter series, think about the Firebolt?",KIDS_7d20_0122,"that it was jinxed and was given to Harry by Sirius Black",KIDS_OPT_0e46_000A
"It is stated in the Harry Potter books that Hermione Grangers parents are teachers.",KIDS_d52d_0123,False,KIDS_OPT_81c3_000B
"Was Hermione able to see the Thresals in Harry Potter and the Order of the Phoenix?",KIDS_32ff_0124,No,KIDS_OPT_ec43_000A
"In the Harry Potter series, Hermiones full name is Hermione Denise Granger.",KIDS_c4a3_0125,False,KIDS_OPT_febe_000A
"What is the wooden stick used to hit a baseball called?",KIDS_964b_0126,"Baseball Bat",KIDS_OPT_660e_000B
"What color is a major league baseball?",KIDS_0e29_0127,White,KIDS_OPT_8e14_000B
"Should you wear a helmet while hitting a baseball?",KIDS_aa06_0128,Yes,KIDS_OPT_2b54_000A
"What is it called when you hit a baseball out of the park?",KIDS_2f5c_0129,"Home Run",KIDS_OPT_7a19_000A
"What do you wear on your hand when playing the field in baseball?",KIDS_0d47_0130,"Baseball Glove",KIDS_OPT_dded_000B
"In baseball, what is the name of the player who squats behind the hitter and catches the ball?",KIDS_0ad0_0131,Catcher,KIDS_OPT_9b17_000A
"When you run the bases in baseball you should run from 3rd base to 1st base.",KIDS_1863_0132,False,KIDS_OPT_6a30_000A
"What is the player who throws the ball to the hitter called in baseball?",KIDS_fe57_0133,Pitcher,KIDS_OPT_ca66_000D
"Baseball is usually played indoors.",KIDS_ecc6_0134,False,KIDS_OPT_d35d_000A
"Casey has 2 ten dollar bills, 3 five dollar bills, and 4 one dollar bills. How much money does Casey have altogether?",KIDS_3db9_0135,$39,KIDS_OPT_372c_000C
"What would be next in this pattern:  XX, XXXX, XXXXXX, ________?",KIDS_8f1d_0136,XXXXXXXX,KIDS_OPT_bf39_000A
"Reeses Pieces cost $0.60. Nerds cost $0.35. Pepsi costs $0.90. Gum costs $0.45. I have $1.25, and want to spend all of my money. What should I buy?",KIDS_4f4f_0137,"Pepsi and Nerds",KIDS_OPT_2713_000C
"Chad and Jason have a collection of comic books. Chad has 23 books. Together, Chad and Jason have a total of 59 books. How many books does Jason have?",KIDS_754f_0138,36,KIDS_OPT_3397_000C
"Leah is making chocolate chip cookies. She has 6 groups of 5 chocolate chips each. If she adds one more group of 5 chocolate chips, how many chocolate chips will she have?",KIDS_ce6a_0139,35,KIDS_OPT_4ccd_000B
"Stephanie has $0.85. She gives a quarter to Jennifer. In return, Jennifer gives Stephanie a dime. How much money does Stephanie have now?",KIDS_9c4d_0140,$0.70,KIDS_OPT_fb7f_000C
"Mike has to be to school at 8:00 a.m. If it takes him 25 minutes to walk to school, what time should he leave?",KIDS_91f6_0141,"7:35 a.m.",KIDS_OPT_13d7_000A
"The Chronicles of Narnia, written by C.S. Lewis, is a series of seven fantasy novels. Which of the following is not one of the books in this series?",KIDS_6bdc_0142,"The Boy and His Horse",KIDS_OPT_b8b9_000B
"In The Voyage of the Dawn Treader, published in 1952, Edmund and Lucy Pevensie return to Narnia along with their younger cousin named what?",KIDS_5153_0143,Eustace,KIDS_OPT_2860_000C
"There comes a point when Peter, Susan, Edmund, and Lucy Pevensie are no longer allowed to visit Narnia because they are too old. So the lion calls their young cousin back to Narnia together with Jill, a fellow student of his. This happens in which book of The Chronicles of Narnia series?",KIDS_9f0d_0144,"The Silver Chair",KIDS_OPT_8164_000D
"Which of the Pevensie children is lured into teaming up with the White Witch in the novel The Lion, the Witch and the Wardrobe?",KIDS_21a5_0145,Edmund,KIDS_OPT_df34_000C
"In The Last Battle chronicles, which earned C.S. Lewis a Carnegie Medal, two children return to save Narnia from Shift who tricks the donkey Puzzle into impersonating the Great Lion. What kind of creature is Shift?",KIDS_ca54_0146,Ape,KIDS_OPT_82d1_000A
"What can Bungy the budgie do?",KIDS_185e_0147,"water ski",KIDS_OPT_c9a2_000A
"Who sent Harry a letter in Chapter 2 telling him not to do any more magic, or to surrender his wand?",KIDS_cff6_0148,"Arthur Weasley",KIDS_OPT_8e2e_000C
"Cornelius Fudge thinks that who wants to be the Minister of Magic?",KIDS_c328_0149,"Albus Dumbledore",KIDS_OPT_edef_000D
"This person is Siriuss brother.",KIDS_cd39_0150,Regulus,KIDS_OPT_3bd7_000A
"Luna Lovegood was reading the Quippler on the Hogwarts Express.",KIDS_4d8e_0151,False,KIDS_OPT_87a7_000A
"What ward was Arthur Weasly in while at St Mungos?",KIDS_8ac7_0152,Llewellyn,KIDS_OPT_aca2_000A
"This is Professor Umbridges middle name.",KIDS_2aa7_0153,Jane,KIDS_OPT_351d_000A
"A giant chief is called this.",KIDS_0316_0154,Gurg,KIDS_OPT_45f8_000B
"Who had Neville Longbottom seen die?",KIDS_0968_0155,"his Grandfather",KIDS_OPT_8552_000C
"Who did not go with Harry to the Ministry of Magic to rescue Black?",KIDS_141d_0156,Cho,KIDS_OPT_364e_000A
"Josh and Parker star on this Nickelodeon show which takes place mostly at a fast food restaurant. What is the name of the show?",KIDS_3165_0157,"Mr. Meaty",KIDS_OPT_f6bc_000B
"Which of these Nickelodeon animated shows stars a big headed kid who also has a very big brain?",KIDS_2654_0158,"Jimmy Neutron",KIDS_OPT_ad61_000A
"In the show Jimmy Neutron, Jimmy goes to Mars in search of a major power source and runs into some huge rock creatures living on Mars. What substance are these creatures vulnerable to?",KIDS_ca50_0159,Water,KIDS_OPT_985f_000A
"Actor Drake Bell from the Nickelodeon show Drake and Josh founded a band named Drake 24/7 in real life.",KIDS_6fca_0160,True,KIDS_OPT_15f0_000B
"In Neds Declassified School Survival Guide, who dares Moze to wear a frilly dress with flowers for 48 hours?",KIDS_f5b9_0161,"Nobody dares her that",KIDS_OPT_122f_000C
"Actress Miranda Cosgrove plays Megan in the hit Nickelodeon show Drake and Josh.",KIDS_f5f0_0162,True,KIDS_OPT_acfc_000A
"Complete this line from the classic childrens book Green Eggs and Ham: I am ______.",KIDS_6410_0163,Sam,KIDS_OPT_535f_000C
"The book Green Eggs and Ham was first published in 1952.",KIDS_563d_0164,False,KIDS_OPT_33cd_000B
"Where did Green Eggs and Ham rank according to Publishers Weekly 2001 list of best selling childrens books of all-time?",KIDS_f3a2_0165,Fourth,KIDS_OPT_c2e9_000A
"Rev. Jesse Jackson once read Green Eggs and Ham aloud on the late Night show Saturday Night Live.",KIDS_b13e_0166,True,KIDS_OPT_390e_000B
"Complete this line from the book Green Eggs and Ham: I do not like them in a box! I do not like them with a _____!",KIDS_3078_0167,Fox,KIDS_OPT_8531_000D
"The book Green Eggs and Ham contains only 50 different words.",KIDS_3279_0168,True,KIDS_OPT_28b4_000A
"What word is missing in this line from the book Green Eggs and Ham: Would you? Could you? In a ........?",KIDS_4bb0_0169,Car,KIDS_OPT_fc68_000D
"What should you wear on your head when you play American football?",KIDS_0a65_0170,Helmet,KIDS_OPT_dda4_000B
"In American football, the player who throws the ball to the other players on the field is called what?",KIDS_5f83_0171,Quarterback,KIDS_OPT_0b30_000A
"Which of these items is not used in an American football game?",KIDS_4f35_0172,Stick,KIDS_OPT_0e7d_000B
"What is the main method of scoring in American football?",KIDS_b5cd_0173,Touchdown,KIDS_OPT_afbf_000A
"What is the professional team of Miami in American football called?",KIDS_522f_0174,Dolphins,KIDS_OPT_57ae_000B
"What do you call the grassy area on which an American football game is played?",KIDS_5182_0175,Field,KIDS_OPT_6df3_000D
"What is the color of a traditional American football?",KIDS_163f_0176,"Brown and white",KIDS_OPT_3cc8_000A
"How many points is a touchdown worth in American football?",KIDS_1fbb_0177,6,KIDS_OPT_2e6c_000D
"What is the shape of a traditional American football?",KIDS_cb4d_0178,Oval,KIDS_OPT_1e81_000C
"What do you call the man or woman who runs a football team and tells the players what to do?",KIDS_4553_0179,Coach,KIDS_OPT_b7c7_000D
"In what year did Disney release the film The Little Mermaid?",KIDS_0832_0180,1989,KIDS_OPT_050e_000C
"What was the name of the housemaid that served dinner on Ariels first night in the palace in the movie The Little Mermaid?",KIDS_516c_0181,Carlotta,KIDS_OPT_6af7_000D
"Ursula, one of the characters in the Disney movie The Little Mermaid, is a cecaelia sea witch.",KIDS_c0e7_0182,True,KIDS_OPT_81ec_000A
"What name did Ursula adopt while in disguise in the movie The Little Mermaid?",KIDS_7ce5_0183,Vanessa,KIDS_OPT_e393_000B
"Buddy Hackett provided the voice of Flounder in the movie The Little Mermaid.",KIDS_1f78_0184,False,KIDS_OPT_f1c7_000A
"The film The Little Mermaid grossed approximately $200,000,000.",KIDS_dfa0_0185,True,KIDS_OPT_d2b4_000A
"The first line in the movie The Little Mermaid was Flounder, quit being such a guppy!.",KIDS_56a6_0186,False,KIDS_OPT_cb3b_000A
"When was the film The Little Mermaid released in Germany?",KIDS_39d2_0187,"Nov. 29 1990",KIDS_OPT_2e21_000B
"In the book Harry Potter and the Half-Blood Prince, when Harry went to his potions class the first time that year, there were 4 potions on Mr. Slughorns desk. What were they called?",KIDS_5e25_0188,"Veritaserum, Felix felicis, Amortentia and Poly juice potion",KIDS_OPT_8feb_000A
"McLaggen, who was first introduced in Harry Potter and the Half Blood Prince hit Harry in the back of his head with a wooden bat.",KIDS_3dfe_0189,True,KIDS_OPT_5177_000B
"Was Ron poisoned in the book Harry Potter and the Half-blood Prince?",KIDS_3da8_0190,Yes,KIDS_OPT_96b2_000A
"In the book Harry Potter and the Half-Blood Prince, Harry almost killed Malfoy.",KIDS_a39c_0191,True,KIDS_OPT_2b11_000B
"Is it true that Mrs. Arabella Figg, a character from the Harry Potter books, is a Squib?",KIDS_54e5_0192,Yes,KIDS_OPT_6daf_000A
"In Harry Potter and the Half-Blood Prince, was the horcrux Dumbledore and Harry recovered fake?",KIDS_8a45_0193,Yes,KIDS_OPT_ac30_000A
"Who went first into the barrier in the book Harry Potter and the Chamber of Secrets?",KIDS_37c2_0194,Percy,KIDS_OPT_9855_000C
"What was the name of the book which Ron gave Harry for Christmas in Harry Potter and the Chamber of Secrets?",KIDS_08ea_0195,"Flying with the Cannons",KIDS_OPT_a6dc_000A
"What did Dudley want Harry to pass him at breakfast in chapter 1 of Harry Potter and the Chamber of Secrets?",KIDS_216b_0196,bacon,KIDS_OPT_1ff5_000A
"What is the title of chapter 11 of the book Harry Potter and the Chamber of Secrets?",KIDS_eac5_0197,"The Dueling Club",KIDS_OPT_8adb_000B
"In the book Harry Potter and the Chamber of Secrets, what did Ron keep on doing to his Charms homework?",KIDS_de06_0198,"dropping ink blots on it",KIDS_OPT_f48c_000D
"What was the first spell cast at the dueling match in the book Harry Potter and the Chamber of Secrets?",KIDS_8021_0199,Expelliarmus,KIDS_OPT_d45e_000C
"In the book Harry Potter and the Chamber of Secrets, Tom Riddles diary falls into whose hands?",KIDS_4ad5_0200,Ginnys,KIDS_OPT_fa61_000C
"Who does Malfoy want to be headmaster in Harry Potter and the Chamber of Secrets?",KIDS_8490_0201,"Professor Snape",KIDS_OPT_c7a7_000A
"Does 10 X 10 give 100?",KIDS_e215_0202,Yes,KIDS_OPT_597c_000B
"How much is 1 + 1?",KIDS_0aec_0203,2,KIDS_OPT_fdbe_000A
"If I have ten apples and I give them all to another person, how many do I have left?",KIDS_4789_0204,0,KIDS_OPT_940f_000B
