question,QID,answer,answer_OID
"This is one of the most common health problems that comes from being overweight.",SCIENCE_41a5_0123,"High blood pressure",SCIENCE_OPT_7fc2_000B
"In the USA, obesity is the second leading cause of preventable death after this one.",SCIENCE_f759_0124,Smoking,SCIENCE_OPT_b0d8_000D
"How many people are overweight around the world?",SCIENCE_a4b0_0125,"More than 1 billion",SCIENCE_OPT_a9d4_000D
"When starting a diet you have to consume at least this number of calories per day, otherwise you will lose muscle.",SCIENCE_f304_0126,1200,SCIENCE_OPT_5590_000D
"Which of the following has the most fat?",SCIENCE_16bd_0127,"American Blue Cheese",SCIENCE_OPT_110a_000C
"Body Mass Index (BMI) is the relation between body mass and height.  If your BMI is in this range then you are considered overweight.",SCIENCE_fc07_0128,"25 to 29.9",SCIENCE_OPT_b3a5_000A
"This is the most recommended activity that helps prevent or fight obesity.",SCIENCE_6764_0129,"Getting exercise",SCIENCE_OPT_57e3_000B
"At what time in a womans life is she most likely to gain the most weight?",SCIENCE_b21d_0130,"During pregnancy",SCIENCE_OPT_82e5_000B
"Women become overweight easier than men.",SCIENCE_f3d2_0131,True,SCIENCE_OPT_f9ae_000B
"What does being obese in some countries with food shortages symbolizes?",SCIENCE_d532_0132,Wealth,SCIENCE_OPT_909e_000A
"Jason has 3 quarters, 8 nickels, 6 dimes and 3 pennies. How much money does he have?",SCIENCE_ab44_0133,$1.78,SCIENCE_OPT_0200_000B
"What is the next number in the following sequence: 42, 48, 54, __?",SCIENCE_b1af_0134,60,SCIENCE_OPT_7e26_000D
"In the following division problem, the quotient is 2: 12 / 6 = 2.",SCIENCE_0816_0135,True,SCIENCE_OPT_5ca6_000A
"6 is a multiple of 2 and 3, 9 is a multiple of 3 only, 10 is a multiple of 5 and what other number?",SCIENCE_6a56_0136,2,SCIENCE_OPT_5ef9_000B
"How would you write 236,598 out in words?",SCIENCE_65e2_0137,"Two hundred, thirty-six thousand, five hundred ninety-eight",SCIENCE_OPT_0389_000B
"The eyes of males are bigger than those of females.",SCIENCE_a3e4_0138,True,SCIENCE_OPT_6e1b_000B
"The eyes of a baby weigh about 1/400 of its entire body mass. How much do the eyes of an adult weigh?",SCIENCE_b18e_0139,"1/4000 of the body mass",SCIENCE_OPT_309f_000B
"An adult salivates this much per day, on average.",SCIENCE_867a_0140,"1 liter (1/4 gallons)",SCIENCE_OPT_dd92_000C
"How long are the intestines of an average adult? (large and small)",SCIENCE_ebb9_0141,"approx 8-9 meters (26-29.5 feet)",SCIENCE_OPT_615b_000C
"The growth hormone is released from this gland.",SCIENCE_fb5c_0142,Hypophysis,SCIENCE_OPT_3342_000B
"How many teeth does an average human have?",SCIENCE_d302_0143,32,SCIENCE_OPT_d4da_000D
"What can microexpressions, a type of tiny fleeting facial expressions, help you understand about the person you are talking with?",SCIENCE_ab6e_0144,"All of these",SCIENCE_OPT_0086_000D
"Which one of these statements about facial microexpressions is not true?",SCIENCE_3281_0145,"Microexpressions can be easily read by any person.",SCIENCE_OPT_85c1_000D
"Kismet, a complicated technological achievement, is a very important step in the understanding of human facial expressions and their role in socialising. What is actually Kismet?",SCIENCE_4297_0146,"A sociable humanoid robot",SCIENCE_OPT_85ad_000C
"What British naturalist published the first major scientific study on facial communication in 1872?",SCIENCE_db6f_0147,"Charles Darwin",SCIENCE_OPT_4ac2_000D
"In medicine, which of these brain disorders does the term prosopagnosia refer to?",SCIENCE_d4b6_0148,"The Inability to recognize faces",SCIENCE_OPT_a592_000D
"In which of these countries is showing negative facial expressions considered impolite and is therefore avoided?  Negative expressions are instead usually masked with smile or laughter.",SCIENCE_5f30_0149,Japan,SCIENCE_OPT_0805_000D
"What emotional state does the gesture of narrowed eyes convey?",SCIENCE_922e_0150,"Threat, distrust",SCIENCE_OPT_a51b_000A
"Experiments prove that men are usually better at decoding facial expressions than women.",SCIENCE_e4a9_0151,False,SCIENCE_OPT_ba64_000B
"Laughter is one of the first expressions of emotions babies learn to convey.  At about what age do babies start to laugh?",SCIENCE_8337_0152,"4 months",SCIENCE_OPT_ae93_000D
"This organ contains many bacteria, which begin to digest surrounding organs immediately after death.",SCIENCE_9c01_0153,Intestines,SCIENCE_OPT_ecdc_000C
"A large number of flies can appear around a dead body within the first 24 hours of death.  This is mainly because the flies lay eggs on the body, this multiplying their numbers.",SCIENCE_a885_0154,True,SCIENCE_OPT_000f_000A
"In average conditions, approximately how many hours does it take for the dead bodys temperature to equalize with the surrounding environment?",SCIENCE_fd6b_0155,24,SCIENCE_OPT_8724_000D
"Which of the following happens three days after the moment of death?",SCIENCE_adab_0156,"The body starts to swell",SCIENCE_OPT_b819_000C
"Because of the substance present in these structures of the human body, they can be preserved for centuries avoiding decomposition.",SCIENCE_fb1f_0157,Teeth,SCIENCE_OPT_26f2_000A
"Which part of the body is decomposed last, but before the bones?",SCIENCE_adc6_0158,Hair,SCIENCE_OPT_7fee_000B
"The term rigor mortis means this.",SCIENCE_b983_0159,"Stiffness of death",SCIENCE_OPT_d76a_000A
"The skin goes purple and waxy about one hour from time of death.",SCIENCE_bf45_0160,False,SCIENCE_OPT_a1e9_000A
"A death erection is a post-mortem erection which occurs when a male individual dies vertically or face-down.  What causes this condition?",SCIENCE_6bd1_0161,"Gravity causes the genitalia to fill up with blood",SCIENCE_OPT_20ea_000B
"The face of the person becomes difficult to recognize 24 hours after death.",SCIENCE_dc8b_0162,True,SCIENCE_OPT_b4bb_000B
"Due to this, there is almost no atmosphere on the Moon.",SCIENCE_49e3_0163,"Weak gravity",SCIENCE_OPT_3b3c_000D
"The side of the Moon that we see is this.",SCIENCE_79d6_0164,"The same every night",SCIENCE_OPT_5c5a_000D
"The distance between the Moon and the Earth is approximately this much.",SCIENCE_f05a_0165,"238,897 miles (384,467km)",SCIENCE_OPT_0d42_000A
"The Moon is changing its position it relation to the Earth. In what way?",SCIENCE_49c6_0166,"Moving away",SCIENCE_OPT_1daf_000C
"Which factor ensures that many of the craters on the Moons surface remain well preserved in comparison to those on Earth?",SCIENCE_fed2_0167,"The lack of atmosphere",SCIENCE_OPT_2ae7_000C
"When was the Moon formed?",SCIENCE_add5_0168,"About 4.5 billion years ago",SCIENCE_OPT_c3f9_000B
"Moons shape is not quite round. What does it resemble?",SCIENCE_8e00_0169,Egg,SCIENCE_OPT_6ee9_000A
"A compass cannot be used on the Moon.  What factor is responsible for this?",SCIENCE_f706_0170,"Lack of a magnetic field",SCIENCE_OPT_7767_000A
"The Moon is taken into consideration when calculating the day of this religious celebration.",SCIENCE_d9f7_0171,Easter,SCIENCE_OPT_f01d_000D
"The Moons diameter is approximately this long.",SCIENCE_dcf2_0172,"2,154 miles (3,476 km)",SCIENCE_OPT_202a_000B
"A large exposition at the Royal Observatory, Greenwich is devoted to horology, a science that studies what?",SCIENCE_49cf_0173,time,SCIENCE_OPT_eb0d_000A
"These animals are the subject of study of coleopterology, which is a subfield of entomology.",SCIENCE_750a_0174,beetles,SCIENCE_OPT_fa5b_000D
"A King Cobra and a frog would be subjects of study of what science?",SCIENCE_1d9f_0175,herpetology,SCIENCE_OPT_8530_000D
"This species, considered to have colonized almost every landmass on Earth, is studied by myrmecology.",SCIENCE_2708_0176,ants,SCIENCE_OPT_5a6f_000B
"This material on the surface of a lithosphere is the subject of study of pedology.",SCIENCE_fee2_0177,soil,SCIENCE_OPT_493d_000D
"This country, known for the worlds longest continuously used written language system, is the subject of study of sinology.",SCIENCE_61bc_0178,China,SCIENCE_OPT_7340_000A
"What national symbols are subject of study of vexillology?",SCIENCE_39f2_0179,flags,SCIENCE_OPT_51cc_000A
"What is the subject of study of thanatology, personified in Greek mythology by Thanatos?",SCIENCE_40dc_0180,death,SCIENCE_OPT_79fb_000A
"This astral body, known as Earths only natural satellite, is the subject of study selenology.",SCIENCE_4844_0181,Moon,SCIENCE_OPT_7de1_000D
"This contractile tissue of the body is the subject of study of myology.",SCIENCE_c8e1_0182,muscles,SCIENCE_OPT_4bf5_000D
"What term is used to designate a hurricanes calm, low-pressure center around which winds of high velocity spin?",SCIENCE_1ca4_0183,Eye,SCIENCE_OPT_006c_000D
"A swallow hole is an unnatural depression in earths surface formed by the collapse of a large building.",SCIENCE_dfdc_0184,False,SCIENCE_OPT_f5eb_000B
"What term refers to electric power produced by running or falling water?",SCIENCE_614f_0185,"Hydroelectric power",SCIENCE_OPT_1f39_000D
"What term do scientists use to denote the gradual warming of the planet due to absorption of infrared radiation by the atmosphere?",SCIENCE_2420_0186,"Greenhouse effect",SCIENCE_OPT_0e4f_000A
"The geological area called The Ring of Fire is located along the borders of the Pacific Ocean.",SCIENCE_e2ef_0187,True,SCIENCE_OPT_4a13_000B
"Will two tectonic plates sliding away from each other result in an earthquake?",SCIENCE_9d5d_0188,Yes,SCIENCE_OPT_c02e_000A
"Sinkholes, natural depressions in the surface topography, may vary largely in size.",SCIENCE_4285_0189,True,SCIENCE_OPT_1c2e_000A
"There are many different theories of how the Milky Way galaxy was born.",SCIENCE_e1b7_0190,True,SCIENCE_OPT_3a4a_000A
"These biological poisons damage bio systems on contact. The injuries they cause resemble burns.",SCIENCE_05d6_0191,Corrosives,SCIENCE_OPT_5f9e_000C
"Arsenic poisoning mainly disrupts this system.",SCIENCE_d316_0192,"Digestive system",SCIENCE_OPT_9b15_000B
"Poisoning by this substance is often referred to as painters colic.",SCIENCE_df15_0193,Lead,SCIENCE_OPT_6306_000A
"Nicotine can be found in tomatoes, potatoes, green peppers, coca plants and tobacco.",SCIENCE_405c_0194,True,SCIENCE_OPT_e4ae_000A
"Troops who are likely to be attacked with chemical weapons often carry auto-injectors with this substance.",SCIENCE_f14c_0195,Atropine,SCIENCE_OPT_37b5_000D
"Strychnine poisoning produces some of the most terrifying and painful symptoms imaginable.",SCIENCE_b7ba_0196,True,SCIENCE_OPT_b8dd_000B
"Three of these snakes produce venom, lethal to humans.  Which one does not?",SCIENCE_8b15_0197,"Desert Kingsnake",SCIENCE_OPT_33e3_000B
"In medical parlance, what is an A-line?",SCIENCE_478d_0198,"Arterial line",SCIENCE_OPT_2a80_000D
"After reading the following, what will a doctor conclude? Pt presents 3 d S/P TURP, with c/o HA x 2 d.",SCIENCE_cd5f_0199,"The patient has a headache.",SCIENCE_OPT_5684_000A
"What do abbreviations Rx, Tx, Hx and Sx mean?",SCIENCE_960d_0200,"Prescription, Treatment, History and Symptom",SCIENCE_OPT_0b46_000C
"In medical jargon, what are PMH, PSH, SH and FH?",SCIENCE_6a85_0201,"Past medical history, Past surgical history, Social history and Family history",SCIENCE_OPT_4624_000A
"If the doctor writes, CNs 2-12 intact, which of the following would be true?",SCIENCE_e9f3_0202,"The patient is able to close and open the eyes.",SCIENCE_OPT_1462_000C
"In medical parlance, what is an AKA?",SCIENCE_cc66_0203,"The removal of a limb",SCIENCE_OPT_55e4_000C
"If the doctor orders an EKG, what part of the body is going to be examined?",SCIENCE_f558_0204,Heart,SCIENCE_OPT_c09b_000A
"In medical jargon, FH: CAD (M), DM (F) implies what?",SCIENCE_8eec_0205,"The patients mother had heart disease and the patients father had diabetes.",SCIENCE_OPT_d0dd_000C
"In medical terms, what is a CVA?",SCIENCE_4429_0206,"A stroke",SCIENCE_OPT_5de3_000D
