question,QID,answer,answer_OID
"What famous actor did Catherine Zeta Jones marry in 2000?",CELEBRITIES_bffd_0017,"Michael Douglas",CELEBRITIES_OPT_7330_000B
"Actor James Brolin married this famous singer in 1998.",CELEBRITIES_4fbb_0018,"Barbra Streisand",CELEBRITIES_OPT_47d4_000B
"Singer Jennifer Lopez married this famous singer in 2004.",CELEBRITIES_54fa_0019,"Mark Anthony",CELEBRITIES_OPT_8021_000D
"Actor Ben Stiller married this actress in 2000.",CELEBRITIES_deb2_0020,"Christine Taylor",CELEBRITIES_OPT_a471_000C
"In 2002, pop diva Gwen Stefani married the former lead singer of the band Bush. What is the name of Stefanis significant other?",CELEBRITIES_e2e0_0021,"Gavin Rossdale",CELEBRITIES_OPT_392c_000C
"What actor did Demi Moore marry in 2005?",CELEBRITIES_04b9_0022,"Ashton Kutcher",CELEBRITIES_OPT_bf56_000A
"In 2005, actress Jennifer Garner married this Hollywood movie star.",CELEBRITIES_2d4f_0023,"Ben Affleck",CELEBRITIES_OPT_de12_000C
"This actor made his film debut in Rubberface and followed it with appearances in Copper Mountain, Once Bitten and Peggy Sue Got Married before he hit the big time.",CELEBRITIES_59f4_0024,"Jim Carrey",CELEBRITIES_OPT_ecef_000B
"This American actor played the roles of Mr. Big in the 007 film Live and Let Die and Parker in the hit Sci-Fi movie Alien.  He later starred in the TV show Homicide: Life on the Street.",CELEBRITIES_8195_0025,"Yaphet Kotto",CELEBRITIES_OPT_c594_000A
"This British actor is the eldest of a pair of twins and who played George Weasley in the Harry Potter series of films.",CELEBRITIES_d313_0026,"Oliver Phelps",CELEBRITIES_OPT_22d1_000D
"This American actor was one of the child stars of The Goonies and also played a brave and helpful hobbit in Lord Of The Rings.",CELEBRITIES_fc6d_0027,"Sean Astin",CELEBRITIES_OPT_510b_000C
"This American actor has received two Academy Award nominations for Best Actor in a Leading Role, winning it once for his portrayal of a suicidal alcoholic in Leaving Las Vegas.",CELEBRITIES_5bc9_0028,"Nicholas Cage",CELEBRITIES_OPT_86ea_000B
"This British actor came to fame playing a drug addict in Trainspotting and has appeared in a variety of independent and blockbuster movies, including the recent Star Wars films.",CELEBRITIES_0a1e_0029,"Ewan McGregor",CELEBRITIES_OPT_4b2f_000D
"This American is an actor, producer, director and general philanthropist.  He is responsible for setting up the Sundance Independent Film Festival.",CELEBRITIES_dd48_0030,"Robert Redford",CELEBRITIES_OPT_ec06_000D
"This British actor is mainly known for his portrayal of a schoolboy wizard, but has also appeared on stage naked!",CELEBRITIES_af66_0031,"Daniel Radcliffe",CELEBRITIES_OPT_9d94_000D
"This versatile young actor has played a diverse range of characters in films, but is known best as a heroic little hobbit in Peter Jacksons blockbuster trilogy of Lord Of The Rings.",CELEBRITIES_e196_0032,"Elijah Wood",CELEBRITIES_OPT_b594_000B
"This British actor is probably best known for playing the villain Blofeld in the James Bond series of films and Dr. Loomis in the Halloween movies.",CELEBRITIES_ed76_0033,"Donald Pleasence",CELEBRITIES_OPT_e965_000C
"Which actor, who played Legolas in The Lord of the Rings trilogy, was born on January 13, 1977?",CELEBRITIES_4c82_0034,"Orlando Bloom",CELEBRITIES_OPT_68d9_000C
"What more than 10-time Grammy Award winning pop singer was born on February 2, 1977.",CELEBRITIES_44fc_0035,Shakira,CELEBRITIES_OPT_e46a_000D
"This actress, who starred in the movie I Know What You Did Last Summer, was born on April 14, 1977. What is her name?",CELEBRITIES_d51d_0036,"Sarah Michelle Gellar",CELEBRITIES_OPT_24ef_000C
"Which singer, born on January 28, 1977, was a member of the popular boy-band N Sync?",CELEBRITIES_d676_0037,"Joey Fatone",CELEBRITIES_OPT_b6a8_000A
"This actor, who is also an animal rights activist, was born on August 2, 1977. He was arrested in Kentucky for attempting to free lobsters from a grocery store.",CELEBRITIES_aa7f_0038,"Edward Furlong",CELEBRITIES_OPT_3348_000D
"What instrument did Louis Armstrong play?",CELEBRITIES_730a_0039,Trumpet,CELEBRITIES_OPT_2a0a_000B
"What instrument did jazz musician Benny Goodman play?",CELEBRITIES_594d_0040,Clarinet,CELEBRITIES_OPT_7b5c_000C
"Prince can play the drums.",CELEBRITIES_6f2f_0041,True,CELEBRITIES_OPT_1e02_000B
"Matt Cameron, who has been a member of Soundgarden and Pearl Jam, plays what instrument?",CELEBRITIES_fc33_0042,Drums,CELEBRITIES_OPT_1ce4_000B
"Bobby Militello of The Dave Brubeck Quartet plays the piano.",CELEBRITIES_2c36_0043,False,CELEBRITIES_OPT_d406_000A
"Adam Yauch, one of the founding members of the Beastie Boys, plays which of the following instruments?",CELEBRITIES_245c_0044,Bass,CELEBRITIES_OPT_aca0_000B
"Buddy Guy played a Fender Stratocaster.",CELEBRITIES_2bd5_0045,True,CELEBRITIES_OPT_2014_000A
"David Bowie plays many instruments, which of the below does he also play?",CELEBRITIES_512e_0046,Cello,CELEBRITIES_OPT_b2f0_000B
"Nick Rhodes from Duran Duran plays what instrument?",CELEBRITIES_b7d9_0047,Keyboards,CELEBRITIES_OPT_c9b1_000A
"What is the middle name of John Stamos?",CELEBRITIES_2f57_0048,Phillip,CELEBRITIES_OPT_1224_000D
"Actor John Stamos didnt play in which one of these shows?",CELEBRITIES_a93a_0049,"Different Strokes",CELEBRITIES_OPT_7f0d_000C
"John Stamos original family name was Stamotopoulos.",CELEBRITIES_9c7a_0050,True,CELEBRITIES_OPT_e60d_000B
"John Stamos dated singer and American Idol judge, Paula Abdul.",CELEBRITIES_d1fe_0051,Yes,CELEBRITIES_OPT_a60f_000B
"Was John Stamos cast in the role of the main character Jake in Jake in Progress?",CELEBRITIES_f2b2_0052,Yes,CELEBRITIES_OPT_fd04_000A
"The TV sitcom Fullhouse ran on ABC for how many seasons?",CELEBRITIES_6b80_0053,8,CELEBRITIES_OPT_cc91_000C
"John Stamos was born in Cypress, California on what date?",CELEBRITIES_5c50_0054,"August, 19",CELEBRITIES_OPT_4016_000B
"Did Rebecca Romijn and John Stamos divorce in 2005?",CELEBRITIES_e66a_0055,Yes,CELEBRITIES_OPT_0abb_000A
"John Stamos appeared in an episode of Friends.",CELEBRITIES_7ec8_0056,True,CELEBRITIES_OPT_7751_000A
"The song A Day in the Life, from the Beatles Sgt. Peppers album, contains a Paul McCartney death clue that supposedly reveals what?",CELEBRITIES_4c14_0057,"The manner of Pauls death",CELEBRITIES_OPT_6e54_000C
"Who took Paul McCartneys place in the Beatles, according to a death clue in the song Sgt. Peppers Lonely Hearts Club Band on the album of the same name?",CELEBRITIES_fdae_0058,"Billy Shears",CELEBRITIES_OPT_70c4_000C
"The Paul is dead myth holds that Paul McCartney died on November 9, 1966.  Which of the following is not a clue suggesting that date?",CELEBRITIES_6c10_0059,"The Beatles had released nine albums by the time Paul supposedly died.",CELEBRITIES_OPT_2042_000D
"Richard Kiel, who is 72 tall, remains best known for which role in the James Bond movies?",CELEBRITIES_a603_0060,Jaws,CELEBRITIES_OPT_d32c_000A
"Sean Connery was placed third in the tall mans division of 1953 Mr. Universe Bodybuilding Contest.",CELEBRITIES_ab3e_0061,True,CELEBRITIES_OPT_359a_000A
"Which of the following James Bond movies, starring Sean Connery, was released first?",CELEBRITIES_e5fd_0062,"Dr. No",CELEBRITIES_OPT_d5a3_000D
"What of these was the last movie Sean Connery made?",CELEBRITIES_7702_0063,"The League of Extraordinary Gentlemen",CELEBRITIES_OPT_98be_000B
"Sean Connery was offered a role in The Matrix but turned it down.",CELEBRITIES_a445_0064,True,CELEBRITIES_OPT_66ff_000A
"Sean Connery has done voice-over work in a video game.",CELEBRITIES_c116_0065,True,CELEBRITIES_OPT_cb73_000A
"Sean Connery got tattoos while he was in the Navy.",CELEBRITIES_6c7b_0066,True,CELEBRITIES_OPT_ba2c_000B
"Why was Sean Connerys service in the Navy shortened?",CELEBRITIES_e4ec_0067,"stomach ulcer",CELEBRITIES_OPT_2285_000D
"This actor gave his voice to the popular animated cartoon cat Garfield. He was also known as the voice of Carlton, the doorman on the television comedy Rhoda, a spin-off of the Mary Tyler More Show.",CELEBRITIES_e724_0068,"Lorenzo Music",CELEBRITIES_OPT_9f20_000A
"An elephant in Dumbo, the Queen of Hearts in Alice in Wonderland, and Flora in Sleeping Beauty were some of the best roles of this voice actress.",CELEBRITIES_e109_0069,"Verna Felton",CELEBRITIES_OPT_494d_000D
"You remember this actress voice from Mulan (Grandmother Fa), Cinderella (Lucifer the Cat) and The Smurfs (Jokey Smurf and Mother Nature). She was also Granny, the owner of Tweety and Sylvester the cat.",CELEBRITIES_cf2b_0070,"June Foray",CELEBRITIES_OPT_9be5_000D
"Which of these characters was voiced by Adriana Caselotti, an Italian-American actress of a musical family?",CELEBRITIES_f05b_0071,"Snow White",CELEBRITIES_OPT_55ab_000B
"This TV and voice actor is from a Jewish family from Greece. He has had many voice roles (numerous characters on the The Simpsons, Eddie Brock in the Spider-Man animated series), several Emmys, and roles in many movies and TV shows.",CELEBRITIES_443d_0072,"Hank Azaria",CELEBRITIES_OPT_9f43_000C
"To which of these animated films has popular American actress and voice artist, Mae Questel not contributed?",CELEBRITIES_9815_0073,"Micky Mouse",CELEBRITIES_OPT_a407_000C
"This remarkable ventriloquist voiced Scooby-Doo, Papa Smurf, Astro (the Jetsons dog), Hampton Pig, Boo-Boo (Yogi Bears buddy) and Ruff from Ruff n Reddy.",CELEBRITIES_5d59_0074,"Don Messick",CELEBRITIES_OPT_97fb_000A
"This voice actor was often called the king of the movie trailer, having voiced the trailers for over 3,000 movies. He is given credit for such movie clichés as A one man army.... and In a world, where....",CELEBRITIES_c2d8_0075,"Don La Fontaine",CELEBRITIES_OPT_629b_000C
"This actor from Paterson, New Jersey voiced Joe Swanson in Family Guy, Kronk in The Emperors New Groove, and Tick in TV series, Tick.",CELEBRITIES_0846_0076,"Patrick Warburton",CELEBRITIES_OPT_0c27_000D
"Bill Scott, a voice actor, writer, and producer of animated cartoons, primarily in association with Jay Ward, was the voice of three of these characters. Name the one he did not voice.",CELEBRITIES_f83f_0077,"Boris Badenough",CELEBRITIES_OPT_5da6_000A
"This American actress, born in Paris, is best known for voicing Lisa Simpson from The Simpsons series. She also appeared on the situation comedies Hermans Head and Dharma and Greg.",CELEBRITIES_815e_0078,"Yeardley Smith",CELEBRITIES_OPT_8248_000B
"Her name is Memphis Eve. Who is her famous dad?",CELEBRITIES_e6f2_0079,Bono,CELEBRITIES_OPT_b350_000A
"He changed his family name to separate himself from his famous uncle, but he named his son Kal-El.",CELEBRITIES_fd3a_0080,"Nicholas Cage",CELEBRITIES_OPT_a402_000B
"She has named her children Six, Seven, Fly and Puma.",CELEBRITIES_5dce_0081,"Erykah Badu",CELEBRITIES_OPT_60d2_000A
"This Hawaiian born actress/singer starred in A Knights Tale; Kiss, Kiss, Bang, Bang; and appeared as a guest star on several TV shows. She named her son Audio Science Clayton.",CELEBRITIES_d617_0082,"Shannon Sossamon",CELEBRITIES_OPT_7ef0_000B
"Singer Sarah McLachlan has children named India Ann Sushil and Tajah Summer.",CELEBRITIES_2152_0083,True,CELEBRITIES_OPT_81e8_000B
"This actor and friend of Jimmy Stewart served on board the U.S.S. destroyer, Satterlee. He served honorably in war, yet his daughter spent most of her early life protesting the Vietnam War.",CELEBRITIES_a8f3_0084,"Henry Fonda",CELEBRITIES_OPT_9b0d_000D
"It was clear...frankly my dear, he did give a damn. He served honorably in WWII in the air force.",CELEBRITIES_e828_0085,"Clark Gable",CELEBRITIES_OPT_bcc6_000B
"Nicolas Cage played one of the protagonists in the movie Fast Times at Ridgemont High.",CELEBRITIES_f48b_0086,False,CELEBRITIES_OPT_0320_000B
"In which of these movies has Nicolas Cage not appeared?",CELEBRITIES_d328_0087,"Crash (2004)",CELEBRITIES_OPT_d97d_000B
"What was the occupation of Nicolas Cages character in the movie It Could Happen to You?",CELEBRITIES_f1bb_0088,"a police officer",CELEBRITIES_OPT_f638_000D
"In which of these movies does Nicolas Cage play an arms dealer?",CELEBRITIES_989e_0089,"Lord of War",CELEBRITIES_OPT_4c52_000C
"Which of these war movies stars Nicolas Cage?",CELEBRITIES_7152_0090,Windtalkers,CELEBRITIES_OPT_dead_000C
"Does Willem Dafoe star with Nicolas Cage in the 1990 movie Wild at Heart?",CELEBRITIES_4b7d_0091,Yes,CELEBRITIES_OPT_7476_000A
"Nicolas Cage plays Andrew Sterling in the movie Amos  Andrew.",CELEBRITIES_063f_0092,False,CELEBRITIES_OPT_604d_000A
"What was the name of Nicolas Cages character in the movie City of Angels?",CELEBRITIES_991c_0093,Seth,CELEBRITIES_OPT_bff3_000D
"Nicolas Cage won an Academy Award for his performance as a suicidal alcoholic in this movie.",CELEBRITIES_a8e6_0094,"Leaving Las Vegas",CELEBRITIES_OPT_6a3c_000C
"The movie Captain Corellis Mandolin, starring Nicolas Cage, is set during which war?",CELEBRITIES_82b6_0095,WWII,CELEBRITIES_OPT_b468_000C
"What was the full name of Hardy, of the famous comedy partnership, Laurel and Hardy?",CELEBRITIES_e6d3_0096,"Oliver Norwell Hardy",CELEBRITIES_OPT_0228_000A
"What was the full name of Laurel, of the famous comedy duo, Laurel and Hardy?",CELEBRITIES_c358_0097,"Arthur Stanley Jefferson",CELEBRITIES_OPT_8fe2_000C
"Which was the first movie in which Stan Laurel and Oliver Hardy both appeared in 1921, albeit not as a team?",CELEBRITIES_4cf4_0098,"A Lucky Dog",CELEBRITIES_OPT_e386_000A
"What was the last movie famous comedy duo, Laurel and Hardy made together?",CELEBRITIES_29ec_0099,"Atoll K (aka Utopia)",CELEBRITIES_OPT_64bf_000B
"Which of these is not a name comedy duo Laurel and Hardy went by, in European countries?",CELEBRITIES_fce3_0100,"Da Schoene und da Huebsche",CELEBRITIES_OPT_5f10_000B
"Which of the two members of comedy team Laurel and Hardy won a Lifetime Achievement Academy Award from the Screen Actors Guild ?",CELEBRITIES_023c_0101,Laurel,CELEBRITIES_OPT_3940_000B
"What was the cause of American actor, Oliver Hardys death on August 7, 1957?",CELEBRITIES_580e_0102,Stroke,CELEBRITIES_OPT_7397_000A
"Which of comedy team, Laurel and Hardys films won an Oscar for Best Comedy Short Subject in 1932?",CELEBRITIES_bee7_0103,"The Music Box",CELEBRITIES_OPT_2924_000A
"Which was the first movie in which actors Stan Laurel and Oliver Hardy officially appeared as a team?",CELEBRITIES_30ab_0104,"The Second Hundred Years (June 1927)",CELEBRITIES_OPT_0611_000A
"Who co-starred with Elvis in Flaming Star?",CELEBRITIES_2c61_0105,"Barbara Eden",CELEBRITIES_OPT_8bdc_000D
"Which actress was Elviss love interest in Blue Hawaii?",CELEBRITIES_3c85_0106,"Joan Blackman",CELEBRITIES_OPT_3eb5_000A
"Loving You stars Elvis Presley and this actress.",CELEBRITIES_b1b3_0107,"Dolores Hart",CELEBRITIES_OPT_c58d_000D
"Elviss first film, Love Me Tender, stars what leading lady?",CELEBRITIES_d386_0108,"Debra Paget",CELEBRITIES_OPT_125c_000D
"Elviss girlfriend in Charro was played by this actress.",CELEBRITIES_d365_0109,"Ina Balin",CELEBRITIES_OPT_0d8c_000B
"Stay Away Joe was a completely different image for Elvis.  Who starred with him in this film?",CELEBRITIES_e2db_0110,"Katy Jurado",CELEBRITIES_OPT_a69b_000B
"Of all the movie stars Elvis Presley worked with, she was the only one to attend his funeral.",CELEBRITIES_dea1_0111,Ann-Margret,CELEBRITIES_OPT_b0b2_000B
"Who did Elvis dance the Flamenco with, in movie Girls, Girls, Girls?",CELEBRITIES_a4e0_0112,"Laura Goodwin",CELEBRITIES_OPT_75fc_000A
"What actress starts in Live A Little Love A Little,  alongside Elvis?",CELEBRITIES_5257_0113,"Michele Cary",CELEBRITIES_OPT_83da_000C
"There is more than one lady after Elviss attention in the move Fun In Acapulco, but only this one can be his Bosa Nova Baby.",CELEBRITIES_42c4_0114,"Elsa Cardenas",CELEBRITIES_OPT_539c_000A
"It Happened at the Worlds Fair (1963) stars Elvis and this beauty.",CELEBRITIES_c2ac_0115,"Joan OBrien",CELEBRITIES_OPT_9326_000C
"In the film,Wild in the Country, Elvis had to choose between three of these four leading ladies. Which actress did he pick?",CELEBRITIES_a2ad_0116,"Tuesday Weld",CELEBRITIES_OPT_b6b0_000A
"Which R  B songstress named her child Puma?",CELEBRITIES_fdd3_0117,"Erykah Badu",CELEBRITIES_OPT_0dcc_000B
"Diezel is the child of which R  B songstress?",CELEBRITIES_f92a_0118,"Toni Braxton",CELEBRITIES_OPT_a949_000B
"Kal-el is the child of which Oscar winning actor?",CELEBRITIES_2670_0119,"Nicholas Cage",CELEBRITIES_OPT_bd45_000B
"This Oscar winning actress named her daughter Apple.",CELEBRITIES_6869_0120,"Gwyneth Paltrow",CELEBRITIES_OPT_1d15_000C
"This former supermodel named her child Sailor Lee.",CELEBRITIES_3385_0121,"Christie Brinkley",CELEBRITIES_OPT_3d5d_000D
"Which television and movie actor has a child named Thyme?",CELEBRITIES_6b1f_0122,"Isiah Washington",CELEBRITIES_OPT_a7ac_000D
"This movie star named his child Reignbeau.",CELEBRITIES_a410_0123,"Ving Rhames",CELEBRITIES_OPT_02d4_000C
"Which Australian born actress named her child Banjo?",CELEBRITIES_41de_0124,"Rachel Griffiths",CELEBRITIES_OPT_99ef_000A
"Which comedian has a child named Moxie Crimefighter?",CELEBRITIES_3991_0125,"Penn Jillette",CELEBRITIES_OPT_24af_000B
"Which musician has a son named Speck Wildhorse?",CELEBRITIES_1a0b_0126,"John Mellancamp",CELEBRITIES_OPT_d67f_000C
"Which Aerosmith song are the following lyrics from: Sing with me, sing for the year, sing for the laughter, sing for tear..?",CELEBRITIES_de9f_0127,"Dream On",CELEBRITIES_OPT_3318_000C
"Which is the missing word from the lyrics of the popular Aerosmith song I Dont Want To Miss A Thing: “I could stay awake, just to hear you _________”?",CELEBRITIES_b157_0128,Breathing,CELEBRITIES_OPT_31ec_000D
"The following lyrics are from the song Walk On Water by Aerosmith: “Cruised into a bar on the, her picture graced the grime on the door.”",CELEBRITIES_71e4_0129,False,CELEBRITIES_OPT_a88a_000B
"What Aerosmith song are the following lyrics from: “Get ready for the big time, tap dancing on a land mine”?",CELEBRITIES_5964_0130,"Rag Doll",CELEBRITIES_OPT_e7fe_000A
"What is the missing word in these lyrics by Aerosmith: “I was _____ when I met you, now Im dying to forget you”?",CELEBRITIES_5eb2_0131,Cryin,CELEBRITIES_OPT_c97e_000C
"What song by Aerosmith has the following lyrics: You talk about things that nobody cares, you’re wearing out things that nobody wears?",CELEBRITIES_97dd_0132,"Sweet Emotion",CELEBRITIES_OPT_b96a_000B
"The following lyrics are from the song Amazing by Aerosmith: Lifes a journey, not a destination, and theres just no telling what tomorrow brings.",CELEBRITIES_beb0_0133,True,CELEBRITIES_OPT_675b_000B
"What Aerosmith song are the following lyrics from: That kind of lovin, sends a man, to his grave?",CELEBRITIES_6f43_0134,Crazy,CELEBRITIES_OPT_2a9e_000C
"What is the most popular nickname of TV talk show host Jay Leno?",CELEBRITIES_e525_0135,"The Chin",CELEBRITIES_OPT_ecb1_000D
"Justin Timberlakes very curly blond hair has earned him this funny nickname.",CELEBRITIES_7b08_0136,"Curly Spice",CELEBRITIES_OPT_609b_000C
"What was the reason Madonna was called Madge in Great Britain?",CELEBRITIES_5d9b_0137,"It is short for Your Majesty",CELEBRITIES_OPT_03dd_000C
"What is actress Courtney Coxs nickname that she was given by her family and friends as a child?",CELEBRITIES_8755_0138,CeCe,CELEBRITIES_OPT_b26f_000B
"Reportedly president George W. Bush liked to call himself this, being a big fan of nicknames.",CELEBRITIES_2296_0139,"The Decider",CELEBRITIES_OPT_60ac_000A
"Gwen Stefani has been called this nickname because of her smile and her signature platinum blond hair.",CELEBRITIES_039f_0140,Sunshine,CELEBRITIES_OPT_9fe8_000A
"What female singer has been called Booty because of her impressive buttocks?",CELEBRITIES_d614_0141,"Janet Jackson",CELEBRITIES_OPT_f454_000D
"What nickname was given to actor Charlie Sheen which rhymes with his last name?",CELEBRITIES_8f1d_0142,Masheen,CELEBRITIES_OPT_00b6_000D
"Aerosmiths lead singer Steven Tyler was called this nickname to refer to his powerful voice and signature vocalization.",CELEBRITIES_25d6_0143,"Demon of Screaming",CELEBRITIES_OPT_fcb5_000C
"What American actor was given the ingenious nickname Italian Stallion?",CELEBRITIES_0582_0144,"Sylvester Stallone",CELEBRITIES_OPT_29a7_000C
"For which film did Frank Sinatra get his Oscar?",CELEBRITIES_07ad_0145,"From Here to Eternity",CELEBRITIES_OPT_2d61_000C
"Which film starring Frank Sinatra was based on the life of the comedian Joe E. Lewis?",CELEBRITIES_c07e_0146,"The Joker is Wild",CELEBRITIES_OPT_de28_000C
"In which movie did Frank Sinatra make his starring debut?",CELEBRITIES_2232_0147,"Higher and Higher",CELEBRITIES_OPT_5cf5_000A
"Which of these movies stars both Doris Day and Frank Sinatra?",CELEBRITIES_795f_0148,"Young at Heart",CELEBRITIES_OPT_5fb5_000D
"Name the 1955 film in which Frank Sinatra co-starred with Debbie Reynolds and David Wayne.",CELEBRITIES_edb8_0149,"The Tender Trap",CELEBRITIES_OPT_b190_000C
"Which of these is a Rat Pack film starring Frank Sinatra set in the Old West?",CELEBRITIES_ec06_0150,"Sergeants Three",CELEBRITIES_OPT_d40e_000D
"Which western spoof co-starred George Kennedy and Frank Sinatra as an outlaw with a $10.00 (ten dollar) price on his head?",CELEBRITIES_6f5b_0151,"Dirty Dingus McGee",CELEBRITIES_OPT_b30f_000B
"In which film did Frank Sinatra play the owner of a naughty Parisian night spot?",CELEBRITIES_65c6_0152,Can-Can,CELEBRITIES_OPT_4ec7_000D
"Which 1966 Frank Sinatra films plot centred around a heist on an ocean liner?",CELEBRITIES_343f_0153,"Assault on a Queen",CELEBRITIES_OPT_c6b7_000B
"In which film did Frank Sinatra and Jules Munshin sing the emblematic theme song New York, New York?",CELEBRITIES_a945_0154,"On the Town",CELEBRITIES_OPT_dae2_000B
"In which Frank Sinatra film did Old Blue Eyes play Nathan Detroit?",CELEBRITIES_e320_0155,"Guys and Dolls",CELEBRITIES_OPT_cce0_000C
"Which movie, for which Frank Sinatra was already cast, saw him pull out when he learned he would have to film each scene in two different technologies?",CELEBRITIES_cf15_0156,Carousel,CELEBRITIES_OPT_e4f3_000A
"When and where was Robert Duvall born?",CELEBRITIES_8bb5_0157,"January 5, 1931in SanDiego, California",CELEBRITIES_OPT_285c_000A
"Which statement is incorrect about Luciana Pedraza, Robert Duvalls fourth wife?",CELEBRITIES_1dab_0158,"She was born in Verz Cruz, Mexico.",CELEBRITIES_OPT_6e0d_000D
"Robert Duvall and his good friend Dustin Hoffman studied with the same famous acting  teacher. Who was he?",CELEBRITIES_1c7c_0159,"Sanford Meisner",CELEBRITIES_OPT_ac4b_000A
"Robert Duvalls acting teacher got him a part in the play The Midnight Caller. Who was the author of this play?",CELEBRITIES_778f_0160,"Horton Foote",CELEBRITIES_OPT_7d70_000D
"Robert Duvall was the first actor to play Major Frank Burns.",CELEBRITIES_d01c_0161,True,CELEBRITIES_OPT_5693_000B
"For which of these movies did Robert Duvall win the Best Actor Oscar?",CELEBRITIES_557e_0162,"Tender Mercies",CELEBRITIES_OPT_4a9b_000D
"Robert Duvall is known to be aligned with which political party?",CELEBRITIES_bd7a_0163,"The Republican Party",CELEBRITIES_OPT_2bf0_000A
"In the Godfather movies, how many men did Robert Duvalls character personally kill?",CELEBRITIES_d4ce_0164,0,CELEBRITIES_OPT_4073_000C
"In which movie does Robert Duvall not portray Lt. Col. Meacham, a fighter pilot?",CELEBRITIES_8fb8_0165,"The Pilot",CELEBRITIES_OPT_6551_000D
"To which famous American can Robert Duvall trace his lineage?",CELEBRITIES_fbde_0166,"Robert E. Lee",CELEBRITIES_OPT_fe7f_000A
"Which of these roles was not played by Robert Duvall?",CELEBRITIES_e7e6_0167,"Kit Carson",CELEBRITIES_OPT_817e_000D
"Which of these characters was not portrayed by Robert Duvall?",CELEBRITIES_a165_0168,"Jimmy Carter",CELEBRITIES_OPT_e90e_000D
"The following lyrics are from a song by the Rolling Stones, released in 1971 as the first single of the album, Sticky Fingers.  Name the song. Gold Coast slaveship bound for cotton fields Sold in a market down in New Orleans Scarred old slaver know hes doin alright Hear him whip the women just around midnight",CELEBRITIES_fe2e_0169,"Brown Sugar",CELEBRITIES_OPT_4ed1_000A
"The following lyrics are from Miss You, a 1978 hit song by the Rolling Stones: Ive been waiting in the hall Been waiting on your call When the phone rings Its just some friends of mine that say, Hey, whats the matter man? Were gonna come around at twelve With some Puerto Rican girls that are just dyin to meet you",CELEBRITIES_9aaf_0170,True,CELEBRITIES_OPT_7e50_000B
"These are the opening lines of a song by The Rolling Stones, which first appeared as the opening track on the 1968 album, Beggars Banquet.  Guess the song. Please allow me to introduce myself Im a man of wealth and taste Ive been around for a long long year stolen many mans soul and faith I was around when Jesus Christ had His moment of doubt and pain",CELEBRITIES_a97f_0171,"Sympathy for the Devil",CELEBRITIES_OPT_3316_000D
"These lyrics come from Fool to Cry, a song which appears on The Rolling Stones album, Black and Blue: No more will my green sea go turn a deeper blue I could not foresee this thing happening to you If I look hard enough into the setting sun My love will laugh with me before the morning comes",CELEBRITIES_8f12_0172,False,CELEBRITIES_OPT_7232_000A
"Which statement concerning Bernie Mac is true?",CELEBRITIES_784a_0173,"Bernie was born October 5 1958 in Chicago, Illinois.",CELEBRITIES_OPT_c713_000B
"In 1992  Bernie Mac made his film debut in this comedy about a con artist who gets a job at a credit card  company.",CELEBRITIES_6759_0174,MoMoney,CELEBRITIES_OPT_a058_000A
