question,QID,answer,answer_OID
"This food is a very good source of energy. It also contains phenylethylamine, which triggers the same reaction in the body as falling in love does.",HOBBIES_4b7a_0016,Chocolate,HOBBIES_OPT_cac0_000C
"Although too smelly, this member of the onion family is considered to be an aphrodisiac. It also has antioxidant properties and is used in alternative medicine.",HOBBIES_df25_0017,Garlic,HOBBIES_OPT_64d9_000D
"Although natural, this food contains more calories than beet-sugar. It is used in a lot of skin-care products, but in the ancient Egyptians considered it --to be a cure for impotence and sterility.",HOBBIES_8bd1_0018,Honey,HOBBIES_OPT_91fc_000A
"This very nutritious and rich in proteins seafood is stated to be the favourite one of Casanova. He was famous as one of the worlds greatest lovers and an ardent connoisseur of this food, which was always on his menu.",HOBBIES_dbc0_0019,Oysters,HOBBIES_OPT_1831_000C
"These fruits were used as wedding breakfast in France. Newlyweds had a soup of thinned sour cream, borage and powdered sugar, and these.",HOBBIES_b528_0020,Strawberries,HOBBIES_OPT_4bab_000A
"As this drink relaxes and stimulates the senses, it is considered the proper drink for a romantic evening. The recommended quantity is one or two glasses, otherwise you will get sleepy and spoil the moment.",HOBBIES_fc41_0021,Wine,HOBBIES_OPT_8214_000C
"This drink is a widely known stimulant, but if you have too much, it becomes a depressant. Its active ingredient - caffeine - is known as the worlds most popular drug.",HOBBIES_3bb2_0022,Coffee,HOBBIES_OPT_5725_000D
"Having been cultivated for more than 1000 years, this is one of the oldest spices in the world. However, you should be aware of its hallucinogenic properties it taken in large quantities. In Asia, It was highly appreciated for its aphrodisiac qualities.",HOBBIES_d123_0023,Nutmeg,HOBBIES_OPT_e2ca_000B
"Whisky is traditional for this country. The beverages color can give you a hint about its age.",HOBBIES_9470_0024,Scotland,HOBBIES_OPT_e3a9_000C
"Tequila is named after a town with the same name in the country where it is a traditional drink.",HOBBIES_8e7a_0025,Mexico,HOBBIES_OPT_9b68_000D
"Vodka is traditional for this country. People there like to flavor vodka with lemon peel, pepper or herbs.",HOBBIES_d000_0026,Russia,HOBBIES_OPT_5dc7_000B
"Rakia is a strong alcoholic drink made of various fruits, usually grapes, plums or apricots.",HOBBIES_c047_0027,Bulgaria,HOBBIES_OPT_eea9_000D
"Pastis is the most popular aperitif in this country. It is made with anise, licorice and additional aromatic plants.",HOBBIES_9dc4_0028,France,HOBBIES_OPT_5d7f_000A
"In this country people drink gorilka. It is similar to vodka.",HOBBIES_0cd7_0029,Ukraine,HOBBIES_OPT_7d61_000A
"Sangria is consumed all year round in this country. It is made of wine mixed with fruit and spices.",HOBBIES_cada_0030,Spain,HOBBIES_OPT_0587_000D
"Caipirinha takes lime, caster sugar, and Cachaca, or Rum to chill out the citizens of this country.",HOBBIES_2f30_0031,Brazil,HOBBIES_OPT_f319_000C
"Schnapps is a kind of fruit brandy and is typical for the country which gave the name of this beverage.",HOBBIES_c45b_0032,Germany,HOBBIES_OPT_ecf4_000D
"Ouzo is the preferred drink in this country. It is produced from pressed grapes, herbs and berries.",HOBBIES_da6b_0033,Greece,HOBBIES_OPT_8e12_000B
"The first sales of the Coca Cola drink were made at Jacobs Pharmacy in Atlanta, Georgia, in what year?",HOBBIES_e0d9_0034,1886,HOBBIES_OPT_3e43_000A
"Attorneys Benjamin Thomas and Joseph Whitehead of Chattanooga, Tennessee, bought the exclusive rights to distribute Coke syrup to bottlers across most of the US. How much did they pay to obtain the rights?",HOBBIES_664b_0035,$1,HOBBIES_OPT_d380_000C
"Coca-Cola used to contain cocaine.",HOBBIES_591b_0036,True,HOBBIES_OPT_cb97_000B
"Coca-Cola was originally green.",HOBBIES_e54d_0037,False,HOBBIES_OPT_9d12_000A
"Why was Coca-Cola once considered an anti-Semitic company?",HOBBIES_3e7f_0038,"All of these",HOBBIES_OPT_f879_000B
"This was the original title of a song, produced by Billy Davis and sung by The New Seekers, and featured in a 1971 TV commercial of Coca Cola.",HOBBIES_fb38_0039,"Id Like to Teach the World to Sing",HOBBIES_OPT_20b5_000B
"The acids which the Coca-Cola beverage contains make it harmful to drink.",HOBBIES_a380_0040,False,HOBBIES_OPT_1478_000A
"This zodiac sign is referred to as the youngest one. It is ruled by Mars and is famous as the initiator.",HOBBIES_fb0f_0041,Aries,HOBBIES_OPT_df12_000B
"This sign is ruled by Venus and people born under it are known as peacemakers.",HOBBIES_c0c4_0042,Libra,HOBBIES_OPT_74c0_000D
"This zodiac sign is ruled by the Sun.",HOBBIES_a47f_0043,Leo,HOBBIES_OPT_ae4e_000C
"Ruled by Saturn, people born under this zodiac sign, are ambitious and practical.",HOBBIES_8520_0044,Capricorn,HOBBIES_OPT_d0d1_000A
"Under the influence of Jupiter, people born under this sign always seek to extract meaning from experience and search for what lies behind the animal instinct. Having rather philosophical view towards life, a person under this sign will not maintain a relationship with a jealous spouse.",HOBBIES_d4c2_0045,Sagittarius,HOBBIES_OPT_d7ba_000C
"Ruled by Mercury, people born under this sign are really clever. It is typical for them to constantly try to separate what is useful from what is not.",HOBBIES_149f_0046,Virgo,HOBBIES_OPT_f657_000B
"The people born under this zodiac sign are ruled by Neptune. They are probably the most sensitive of all, but have worked out a manner to conceal their sensitivity. They are prone to living their life in a constant daydream.",HOBBIES_d6af_0047,Pisces,HOBBIES_OPT_d476_000C
"This Moon sign characterizes the people under its rule as maternal. It is typical for them to hold firmly to the past, and to insist on the relation of the present with the past.  However, they are very romantic.",HOBBIES_c354_0048,Cancer,HOBBIES_OPT_b203_000A
"This astrological sign, ruled by Pluto, has the reputation of being highly sexual. Persons born under it, usually feel emotionally secure if they are financially settled.",HOBBIES_1a12_0049,Scorpio,HOBBIES_OPT_7639_000B
"The planet of this sign is Uranus. The most recognizable feature of people born under the sign is their need for independence. They are positive and optimistic, and see life as a wonderful adventure.",HOBBIES_6e73_0050,Aquarius,HOBBIES_OPT_7fe3_000D
"This zodiac sign is ruled by Mercury. People born under it often change their mind.  They are also known as being tender and caring.",HOBBIES_a37e_0051,Gemini,HOBBIES_OPT_77ac_000C
"This is another sign ruled by Venus. The people under this zodiac sign are really material. Good food, good clothing and furniture, good sex can really make them feel wonderful. They are possessive, but are calm and have great inner peace.",HOBBIES_ccbb_0052,Taurus,HOBBIES_OPT_4118_000C
"North Americans believed these were poisonous until 1820, when Colonel Robert Gibbon Johnson disproved that myth during a public demonstration on the courthouse steps in Salem, NJ.  They were imported from Mexico to Europe in the middle of 16th century.",HOBBIES_6d11_0053,Tomatoes,HOBBIES_OPT_172c_000D
"This fresh, green vegetable comes from India, where people have been growing it for 3000 years. Although we regard it as a vegetable, it is actually a fruit and reproduces by seeds.",HOBBIES_1cd9_0054,Cucumber,HOBBIES_OPT_5605_000B
"According to historians this indigo-colored vegetable originates from India.  However, there are some written accounts from the 5th century in China, which indicate its cultivation there as well.",HOBBIES_9a7e_0055,Eggplant,HOBBIES_OPT_34a2_000B
"This vegetable comes from the Andes in Peru and Bolivia, where people have known it for 2400 years. It became popular in Europe in 1780, when it first appeared in Ireland.",HOBBIES_dc38_0056,Potato,HOBBIES_OPT_265f_000A
"With a Latin name of Capsicum, this American vegetable has been known to the western hemisphere for a very long time.  According to experts there is evidence it has been consumed since 7500 BC.",HOBBIES_6d8a_0057,"Chili Pepper",HOBBIES_OPT_649c_000B
"This orange vegetable was first discovered in Afghanistan 5000 years ago. Paintings were found on the walls of temples in Egypt, where it is believed to have been used for  treatment of diseases.",HOBBIES_5343_0058,Carrot,HOBBIES_OPT_486f_000B
"This veggie comes from Mexico. It was later spread all over North America and from there, setters took it to Europe. Nowadays besides food, it is used in the manufacture of oils, paints, soaps, syrups, starches, and even for fuel.",HOBBIES_6dfd_0059,Corn,HOBBIES_OPT_1de8_000A
"This member of the cabbage family was admitted to European and American cuisine in the beginning of the 20th century. However, it was very common in the Roman Empire and was first cultivated on the territory of present day Turkey",HOBBIES_1c2c_0060,Broccoli,HOBBIES_OPT_63c7_000C
"This low-carb vegetable was first seen along Atlantic coasts of Europe. Its in the same group as cauliflower, broccoli, kale, collards, kohlrabi, and Brussels sprouts.",HOBBIES_8fdf_0061,Cabbage,HOBBIES_OPT_0cf1_000A
"This is a vegetable with no homeland, dispersed all over the world.  In Egypt, it was worshipped for its spherical shape and concentric rings, believed to be symbols of eternity.",HOBBIES_c084_0062,Onions,HOBBIES_OPT_0b5e_000D
"Ploughmans Lunch is traditional for this country. It consists of cheese, a bit of pickle and pickled onion, and a slice of bread.",HOBBIES_e492_0063,England,HOBBIES_OPT_238f_000B
"Boza is a thick, fermented beverage with a sweet and sour taste. It is made from millet seed and various astringent substances and was invented in which country?",HOBBIES_7e51_0064,Turkey,HOBBIES_OPT_7ec3_000D
"Zong Zi is a traditional food for this country. It is a rice dumpling wrapped in bamboo or reed leaves.",HOBBIES_b53b_0065,China,HOBBIES_OPT_aaa4_000D
"Coq Au Vin is a typical dish for this country, and it is prepared in all its regions, though with slight changes in recipe. It is a kind of chicken stew.",HOBBIES_6075_0066,France,HOBBIES_OPT_bcbc_000A
"Bratwurst is often consumed in this country.  They are sausages made of pork and veal and seasoned with ginger, nutmeg, and coriander or caraway.",HOBBIES_4fcb_0067,Germany,HOBBIES_OPT_ccbd_000C
"Feijohada has been consumed for centuries in this country. It is a stew made of black beans and pork.",HOBBIES_5401_0068,Brazil,HOBBIES_OPT_c6d3_000B
"Tzatziki is a typical dip of this country. It is made with yogurt, olive oil, cucumbers and onions.",HOBBIES_a460_0069,Greece,HOBBIES_OPT_03dd_000A
"Quesadillas are folded tortillas, stuffed with cheese and then grilled.",HOBBIES_b97d_0070,Mexico,HOBBIES_OPT_8d01_000D
"The Shish Kabob is very popular in this country. It is often served with the traditional greens and tomato salad, tahini sauce and pita bread.",HOBBIES_b2f6_0071,Egypt,HOBBIES_OPT_d310_000A
"Tandoori Chicken is a meal named after the oven in which it is cooked - a small clay oven using a wood fire.",HOBBIES_8ed9_0072,India,HOBBIES_OPT_4162_000C
"This popular board game, patented in 1935 by salesman Charles Darrow, is known for the long hours a single game could take to complete.",HOBBIES_837a_0073,Monopoly,HOBBIES_OPT_9b58_000D
"Which of these games of skill and strategy has a pen and pencil version, played on a field of 8x10 boxes?",HOBBIES_4a12_0074,Soccer,HOBBIES_OPT_1119_000C
"Simon says, generally a childrens game of concentration and quick reactions, appears in which of these action-packed movies?",HOBBIES_989b_0075,"The Die Hard series",HOBBIES_OPT_c395_000D
"This strategic board game, which involves play by two parties on an eight-by-eight square grid, enjoys a great following in Japan, and has an estimated 10 to the power of 28 legal positions.",HOBBIES_f210_0076,Othello,HOBBIES_OPT_8543_000B
"One of the most popular casino games in the world, its precursor , vingt-et-un originated in French casinos around 1700.",HOBBIES_88dd_0077,Blackjack,HOBBIES_OPT_14e2_000D
"Scrabble, an amusing family game created by architect Alfred Mosher Butts in 1938, is what type of game?",HOBBIES_d07a_0078,"Word game",HOBBIES_OPT_3a0d_000C
"Pong, the first commercially successful video game, is a video screen adaptation of what classic game?",HOBBIES_6762_0079,"Table tennis",HOBBIES_OPT_a4fd_000C
"Tic-tac-toe is the American name of which popular paper and pencil game?",HOBBIES_32ca_0080,"Noughts and crosses",HOBBIES_OPT_2796_000A
"This hand game, also known as Roshambo, is used to randomly select a person for some purpose.",HOBBIES_a6e7_0081,"Rock, Paper, Scissors",HOBBIES_OPT_0a1a_000D
"The name of the popular tile game, Dominoes, often considered to be the modern descendant of the dice, originated from which of these?",HOBBIES_6c88_0082,"Domino masks",HOBBIES_OPT_4e8d_000A
"What meat does a proper Irish breakfast usually include?",HOBBIES_46c1_0083,Pork,HOBBIES_OPT_46f9_000D
"What dish is traditionally served for breakfast in Cambodia, Thailand and Vietnam?",HOBBIES_fa36_0084,Soup,HOBBIES_OPT_48bf_000D
"Which kind of breakfast is sometimes referred to as a Full Monty?",HOBBIES_70df_0085,"Full English breakfast",HOBBIES_OPT_96ab_000D
"Which word refers to the fermented soybeans that are a part of the traditional Japanese breakfast?",HOBBIES_e503_0086,Natto,HOBBIES_OPT_d9fa_000C
"In the United Kingdom, when is the wedding breakfast served?",HOBBIES_cf1d_0087,"at the wedding reception",HOBBIES_OPT_c4c6_000A
"The popular breakfast cereal dish muesli was invented in 1900 in which country?",HOBBIES_b3fb_0088,Switzerland,HOBBIES_OPT_11cb_000B
"The traditional Malayan breakfast dish Nasi lemak includes soaking rice in what?",HOBBIES_799e_0089,"Coconut cream",HOBBIES_OPT_bead_000B
"In which country does the typical breakfast consist of Caffè e latte and a pastry?",HOBBIES_627c_0090,Italy,HOBBIES_OPT_63c8_000A
"Besides flour and milk, what is the third essential ingredient of the batter for pancakes in the UK?",HOBBIES_bd9b_0091,Eggs,HOBBIES_OPT_ee18_000C
"The title of Kurt Vonneguts book Breakfast of Champions is also the slogan of what famous American breakfast cereal?",HOBBIES_cd0c_0092,Wheaties,HOBBIES_OPT_9303_000C
"The carbonated beverage Fanta is a product of which company?",HOBBIES_724a_0093,"Coca-Cola Bottling Co.",HOBBIES_OPT_e7ea_000D
"The special Fanta flavour in Romania, based on a traditional local drink made from elderflower, is called by what name?",HOBBIES_07f6_0094,"Fanta Shokata",HOBBIES_OPT_993e_000A
"Fanta was named by a German salesman, named Joe Knipp. During a contest for employees, the contestants were told to let their fantasy run wild and Knipp said: Fanta.",HOBBIES_6691_0095,True,HOBBIES_OPT_cebc_000B
"The first soft drinks that were sold in all-aluminum cans in 1964 were products of the Royal Crown Cola company.",HOBBIES_e860_0096,True,HOBBIES_OPT_c2f3_000A
"In 1985, Shasta  was acquired by the Royal Crown Cola Corp., which also owned the Faygo line of soft drinks.",HOBBIES_95c7_0097,False,HOBBIES_OPT_e375_000B
"Which American soft drink company was established by pharmacist Claude A. Hatcher in 1905?",HOBBIES_4c3f_0098,"Royal Crown Cola Corp.",HOBBIES_OPT_5dc5_000A
"What soft drink brand has the same name as a Native American tribe of Northern California?",HOBBIES_0f11_0099,Shasta,HOBBIES_OPT_8141_000A
"This cocktail is prepared from 1 1/2 oz. dark rum, 1/2 oz. each: Orange Curacao and creme de noyaux, lime juice, dash of grenadine. You shake the ingredients with ice and serve in a Hurricane or decorative glass.",HOBBIES_a444_0100,"Mai Tai",HOBBIES_OPT_c84c_000D
"Mix 1 ts powdered sugar and 2 ts water with some crushed ice into a glass. Then add 2 1/2 oz bourbon whiskey and some mint sprigs on top. You should leave it until the glass is frosted.",HOBBIES_2c72_0101,"Mint Julep",HOBBIES_OPT_968d_000C
"This summer cocktail requires 1 1/2 oz. vodka, 1/2 oz. lime juice, 1/2 oz. triple sec, 6 frozen watermelon cubes, 1/2 shaker of ice, 1/2 oz. chambord. The ingredients are placed into a shaker and mixed very well.",HOBBIES_474e_0102,"Watermelon Martini",HOBBIES_OPT_73d4_000A
"If you want to prepare this cocktail, you will need 3 oz pineapple juice, 3 oz orange juice, 3 oz lime juice, 8 dashes Angostura bitters, 6 oz rum and 2 oz simple syrup. Mix the ingredients in a shaker with ice.",HOBBIES_759c_0103,"Rum Punch",HOBBIES_OPT_dad5_000C
"This cocktail is made of 2 oz vodka, 3 oz cranberry juice, 2 oz grapefruit juice. The ingredients are shaken with ice and then strain into a highball glass.",HOBBIES_ba29_0104,"Sea Breeze",HOBBIES_OPT_ae07_000C
"This is a type of punch. In a big bowl pour the following ingredients: 1 bottle red wine, shotglass of lime juice, 2 shots Bacardi and add random fruit. Chill the mixture overnight.",HOBBIES_1ff8_0105,Sangria,HOBBIES_OPT_cf22_000C
"You just need 1 oz white creme de cacao and 1 oz white creme de menthe for this cocktail. They are poured over ice in an old fashioned glass.",HOBBIES_c88c_0106,"Peppermint Pattie",HOBBIES_OPT_404f_000A
"This more complex cocktail requires 1 1/2 oz light rum, 1 tbsp triple sec, 1 1/2 oz lime juice, 1 tsp sugar, 1 cherry and 1 cup crushed ice. Except the cherry, combine all ingredients and blend them for 5 seconds in a blender. Pour the mixture into a champagne glass and top with the cherry.",HOBBIES_a1b5_0107,"Frozen Daiquiri",HOBBIES_OPT_ddf6_000C
"This cocktails ingredients are as follows: 1 1/4 oz. Southern Comfort, grapefruit juice, pineapple juice, soda. They are all mixed and shaken with ice.",HOBBIES_9f4d_0108,"Southern Sparkler",HOBBIES_OPT_19d8_000D
"To prepare this one, you need 1 1/2 oz. Kahlua, 1/2 oz. peppermint schnapps, splash of cream and splash of cola. Shake the ingredients and add ice.",HOBBIES_7022_0109,"Colorado Minty Dog",HOBBIES_OPT_8c01_000D
"This strongly acidic and detoxifying fruit grows on trees named Citrus sinensis and Citrus aurantium.",HOBBIES_62c4_0110,Orange,HOBBIES_OPT_dbc1_000B
"Similarly to spinach, this fruit, called petia in Spain, contains plenty of iron.",HOBBIES_36a9_0111,Watermelon,HOBBIES_OPT_e03b_000D
"Which of the following groups of fruits are considered low-acid fruits?",HOBBIES_fd80_0112,"All of these",HOBBIES_OPT_5474_000C
"Botanically speaking, which of the following is not a fruit?",HOBBIES_f9ce_0113,Arugula,HOBBIES_OPT_1568_000B
"These fruits of the Family Musaceae are a valuable source of Vitamin A, Vitamin C, and potassium and are highly recommended by doctors to patients, whose potassium levels are low.",HOBBIES_9697_0114,Banana,HOBBIES_OPT_e746_000D
"Why do doctors and dietitians recommend that we have five to nine fresh pieces of fruit a day?",HOBBIES_6db8_0115,"All of these",HOBBIES_OPT_4962_000A
"What was the first self service grocery store?",HOBBIES_930e_0116,"Piggly Wiggly",HOBBIES_OPT_ebfe_000C
"A potato will sometimes have green skin. What is characteristic of this skin?",HOBBIES_906b_0117,"It contains a poisonous alkaloid.",HOBBIES_OPT_6c73_000D
"What type of food is Pancetta?",HOBBIES_5ff0_0118,bacon,HOBBIES_OPT_847a_000C
"Who built the first restaurant from the McDonalds chain, one of the worlds largest chains of fast-food restaurants?",HOBBIES_d4a9_0119,"The MacDonald brothers",HOBBIES_OPT_83a7_000A
"Sometimes sushi is served rolled in nori. What is nori?",HOBBIES_7cc8_0120,seaweed,HOBBIES_OPT_0b84_000D
"Is it true that the word corn may refer to any cereal that is grown in a country?",HOBBIES_2bb3_0121,Yes,HOBBIES_OPT_f05e_000A
"The fish taco is generally cooked by what method?",HOBBIES_9d2d_0122,Frying,HOBBIES_OPT_8cbe_000D
"Stilton is a cheese which originated in which country?",HOBBIES_0f69_0123,England,HOBBIES_OPT_1195_000D
"This cocktail is as simple as mixing 1  oz vanilla liqueur and 1/2  fluid ounce cream.",HOBBIES_6433_0124,"Little Beer",HOBBIES_OPT_ec6d_000D
"Prepare 1 1/2  oz lemon-flavored vodka, 3/4  oz fresh lemon juice, 1 lemon wedge, 1  teaspoon sugar. Moisten a martini glass with the lemon wedge and then dip it into sugar. Shake the ingredients well and strain into the sugared glass.",HOBBIES_a10a_0125,"Lemon Drop Cocktail",HOBBIES_OPT_cf0b_000A
"Take 50ml Rye Whiskey, 25ml Sweet Vermouth, 1 dash Angostura Bitters. Stir all the ingredients together with ice and strain in a martini glass. Garnish with a Maraschino cherry.",HOBBIES_2b5f_0126,Manhattan,HOBBIES_OPT_e303_000A
"In a shaker, mix 1 oz Kahlua, 1 oz butterscotch schnapps and 6 oz milk. Strain into a glass.",HOBBIES_4910_0127,"Kahlua Butterball",HOBBIES_OPT_be69_000B
"Layer ingredients in a shot glass in the following order: 15 ml Creme De Cacao white liqueur, 15 ml  Blue curacao liqueur, 15 ml Scotch Whisky.",HOBBIES_fcd8_0128,"African Violet",HOBBIES_OPT_eb73_000D
"For this refreshing cocktail you need 2 oz tequila, juice of 1/2 lime and Coca-Cola.  Mix tequila and lime  juice over ice cubes in a the glass. Add cola, stir, and its ready.",HOBBIES_ea58_0129,Mexicola,HOBBIES_OPT_22be_000A
"Prepare 1 1/2 oz gin, 2 tsp grapefruit juice, 1 tbsp maraschino liqueur.  Mix all ingredients and shake them with ice. Then strain into a cocktail glass. Add a sprig of mint.",HOBBIES_9dc2_0130,"Seventh Heaven",HOBBIES_OPT_15af_000D
"To experience this sweet delight you need 1 oz light rum, 1 oz dark rum, 1 oz coconut cream, 1 cup Ice, 4 oz pineapple juice and 4 strawberries. Mix all the ingredients in a shaker.  Garnish with a pineapple wedge.",HOBBIES_7b2d_0131,"Strawberry Colada",HOBBIES_OPT_3d6a_000B
"Shake the following ingredients with ice: 1/2 oz. Creme De Banane, 1/2 oz. pineapple juice, 1 oz. gin, 1 oz. cream and add a dash of Grenadine.",HOBBIES_d3fc_0132,"Velvet Kiss",HOBBIES_OPT_1766_000A
"This cocktail is a sweet combination of 4 oz. vodka, 2 oz. Midori and some Sprite mixed with ice.",HOBBIES_4de5_0133,"Midori Dream",HOBBIES_OPT_0c2f_000B
"In the trick-taking game of Hearts, what have you done, if you have just shot the sun?",HOBBIES_4309_0134,"Taken every trick",HOBBIES_OPT_bfc9_000A
"Assuming there are no wildcards, which of the following hands would win a four-handed game of poker?",HOBBIES_6ccf_0135,"Ten of hearts, queen of diamonds, ten of clubs, queen of clubs, queen of spades",HOBBIES_OPT_716d_000A
"High, low, jack, and game are the four possible points in what trick-taking game?",HOBBIES_bf85_0136,Pitch,HOBBIES_OPT_9c2e_000B
"Taking all thirteen tricks in a game of bridge is referred to as what?",HOBBIES_a1a7_0137,"Grand slam",HOBBIES_OPT_7908_000B
"You have just laid down your entire hand in matched sets of four card books by taking cards from another player. What game have you just won?",HOBBIES_5d59_0138,"Go Fish",HOBBIES_OPT_ed38_000C
"Beleaguered castle is a form of what kind of card game?",HOBBIES_3c37_0139,Solitaire,HOBBIES_OPT_8918_000D
"In the card game Texas hold em, the last community card to hit the table is referred to as what?",HOBBIES_1943_0140,"The river",HOBBIES_OPT_033f_000B
"Which card game, invented by British poet Sir John Suckling, is scored with a peg board?",HOBBIES_a5da_0141,Cribbage,HOBBIES_OPT_6279_000A
"In a game of Pinochle, what is the second highest ranking card?",HOBBIES_c093_0142,Ten,HOBBIES_OPT_9718_000A
"In order to double down in a game of blackjack, your two cards must total exactly what number?",HOBBIES_0da0_0143,"Any number",HOBBIES_OPT_a5f7_000C
"This flowering plant, native to the eastern Mediterranean region and southwest Asia, is used as a spice in different liqueurs like raki and ouzo.",HOBBIES_2569_0144,Anise,HOBBIES_OPT_0901_000D
"This herb, regarded as the king of herbs in many cooking books, is also known as Albahaca and St. Josephs Wort.",HOBBIES_b330_0145,Basil,HOBBIES_OPT_474f_000C
"Which popular substance, derived from orchids, is widely used in  the making of desserts.",HOBBIES_c964_0146,Vanilla,HOBBIES_OPT_e6b5_000A
"Mace is one of the spices, derived from the fruit of this evergreen tree, indigenous to tropical southeast Asia and Australasia.",HOBBIES_a23b_0147,Nutmeg,HOBBIES_OPT_4d50_000B
"Oregano is a spicy perennial herb, particularly common to which region in Europe?",HOBBIES_0475_0148,"The Mediterranean Region",HOBBIES_OPT_1ad8_000B
"This highly aromatic perennial herb, native to southern Europe, is widely used in salads, meat and potato balls, and its flavor is similar to that of anise.",HOBBIES_2e08_0149,Fennel,HOBBIES_OPT_f2ce_000C
"The seeds of which of these herbs are the key spice in Indian curries?",HOBBIES_f303_0150,Coriander,HOBBIES_OPT_1bd7_000A
"Which special type of wormwood, used exclusively for spicing, is one of the four fines herbes of French cooking?",HOBBIES_2abc_0151,Tarragon,HOBBIES_OPT_6bae_000B
"This aromatic perennial herb, that is native to Europe, North Africa and Asia, is widely used in many cuisines, especially in the Mediterranean.",HOBBIES_ed29_0152,Thyme,HOBBIES_OPT_c585_000C
"Sesame is an annual plant , whose closest relatives originated in which continent?",HOBBIES_5612_0153,Africa,HOBBIES_OPT_a352_000D
"Greyhound is a cocktail which contains Tonic.",HOBBIES_d18e_0154,False,HOBBIES_OPT_b0f6_000A
"This London style porter has the flavor of chocolate and coffee incorporated into the brewing process for a unique tasting adventure.",HOBBIES_3c79_0155,Blackhook,HOBBIES_OPT_ce38_000A
"A Grasshopper is characterized by its soft color and taste, which comes from this strong green liqueur.",HOBBIES_03a1_0156,"Creme de Menthe",HOBBIES_OPT_79dd_000C
"One and a half ounce of 80 proof liquor, straight or with a mixer, 12 ounce beer (a regular size can, bottle, mug, or glass) or a 5 ounce glass of wine all take about 8 hours each for your body to get rid of them.",HOBBIES_8094_0157,False,HOBBIES_OPT_dba6_000B
"There are several renditions of the famed Long Island Iced Tea, but almost all of the recipes call for this carbonated drink.",HOBBIES_ffd1_0158,Cola,HOBBIES_OPT_8634_000D
"Brandy Separators are made with this coffee-flavored liqueur.",HOBBIES_6650_0159,Kahlua,HOBBIES_OPT_3866_000B
"The legal drinking age in a few US states is 18.",HOBBIES_c7b7_0160,False,HOBBIES_OPT_2b38_000A
"This is a traditional Scottish dish, boiled in a sheep’s stomach. Some of the main ingredients are sheep’s pluck, onion, salt and spices.",HOBBIES_44fa_0161,Haggis,HOBBIES_OPT_b708_000B
"This dish is usually cooked in a large, flat pan. It is most typical for the region of Valencia, Spain and contains ingredients such as rice, saffron and olive oil.",HOBBIES_3d67_0162,Paella,HOBBIES_OPT_f56e_000B
"Which of these dishes is a traditional Mexican dish, prepared out of a tortilla dipped in a sauce, containing peppers?",HOBBIES_3579_0163,Enchilada,HOBBIES_OPT_f423_000B
